> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-23 01:25:30.000,  757643740.856,  745801173.178,      -1464.732,         35.233,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:26:00.000,  757654942.918,  745845133.324,      -1465.897,         36.590,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:26:30.000,  757666144.483,  745889091.183,      -1465.391,         41.981,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:27:00.000,  757677345.750,  745933046.052,      -1464.703,         37.762,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:27:30.000,  757688545.674,  745976998.098,      -1464.601,         34.043,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:28:00.000,  757699745.366,  746020949.044,      -1465.010,         36.314,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:28:30.000,  757710944.667,  746064898.892,      -1464.532,         38.796,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:29:00.000,  757722145.283,  746108844.986,      -1464.675,         34.200,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:29:30.000,  757733344.189,  746152789.753,      -1465.160,         33.713,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:30:00.000,  757744541.631,  746196732.108,      -1464.970,         38.243,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:30:30.000,  757755739.196,  746240675.636,      -1464.431,         37.278,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:31:00.000,  757766936.562,  746284614.411,      -1464.408,         37.146,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:31:30.000,  757778133.174,  746328552.064,      -1465.175,         37.747,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:32:00.000,  757789329.897,  746372492.655,      -1465.169,         35.371,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:32:30.000,  757800525.395,  746416427.943,      -1465.594,         36.979,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:33:00.000,  757811722.531,  746460363.956,      -1465.311,         38.303,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:33:30.000,  757822918.457,  746504300.504,      -1463.614,         34.357,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:34:00.000,  757834115.277,  746548235.354,      -1464.538,         38.526,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:34:30.000,  757845311.811,  746592171.413,      -1463.990,         38.961,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:35:00.000,  757856507.261,  746636106.186,      -1463.710,         38.006,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:35:30.000,  757867702.727,  746680040.636,      -1464.574,         36.658,,,,,,,,,,,,,,,,,,
I01, 2025-01-23 01:36:00.000,  757878898.293,  746723976.309,      -1464.211,         37.652,,,,,,,,,,,,,,,,,,
