> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I02, 2025-01-12 00:00:00.000,   38539155.295,  151236042.236,        116.709,         41.523,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:00:30.000,   38538268.609,  151232561.277,        115.866,         42.025,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:01:00.000,   38537388.614,  151229108.358,        114.604,         41.907,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:01:30.000,   38536516.275,  151225683.989,        113.212,         41.476,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:02:00.000,   38535650.710,  151222286.790,        112.979,         41.819,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:02:30.000,   38534791.942,  151218917.764,        111.848,         42.129,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:03:00.000,   38533941.290,  151215577.764,        110.902,         42.119,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:03:30.000,   38533097.206,  151212266.646,        109.745,         41.652,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:04:00.000,   38532260.234,  151208983.272,        109.171,         41.518,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:04:30.000,   38531431.096,  151205729.388,        107.911,         41.471,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:05:00.000,   38530609.353,  151202503.138,        106.990,         41.914,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:05:30.000,   38529794.917,  151199306.553,        105.534,         42.034,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:06:00.000,   38528987.784,  151196138.677,        105.612,         41.850,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:06:30.000,   38528188.275,  151193000.578,        104.773,         42.108,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:07:00.000,   38527395.774,  151189891.063,        102.746,         42.023,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:07:30.000,   38526611.212,  151186812.124,        102.653,         41.907,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:08:00.000,   38525834.132,  151183763.041,        101.382,         41.869,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:08:30.000,   38525064.243,  151180742.135,        100.072,         41.774,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:09:00.000,   38524302.287,  151177752.050,         99.290,         41.552,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:09:30.000,   38523547.565,  151174791.062,         98.889,         41.342,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:10:00.000,   38522800.975,  151171860.301,         97.568,         41.423,,,,,,,,,,,,,,,,,,
I02, 2025-01-12 00:10:30.000,   38522061.709,  151168959.341,         95.934,         41.425,,,,,,,,,,,,,,,,,,
