> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-11 02:07:00.000,  781009788.493,  761709358.476,      -1465.351,         35.162,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:07:30.000,  781020986.357,  761753305.245,      -1465.557,         33.455,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:08:00.000,  781032185.091,  761797246.845,      -1464.293,         34.076,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:08:30.000,  781043379.930,  761841184.765,      -1464.041,         31.245,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:09:00.000,  781054575.933,  761885118.263,      -1465.206,         32.874,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:09:30.000,  781065771.885,  761929048.138,      -1464.280,         36.858,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:10:00.000,  781076965.502,  761972973.261,      -1463.639,         39.042,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:10:30.000,  781088157.853,  762016894.655,      -1464.377,         35.167,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:11:00.000,  781099349.424,  762060813.969,      -1463.892,         32.575,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:11:30.000,  781110538.764,  762104727.810,      -1464.159,         35.233,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:12:00.000,  781121729.322,  762148639.361,      -1463.144,         35.524,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:12:30.000,  781132919.071,  762192546.116,      -1463.629,         35.362,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:13:00.000,  781144107.824,  762236452.355,      -1464.100,         32.048,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:13:30.000,  781155295.454,  762280353.626,      -1463.276,         32.228,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:14:00.000,  781166482.608,  762324252.765,      -1463.248,         40.141,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:14:30.000,  781177668.798,  762368150.857,      -1462.669,         38.219,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:17:30.000,  781244775.195,  762631497.182,      -1462.210,         38.240,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:18:00.000,  781255958.791,  762675380.401,      -1463.019,         37.966,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:18:30.000,  781267140.576,  762719261.218,      -1462.894,         38.351,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:19:00.000,  781278322.473,  762763143.596,      -1462.411,         42.277,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:19:30.000,  781289503.829,  762807022.963,      -1462.238,         36.960,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:20:00.000,  781300685.510,  762850903.122,      -1462.623,         32.293,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:20:30.000,  781311867.602,  762894781.378,      -1461.660,         34.095,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:21:00.000,  781323049.224,  762938658.661,      -1462.555,         35.543,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:21:30.000,  781334230.180,  762982534.289,      -1461.309,         36.276,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:22:00.000,  781345411.059,  763026411.787,      -1462.677,         34.338,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:22:30.000,  781356592.561,  763070287.357,      -1462.932,         37.894,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:23:00.000,  781367773.623,  763114162.859,      -1462.576,         34.929,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:23:30.000,  781378954.294,  763158039.828,      -1463.104,         38.964,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:24:00.000,  781390135.085,  763201917.785,      -1461.701,         40.138,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:24:30.000,  781401316.367,  763245796.536,      -1462.608,         38.129,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:25:00.000,  781412498.469,  763289673.235,      -1462.595,         38.267,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:25:30.000,  781423679.907,  763333550.916,      -1462.690,         39.165,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:26:00.000,  781434862.007,  763377429.927,      -1461.826,         40.799,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:26:30.000,  781446044.453,  763421310.554,      -1462.634,         40.157,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:27:00.000,  781457225.345,  763465190.982,      -1463.134,         37.104,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:27:30.000,  781468407.374,  763509074.133,      -1463.000,         36.915,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:28:00.000,  781479591.661,  763552957.613,      -1462.798,         35.738,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:28:30.000,  781490774.907,  763596843.668,      -1463.460,         37.762,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:29:00.000,  781501958.648,  763640731.752,      -1462.308,         40.246,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:29:30.000,  781513142.550,  763684620.911,      -1462.640,         39.168,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:30:00.000,  781524326.487,  763728511.118,      -1462.500,         36.824,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:30:30.000,  781535512.933,  763772406.745,      -1463.498,         36.117,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:31:00.000,  781546699.983,  763816301.185,      -1463.501,         38.856,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:31:30.000,  781557886.276,  763860200.542,      -1463.603,         36.688,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:32:00.000,  781569072.862,  763904101.182,      -1463.055,         36.325,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:32:30.000,  781580260.021,  763948003.955,      -1463.699,         36.348,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:33:00.000,  781591449.350,  763991911.154,      -1463.756,         36.571,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:33:30.000,  781602639.272,  764035819.683,      -1463.950,         37.735,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:34:00.000,  781613829.929,  764079733.036,      -1463.559,         37.803,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:34:30.000,  781625021.584,  764123648.840,      -1464.076,         38.216,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:35:00.000,  781636212.970,  764167568.990,      -1464.182,         35.943,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:35:30.000,  781647405.202,  764211492.323,      -1464.368,         36.798,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:36:00.000,  781658599.496,  764255418.665,      -1464.410,         37.569,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:36:30.000,  781669794.497,  764299350.939,      -1464.648,         39.156,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:37:00.000,  781680990.200,  764343283.014,      -1464.120,         39.532,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:37:30.000,  781692186.361,  764387222.006,      -1464.421,         36.960,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:38:00.000,  781703386.460,  764431167.148,      -1465.474,         38.541,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:38:30.000,  781714584.735,  764475113.461,      -1465.002,         38.790,,,,,,,,,,,,,,,,,,
I01, 2025-01-11 02:39:00.000,  781725783.918,  764519065.912,      -1465.275,         37.493,,,,,,,,,,,,,,,,,,
