> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-27 04:42:30.000,  939297429.383,  458649261.507,      -1682.468,         37.013,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:43:00.000,  939310292.660,  458699743.346,      -1682.744,         36.703,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:43:30.000,  939323162.102,  458750243.201,      -1683.550,         37.361,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:44:00.000,  939336035.294,  458800758.266,      -1684.624,         37.626,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:44:30.000,  939348911.022,  458851289.746,      -1684.564,         36.318,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:45:00.000,  939361792.683,  458901839.761,      -1685.121,         36.650,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:45:30.000,  939374677.955,  458952404.948,      -1685.586,         36.110,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:46:00.000,  939387566.456,  459002987.449,      -1686.897,         35.648,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:46:30.000,  939400460.251,  459053585.652,      -1687.673,         35.586,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:47:00.000,  939413359.704,  459104199.501,      -1688.012,         36.699,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:47:30.000,  939426261.838,  459154832.149,      -1687.901,         36.556,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:48:00.000,  939439168.377,  459205480.520,      -1689.359,         37.285,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:48:30.000,  939452078.617,  459256143.918,      -1689.680,         37.694,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:49:00.000,  939464994.379,  459306823.424,      -1690.096,         37.894,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:49:30.000,  939477911.890,  459357519.634,      -1691.043,         36.711,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:50:00.000,  939490834.271,  459408230.692,      -1690.864,         36.473,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:50:30.000,  939503762.390,  459458958.120,      -1690.560,         38.474,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:51:00.000,  939516693.192,  459509702.291,      -1691.777,         37.539,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:51:30.000,  939529626.834,  459560461.245,      -1693.303,         36.476,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:52:00.000,  939542565.804,  459611237.701,      -1693.334,         37.342,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:52:30.000,  939555508.727,  459662027.675,      -1692.799,         37.380,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:53:00.000,  939568456.272,  459712834.055,      -1693.688,         37.947,,,,,,,,,,,,,,,,,,
I01, 2025-01-27 04:53:30.000,  939581406.460,  459763656.507,      -1693.353,         37.391,,,,,,,,,,,,,,,,,,
