> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I02, 2025-01-05 00:00:00.000,   38590142.053,  151436106.714,        163.240,         41.569,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:00:30.000,   38588902.037,  151431240.541,        161.795,         41.359,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:01:00.000,   38587667.138,  151426395.104,        161.311,         41.621,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:01:30.000,   38586438.374,  151421573.045,        160.311,         41.623,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:02:00.000,   38585215.629,  151416774.290,        159.266,         41.530,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:02:30.000,   38583997.906,  151411995.788,        158.722,         41.492,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:03:00.000,   38582786.568,  151407241.411,        157.360,         41.659,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:03:30.000,   38581580.489,  151402508.820,        157.193,         41.151,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:04:00.000,   38580380.431,  151397799.269,        156.515,         41.099,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:04:30.000,   38579186.781,  151393113.794,        156.081,         41.623,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:05:00.000,   38577997.613,  151388448.929,        154.967,         41.526,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:05:30.000,   38576815.122,  151383808.470,        154.684,         41.359,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:06:00.000,   38575638.860,  151379192.436,        152.994,         41.125,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:06:30.000,   38574468.772,  151374599.093,        152.340,         41.404,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:07:00.000,   38573303.940,  151370028.337,        151.970,         41.552,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:07:30.000,   38572145.342,  151365481.671,        151.712,         41.688,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:08:00.000,   38570992.966,  151360958.538,        151.126,         41.962,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:08:30.000,   38569846.337,  151356459.491,        149.625,         42.017,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:09:00.000,   38568706.044,  151351983.321,        148.633,         41.990,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:09:30.000,   38567571.233,  151347531.584,        148.301,         41.661,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:10:00.000,   38566443.486,  151343105.314,        147.645,         41.483,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:10:30.000,   38565321.374,  151338701.414,        145.163,         41.666,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:11:00.000,   38564205.197,  151334323.128,        144.663,         41.437,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:11:30.000,   38563095.379,  151329967.449,        144.847,         41.576,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:12:00.000,   38561992.058,  151325637.216,        142.466,         41.309,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:12:30.000,   38560894.935,  151321332.231,        143.392,         41.232,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:13:00.000,   38559804.600,  151317053.258,        142.160,         41.483,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:13:30.000,   38558720.129,  151312797.368,        141.505,         41.335,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:14:00.000,   38557642.474,  151308567.755,        140.238,         41.399,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:14:30.000,   38556570.112,  151304361.307,        139.803,         41.113,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:15:00.000,   38555505.038,  151300180.818,        139.090,         41.213,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:15:30.000,   38554446.093,  151296025.747,        138.000,         40.984,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:16:00.000,   38553393.617,  151291895.005,        137.433,         41.464,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:16:30.000,   38552347.623,  151287790.460,        136.048,         41.688,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:17:00.000,   38551308.854,  151283712.692,        135.869,         41.321,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:17:30.000,   38550275.774,  151279659.404,        134.897,         41.406,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:18:00.000,   38549249.429,  151275632.150,        133.106,         41.642,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:18:30.000,   38548229.998,  151271630.821,        132.893,         41.673,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:19:00.000,   38547216.672,  151267654.418,        132.208,         41.592,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:19:30.000,   38546210.419,  151263705.798,        131.337,         41.788,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:20:00.000,   38545210.399,  151259781.387,        129.773,         41.778,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:20:30.000,   38544217.649,  151255884.465,        129.115,         41.700,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:21:00.000,   38543231.527,  151252015.751,        128.456,         41.442,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:21:30.000,   38542252.353,  151248172.613,        127.607,         41.557,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:22:00.000,   38541279.439,  151244356.151,        127.271,         41.445,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:22:30.000,   38540314.001,  151240565.865,        126.440,         41.638,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:23:00.000,   38539354.778,  151236801.466,        124.714,         42.030,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:23:30.000,   38538402.960,  151233065.413,        124.427,         42.053,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:24:00.000,   38537457.637,  151229355.980,        122.832,         41.928,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:24:30.000,   38536519.984,  151225675.620,        122.199,         41.883,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:25:00.000,   38535588.687,  151222021.243,        121.372,         41.876,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:25:30.000,   38534664.480,  151218394.890,        120.790,         41.888,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:26:00.000,   38533747.487,  151214796.327,        118.623,         42.157,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:26:30.000,   38532837.025,  151211223.294,        118.689,         41.905,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:27:00.000,   38531933.749,  151207678.780,        117.314,         41.831,,,,,,,,,,,,,,,,,,
I02, 2025-01-05 00:27:30.000,   38531038.067,  151204162.996,        115.616,         42.063,,,,,,,,,,,,,,,,,,
