> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-25 01:12:30.000,  845830632.445,   91865475.584,      -1466.236,         35.348,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:13:00.000,  845841845.972,   91909475.837,      -1466.670,         35.700,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:13:30.000,  845853057.157,   91953472.144,      -1466.686,         35.529,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:14:00.000,  845864267.890,   91997464.165,      -1466.015,         36.287,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:14:30.000,  845875477.366,   92041450.907,      -1465.598,         37.777,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:15:00.000,  845886684.756,   92085435.991,      -1465.778,         36.639,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:15:30.000,  845897891.921,   92129416.053,      -1466.333,         36.476,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:16:00.000,  845909098.698,   92173392.264,      -1466.340,         36.836,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:16:30.000,  845920303.791,   92217364.279,      -1466.652,         33.168,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:17:00.000,  845931509.417,   92261334.711,      -1465.340,         31.411,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:17:30.000,  845942714.914,   92305302.619,      -1465.905,         34.133,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:18:00.000,  845953917.838,   92349266.468,      -1465.265,         35.124,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:18:30.000,  845965119.979,   92393226.723,      -1465.902,         37.422,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:19:00.000,  845976321.218,   92437185.199,      -1465.099,         35.081,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:19:30.000,  845987522.495,   92481142.473,      -1465.328,         34.681,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:20:00.000,  845998723.227,   92525097.314,      -1464.839,         35.138,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:20:30.000,  846009924.237,   92569050.362,      -1465.761,         36.393,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:21:00.000,  846021124.572,   92613000.681,      -1465.194,         38.565,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:21:30.000,  846032324.333,   92656947.064,      -1465.042,         38.039,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:22:00.000,  846043522.848,   92700894.875,      -1465.194,         36.881,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:22:30.000,  846054721.036,   92744839.269,      -1465.344,         34.824,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:23:00.000,  846065917.749,   92788782.362,      -1464.704,         33.719,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:23:30.000,  846077116.919,   92832724.316,      -1463.794,         35.667,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:24:00.000,  846088313.766,   92876666.144,      -1464.527,         34.257,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:24:30.000,  846099511.921,   92920606.577,      -1465.219,         36.147,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:25:00.000,  846110708.474,   92964547.342,      -1464.620,         36.215,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:25:30.000,  846121906.152,   93008487.481,      -1464.388,         39.129,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:26:00.000,  846133103.131,   93052424.508,      -1464.898,         36.076,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:26:30.000,  846144300.282,   93096363.540,      -1463.925,         34.933,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:27:00.000,  846155495.996,   93140300.588,      -1465.009,         34.014,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:27:30.000,  846166692.883,   93184238.898,      -1464.730,         36.745,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:28:00.000,  846177888.825,   93228178.159,      -1464.330,         37.202,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:28:30.000,  846189086.252,   93272116.458,      -1465.156,         38.453,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:29:00.000,  846200283.221,   93316053.887,      -1465.615,         38.303,,,,,,,,,,,,,,,,,,
I01, 2025-01-25 01:29:30.000,  846211480.991,   93359993.762,      -1464.879,         39.880,,,,,,,,,,,,,,,,,,
