> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-21 01:37:00.000,  669423992.814,  399607933.607,      -1465.434,         36.484,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:37:30.000,  669435192.064,  399651876.243,      -1464.534,         37.059,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:38:00.000,  669446390.077,  399695819.622,      -1464.291,         36.949,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:38:30.000,  669457588.098,  399739762.315,      -1465.932,         37.406,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:39:00.000,  669468783.290,  399783700.292,      -1464.884,         36.287,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:39:30.000,  669479981.474,  399827641.569,      -1464.941,         39.652,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:40:00.000,  669491178.227,  399871581.478,      -1464.701,         37.698,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:40:30.000,  669502374.895,  399915517.191,      -1464.565,         37.350,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:41:00.000,  669513570.909,  399959453.961,      -1464.745,         35.357,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:41:30.000,  669524767.214,  400003390.419,      -1464.980,         37.009,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:42:00.000,  669535964.293,  400047326.465,      -1465.320,         36.654,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:42:30.000,  669547160.471,  400091261.219,      -1464.342,         35.805,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:43:00.000,  669558356.547,  400135198.267,      -1463.787,         36.280,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:43:30.000,  669569551.997,  400179133.680,      -1465.345,         36.140,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:44:00.000,  669580747.242,  400223069.318,      -1465.075,         36.011,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:44:30.000,  669591942.593,  400267005.087,      -1464.510,         35.619,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:45:00.000,  669603140.964,  400310942.920,      -1464.730,         36.862,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:45:30.000,  669614338.418,  400354882.616,      -1464.454,         38.411,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:46:00.000,  669625535.299,  400398821.080,      -1464.637,         39.517,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:46:30.000,  669636731.828,  400442758.936,      -1464.914,         39.177,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:47:00.000,  669647929.483,  400486701.421,      -1465.003,         37.588,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:47:30.000,  669659127.253,  400530643.576,      -1465.298,         38.090,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:48:00.000,  669670324.806,  400574585.043,      -1465.343,         39.835,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:48:30.000,  669681523.346,  400618530.933,      -1464.814,         40.691,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:49:00.000,  669692721.680,  400662479.069,      -1465.423,         39.721,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:49:30.000,  669703921.513,  400706426.041,      -1465.476,         38.940,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:50:00.000,  669715120.843,  400750376.236,      -1464.637,         38.189,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:50:30.000,  669726320.690,  400794327.729,      -1465.608,         37.142,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:51:00.000,  669737521.791,  400838282.589,      -1465.357,         37.459,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:51:30.000,  669748724.682,  400882239.686,      -1464.660,         37.875,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:52:00.000,  669759926.483,  400926198.935,      -1465.262,         36.911,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:52:30.000,  669771128.625,  400970163.800,      -1466.228,         35.976,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:53:00.000,  669782332.103,  401014128.209,      -1466.100,         36.079,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:53:30.000,  669793537.402,  401058096.672,      -1465.576,         37.822,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:54:00.000,  669804741.611,  401102066.405,      -1465.510,         38.336,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:54:30.000,  669815947.387,  401146040.128,      -1466.837,         39.066,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:55:00.000,  669827153.991,  401190017.613,      -1465.558,         38.892,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:55:30.000,  669838361.381,  401233999.442,      -1466.158,         38.033,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:56:00.000,  669849569.076,  401277982.610,      -1465.749,         37.172,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:56:30.000,  669860779.394,  401321971.889,      -1466.669,         37.584,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:57:00.000,  669871990.324,  401365964.410,      -1467.188,         38.625,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:57:30.000,  669883201.672,  401409960.744,      -1465.881,         38.685,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:58:00.000,  669894414.678,  401453962.544,      -1466.939,         38.192,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:58:30.000,  669905628.201,  401497967.556,      -1467.367,         38.751,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:59:00.000,  669916843.034,  401541978.207,      -1467.477,         38.709,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 01:59:30.000,  669928059.124,  401585991.658,      -1467.257,         38.874,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:00:00.000,  669939276.221,  401630010.615,      -1467.809,         38.021,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:00:30.000,  669950494.421,  401674033.830,      -1467.189,         36.601,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:01:00.000,  669961713.032,  401718063.050,      -1467.945,         35.557,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:01:30.000,  669972935.157,  401762097.218,      -1467.070,         37.138,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:02:00.000,  669984158.234,  401806135.776,      -1467.202,         37.176,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:02:30.000,  669995380.685,  401850181.968,      -1468.562,         35.600,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:03:00.000,  670006604.806,  401894232.111,      -1468.896,         33.473,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:03:30.000,  670017832.166,  401938287.712,      -1468.104,         34.052,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:04:00.000,  670029059.862,  401982350.780,      -1468.918,         32.940,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:04:30.000,  670040292.065,  402026418.776,      -1468.979,         36.049,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:05:00.000,  670051522.403,  402070492.416,      -1468.953,         35.333,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:05:30.000,  670062754.593,  402114572.328,      -1470.029,         35.376,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:06:00.000,  670073988.217,  402158659.639,      -1469.990,         34.029,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:06:30.000,  670085226.727,  402202752.131,      -1470.843,         36.832,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:07:00.000,  670096461.248,  402246851.536,      -1470.756,         35.124,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:07:30.000,  670107703.538,  402290958.653,      -1470.488,         36.662,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:08:00.000,  670118944.039,  402335071.638,      -1471.032,         35.857,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:08:30.000,  670130185.816,  402379189.663,      -1471.172,         34.576,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:09:00.000,  670141432.130,  402423316.984,      -1470.856,         35.081,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:09:30.000,  670152677.491,  402467451.834,      -1471.890,         34.814,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:10:00.000,  670163926.916,  402511593.738,      -1471.214,         34.729,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:10:30.000,  670175177.937,  402555742.103,      -1472.207,         34.757,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:11:00.000,  670186430.154,  402599898.029,      -1472.581,         35.414,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:11:30.000,  670197684.028,  402644064.273,      -1472.752,         32.994,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:12:00.000,  670208939.846,  402688232.906,      -1472.630,         33.138,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:12:30.000,  670220197.058,  402732414.418,      -1473.175,         31.804,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:13:00.000,  670231457.171,  402776603.696,      -1472.344,         31.494,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:13:30.000,  670242719.862,  402820800.915,      -1473.858,         30.430,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:14:00.000,  670253983.843,  402865007.458,      -1473.932,         30.898,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:14:30.000,  670265251.141,  402909221.996,      -1473.589,         31.464,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:15:00.000,  670276520.356,  402953442.098,      -1473.392,         34.062,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:15:30.000,  670287791.900,  402997673.305,      -1474.648,         34.829,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:16:00.000,  670299064.847,  403041912.935,      -1474.956,         35.105,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:16:30.000,  670310341.508,  403086162.761,      -1475.054,         34.771,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:17:00.000,  670321617.124,  403130418.909,      -1475.354,         33.419,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:17:30.000,  670332898.060,  403174685.889,      -1475.943,         34.281,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:18:00.000,  670344181.469,  403218962.676,      -1476.994,         35.605,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:18:30.000,  670355468.356,  403263248.464,      -1476.838,         36.771,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:19:00.000,  670366754.143,  403307542.845,      -1475.380,         37.074,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:19:30.000,  670378043.672,  403351847.515,      -1476.779,         36.737,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:20:00.000,  670389336.158,  403396161.066,      -1476.902,         36.987,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:20:30.000,  670400631.497,  403440485.125,      -1477.426,         38.396,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:21:00.000,  670411930.946,  403484824.643,      -1477.663,         39.363,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:21:30.000,  670423229.340,  403529162.892,      -1478.560,         39.255,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:22:00.000,  670434531.861,  403573517.942,      -1478.513,         38.342,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:22:30.000,  670445835.922,  403617880.832,      -1479.979,         37.819,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:23:00.000,  670457144.180,  403662256.074,      -1479.431,         37.297,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:23:30.000,  670468454.279,  403706641.254,      -1479.198,         36.892,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:24:00.000,  670479769.743,  403751039.712,      -1480.527,         38.216,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:24:30.000,  670491084.741,  403795446.191,      -1480.424,         37.819,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:25:00.000,  670502403.164,  403839864.408,      -1480.279,         38.231,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:25:30.000,  670513725.506,  403884292.556,      -1481.712,         38.465,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:26:00.000,  670525048.983,  403928732.383,      -1481.198,         38.273,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:26:30.000,  670536377.283,  403973183.828,      -1482.188,         38.447,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:27:00.000,  670547708.462,  404017648.275,      -1482.416,         39.078,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:27:30.000,  670559040.158,  404062120.900,      -1483.314,         38.817,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:28:00.000,  670570377.653,  404106610.543,      -1483.470,         39.495,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:28:30.000,  670581716.968,  404151106.575,      -1482.407,         39.886,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:29:00.000,  670593058.990,  404195615.325,      -1483.885,         39.916,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:29:30.000,  670604404.030,  404240135.616,      -1484.652,         39.652,,,,,,,,,,,,,,,,,,
I01, 2025-01-21 02:30:00.000,  670615751.332,  404284667.794,      -1484.849,         39.799,,,,,,,,,,,,,,,,,,
