> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-09 02:14:30.000,  692705854.360,  415185756.221,      -1466.131,         41.456,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:15:00.000,  692717057.051,  415229716.035,      -1465.048,         37.497,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:15:30.000,  692728257.125,  415273669.387,      -1465.184,         38.072,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:16:00.000,  692739455.236,  415317618.741,      -1464.981,         33.479,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:16:30.000,  692750653.776,  415361563.170,      -1464.800,         35.019,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:17:00.000,  692761852.853,  415405502.663,      -1465.169,         35.076,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:17:30.000,  692773049.022,  415449439.014,      -1464.283,         28.398,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:20:00.000,  692829014.166,  415669060.739,      -1463.274,         36.960,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:20:30.000,  692840205.450,  415712975.639,      -1463.281,         37.161,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:21:00.000,  692851395.778,  415756887.753,      -1463.948,         34.176,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:21:30.000,  692862585.366,  415800798.683,      -1463.505,         31.328,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:22:00.000,  692873773.952,  415844704.349,      -1462.792,         34.343,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:22:30.000,  692884962.149,  415888608.762,      -1464.205,         34.795,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:23:00.000,  692896149.215,  415932510.723,      -1463.262,         35.624,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:23:30.000,  692907335.733,  415976409.245,      -1464.178,         35.143,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:24:00.000,  692918522.702,  416020306.884,      -1463.245,         34.938,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:24:30.000,  692929708.296,  416064201.841,      -1463.299,         35.062,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:25:00.000,  692940893.767,  416108095.913,      -1462.634,         36.257,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:25:30.000,  692952079.067,  416151989.259,      -1463.792,         33.820,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:26:00.000,  692963263.644,  416195880.302,      -1462.790,         34.771,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:26:30.000,  692974447.288,  416239768.543,      -1462.864,         38.390,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:27:00.000,  692985631.384,  416283656.285,      -1462.650,         37.172,,,,,,,,,,,,,,,,,,
I01, 2025-01-09 02:27:30.000,  692996815.053,  416327543.869,      -1462.867,         35.538,,,,,,,,,,,,,,,,,,
