> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-17 01:53:30.000,   46130097.643,  802098399.139,      -1464.464,         36.760,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:54:00.000,   46141297.415,  802142346.869,      -1464.902,         37.055,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:54:30.000,   46152495.660,  802186293.769,      -1464.587,         36.386,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:55:00.000,   46163693.632,  802230238.594,      -1465.401,         35.033,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:55:30.000,   46174892.775,  802274183.494,      -1464.366,         37.195,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:56:00.000,   46186090.428,  802318127.812,      -1464.284,         35.081,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:56:30.000,   46197289.195,  802362070.255,      -1465.046,         34.700,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:57:00.000,   46208486.400,  802406012.299,      -1465.292,         38.144,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:57:30.000,   46219684.260,  802449954.290,      -1465.211,         37.535,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:58:00.000,   46230882.375,  802493895.211,      -1464.790,         35.162,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:58:30.000,   46242079.998,  802537837.157,      -1465.014,         35.057,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:59:00.000,   46253278.642,  802581778.942,      -1464.778,         38.979,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 01:59:30.000,   46264475.512,  802625719.829,      -1465.357,         38.234,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:00:00.000,   46275672.992,  802669661.701,      -1464.836,         38.508,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:00:30.000,   46286870.919,  802713606.108,      -1464.596,         37.981,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:01:00.000,   46298068.104,  802757547.644,      -1465.789,         38.568,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:01:30.000,   46309267.465,  802801492.075,      -1464.891,         39.955,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:02:00.000,   46320466.033,  802845435.785,      -1464.850,         40.079,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:02:30.000,   46331665.471,  802889381.666,      -1464.910,         40.536,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:03:00.000,   46342863.600,  802933328.120,      -1464.562,         38.517,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:03:30.000,   46354061.974,  802977274.804,      -1465.521,         37.331,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:04:00.000,   46365261.960,  803021224.092,      -1464.674,         38.934,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:04:30.000,   46376461.724,  803065174.760,      -1465.798,         38.598,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:05:00.000,   46387661.224,  803109126.866,      -1465.975,         39.030,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:05:30.000,   46398862.352,  803153081.007,      -1464.799,         36.896,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:06:00.000,   46410063.878,  803197037.927,      -1465.422,         37.270,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:06:30.000,   46421266.509,  803240995.900,      -1464.983,         37.482,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:07:00.000,   46432469.048,  803284956.152,      -1465.065,         38.724,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:07:30.000,   46443671.350,  803328920.225,      -1465.845,         38.156,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:08:00.000,   46454875.346,  803372886.526,      -1465.434,         37.803,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:08:30.000,   46466078.680,  803416853.176,      -1466.434,         36.877,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:09:00.000,   46477284.174,  803460825.328,      -1465.768,         37.183,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:09:30.000,   46488489.798,  803504799.163,      -1465.919,         36.756,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:10:00.000,   46499697.810,  803548777.482,      -1466.386,         38.462,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:10:30.000,   46510905.452,  803592757.939,      -1465.992,         38.042,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:11:00.000,   46522113.692,  803636741.543,      -1465.657,         37.009,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:11:30.000,   46533323.110,  803680729.254,      -1466.727,         37.803,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:12:00.000,   46544533.026,  803724720.341,      -1466.554,         37.716,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:12:30.000,   46555744.080,  803768716.149,      -1466.526,         36.987,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:13:00.000,   46566957.035,  803812715.965,      -1467.020,         37.142,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:13:30.000,   46578170.556,  803856718.091,      -1466.856,         38.063,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:14:00.000,   46589385.394,  803900726.891,      -1466.685,         36.957,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:14:30.000,   46600600.813,  803944738.641,      -1466.512,         36.964,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:15:00.000,   46611817.808,  803988755.011,      -1466.776,         37.970,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:15:30.000,   46623037.329,  804032775.963,      -1468.010,         38.381,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:16:00.000,   46634255.470,  804076802.915,      -1467.141,         36.858,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:16:30.000,   46645475.342,  804120832.660,      -1468.109,         36.473,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:17:00.000,   46656698.343,  804164869.811,      -1468.069,         35.629,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:17:30.000,   46667920.375,  804208910.742,      -1467.714,         35.938,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:18:00.000,   46679146.292,  804252957.987,      -1468.503,         35.838,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:18:30.000,   46690371.533,  804297010.139,      -1468.223,         35.900,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:19:00.000,   46701597.725,  804341066.479,      -1469.113,         34.533,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:19:30.000,   46712828.630,  804385130.921,      -1469.059,         35.657,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:20:00.000,   46724057.699,  804429199.604,      -1469.350,         33.623,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:20:30.000,   46735290.195,  804473274.567,      -1469.344,         35.229,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:21:00.000,   46746523.621,  804517356.845,      -1469.440,         34.310,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:21:30.000,   46757758.919,  804561445.226,      -1469.385,         34.129,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:22:00.000,   46768993.461,  804605539.827,      -1470.404,         32.240,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:22:30.000,   46780236.557,  804649641.996,      -1470.607,         36.200,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:23:00.000,   46791474.092,  804693751.197,      -1470.786,         35.462,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:23:30.000,   46802714.374,  804737864.907,      -1470.344,         34.771,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:24:00.000,   46813961.198,  804781987.019,      -1470.337,         36.605,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:24:30.000,   46825203.936,  804826115.115,      -1471.221,         34.552,,,,,,,,,,,,,,,,,,
I01, 2025-01-17 02:25:00.000,   46836452.023,  804870252.752,      -1472.053,         33.581,,,,,,,,,,,,,,,,,,
