> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-02 02:53:00.000,  383917225.336,  203432848.720,      -1465.175,         35.548,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:53:30.000,  383928419.513,  203476782.630,      -1463.732,         34.857,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:54:00.000,  383939614.716,  203520714.321,      -1464.590,         33.790,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:54:30.000,  383950809.579,  203564643.836,      -1464.237,         37.429,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:55:00.000,  383962002.969,  203608572.719,      -1464.074,         36.181,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:55:30.000,  383973196.216,  203652500.526,      -1465.238,         33.198,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:56:00.000,  383984390.247,  203696428.567,      -1464.179,         34.781,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:56:30.000,  383995583.195,  203740354.679,      -1464.483,         38.300,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:57:00.000,  384006777.173,  203784279.820,      -1464.709,         38.592,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:57:30.000,  384017970.870,  203828204.603,      -1464.633,         39.471,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:58:00.000,  384029162.559,  203872128.461,      -1464.110,         34.371,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:58:30.000,  384040355.817,  203916052.869,      -1464.907,         33.683,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:59:00.000,  384051548.130,  203959975.580,      -1464.878,         35.576,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 02:59:30.000,  384062740.435,  204003899.461,      -1464.192,         35.329,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:00:00.000,  384073933.703,  204047823.314,      -1463.968,         36.367,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:00:30.000,  384085127.179,  204091748.811,      -1464.097,         34.181,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:01:00.000,  384096320.354,  204135672.763,      -1464.337,         37.270,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:01:30.000,  384107514.841,  204179599.098,      -1464.610,         40.505,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:02:00.000,  384118707.176,  204223524.131,      -1463.824,         40.906,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:02:30.000,  384129900.797,  204267449.436,      -1464.461,         36.265,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:03:00.000,  384141094.744,  204311378.137,      -1464.274,         35.295,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:03:30.000,  384152288.729,  204355306.456,      -1464.480,         37.440,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:04:00.000,  384163483.905,  204399237.366,      -1464.358,         37.830,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:04:30.000,  384174678.080,  204443170.945,      -1464.564,         34.962,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:05:00.000,  384185874.001,  204487103.942,      -1463.971,         38.402,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:05:30.000,  384197070.006,  204531038.514,      -1464.625,         38.351,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:06:00.000,  384208266.895,  204574974.093,      -1465.283,         38.372,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:06:30.000,  384219462.704,  204618913.824,      -1465.042,         37.652,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:07:00.000,  384230659.934,  204662856.138,      -1464.417,         37.051,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:07:30.000,  384241858.265,  204706799.458,      -1465.362,         37.996,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:08:00.000,  384253057.828,  204750745.332,      -1464.990,         36.609,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:08:30.000,  384264257.278,  204794695.453,      -1464.911,         36.095,,,,,,,,,,,,,,,,,,
I01, 2025-01-02 03:09:00.000,  384275457.441,  204838645.845,      -1465.580,         35.738,,,,,,,,,,,,,,,,,,
