> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-08 02:21:30.000,  648627097.612,  242211245.728,      -1464.547,         36.140,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:22:00.000,  648638292.806,  242255182.593,      -1464.773,         31.774,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:22:30.000,  648649488.240,  242299116.273,      -1464.306,         34.338,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:23:00.000,  648660682.214,  242343047.203,      -1464.185,         35.810,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:23:30.000,  648671875.981,  242386973.772,      -1463.983,         34.281,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:24:00.000,  648683069.286,  242430898.148,      -1464.201,         32.838,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:24:30.000,  648694262.381,  242474819.512,      -1463.398,         36.469,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:25:00.000,  648705454.409,  242518737.157,      -1463.711,         36.420,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:25:30.000,  648716644.878,  242562651.817,      -1463.292,         35.609,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:26:00.000,  648727834.819,  242606562.838,      -1463.535,         35.643,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:26:30.000,  648739023.727,  242650471.620,      -1463.506,         34.157,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:27:00.000,  648750211.841,  242694379.960,      -1464.004,         36.064,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:27:30.000,  648761399.536,  242738284.077,      -1463.141,         37.671,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:28:00.000,  648772587.591,  242782188.734,      -1462.456,         35.476,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:28:30.000,  648783775.279,  242826088.523,      -1462.909,         36.522,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:29:00.000,  648794961.999,  242869988.029,      -1463.066,         34.733,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:29:30.000,  648806149.144,  242913885.819,      -1463.746,         37.701,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:30:00.000,  648817334.550,  242957781.780,      -1464.260,         36.567,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:30:30.000,  648828520.020,  243001677.038,      -1462.655,         35.790,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:31:00.000,  648839704.650,  243045569.780,      -1463.300,         35.686,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:31:30.000,  648850889.987,  243089463.261,      -1462.345,         37.705,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:32:00.000,  648862074.287,  243133353.764,      -1463.406,         35.738,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:32:30.000,  648873259.593,  243177244.981,      -1463.097,         35.714,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:33:00.000,  648884443.953,  243221133.259,      -1463.291,         35.433,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:33:30.000,  648895628.910,  243265023.764,      -1463.554,         39.616,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:34:00.000,  648906812.763,  243308912.131,      -1462.753,         37.463,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:34:30.000,  648917997.198,  243352801.853,      -1462.824,         38.000,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:35:00.000,  648929181.064,  243396690.006,      -1462.871,         38.907,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:35:30.000,  648940364.901,  243440580.779,      -1463.163,         38.273,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:36:00.000,  648951549.298,  243484470.369,      -1463.248,         38.084,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:36:30.000,  648962733.429,  243528359.212,      -1463.438,         38.291,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:37:00.000,  648973919.082,  243572249.984,      -1463.270,         39.282,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:37:30.000,  648985104.606,  243616141.424,      -1462.974,         39.709,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:38:00.000,  648996288.850,  243660033.158,      -1463.670,         38.324,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:38:30.000,  649007473.003,  243703926.513,      -1463.410,         37.149,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:39:00.000,  649018659.094,  243747821.204,      -1463.284,         38.495,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:39:30.000,  649029845.599,  243791717.532,      -1462.894,         39.483,,,,,,,,,,,,,,,,,,
I01, 2025-01-08 02:40:00.000,  649041031.967,  243835615.641,      -1462.826,         38.018,,,,,,,,,,,,,,,,,,
