> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-16 01:48:30.000,    1780925.560,  628062723.655,      -1466.753,         36.677,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:49:00.000,    1792137.318,  628106719.745,      -1466.433,         36.121,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:49:30.000,    1803347.703,  628150711.480,      -1466.648,         34.267,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:50:00.000,    1814557.643,  628194698.686,      -1465.859,         34.424,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:50:30.000,    1825765.242,  628238680.935,      -1466.033,         35.781,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:51:00.000,    1836973.654,  628282661.470,      -1466.581,         36.529,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:51:30.000,    1848179.489,  628326637.592,      -1466.507,         35.214,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:52:00.000,    1859385.528,  628370611.604,      -1466.023,         33.856,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:52:30.000,    1870589.780,  628414582.092,      -1465.968,         34.519,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:53:00.000,    1881794.320,  628458547.724,      -1465.400,         34.976,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:53:30.000,    1892998.181,  628502511.144,      -1464.796,         36.310,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:54:00.000,    1904200.970,  628546474.358,      -1465.130,         35.738,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:54:30.000,    1915403.467,  628590431.881,      -1464.347,         36.212,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:55:00.000,    1926605.510,  628634389.416,      -1465.452,         35.705,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:55:30.000,    1937806.242,  628678342.816,      -1465.541,         36.416,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:56:00.000,    1949005.911,  628722295.297,      -1465.297,         34.857,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:56:30.000,    1960205.888,  628766243.935,      -1465.616,         36.998,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:57:00.000,    1971405.339,  628810192.869,      -1465.384,         36.442,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:57:30.000,    1982605.324,  628854140.190,      -1464.700,         38.895,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:58:00.000,    1993804.211,  628898083.970,      -1464.871,         38.030,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:58:30.000,    2005003.244,  628942027.467,      -1463.673,         37.868,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:59:00.000,    2016200.888,  628985969.045,      -1464.677,         38.471,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 01:59:30.000,    2027398.593,  629029910.350,      -1465.729,         37.285,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:00:00.000,    2038595.818,  629073850.737,      -1465.127,         36.832,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:00:30.000,    2049792.587,  629117790.466,      -1464.777,         34.367,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:01:00.000,    2060989.691,  629161730.061,      -1464.511,         34.871,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:01:30.000,    2072187.127,  629205669.044,      -1465.122,         35.586,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:02:00.000,    2083384.894,  629249607.003,      -1464.113,         38.180,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:02:30.000,    2094581.677,  629293545.718,      -1464.305,         37.720,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:03:00.000,    2105778.878,  629337483.972,      -1465.260,         39.754,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:03:30.000,    2116975.778,  629381422.839,      -1464.732,         39.042,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:04:00.000,    2128172.174,  629425361.416,      -1464.894,         37.388,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:04:30.000,    2139368.386,  629469300.978,      -1465.189,         37.036,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:05:00.000,    2150565.700,  629513240.663,      -1464.327,         37.040,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:05:30.000,    2161764.339,  629557183.312,      -1465.138,         38.919,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:06:00.000,    2172961.364,  629601125.272,      -1464.619,         39.096,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:06:30.000,    2184160.075,  629645068.856,      -1465.448,         39.189,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:07:00.000,    2195356.644,  629689009.852,      -1464.213,         37.913,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:07:30.000,    2206554.455,  629732957.251,      -1465.094,         36.601,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:08:00.000,    2217753.902,  629776903.434,      -1465.204,         37.928,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:08:30.000,    2228953.301,  629820852.180,      -1465.899,         40.379,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:09:00.000,    2240152.703,  629864801.970,      -1464.982,         38.348,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:09:30.000,    2251352.439,  629908753.294,      -1465.693,         36.726,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:10:00.000,    2262552.690,  629952708.164,      -1464.797,         37.164,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:10:30.000,    2273753.501,  629996664.669,      -1466.516,         36.839,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:11:00.000,    2284955.745,  630040622.854,      -1465.542,         36.200,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:11:30.000,    2296159.238,  630084584.273,      -1465.627,         37.947,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:12:00.000,    2307361.533,  630128546.173,      -1464.591,         36.862,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:12:30.000,    2318565.596,  630172514.876,      -1466.143,         36.957,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:13:00.000,    2329769.410,  630216481.421,      -1465.028,         36.318,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:13:30.000,    2340975.023,  630260454.740,      -1465.000,         35.843,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:14:00.000,    2352181.247,  630304430.181,      -1466.748,         38.105,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:14:30.000,    2363388.673,  630348407.707,      -1466.066,         38.988,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:15:00.000,    2374596.533,  630392391.592,      -1466.089,         38.456,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:15:30.000,    2385804.615,  630436375.594,      -1465.704,         37.384,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:16:00.000,    2397012.998,  630480364.469,      -1467.518,         37.270,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:16:30.000,    2408223.964,  630524357.174,      -1466.360,         37.059,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:17:00.000,    2419436.330,  630568354.061,      -1466.120,         38.057,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:17:30.000,    2430649.362,  630612355.005,      -1466.730,         38.267,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:18:00.000,    2441862.822,  630656360.633,      -1466.331,         37.346,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:18:30.000,    2453077.373,  630700370.779,      -1467.124,         37.898,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:19:00.000,    2464293.112,  630744384.859,      -1467.621,         37.660,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:19:30.000,    2475510.440,  630788402.397,      -1467.404,         37.883,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:20:00.000,    2486729.493,  630832426.694,      -1467.888,         36.004,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:20:30.000,    2497949.281,  630876455.962,      -1468.012,         35.190,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:21:00.000,    2509170.050,  630920488.577,      -1467.074,         36.669,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:21:30.000,    2520392.119,  630964527.928,      -1468.472,         35.557,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:22:00.000,    2531617.105,  631008572.983,      -1467.991,         36.038,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:22:30.000,    2542841.374,  631052620.868,      -1467.028,         34.924,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:23:00.000,    2554065.376,  631096676.763,      -1468.916,         32.623,,,,,,,,,,,,,,,,,,
I01, 2025-01-16 02:23:30.000,    2565294.982,  631140738.585,      -1468.354,         35.014,,,,,,,,,,,,,,,,,,
