> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-28 01:05:30.000,  978399240.164,  612093167.154,      -1466.011,         40.191,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:06:00.000,  978410448.208,  612137151.969,      -1465.725,         33.198,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:06:30.000,  978421655.426,  612181131.694,      -1465.224,         30.060,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:07:00.000,  978432862.097,  612225110.525,      -1465.684,         30.453,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:07:30.000,  978444070.074,  612269090.724,      -1465.884,         36.382,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:08:00.000,  978455275.857,  612313064.681,      -1465.650,         35.857,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:08:30.000,  978466481.587,  612357036.045,      -1465.754,         33.108,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:09:00.000,  978477687.357,  612401007.014,      -1465.691,         33.838,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:09:30.000,  978488891.937,  612444976.018,      -1465.784,         35.290,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:10:00.000,  978500095.507,  612488940.433,      -1465.728,         35.881,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:10:30.000,  978511299.144,  612532906.172,      -1465.560,         37.149,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:11:00.000,  978522501.851,  612576870.135,      -1465.780,         34.181,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:11:30.000,  978533706.115,  612620832.137,      -1465.518,         35.595,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:12:00.000,  978544907.344,  612664793.487,      -1465.924,         36.091,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:12:30.000,  978556109.324,  612708754.260,      -1465.849,         35.019,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:13:00.000,  978567312.750,  612752713.064,      -1465.203,         37.592,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:13:30.000,  978578514.267,  612796672.928,      -1465.344,         36.420,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:14:00.000,  978589716.135,  612840630.022,      -1465.749,         36.631,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:14:30.000,  978600918.629,  612884588.987,      -1464.362,         37.433,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:15:00.000,  978612120.170,  612928546.863,      -1464.851,         38.294,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:15:30.000,  978623321.153,  612972503.529,      -1464.483,         36.144,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:16:00.000,  978634522.801,  613016461.680,      -1465.532,         35.871,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:16:30.000,  978645724.199,  613060419.640,      -1465.146,         36.730,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:17:00.000,  978656927.003,  613104376.594,      -1465.925,         38.856,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:17:30.000,  978668129.562,  613148335.609,      -1464.862,         39.351,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:18:00.000,  978679332.526,  613192296.728,      -1465.570,         38.477,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:18:30.000,  978690533.734,  613236256.074,      -1465.690,         38.832,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:19:00.000,  978701735.769,  613280215.521,      -1464.388,         39.805,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:19:30.000,  978712939.333,  613324180.597,      -1465.372,         38.556,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:20:00.000,  978724142.309,  613368144.263,      -1465.145,         37.626,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:20:30.000,  978735346.043,  613412110.435,      -1466.196,         38.120,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:21:00.000,  978746549.903,  613456076.635,      -1465.597,         36.904,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:21:30.000,  978757754.291,  613500043.285,      -1466.222,         37.267,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:22:00.000,  978768958.211,  613544013.765,      -1465.385,         36.541,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:22:30.000,  978780165.065,  613587986.287,      -1465.287,         37.456,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:23:00.000,  978791371.154,  613631959.942,      -1465.951,         37.868,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:23:30.000,  978802576.895,  613675937.496,      -1466.257,         36.832,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:24:00.000,  978813783.715,  613719915.471,      -1466.423,         37.021,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:24:30.000,  978824990.867,  613763895.284,      -1466.720,         35.490,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:25:00.000,  978836200.053,  613807880.078,      -1465.594,         36.223,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:25:30.000,  978847408.932,  613851865.837,      -1466.323,         37.607,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:26:00.000,  978858619.293,  613895856.909,      -1466.119,         39.078,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:26:30.000,  978869828.428,  613939848.230,      -1466.784,         38.288,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:27:00.000,  978881040.170,  613983844.998,      -1466.300,         36.911,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:27:30.000,  978892252.109,  614027844.196,      -1466.918,         36.643,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:28:00.000,  978903465.311,  614071845.941,      -1466.830,         38.159,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:28:30.000,  978914680.036,  614115852.556,      -1467.295,         38.715,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:29:00.000,  978925894.699,  614159861.410,      -1466.994,         38.601,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:29:30.000,  978937111.337,  614203876.242,      -1467.255,         39.078,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:30:00.000,  978948328.959,  614247894.027,      -1466.822,         39.619,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:30:30.000,  978959546.719,  614291916.773,      -1467.878,         39.165,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:31:00.000,  978970765.515,  614335942.737,      -1467.115,         38.595,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:31:30.000,  978981985.880,  614379972.081,      -1467.796,         37.837,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:32:00.000,  978993207.964,  614424009.271,      -1468.243,         38.174,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:32:30.000,  979004428.786,  614468050.044,      -1468.193,         36.185,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:33:00.000,  979015654.142,  614512094.334,      -1467.932,         35.386,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:33:30.000,  979026879.579,  614556143.409,      -1468.273,         35.386,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:34:00.000,  979038105.883,  614600199.008,      -1469.023,         35.052,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:34:30.000,  979049332.294,  614644259.298,      -1468.976,         35.376,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:35:00.000,  979060561.726,  614688323.779,      -1468.800,         35.124,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:35:30.000,  979071791.176,  614732394.205,      -1468.717,         32.353,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:36:00.000,  979083024.406,  614776471.984,      -1469.374,         34.338,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:36:30.000,  979094259.019,  614820553.571,      -1469.714,         35.329,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:37:00.000,  979105493.651,  614864642.196,      -1469.548,         36.926,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:37:30.000,  979116730.893,  614908736.744,      -1469.942,         36.915,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:38:00.000,  979127966.322,  614952836.559,      -1470.200,         33.587,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:38:30.000,  979139209.149,  614996944.258,      -1469.456,         35.976,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:39:00.000,  979150448.638,  615041057.317,      -1470.562,         35.690,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:39:30.000,  979161693.600,  615085177.050,      -1471.141,         37.214,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:40:00.000,  979172935.312,  615129302.113,      -1471.154,         33.719,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:40:30.000,  979184183.080,  615173435.528,      -1470.830,         35.276,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:41:00.000,  979195431.046,  615217575.744,      -1471.168,         34.938,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:41:30.000,  979206680.790,  615261722.359,      -1472.553,         34.948,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:42:00.000,  979217933.214,  615305875.054,      -1471.828,         34.319,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:42:30.000,  979229185.659,  615350037.334,      -1472.648,         34.052,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:43:00.000,  979240444.617,  615394206.846,      -1472.998,         34.405,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:43:30.000,  979251700.859,  615438383.072,      -1471.919,         33.731,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:44:00.000,  979262959.371,  615482564.673,      -1472.672,         33.725,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:44:30.000,  979274219.128,  615526755.857,      -1473.581,         31.170,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:45:00.000,  979285482.687,  615570959.914,      -1473.558,         29.583,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:54:00.000,  979488606.001,  616368076.565,      -1479.122,         39.607,,,,,,,,,,,,,,,,,,
I01, 2025-01-28 01:54:30.000,  979499914.433,  616412450.792,      -1479.158,         38.847,,,,,,,,,,,,,,,,,,
