> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I02, 2025-01-26 00:00:00.000,   38482708.500,  151014541.941,        -10.180,         42.525,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:00:30.000,   38482788.244,  151014854.493,        -11.400,         42.775,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:01:00.000,   38482877.699,  151015206.528,        -13.555,         42.713,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:01:30.000,   38482977.897,  151015598.783,        -13.919,         42.425,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:02:00.000,   38483087.464,  151016028.652,        -14.894,         42.381,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:02:30.000,   38483206.781,  151016497.852,        -16.123,         42.337,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:03:00.000,   38483336.902,  151017007.496,        -17.035,         42.451,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:03:30.000,   38483476.697,  151017555.486,        -19.236,         42.461,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:04:00.000,   38483626.657,  151018143.655,        -20.569,         42.516,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:04:30.000,   38483786.886,  151018771.525,        -21.840,         42.358,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:05:00.000,   38483956.631,  151019438.684,        -23.113,         42.497,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:05:30.000,   38484137.050,  151020145.710,        -24.566,         42.387,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:06:00.000,   38484327.838,  151020893.670,        -25.517,         42.578,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:06:30.000,   38484527.972,  151021680.529,        -26.952,         42.732,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:07:00.000,   38484739.421,  151022508.260,        -28.356,         42.895,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:07:30.000,   38484959.340,  151023373.541,        -29.935,         42.341,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:08:00.000,   38485190.812,  151024281.992,        -31.107,         42.279,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:08:30.000,   38485432.709,  151025229.502,        -32.646,         42.468,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:09:00.000,   38485684.672,  151026217.015,        -33.325,         42.580,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:09:30.000,   38485946.706,  151027245.470,        -34.589,         42.707,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:10:00.000,   38486218.989,  151028313.758,        -35.462,         42.874,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:10:30.000,   38486501.657,  151029423.206,        -37.918,         42.785,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:11:00.000,   38486794.510,  151030572.705,        -39.175,         42.563,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:11:30.000,   38487098.189,  151031763.618,        -39.688,         42.569,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:12:00.000,   38487412.061,  151032995.913,        -41.435,         42.574,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:12:30.000,   38487736.062,  151034266.811,        -43.061,         42.569,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:13:00.000,   38488071.143,  151035581.107,        -44.297,         42.427,,,,,,,,,,,,,,,,,,
I02, 2025-01-26 00:13:30.000,   38488416.046,  151036934.758,        -45.666,         42.250,,,,,,,,,,,,,,,,,,
