> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-16 00:00:00.000,   39926128.953,  209813200.309,         32.300,,,,,,,,,,,,
S22, 2025-01-16 00:00:30.000,   39926509.625,  209815221.436,         33.200,,,,,,,,,,,,
S22, 2025-01-16 00:01:00.000,   39926895.219,  209817226.697,         34.000,,,,,,,,,,,,
S22, 2025-01-16 00:01:30.000,   39927277.078,  209819251.239,         32.900,,,,,,,,,,,,
S22, 2025-01-16 00:02:00.000,   39927660.672,  209821246.498,         33.600,,,,,,,,,,,,
S22, 2025-01-16 00:02:30.000,   39928043.656,  209823264.895,         33.400,,,,,,,,,,,,
S22, 2025-01-16 00:03:00.000,   39928423.719,  209825259.171,         34.300,,,,,,,,,,,,
S22, 2025-01-16 00:03:30.000,   39928802.219,  209827269.963,         33.400,,,,,,,,,,,,
S22, 2025-01-16 00:04:00.000,   39929182.250,  209829250.887,         33.000,,,,,,,,,,,,
S22, 2025-01-16 00:05:00.000,   39929941.141,  209833234.350,         31.800,,,,,,,,,,,,
S22, 2025-01-16 00:06:30.000,   39931073.922,  209839222.382,         31.200,,,,,,,,,,,,
S22, 2025-01-16 00:07:00.000,   39931452.000,  209841194.448,         30.500,,,,,,,,,,,,
S22, 2025-01-16 00:07:30.000,   39931829.266,  209843193.050,         32.300,,,,,,,,,,,,
S22, 2025-01-16 00:08:00.000,   39932203.359,  209845160.089,         31.600,,,,,,,,,,,,
S22, 2025-01-16 00:08:30.000,   39932580.500,  209847149.472,         31.500,,,,,,,,,,,,
S22, 2025-01-16 00:09:00.000,   39932955.516,  209849103.031,         31.200,,,,,,,,,,,,
S22, 2025-01-16 00:11:30.000,   39934831.422,  209858934.875,         30.500,,,,,,,,,,,,
S22, 2025-01-16 00:12:00.000,   39935201.438,  209860881.615,         30.800,,,,,,,,,,,,
S22, 2025-01-16 00:12:30.000,   39935573.547,  209862845.213,         30.100,,,,,,,,,,,,
S22, 2025-01-16 00:14:30.000,   39937063.000,  209870666.195,         31.600,,,,,,,,,,,,
S22, 2025-01-16 00:15:00.000,   39937431.891,  209872602.841,         32.400,,,,,,,,,,,,
S22, 2025-01-16 00:15:30.000,   39937801.656,  209874566.570,         31.500,,,,,,,,,,,,
S22, 2025-01-16 00:16:00.000,   39938170.984,  209876497.535,         31.300,,,,,,,,,,,,
S22, 2025-01-16 00:24:30.000,   39944381.000,  209909137.284,         31.500,,,,,,,,,,,,
S22, 2025-01-16 00:25:00.000,   39944742.984,  209911011.131,         31.200,,,,,,,,,,,,
S22, 2025-01-16 00:25:30.000,   39945104.609,  209912897.909,         31.300,,,,,,,,,,,,
S22, 2025-01-16 00:28:00.000,   39946901.531,  209922382.075,         30.300,,,,,,,,,,,,
S22, 2025-01-16 00:30:00.000,   39948328.141,  209929886.350,         31.300,,,,,,,,,,,,
S22, 2025-01-16 00:30:30.000,   39948681.516,  209931739.927,         31.300,,,,,,,,,,,,
S22, 2025-01-16 00:32:00.000,   39949743.203,  209937354.524,         31.800,,,,,,,,,,,,
S22, 2025-01-16 00:32:30.000,   39950101.953,  209939200.424,         31.900,,,,,,,,,,,,
