> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-27 00:00:00.000,   38923471.555,  152744131.715,         41.600,,,,,,,,,,,,
I02, 2025-01-27 00:00:30.000,   38920799.789,  152733646.618,         41.900,,,,,,,,,,,,
I02, 2025-01-27 00:01:00.000,   38918118.547,  152723124.780,         40.500,,,,,,,,,,,,
I02, 2025-01-27 00:01:30.000,   38915427.820,  152712566.118,         42.500,,,,,,,,,,,,
I02, 2025-01-27 00:02:00.000,   38912727.930,  152701971.924,         41.400,,,,,,,,,,,,
I02, 2025-01-27 00:02:30.000,   38910019.203,  152691341.894,         41.500,,,,,,,,,,,,
I02, 2025-01-27 00:03:00.000,   38907300.945,  152680675.546,         41.300,,,,,,,,,,,,
I02, 2025-01-27 00:03:30.000,   38904573.602,  152669972.827,         39.500,,,,,,,,,,,,
I02, 2025-01-27 00:04:00.000,   38901837.172,  152659234.865,         40.000,,,,,,,,,,,,
I02, 2025-01-27 00:04:30.000,   38899091.039,  152648461.253,         41.700,,,,,,,,,,,,
I02, 2025-01-27 00:05:00.000,   38896336.555,  152637652.308,         39.500,,,,,,,,,,,,
I02, 2025-01-27 00:05:30.000,   38893574.031,  152626807.781,         41.400,,,,,,,,,,,,
I02, 2025-01-27 00:06:00.000,   38890801.344,  152615928.161,         40.200,,,,,,,,,,,,
I02, 2025-01-27 00:06:30.000,   38888019.781,  152605013.256,         39.100,,,,,,,,,,,,
I02, 2025-01-27 00:07:00.000,   38885230.438,  152594063.737,         40.600,,,,,,,,,,,,
I02, 2025-01-27 00:07:30.000,   38882430.430,  152583079.898,         39.500,,,,,,,,,,,,
I02, 2025-01-27 00:08:00.000,   38879622.758,  152572061.091,         41.900,,,,,,,,,,,,
I02, 2025-01-27 00:08:30.000,   38876806.047,  152561007.609,         41.800,,,,,,,,,,,,
I02, 2025-01-27 00:09:00.000,   38873980.875,  152549920.123,         41.400,,,,,,,,,,,,
I02, 2025-01-27 00:09:30.000,   38871146.250,  152538798.403,         40.900,,,,,,,,,,,,
I02, 2025-01-27 00:10:00.000,   38868302.922,  152527642.871,         39.900,,,,,,,,,,,,
I02, 2025-01-27 00:10:30.000,   38865451.914,  152516453.001,         40.900,,,,,,,,,,,,
I02, 2025-01-27 00:11:00.000,   38862592.336,  152505229.667,         41.100,,,,,,,,,,,,
I02, 2025-01-27 00:11:30.000,   38859723.844,  152493972.762,         40.800,,,,,,,,,,,,
I02, 2025-01-27 00:12:00.000,   38856846.141,  152482682.102,         41.500,,,,,,,,,,,,
I02, 2025-01-27 00:12:30.000,   38853961.383,  152471358.259,         41.600,,,,,,,,,,,,
