> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-09 00:00:00.000,   39274526.688,  154121714.448,         44.200,   39274523.113,  326469948.165,         38.300,,,,,,,,,
I02, 2025-01-09 00:00:30.000,   39273472.633,  154117575.967,         45.300,   39273468.723,  326461181.794,         37.800,,,,,,,,,
I02, 2025-01-09 00:01:00.000,   39272404.930,  154113385.233,         44.800,   39272400.563,  326452304.738,         37.700,,,,,,,,,
I02, 2025-01-09 00:01:30.000,   39271323.344,  154109143.448,         45.100,   39271319.328,  326443319.536,         37.300,,,,,,,,,
I02, 2025-01-09 00:02:00.000,   39270229.852,  154104850.676,         43.100,   39270225.305,  326434226.329,         36.800,,,,,,,,,
I02, 2025-01-09 00:02:30.000,   39269123.102,  154100506.823,         45.400,   39269118.566,  326425024.920,         37.400,,,,,,,,,
I02, 2025-01-09 00:03:00.000,   39268002.922,  154096111.651,         45.300,   39267998.473,  326415714.811,         37.000,,,,,,,,,
I02, 2025-01-09 00:03:30.000,   39266869.852,  154091665.230,         45.900,   39266865.359,  326406296.131,         37.200,,,,,,,,,
I02, 2025-01-09 00:04:00.000,   39265723.922,  154087168.048,         42.900,   39265719.078,  326396769.923,         36.200,,,,,,,,,
I02, 2025-01-09 00:04:30.000,   39264564.930,  154082619.433,         45.500,   39264559.836,  326387134.764,         34.400,,,,,,,,,
I02, 2025-01-09 00:05:00.000,   39263392.734,  154078020.063,         45.100,   39263387.859,  326377392.103,         36.400,,,,,,,,,
I02, 2025-01-09 00:05:30.000,   39262208.258,  154073369.335,         45.200,   39262202.539,  326367540.666,         37.600,,,,,,,,,
I02, 2025-01-09 00:06:00.000,   39261009.945,  154068667.784,         44.100,   39261004.555,  326357581.588,         37.400,,,,,,,,,
I02, 2025-01-09 00:06:30.000,   39259797.953,  154063915.509,         45.000,   39259793.727,  326347515.048,         36.500,,,,,,,,,
I02, 2025-01-09 00:07:00.000,   39258574.930,  154059113.316,         44.000,   39258569.988,  326337342.759,         37.500,,,,,,,,,
I02, 2025-01-09 00:07:30.000,   39257338.133,  154054260.262,         42.500,   39257333.441,  326327062.736,         36.700,,,,,,,,,
I02, 2025-01-09 00:08:00.000,   39256088.609,  154049356.869,         43.200,   39256083.969,  326316676.080,         37.700,,,,,,,,,
I02, 2025-01-09 00:08:30.000,   39254826.258,  154044403.072,         45.000,   39254821.746,  326306182.652,         37.700,,,,,,,,,
I02, 2025-01-09 00:09:00.000,   39253551.547,  154039399.150,         45.200,   39253546.746,  326295583.053,         38.600,,,,,,,,,
I02, 2025-01-09 00:09:30.000,   39252263.523,  154034345.126,         45.500,   39252258.832,  326284877.329,         37.800,,,,,,,,,
I02, 2025-01-09 00:10:00.000,   39250962.547,  154029241.017,         45.100,   39250958.324,  326274065.479,         38.200,,,,,,,,,
I02, 2025-01-09 00:10:30.000,   39249649.164,  154024086.784,         42.600,   39249645.016,  326263147.494,         37.400,,,,,,,,,
I02, 2025-01-09 00:11:00.000,   39248323.258,  154018882.694,         45.200,   39248318.746,  326252123.874,         37.400,,,,,,,,,
I02, 2025-01-09 00:11:30.000,   39246984.094,  154013628.235,         42.700,   39246979.637,  326240993.583,         37.200,,,,,,,,,
I02, 2025-01-09 00:12:00.000,   39245632.383,  154008324.005,         43.500,   39245627.754,  326229757.840,         37.500,,,,,,,,,
I02, 2025-01-09 00:12:30.000,   39244267.703,  154002969.915,         44.600,   39244263.129,  326218416.489,         37.100,,,,,,,,,
I02, 2025-01-09 00:13:00.000,   39242891.070,  153997566.741,         43.900,   39242886.055,  326206971.180,         37.000,,,,,,,,,
I02, 2025-01-09 00:13:30.000,   39241501.148,  153992113.922,         43.300,   39241496.582,  326195420.716,         37.100,,,,,,,,,
I02, 2025-01-09 00:14:00.000,   39240099.250,  153986611.174,         42.400,   39240094.422,  326183764.470,         37.100,,,,,,,,,
I02, 2025-01-09 00:14:30.000,   39238683.914,  153981058.776,         43.400,   39238679.859,  326172003.064,         36.900,,,,,,,,,
I02, 2025-01-09 00:15:00.000,   39237256.875,  153975457.663,         43.100,   39237252.535,  326160138.453,         37.800,,,,,,,,,
I02, 2025-01-09 00:15:30.000,   39235817.102,  153969807.022,         42.600,   39235812.785,  326148168.927,         38.100,,,,,,,,,
I02, 2025-01-09 00:16:00.000,   39234364.539,  153964107.441,         45.200,   39234360.363,  326136095.740,         38.100,,,,,,,,,
I02, 2025-01-09 00:16:30.000,   39232899.313,  153958358.505,         42.500,   39232895.457,  326123918.000,         38.100,,,,,,,,,
I02, 2025-01-09 00:17:00.000,   39231422.359,  153952560.782,         43.000,   39231418.324,  326111636.936,         38.100,,,,,,,,,
I02, 2025-01-09 00:17:30.000,   39229932.078,  153946714.072,         42.600,   39229928.527,  326099252.099,         38.700,,,,,,,,,
I02, 2025-01-09 00:18:00.000,   39228429.820,  153940818.529,         43.700,   39228426.254,  326086763.812,         38.600,,,,,,,,,
I02, 2025-01-09 00:18:30.000,   39226915.094,  153934874.557,         43.900,   39226911.477,  326074172.961,         37.800,,,,,,,,,
I02, 2025-01-09 00:19:00.000,   39225387.977,  153928881.667,         42.300,   39225383.938,  326061478.475,         38.100,,,,,,,,,
I02, 2025-01-09 00:19:30.000,   39223848.813,  153922840.361,         43.300,   39223844.109,  326048681.441,         37.400,,,,,,,,,
I02, 2025-01-09 00:20:00.000,   39222296.789,  153916751.012,         42.400,   39222291.957,  326035782.633,         37.500,,,,,,,,,
I02, 2025-01-09 00:20:30.000,   39220732.992,  153910612.729,         43.900,   39220727.578,  326022780.168,         36.500,,,,,,,,,
I02, 2025-01-09 00:21:00.000,   39219156.359,  153904426.332,         44.500,   39219151.383,  326009675.800,         37.600,,,,,,,,,
I02, 2025-01-09 00:21:30.000,   39217567.492,  153898191.882,         42.500,   39217562.863,  325996469.632,         37.200,,,,,,,,,
I02, 2025-01-09 00:22:00.000,   39215966.797,  153891909.616,         43.700,   39215961.836,  325983162.175,         36.800,,,,,,,,,
I02, 2025-01-09 00:22:30.000,   39214353.352,  153885578.574,         42.800,   39214348.398,  325969751.390,         36.400,,,,,,,,,
I02, 2025-01-09 00:23:00.000,   39212728.039,  153879200.383,         42.700,   39212722.809,  325956240.766,         37.300,,,,,,,,,
