> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-21 00:00:00.000,   38421883.141,  150775771.196,         44.900,   38421878.016,  319382277.296,         39.600,,,,,,,,,
I02, 2025-01-21 00:00:30.000,   38419858.992,  150767827.554,         44.800,   38419853.852,  319365450.678,         40.300,,,,,,,,,
I02, 2025-01-21 00:01:00.000,   38417829.117,  150759860.748,         43.900,   38417823.531,  319348574.998,         40.600,,,,,,,,,
I02, 2025-01-21 00:01:30.000,   38415792.859,  150751870.303,         44.500,   38415787.289,  319331649.251,         40.000,,,,,,,,,
I02, 2025-01-21 00:02:00.000,   38413750.711,  150743857.354,         45.800,   38413745.750,  319314675.844,         40.400,,,,,,,,,
I02, 2025-01-21 00:02:30.000,   38411703.102,  150735820.897,         44.900,   38411697.934,  319297652.638,         41.400,,,,,,,,,
I02, 2025-01-21 00:03:00.000,   38409649.352,  150727761.763,         45.800,   38409644.398,  319280581.400,         40.900,,,,,,,,,
I02, 2025-01-21 00:03:30.000,   38407590.367,  150719680.364,         45.300,   38407584.805,  319263463.007,         40.800,,,,,,,,,
I02, 2025-01-21 00:04:00.000,   38405525.070,  150711576.181,         45.500,   38405519.184,  319246296.372,         40.000,,,,,,,,,
I02, 2025-01-21 00:04:30.000,   38403454.203,  150703449.886,         43.600,   38403448.168,  319229082.867,         39.800,,,,,,,,,
I02, 2025-01-21 00:05:00.000,   38401378.125,  150695301.136,         45.100,   38401371.703,  319211821.816,         40.800,,,,,,,,,
I02, 2025-01-21 00:05:30.000,   38399295.789,  150687130.373,         44.700,   38399289.781,  319194514.143,         40.300,,,,,,,,,
I02, 2025-01-21 00:06:00.000,   38397208.188,  150678937.475,         43.400,   38397202.102,  319177159.599,         40.400,,,,,,,,,
I02, 2025-01-21 00:06:30.000,   38395115.180,  150670722.758,         45.700,   38395108.707,  319159758.816,         40.800,,,,,,,,,
