> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-23 00:00:00.000,   38754238.313,  152080004.865,         45.900,   38754235.172,  322145027.602,         41.300,,,,,,,,,
I02, 2025-01-23 00:00:30.000,   38751976.469,  152071129.643,         45.000,   38751973.602,  322126227.584,         41.300,,,,,,,,,
I02, 2025-01-23 00:01:00.000,   38749704.063,  152062210.819,         46.000,   38749700.922,  322107335.218,         40.700,,,,,,,,,
I02, 2025-01-23 00:01:30.000,   38747420.102,  152053248.253,         46.300,   38747416.832,  322088350.201,         40.100,,,,,,,,,
I02, 2025-01-23 00:02:00.000,   38745125.242,  152044241.956,         45.900,   38745121.594,  322069272.512,         40.500,,,,,,,,,
I02, 2025-01-23 00:02:30.000,   38742819.383,  152035192.590,         44.700,   38742815.574,  322050103.625,         39.900,,,,,,,,,
I02, 2025-01-23 00:03:00.000,   38740501.883,  152026099.803,         44.900,   38740498.520,  322030842.788,         40.000,,,,,,,,,
I02, 2025-01-23 00:03:30.000,   38738173.984,  152016964.593,         44.600,   38738170.816,  322011492.060,         40.500,,,,,,,,,
I02, 2025-01-23 00:04:00.000,   38735835.117,  152007785.763,         46.400,   38735832.043,  321992048.919,         40.600,,,,,,,,,
I02, 2025-01-23 00:04:30.000,   38733485.492,  151998564.643,         44.500,   38733482.223,  321972516.197,         40.800,,,,,,,,,
I02, 2025-01-23 00:05:00.000,   38731124.047,  151989299.964,         46.100,   38731121.121,  321952891.205,         40.200,,,,,,,,,
I02, 2025-01-23 00:05:30.000,   38728752.750,  151979992.183,         46.100,   38728749.145,  321933174.911,         40.800,,,,,,,,,
I02, 2025-01-23 00:06:00.000,   38726369.820,  151970642.394,         44.300,   38726366.348,  321913369.616,         40.600,,,,,,,,,
I02, 2025-01-23 00:06:30.000,   38723977.188,  151961250.493,         43.600,   38723973.250,  321893475.135,         40.500,,,,,,,,,
I02, 2025-01-23 00:07:00.000,   38721572.563,  151951816.219,         45.600,   38721569.219,  321873490.899,         41.100,,,,,,,,,
I02, 2025-01-23 00:07:30.000,   38719157.711,  151942340.303,         44.700,   38719154.367,  321853418.466,         40.900,,,,,,,,,
I02, 2025-01-23 00:08:00.000,   38716732.070,  151932822.411,         45.700,   38716729.059,  321833257.111,         40.200,,,,,,,,,
I02, 2025-01-23 00:08:30.000,   38714295.906,  151923261.968,         44.600,   38714292.789,  321813005.583,         39.900,,,,,,,,,
I02, 2025-01-23 00:09:00.000,   38711849.273,  151913660.166,         45.100,   38711846.145,  321792666.490,         41.100,,,,,,,,,
I02, 2025-01-23 00:09:30.000,   38709391.648,  151904016.720,         44.900,   38709388.848,  321772239.196,         40.800,,,,,,,,,
I02, 2025-01-23 00:10:00.000,   38706923.805,  151894331.085,         44.600,   38706920.910,  321751722.509,         41.500,,,,,,,,,
I02, 2025-01-23 00:10:30.000,   38704445.203,  151884604.528,         45.300,   38704442.176,  321731119.131,         41.100,,,,,,,,,
I02, 2025-01-23 00:11:00.000,   38701955.883,  151874836.656,         46.100,   38701952.723,  321710428.253,         41.000,,,,,,,,,
I02, 2025-01-23 00:11:30.000,   38699456.563,  151865027.468,         44.500,   38699452.836,  321689649.859,         40.800,,,,,,,,,
I02, 2025-01-23 00:12:00.000,   38696946.047,  151855177.379,         45.100,   38696942.820,  321668784.836,         40.800,,,,,,,,,
I02, 2025-01-23 00:12:30.000,   38694425.297,  151845285.913,         46.400,   38694422.332,  321647832.150,         41.200,,,,,,,,,
I02, 2025-01-23 00:13:00.000,   38691894.602,  151835353.591,         45.500,   38691891.316,  321626792.945,         41.300,,,,,,,,,
I02, 2025-01-23 00:13:30.000,   38689353.102,  151825381.097,         46.600,   38689349.844,  321605668.666,         40.800,,,,,,,,,
I02, 2025-01-23 00:14:00.000,   38686801.430,  151815367.541,         45.100,   38686797.887,  321584457.358,         41.000,,,,,,,,,
I02, 2025-01-23 00:14:30.000,   38684239.500,  151805313.469,         45.600,   38684235.543,  321563160.248,         40.400,,,,,,,,,
I02, 2025-01-23 00:15:00.000,   38681666.891,  151795219.531,         45.600,   38681663.508,  321541778.682,         41.000,,,,,,,,,
I02, 2025-01-23 00:15:30.000,   38679084.984,  151785085.329,         43.700,   38679081.305,  321520311.825,         40.400,,,,,,,,,
I02, 2025-01-23 00:16:00.000,   38676492.117,  151774910.835,         44.500,   38676488.430,  321498759.621,         39.800,,,,,,,,,
I02, 2025-01-23 00:16:30.000,   38673889.289,  151764696.237,         46.300,   38673885.359,  321477122.461,         40.300,,,,,,,,,
I02, 2025-01-23 00:17:00.000,   38671276.023,  151754441.659,         45.300,   38671272.043,  321455400.591,         39.700,,,,,,,,,
I02, 2025-01-23 00:17:30.000,   38668652.719,  151744147.594,         46.300,   38668648.926,  321433595.082,         40.300,,,,,,,,,
I02, 2025-01-23 00:18:00.000,   38666019.789,  151733813.680,         45.500,   38666016.121,  321411705.206,         40.600,,,,,,,,,
I02, 2025-01-23 00:18:30.000,   38663376.258,  151723440.835,         45.800,   38663373.016,  321389732.835,         39.800,,,,,,,,,
I02, 2025-01-23 00:19:00.000,   38660723.234,  151713029.193,         45.300,   38660719.699,  321367678.263,         40.200,,,,,,,,,
I02, 2025-01-23 00:19:30.000,   38658059.750,  151702577.268,         44.300,   38658056.355,  321345538.403,         40.800,,,,,,,,,
I02, 2025-01-23 00:20:00.000,   38655386.625,  151692086.737,         44.100,   38655383.094,  321323316.736,         40.900,,,,,,,,,
I02, 2025-01-23 00:20:30.000,   38652703.203,  151681557.211,         44.200,   38652699.832,  321301012.474,         40.000,,,,,,,,,
I02, 2025-01-23 00:21:00.000,   38650010.156,  151670988.932,         45.200,   38650006.543,  321278626.126,         39.900,,,,,,,,,
I02, 2025-01-23 00:21:30.000,   38647307.195,  151660381.860,         45.000,   38647303.531,  321256157.599,         41.100,,,,,,,,,
I02, 2025-01-23 00:22:00.000,   38644594.445,  151649736.659,         44.600,   38644590.809,  321233608.290,         40.500,,,,,,,,,
I02, 2025-01-23 00:22:30.000,   38641871.750,  151639052.508,         43.400,   38641868.195,  321210976.512,         40.800,,,,,,,,,
I02, 2025-01-23 00:23:00.000,   38639139.742,  151628330.431,         43.900,   38639135.938,  321188264.388,         40.700,,,,,,,,,
I02, 2025-01-23 00:23:30.000,   38636397.508,  151617570.261,         45.100,   38636393.820,  321165471.586,         39.800,,,,,,,,,
I02, 2025-01-23 00:24:00.000,   38633645.969,  151606771.714,         45.000,   38633641.973,  321142597.463,         40.700,,,,,,,,,
I02, 2025-01-23 00:24:30.000,   38630884.180,  151595935.254,         45.200,   38630880.117,  321119643.046,         39.600,,,,,,,,,
I02, 2025-01-23 00:25:00.000,   38628113.258,  151585061.216,         44.700,   38628109.020,  321096609.027,         39.700,,,,,,,,,
I02, 2025-01-23 00:25:30.000,   38625332.516,  151574149.482,         43.800,   38625328.527,  321073495.167,         40.300,,,,,,,,,
I02, 2025-01-23 00:26:00.000,   38622541.883,  151563200.290,         44.700,   38622538.547,  321050301.936,         40.400,,,,,,,,,
I02, 2025-01-23 00:26:30.000,   38619742.430,  151552213.672,         43.600,   38619739.156,  321027029.431,         40.000,,,,,,,,,
I02, 2025-01-23 00:27:00.000,   38616933.281,  151541189.538,         44.500,   38616930.105,  321003677.505,         39.600,,,,,,,,,
I02, 2025-01-23 00:27:30.000,   38614114.977,  151530128.460,         44.300,   38614111.422,  320980247.291,         40.200,,,,,,,,,
I02, 2025-01-23 00:28:00.000,   38611286.578,  151519030.538,         45.700,   38611283.375,  320956739.028,         41.000,,,,,,,,,
I02, 2025-01-23 00:28:30.000,   38608450.102,  151507896.531,         45.000,   38608446.168,  320933154.309,         41.300,,,,,,,,,
I02, 2025-01-23 00:29:00.000,   38605603.078,  151496725.264,         44.300,   38605599.523,  320909490.677,         41.000,,,,,,,,,
I02, 2025-01-23 00:29:30.000,   38602746.883,  151485517.730,         45.500,   38602743.488,  320885750.215,         41.700,,,,,,,,,
I02, 2025-01-23 00:30:00.000,   38599881.836,  151474274.211,         44.800,   38599878.133,  320861933.538,         41.400,,,,,,,,,
I02, 2025-01-23 00:30:30.000,   38597007.148,  151462993.733,         44.700,   38597003.504,  320838038.545,         40.900,,,,,,,,,
I02, 2025-01-23 00:31:00.000,   38594123.016,  151451677.560,         43.600,   38594119.809,  320814067.973,         40.800,,,,,,,,,
I02, 2025-01-23 00:31:30.000,   38591230.289,  151440325.174,         45.500,   38591226.793,  320790020.689,         40.300,,,,,,,,,
I02, 2025-01-23 00:32:00.000,   38588328.469,  151428936.716,         45.300,   38588324.750,  320765897.000,         40.800,,,,,,,,,
I02, 2025-01-23 00:32:30.000,   38585417.383,  151417512.572,         43.800,   38585413.648,  320741697.722,         41.200,,,,,,,,,
I02, 2025-01-23 00:33:00.000,   38582497.383,  151406053.312,         44.500,   38582493.660,  320717424.056,         41.700,,,,,,,,,
I02, 2025-01-23 00:33:30.000,   38579567.844,  151394558.183,         45.300,   38579564.324,  320693074.399,         41.000,,,,,,,,,
I02, 2025-01-23 00:34:00.000,   38576629.266,  151383027.431,         45.500,   38576625.742,  320668649.287,         41.000,,,,,,,,,
I02, 2025-01-23 00:34:30.000,   38573682.227,  151371461.710,         46.100,   38573678.145,  320644150.090,         40.200,,,,,,,,,
I02, 2025-01-23 00:35:00.000,   38570725.859,  151359861.077,         45.600,   38570721.984,  320619576.976,         41.100,,,,,,,,,
I02, 2025-01-23 00:35:30.000,   38567760.938,  151348225.489,         45.400,   38567756.914,  320594929.801,         39.700,,,,,,,,,
I02, 2025-01-23 00:36:00.000,   38564787.203,  151336554.763,         45.600,   38564782.871,  320570208.190,         40.600,,,,,,,,,
I02, 2025-01-23 00:36:30.000,   38561804.266,  151324849.612,         45.300,   38561800.250,  320545413.646,         40.900,,,,,,,,,
I02, 2025-01-23 00:37:00.000,   38558812.664,  151313110.585,         45.800,   38558808.949,  320520547.348,         40.400,,,,,,,,,
I02, 2025-01-23 00:37:30.000,   38555812.289,  151301336.506,         45.600,   38555808.734,  320495606.808,         40.700,,,,,,,,,
I02, 2025-01-23 00:38:00.000,   38552803.320,  151289528.616,         44.400,   38552799.754,  320470594.651,         41.100,,,,,,,,,
I02, 2025-01-23 00:38:30.000,   38549785.805,  151277686.661,         46.000,   38549782.016,  320445510.331,         41.700,,,,,,,,,
I02, 2025-01-23 00:39:00.000,   38546759.438,  151265810.835,         46.400,   38546756.016,  320420354.269,         41.300,,,,,,,,,
I02, 2025-01-23 00:39:30.000,   38543724.602,  151253901.030,         45.100,   38543721.117,  320395126.234,         40.800,,,,,,,,,
I02, 2025-01-23 00:40:00.000,   38540680.938,  151241957.829,         45.800,   38540677.289,  320369827.477,         41.300,,,,,,,,,
I02, 2025-01-23 00:40:30.000,   38537628.742,  151229980.858,         45.600,   38537625.297,  320344457.175,         41.300,,,,,,,,,
I02, 2025-01-23 00:41:00.000,   38534568.148,  151217970.635,         45.300,   38534564.875,  320319016.437,         41.300,,,,,,,,,
I02, 2025-01-23 00:41:30.000,   38531499.773,  151205927.215,         45.800,   38531495.770,  320293505.377,         40.800,,,,,,,,,
I02, 2025-01-23 00:42:00.000,   38528421.789,  151193850.930,         46.600,   38528418.309,  320267924.686,         41.100,,,,,,,,,
I02, 2025-01-23 00:42:30.000,   38525336.336,  151181741.675,         44.600,   38525332.566,  320242274.164,         40.000,,,,,,,,,
I02, 2025-01-23 00:43:00.000,   38522242.680,  151169600.094,         46.100,   38522238.832,  320216555.156,         38.400,,,,,,,,,
I02, 2025-01-23 00:43:30.000,   38519139.781,  151157425.230,         45.700,   38519136.223,  320190765.665,         38.900,,,,,,,,,
I02, 2025-01-23 00:44:00.000,   38516029.273,  151145218.249,         45.700,   38516025.242,  320164908.096,         38.700,,,,,,,,,
I02, 2025-01-23 00:44:30.000,   38512910.203,  151132978.705,         45.400,   38512906.438,  320138981.589,         40.600,,,,,,,,,
I02, 2025-01-23 00:45:00.000,   38509783.164,  151120706.813,         45.000,   38509779.516,  320112986.580,         40.000,,,,,,,,,
I02, 2025-01-23 00:45:30.000,   38506647.758,  151108403.161,         45.800,   38506644.199,  320086924.295,         38.700,,,,,,,,,
I02, 2025-01-23 00:46:00.000,   38503504.766,  151096067.564,         44.600,   38503500.723,  320060794.319,         38.800,,,,,,,,,
I02, 2025-01-23 00:46:30.000,   38500352.695,  151083699.770,         46.000,   38500348.879,  320034596.152,         40.000,,,,,,,,,
I02, 2025-01-23 00:47:00.000,   38497193.781,  151071301.239,         45.800,   38497189.570,  320008332.838,         38.600,,,,,,,,,
I02, 2025-01-23 00:47:30.000,   38494025.859,  151058870.761,         46.600,   38494021.898,  319982001.897,         40.500,,,,,,,,,
I02, 2025-01-23 00:48:00.000,   38490849.711,  151046409.128,         46.500,   38490846.027,  319955604.943,         38.300,,,,,,,,,
I02, 2025-01-23 00:48:30.000,   38487666.461,  151033916.129,         46.300,   38487662.277,  319929141.541,         39.800,,,,,,,,,
I02, 2025-01-23 00:49:00.000,   38484474.766,  151021392.640,         45.900,   38484471.203,  319902613.588,         40.200,,,,,,,,,
I02, 2025-01-23 00:49:30.000,   38481276.430,  151008837.855,         46.200,   38481272.203,  319876019.341,         40.800,,,,,,,,,
I02, 2025-01-23 00:50:00.000,   38478069.188,  150996252.470,         45.600,   38478065.082,  319849360.266,         38.700,,,,,,,,,
I02, 2025-01-23 00:50:30.000,   38474853.695,  150983636.217,         44.900,   38474850.016,  319822635.802,         40.000,,,,,,,,,
I02, 2025-01-23 00:51:00.000,   38471630.914,  150970989.621,         45.900,   38471626.934,  319795847.068,         39.200,,,,,,,,,
I02, 2025-01-23 00:51:30.000,   38468401.055,  150958312.494,         46.600,   38468396.805,  319768993.667,         39.800,,,,,,,,,
I02, 2025-01-23 00:52:00.000,   38465162.539,  150945604.851,         46.500,   38465158.684,  319742075.620,         40.800,,,,,,,,,
I02, 2025-01-23 00:52:30.000,   38461916.750,  150932867.993,         46.500,   38461912.910,  319715095.669,         39.900,,,,,,,,,
I02, 2025-01-23 00:53:00.000,   38458663.578,  150920101.577,         47.400,   38458659.320,  319688053.127,         40.500,,,,,,,,,
I02, 2025-01-23 00:53:30.000,   38455402.375,  150907305.183,         46.400,   38455398.320,  319660947.100,         40.900,,,,,,,,,
I02, 2025-01-23 00:54:00.000,   38452134.063,  150894479.472,         46.500,   38452130.426,  319633778.969,         41.000,,,,,,,,,
I02, 2025-01-23 00:54:30.000,   38448858.219,  150881624.145,         47.000,   38448854.520,  319606548.092,         41.000,,,,,,,,,
I02, 2025-01-23 00:55:00.000,   38445575.102,  150868739.090,         47.500,   38445570.699,  319579254.231,         41.200,,,,,,,,,
I02, 2025-01-23 00:55:30.000,   38442284.164,  150855825.427,         47.500,   38442280.203,  319551899.780,         41.600,,,,,,,,,
I02, 2025-01-23 00:56:00.000,   38438986.063,  150842882.313,         47.200,   38438982.137,  319524482.941,         42.400,,,,,,,,,
I02, 2025-01-23 00:56:30.000,   38435680.133,  150829910.752,         46.800,   38435676.988,  319497005.855,         42.100,,,,,,,,,
I02, 2025-01-23 00:57:00.000,   38432367.727,  150816910.268,         46.800,   38432364.051,  319469467.513,         41.300,,,,,,,,,
I02, 2025-01-23 00:57:30.000,   38429047.297,  150803881.427,         45.800,   38429043.676,  319441869.087,         41.400,,,,,,,,,
I02, 2025-01-23 00:58:00.000,   38425720.023,  150790824.277,         46.600,   38425716.027,  319414210.706,         40.200,,,,,,,,,
I02, 2025-01-23 00:58:30.000,   38422385.484,  150777738.862,         47.700,   38422381.547,  319386492.444,         40.900,,,,,,,,,
I02, 2025-01-23 00:59:00.000,   38419043.953,  150764625.827,         47.400,   38419039.996,  319358715.658,         40.500,,,,,,,,,
I02, 2025-01-23 00:59:30.000,   38415695.406,  150751484.380,         46.900,   38415691.438,  319330878.689,         41.300,,,,,,,,,
I02, 2025-01-23 01:00:00.000,   38412339.539,  150738315.609,         45.800,   38412335.367,  319302983.879,         40.000,,,,,,,,,
I02, 2025-01-23 01:00:30.000,   38408977.070,  150725119.320,         47.000,   38408972.086,  319275030.741,         40.600,,,,,,,,,
I02, 2025-01-23 01:01:00.000,   38405607.133,  150711895.222,         47.200,   38405602.430,  319247018.736,         39.700,,,,,,,,,
I02, 2025-01-23 01:01:30.000,   38402230.516,  150698644.178,         46.300,   38402225.867,  319218949.667,         40.600,,,,,,,,,
I02, 2025-01-23 01:02:00.000,   38398846.984,  150685366.218,         46.900,   38398842.332,  319190823.552,         40.700,,,,,,,,,
I02, 2025-01-23 01:02:30.000,   38395456.195,  150672060.828,         47.000,   38395451.801,  319162639.344,         40.300,,,,,,,,,
I02, 2025-01-23 01:03:00.000,   38392059.203,  150658729.347,         47.700,   38392054.746,  319134399.860,         41.400,,,,,,,,,
I02, 2025-01-23 01:03:30.000,   38388654.828,  150645370.440,         46.800,   38388650.566,  319106102.292,         40.500,,,,,,,,,
I02, 2025-01-23 01:04:00.000,   38385244.195,  150631985.654,         47.600,   38385239.727,  319077749.898,         41.600,,,,,,,,,
I02, 2025-01-23 01:04:30.000,   38381826.117,  150618573.971,         47.200,   38381822.359,  319049340.535,         40.400,,,,,,,,,
I02, 2025-01-23 01:05:00.000,   38378401.945,  150605135.870,         47.600,   38378397.914,  319020875.218,         39.600,,,,,,,,,
I02, 2025-01-23 01:05:30.000,   38374970.672,  150591671.681,         47.000,   38374966.965,  318992354.633,         39.900,,,,,,,,,
I02, 2025-01-23 01:06:00.000,   38371533.227,  150578181.871,         45.100,   38371529.375,  318963779.771,         41.100,,,,,,,,,
I02, 2025-01-23 01:06:30.000,   38368088.891,  150564666.582,         46.200,   38368085.383,  318935150.954,         41.700,,,,,,,,,
I02, 2025-01-23 01:07:00.000,   38364638.688,  150551125.514,         47.300,   38364634.414,  318906467.532,         40.300,,,,,,,,,
I02, 2025-01-23 01:07:30.000,   38361181.414,  150537559.071,         47.600,   38361177.223,  318877730.360,         39.800,,,,,,,,,
I02, 2025-01-23 01:08:00.000,   38357718.273,  150523967.616,         47.800,   38357714.152,  318848940.212,         42.500,,,,,,,,,
I02, 2025-01-23 01:08:30.000,   38354247.906,  150510350.490,         47.300,   38354244.125,  318820095.670,         42.000,,,,,,,,,
I02, 2025-01-23 01:09:00.000,   38350771.867,  150496708.917,         46.600,   38350767.723,  318791199.335,         41.800,,,,,,,,,
I02, 2025-01-23 01:09:30.000,   38347289.203,  150483042.431,         45.800,   38347285.551,  318762250.283,         41.600,,,,,,,,,
I02, 2025-01-23 01:10:00.000,   38343800.359,  150469351.036,         45.800,   38343796.750,  318733248.451,         42.300,,,,,,,,,
I02, 2025-01-23 01:10:30.000,   38340305.086,  150455635.190,         47.500,   38340301.660,  318704194.822,         41.700,,,,,,,,,
I02, 2025-01-23 01:11:00.000,   38336803.781,  150441895.146,         46.000,   38336799.945,  318675089.931,         40.900,,,,,,,,,
I02, 2025-01-23 01:11:30.000,   38333296.313,  150428130.339,         47.800,   38333292.098,  318645932.569,         42.200,,,,,,,,,
I02, 2025-01-23 01:12:00.000,   38329783.102,  150414341.674,         45.400,   38329778.672,  318616724.684,         42.400,,,,,,,,,
I02, 2025-01-23 01:12:30.000,   38326262.461,  150400529.097,         47.600,   38326258.840,  318587466.179,         41.800,,,,,,,,,
I02, 2025-01-23 01:13:00.000,   38322736.852,  150386693.022,         46.000,   38322732.965,  318558157.886,         42.200,,,,,,,,,
I02, 2025-01-23 01:13:30.000,   38319205.219,  150372833.987,         45.500,   38319201.113,  318528800.960,         41.700,,,,,,,,,
I02, 2025-01-23 01:14:00.000,   38315667.664,  150358950.822,         47.000,   38315663.117,  318499392.922,         41.300,,,,,,,,,
I02, 2025-01-23 01:14:30.000,   38312124.305,  150345044.385,         46.900,   38312119.379,  318469935.580,         41.700,,,,,,,,,
I02, 2025-01-23 01:15:00.000,   38308574.594,  150331114.805,         45.200,   38308569.680,  318440429.257,         41.400,,,,,,,,,
I02, 2025-01-23 01:15:30.000,   38305018.898,  150317162.455,         45.700,   38305014.438,  318410874.675,         41.800,,,,,,,,,
I02, 2025-01-23 01:16:00.000,   38301458.109,  150303187.076,         45.900,   38301452.977,  318381271.308,         41.500,,,,,,,,,
I02, 2025-01-23 01:16:30.000,   38297890.367,  150289189.153,         46.300,   38297885.938,  318351620.182,         42.300,,,,,,,,,
I02, 2025-01-23 01:17:00.000,   38294318.086,  150275168.496,         46.300,   38294313.246,  318321920.930,         41.400,,,,,,,,,
I02, 2025-01-23 01:17:30.000,   38290739.219,  150261125.399,         46.500,   38290734.598,  318292174.138,         41.700,,,,,,,,,
I02, 2025-01-23 01:18:00.000,   38287155.320,  150247060.851,         47.000,   38287150.488,  318262381.904,         41.800,,,,,,,,,
I02, 2025-01-23 01:18:30.000,   38283565.930,  150232973.896,         46.300,   38283561.063,  318232542.217,         42.100,,,,,,,,,
I02, 2025-01-23 01:19:00.000,   38279970.742,  150218865.756,         45.800,   38279966.203,  318202657.648,         42.400,,,,,,,,,
I02, 2025-01-23 01:19:30.000,   38276370.141,  150204735.922,         47.200,   38276365.246,  318172727.147,         42.300,,,,,,,,,
I02, 2025-01-23 01:20:00.000,   38272763.781,  150190584.920,         45.500,   38272759.223,  318142751.776,         41.600,,,,,,,,,
I02, 2025-01-23 01:20:30.000,   38269152.344,  150176411.889,         46.100,   38269147.809,  318112729.757,         42.200,,,,,,,,,
I02, 2025-01-23 01:21:00.000,   38265535.367,  150162217.459,         47.200,   38265530.758,  318082662.406,         42.500,,,,,,,,,
I02, 2025-01-23 01:21:30.000,   38261912.844,  150148001.906,         47.200,   38261908.430,  318052550.313,         42.500,,,,,,,,,
I02, 2025-01-23 01:22:00.000,   38258285.000,  150133765.549,         46.900,   38258280.406,  318022394.135,         42.300,,,,,,,,,
I02, 2025-01-23 01:22:30.000,   38254652.195,  150119508.354,         46.200,   38254647.223,  317992193.809,         42.300,,,,,,,,,
I02, 2025-01-23 01:23:00.000,   38251013.539,  150105231.071,         46.500,   38251009.188,  317961950.971,         43.300,,,,,,,,,
I02, 2025-01-23 01:23:30.000,   38247370.344,  150090933.106,         46.700,   38247365.582,  317931664.344,         43.000,,,,,,,,,
I02, 2025-01-23 01:24:00.000,   38243721.555,  150076614.823,         46.700,   38243716.512,  317901334.652,         41.800,,,,,,,,,
I02, 2025-01-23 01:24:30.000,   38240067.875,  150062276.209,         45.900,   38240063.121,  317870961.908,         42.100,,,,,,,,,
I02, 2025-01-23 01:25:00.000,   38236409.195,  150047918.526,         47.500,   38236404.598,  317840548.754,         42.200,,,,,,,,,
I02, 2025-01-23 01:25:30.000,   38232745.492,  150033541.005,         46.600,   38232740.906,  317810093.589,         41.700,,,,,,,,,
I02, 2025-01-23 01:26:00.000,   38229076.336,  150019143.295,         46.900,   38229072.016,  317779595.639,         42.600,,,,,,,,,
I02, 2025-01-23 01:26:30.000,   38225402.820,  150004726.005,         47.200,   38225398.008,  317749056.217,         42.400,,,,,,,,,
I02, 2025-01-23 01:27:00.000,   38221724.250,  149990289.910,         47.000,   38221718.973,  317718476.979,         42.000,,,,,,,,,
I02, 2025-01-23 01:27:30.000,   38218040.492,  149975833.981,         46.700,   38218035.293,  317687855.726,         41.800,,,,,,,,,
I02, 2025-01-23 01:28:00.000,   38214351.844,  149961359.507,         47.200,   38214347.133,  317657195.181,         42.900,,,,,,,,,
I02, 2025-01-23 01:28:30.000,   38210658.477,  149946866.190,         47.100,   38210653.922,  317626494.763,         42.100,,,,,,,,,
I02, 2025-01-23 01:29:00.000,   38206960.555,  149932354.121,         46.000,   38206955.480,  317595754.617,         41.400,,,,,,,,,
I02, 2025-01-23 01:29:30.000,   38203257.703,  149917823.068,         47.200,   38203252.590,  317564974.252,         42.200,,,,,,,,,
I02, 2025-01-23 01:30:00.000,   38199550.570,  149903274.220,         47.200,   38199545.305,  317534156.182,         42.200,,,,,,,,,
I02, 2025-01-23 01:30:30.000,   38195838.383,  149888707.721,         47.000,   38195833.398,  317503300.715,         41.000,,,,,,,,,
I02, 2025-01-23 01:31:00.000,   38192121.633,  149874121.911,         48.100,   38192116.555,  317472404.371,         41.300,,,,,,,,,
I02, 2025-01-23 01:31:30.000,   38188400.383,  149859519.082,         47.900,   38188394.984,  317441471.969,         41.500,,,,,,,,,
I02, 2025-01-23 01:32:00.000,   38184674.844,  149844898.875,         47.200,   38184669.574,  317410502.775,         41.200,,,,,,,,,
I02, 2025-01-23 01:32:30.000,   38180944.453,  149830260.296,         46.800,   38180939.168,  317379494.648,         40.800,,,,,,,,,
I02, 2025-01-23 01:33:00.000,   38177209.797,  149815604.557,         47.200,   38177204.629,  317348450.178,         42.100,,,,,,,,,
I02, 2025-01-23 01:33:30.000,   38173470.844,  149800931.714,         47.200,   38173465.824,  317317369.497,         41.700,,,,,,,,,
I02, 2025-01-23 01:34:00.000,   38169727.875,  149786241.874,         46.800,   38169722.289,  317286252.812,         41.600,,,,,,,,,
I02, 2025-01-23 01:34:30.000,   38165979.828,  149771534.791,         47.600,   38165974.586,  317255099.618,         41.300,,,,,,,,,
I02, 2025-01-23 01:35:00.000,   38162228.492,  149756811.530,         47.200,   38162223.039,  317223912.171,         41.600,,,,,,,,,
I02, 2025-01-23 01:35:30.000,   38158472.289,  149742071.355,         46.800,   38158467.117,  317192688.883,         41.700,,,,,,,,,
I02, 2025-01-23 01:36:00.000,   38154711.563,  149727314.927,         47.500,   38154706.520,  317161431.158,         41.700,,,,,,,,,
I02, 2025-01-23 01:36:30.000,   38150947.430,  149712542.134,         47.000,   38150942.082,  317130138.761,         41.000,,,,,,,,,
I02, 2025-01-23 01:37:00.000,   38147178.805,  149697753.200,         47.800,   38147173.230,  317098812.173,         39.800,,,,,,,,,
I02, 2025-01-23 01:37:30.000,   38143406.172,  149682948.389,         47.800,   38143400.313,  317067451.970,         40.200,,,,,,,,,
I02, 2025-01-23 01:38:00.000,   38139629.891,  149668128.520,         46.200,   38139623.980,  317036059.880,         41.100,,,,,,,,,
I02, 2025-01-23 01:38:30.000,   38135848.945,  149653292.157,         46.400,   38135843.477,  317004632.881,         41.400,,,,,,,,,
I02, 2025-01-23 01:39:00.000,   38132064.234,  149638440.754,         46.800,   38132058.754,  316973174.016,         40.900,,,,,,,,,
I02, 2025-01-23 01:39:30.000,   38128276.102,  149623574.344,         46.300,   38128270.496,  316941683.347,         40.800,,,,,,,,,
I02, 2025-01-23 01:40:00.000,   38124483.602,  149608691.851,         46.300,   38124478.043,  316910158.625,         41.300,,,,,,,,,
