> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-08 08:39:00.000,24158156.16,129139180,41.5,24158155.45,129139353,39.3,24158169.31,100441601.2,36,24158169.9,100441609.2,33.8,,,
  R01, 2025-01-08 08:39:30.000,24147738.19,129083488,41.5,24147737.64,129083661,40.4,24147750.98,100398285.2,36.2,24147751.53,100398293.2,34.3,,,
  R01, 2025-01-08 08:40:00.000,24137434.6,129028408.7,39.6,24137434.13,129028581.7,38.3,24137447.07,100355445.7,34.1,24137447.26,100355453.8,32.4,,,
  R01, 2025-01-08 08:40:30.000,24127246.14,128973944,39.5,24127244.91,128974117,38.8,24127259.32,100313084.3,37.4,24127259.16,100313092.3,35,,,
  R01, 2025-01-08 08:41:00.000,24117172.52,128920095.5,40.4,24117171.49,128920268.5,38.2,24117185.12,100271202.2,36.1,24117185.71,100271210.3,34.6,,,
  R01, 2025-01-08 08:41:30.000,24107214.66,128866865.7,39.9,24107213.57,128867038.7,38.4,24107226.31,100229801.3,35.7,24107228.01,100229809.3,34.6,,,
  R01, 2025-01-08 08:42:00.000,24097373.13,128814256.1,39.7,24097372.58,128814429.1,38,24097384.96,100188882.8,36.5,24097385.62,100188890.8,34,,,
  R01, 2025-01-08 08:42:30.000,24087647.74,128762268.4,41.1,24087646.49,128762441.4,40,24087658.93,100148448,36.5,24087660.41,100148456,34.7,,,
  R01, 2025-01-08 08:43:00.000,24078038.87,128710904.3,40.4,24078037.84,128711077.4,39.2,24078051.45,100108498.2,37.4,24078051.57,100108506.2,35.7,,,
  R01, 2025-01-08 08:43:30.000,24068547.26,128660165.7,39.2,24068546.34,128660338.7,37.6,24068558.88,100069034.8,36.5,24068559.55,100069042.9,34.8,,,
  R01, 2025-01-08 08:44:00.000,24059172.72,128610054.5,39.2,24059171.22,128610227.4,38.2,24059185.19,100030059.5,36.3,24059185.76,100030067.5,34.8,,,
  R01, 2025-01-08 08:44:30.000,24049916.2,128560572.3,39,24049914.97,128560745.3,38.4,24049928.16,99991573.42,35.4,24049928.67,99991581.41,33.7,,,
  R01, 2025-01-08 08:45:00.000,24040777.54,128511720.9,40.8,24040776.52,128511893.9,39.7,24040789.64,99953578.04,37.2,24040790.19,99953586.04,34.4,,,
  R01, 2025-01-08 08:45:30.000,24031757.05,128463502.2,41,24031756.15,128463675.2,39,24031768.82,99916074.67,36.9,24031769.52,99916082.68,35.1,,,
  R01, 2025-01-08 08:46:00.000,24022854.59,128415917.5,40,24022854.32,128416090.5,38.6,24022867.88,99879064.44,37.8,24022868.08,99879072.45,35.2,,,
  R01, 2025-01-08 08:46:30.000,24014072.38,128368968.8,40.3,24014071.48,128369141.8,39,24014084.2,99842548.82,36.1,24014084.78,99842556.83,34.6,,,
  R01, 2025-01-08 08:47:00.000,24005408.92,128322657.3,39.8,24005408.02,128322830.3,38.8,24005421.21,99806528.87,36.4,24005421.64,99806536.86,34.2,,,
  R01, 2025-01-08 08:47:30.000,23996865.12,128276984.1,39.8,23996863.78,128277157.2,37.9,23996876.02,99771005.33,35.4,23996876.68,99771013.34,33.6,,,
  R01, 2025-01-08 08:48:00.000,23988440.46,128231951.2,41.6,23988439.13,128232124.2,40.1,23988451.63,99735979.78,35.7,23988452.92,99735987.8,34.2,,,
  R01, 2025-01-08 08:48:30.000,23980136.37,128187560.1,41.6,23980135.11,128187733.1,39.9,23980147.65,99701453.41,35.9,23980148.65,99701461.42,33.3,,,
  R01, 2025-01-08 08:49:00.000,23971952.4,128143812.3,40.5,23971951,128143985.3,38.7,23971963.72,99667427.32,36.3,23971964.48,99667435.33,34.5,,,
  R01, 2025-01-08 08:49:30.000,23963888.71,128100708.7,40.2,23963888.19,128100881.7,37.7,23963900.77,99633902.34,36.8,23963901.16,99633910.35,34.6,,,
  R01, 2025-01-08 08:50:00.000,23955945.81,128058250.9,38.6,23955944.97,128058423.9,36.9,23955958.45,99600879.6,36.3,23955958.49,99600887.59,33.5,,,
  R01, 2025-01-08 08:50:30.000,23948124.43,128016440.7,40.2,23948123.43,128016613.7,39,23948136.16,99568360.58,35.6,23948136.63,99568368.58,33.5,,,
  R01, 2025-01-08 08:51:00.000,23940424.06,127975279.2,40.4,23940422.95,127975452.2,38.3,23940436.95,99536346.06,35.7,23940437.01,99536354.05,33.7,,,
  R01, 2025-01-08 08:51:30.000,23932845.84,127934767.4,40,23932844.56,127934940.4,38.1,23932857.43,99504836.85,34.5,23932857.77,99504844.88,32.9,,,
  R01, 2025-01-08 08:52:00.000,23925388.86,127894907.1,39.7,23925387.76,127895080.1,38.6,23925401.6,99473834.41,36.1,23925402.09,99473842.39,34.6,,,
  R01, 2025-01-08 08:52:30.000,23918054.62,127855699,41.1,23918053.57,127855872,39.3,23918066.9,99443339.21,36.6,23918066.85,99443347.2,34.9,,,
  R01, 2025-01-08 08:53:00.000,23910842.08,127817144.4,40.6,23910841.13,127817317.4,39.2,23910853.82,99413352.37,36.4,23910854.38,99413360.38,34.3,,,
  R01, 2025-01-08 08:53:30.000,23903751.77,127779244.5,40.3,23903750.16,127779417.5,38.5,23903764.98,99383874.69,35.9,23903764.74,99383882.71,34.7,,,
  R01, 2025-01-08 08:54:00.000,23896784.73,127742000.5,41,23896783.94,127742173.5,39.6,23896796.45,99354907.18,35.2,23896796.95,99354915.18,33.9,,,
  R01, 2025-01-08 08:54:30.000,23889940.14,127705413,42.4,23889939.38,127705586,40.1,23889951.54,99326450.23,35.3,23889952.73,99326458.25,34.5,,,
  R01, 2025-01-08 08:55:00.000,23883218.52,127669483.5,41.2,23883217.88,127669656.5,40,23883231.83,99298504.99,36.5,23883231.3,99298513,34.9,,,
