> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-02 05:26:30.000,24146948.73,129079279.1,39.1,24146946.86,129079264.1,36.9,24146962.64,100395024.5,34.7,24146963.82,               ,31.7,,,
  R01, 2025-01-02 05:27:00.000,24123260.6,128952652.3,38.4,24123259.76,128952637.3,36.8,24123274.56,100296537,32.7,24123275.13,100296537,31,,,
  R01, 2025-01-02 05:27:30.000,24099589.09,128826110.6,39.2,24099587.74,128826095.6,37.9,24099602.24,100198115.6,35.2,24099602.81,100198115.6,32.8,,,
  R01, 2025-01-02 05:28:00.000,24075933.14,128699658,39,24075931.67,128699643,38.2,24075946.68,100099763.6,35.6,24075947.44,100099763.6,32.7,,,
  R01, 2025-01-02 05:28:30.000,24052294.5,128573297.9,39.2,24052292.95,128573282.9,37.3,24052307.54,100001483.5,35.3,24052309.18,100001483.5,33.7,,,
  R01, 2025-01-02 05:29:00.000,24028674.2,128447034,38.9,24028672.81,128447019,37.5,24028688.11,99903278.28,36.6,24028688.81,99903278.27,33.9,,,
  R01, 2025-01-02 05:29:30.000,24005072.77,128320870,39.4,24005071.61,128320855,37.3,24005087.41,99805150.81,37,24005087.34,99805150.8,34.3,,,
  R01, 2025-01-02 05:30:00.000,23981490.84,128194809.2,40.3,23981489,128194794.2,38.6,23981504.61,99707103.61,36.9,23981505.26,99707103.6,34.3,,,
  R01, 2025-01-02 05:30:30.000,23957928.57,128068855.5,40,23957927.2,128068840.4,38.9,23957941.31,99609139.7,34.9,23957942.14,99609139.71,33.2,,,
  R01, 2025-01-02 05:31:00.000,23934386.93,127943012.3,40.6,23934385.49,127942997.3,39,23934400.22,99511261.84,35,23934400.82,99511261.81,33.1,,,
  R01, 2025-01-02 05:31:30.000,23910866.09,127817283.6,39.8,23910864.57,127817268.6,38.1,23910880.43,99413473.04,36.5,23910880.48,99413473.02,33.9,,,
  R01, 2025-01-02 05:32:00.000,23887367.49,127691673.4,38.8,23887365.98,127691658.4,38.1,23887382.25,99315776.39,36.1,23887382.4,99315776.39,34.7,,,
  R01, 2025-01-02 05:32:30.000,23863892.82,127566184.7,40.9,23863891.23,127566169.7,39.2,23863906.15,99218174.21,36.8,23863907.31,99218174.23,35,,,
  R01, 2025-01-02 05:33:00.000,23840440.71,127440821.6,40.4,23840439.76,127440806.6,39.7,23840454.41,99120669.7,38.1,23840454.9,99120669.69,35.3,,,
  R01, 2025-01-02 05:33:30.000,23817012.99,127315587.5,40,23817011.6,127315572.6,39,23817027.32,99023265.66,37.5,23817027.75,99023265.64,35.6,,,
  R01, 2025-01-02 05:34:00.000,23793610.51,127190486.8,40.1,23793609.14,127190471.8,38.7,23793623.84,98925965.2,36.2,23793624.82,98925965.19,34.3,,,
  R01, 2025-01-02 05:34:30.000,23770233.02,127065522.8,41.3,23770231.75,127065507.8,39.6,23770245.29,98828771.03,36.1,23770247.09,98828771.05,33.6,,,
  R01, 2025-01-02 05:35:00.000,23746882.12,126940698.9,41.6,23746881.05,126940683.9,39.7,23746895.86,98731685.91,36.9,23746896.41,98731685.91,34,,,
  R01, 2025-01-02 05:35:30.000,23723557.98,126816019.6,40.6,23723556.74,126816004.6,39.1,23723571.66,98634713.21,37.3,23723572.52,98634713.21,34.8,,,
  R01, 2025-01-02 05:36:00.000,23700261.84,126691488.6,41.3,23700260.71,126691473.6,40.2,23700275.31,98537855.86,37.2,23700276.17,98537855.86,35.3,,,
  R01, 2025-01-02 05:36:30.000,23676994.3,126567109.5,42,23676993.39,126567094.5,39.9,23677008.36,98441116.72,37.3,23677008.54,98441116.71,35.7,,,
  R01, 2025-01-02 05:37:00.000,23653755.34,126442885.9,41.4,23653754.32,126442870.9,40,23653768.85,98344498.45,37.1,23653769.92,98344498.46,35.5,,,
  R01, 2025-01-02 05:37:30.000,23630546.59,126318821.5,42,23630545.91,126318806.5,40,23630559.63,98248003.96,35.9,23630560.75,98248003.98,34.6,,,
  R01, 2025-01-02 05:38:00.000,23607368.1,126194920.3,41.3,23607366.81,126194905.3,39.4,23607381.33,98151636.5,36.5,23607382.49,98151636.51,34.9,,,
  R01, 2025-01-02 05:38:30.000,23584221.31,126071186.6,41.6,23584220.14,126071171.6,39.9,23584234.45,98055399.34,37.5,23584235.36,98055399.33,35.6,,,
  R01, 2025-01-02 05:39:00.000,23561105.93,125947623.8,41,23561104.58,125947608.8,39.9,23561119.64,97959295.15,37.7,23561120.16,97959295.14,35.8,,,
  R01, 2025-01-02 05:39:30.000,23538023.73,125824235.7,41.4,23538022.48,125824220.8,40.7,23538036.36,97863326.86,38.1,23538037.62,97863326.86,35.4,,,
  R01, 2025-01-02 05:40:00.000,23514974.51,125701026.2,42.3,23514973.29,125701011.2,40.2,23514987.86,97767497.42,37.1,23514988.5,97767497.42,36.4,,,
  R01, 2025-01-02 05:40:30.000,23491959.93,125577999.2,41.2,23491958.13,125577984.2,39.9,23491973.01,97671809.98,37.9,23491973.59,97671809.97,35.4,,,
  R01, 2025-01-02 05:41:00.000,23468979.52,125455158.6,40.9,23468978.43,125455143.7,39.5,23468993.26,97576267.65,38.8,23468994.17,97576267.65,35.7,,,
  R01, 2025-01-02 05:41:30.000,23446034.73,125332508.5,41.3,23446033.69,125332493.5,40.4,23446048.19,97480873.37,38.3,23446049.07,97480873.38,35.9,,,
  R01, 2025-01-02 05:42:00.000,23423126.75,125210052.9,41.7,23423125.81,125210037.9,39.8,23423139.58,97385630.37,37.8,23423140.79,97385630.39,36.2,,,
  R01, 2025-01-02 05:42:30.000,23400255.98,125087795.1,41.6,23400254.85,125087780.1,39.7,23400269.5,97290541.33,38.4,23400269.63,97290541.32,35.9,,,
  R01, 2025-01-02 05:43:00.000,23377422.72,124965739.3,41.1,23377422.02,124965724.3,39.6,23377435.85,97195609.29,38.2,23377436.08,97195609.27,36.1,,,
  R01, 2025-01-02 05:43:30.000,23354627.77,124843889.3,39.5,23354626.74,124843874.3,39.2,23354640.56,97100837.27,37.6,23354641.77,97100837.28,35.7,,,
  R01, 2025-01-02 05:44:00.000,23331872.39,124722249.3,41.4,23331871.26,124722234.3,40.5,23331885.15,97006228.64,37.9,23331886.22,97006228.63,36.4,,,
  R01, 2025-01-02 05:44:30.000,23309157.01,124600823.2,41.4,23309155.54,124600808.2,40.1,23309169.11,96911786.33,37.9,23309170.62,96911786.35,36.2,,,
