> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-27 01:51:30.000,24404086.41,130453803,38,24404085.52,130453817,36.4,24404089.45,101464097.2,32.4,               ,               ,               ,,,
  R01, 2025-01-27 01:52:00.000,24382647.97,130339206.1,36.7,24382647,130339220.1,35.1,24382651.89,101374966.3,32.4,24382653.34,101374963.3,30.1,,,
  R01, 2025-01-27 01:52:30.000,24361186.91,130224481.8,38.1,24361186.04,130224495.8,36.6,24361191.38,101285736.1,32.7,               ,               ,               ,,,
  R01, 2025-01-27 01:53:00.000,24339701.73,130109632.1,37.1,24339700.75,130109646.1,35.9,24339705.36,101196408.7,33.2,24339705.91,101196406.7,30.6,,,
  R01, 2025-01-27 01:53:30.000,24318193,129994659,36.8,24318192.62,129994673,35.9,24318197.05,101106985.1,34.2,24318197.93,101106983.1,32.7,,,
  R01, 2025-01-27 01:54:00.000,24296662.66,129879564.7,38.7,24296662.24,129879578.7,35.9,24296666.47,101017467.4,34.4,24296667.05,101017465.3,31.6,,,
  R01, 2025-01-27 01:54:30.000,24275109.49,129764351.2,39,24275109.09,129764365.2,37.3,24275113.29,100927856.8,34.3,24275114.1,100927854.8,32.4,,,
  R01, 2025-01-27 01:55:00.000,24253534.95,129649020.8,38.7,24253534.06,129649034.8,36.7,24253538.66,100838155.4,35.6,24253539.27,100838153.4,33.9,,,
  R01, 2025-01-27 01:55:30.000,24231938.47,129533575.1,37.6,24231937.19,129533589.1,36,24231942.2,100748364.2,34.6,24231942.57,100748362.3,32.2,,,
  R01, 2025-01-27 01:56:00.000,24210320.95,129418017,39.2,24210319.98,129418031,38.1,24210324.67,100658485.7,35.6,24210324.81,100658483.8,33.1,,,
  R01, 2025-01-27 01:56:30.000,24188682.73,129302348,39.5,24188682,129302362,38.1,24188686.25,100568520.9,35.9,24188686.99,100568518.9,33.4,,,
  R01, 2025-01-27 01:57:00.000,24167024.06,129186570.4,39.8,24167022.82,129186584.4,38.4,24167028.15,100478471.7,36.9,24167028.18,100478469.7,34.6,,,
  R01, 2025-01-27 01:57:30.000,24145345.44,129070686.1,39.2,24145344.1,129070700.1,37.6,24145349.65,100388339.4,34.2,24145349.75,100388337.4,33.3,,,
  R01, 2025-01-27 01:58:00.000,24123647.2,128954697.7,38.1,24123646.35,128954711.7,36.4,24123651.08,100298126.1,36,24123651.72,100298124.1,34.1,,,
  R01, 2025-01-27 01:58:30.000,24101929.56,128838606.8,36.3,24101927.79,128838620.8,35.4,24101933.66,100207833.2,35.1,24101934.37,100207831.2,32.2,,,
  R01, 2025-01-27 01:59:00.000,24080193.67,128722416.1,38.6,24080192.95,128722430.1,36.7,24080198.15,100117462.6,35,24080198.78,100117460.6,32.7,,,
  R01, 2025-01-27 01:59:30.000,24058439.42,128606128,38.5,24058438.79,128606142,37.5,24058444.46,100027016.2,35.2,24058444.87,100027014.2,33.4,,,
  R01, 2025-01-27 02:00:00.000,24036667.55,128489744.2,37.3,24036666.15,128489758.2,35.9,24036671.72,99936495.44,34.3,24036672.61,99936493.45,32.1,,,
  R01, 2025-01-27 02:00:30.000,24014879.28,128373268.1,38.7,24014878.26,128373282,36.9,24014883.07,99845902.78,36.4,24014883.56,99845900.77,34.1,,,
  R01, 2025-01-27 02:01:00.000,23993073.57,128256701.3,39.2,23993072.22,128256715.3,37.7,23993077.46,99755239.75,36.7,23993077.62,99755237.74,34.6,,,
  R01, 2025-01-27 02:01:30.000,23971250.23,128140045.8,38.3,23971248.96,128140059.8,36.4,23971254.28,99664507.64,36.3,23971254.58,99664505.6,34.7,,,
  R01, 2025-01-27 02:02:00.000,23949410.98,128023303.8,38.5,23949410.46,128023317.9,36.5,23949415.29,99573708.25,35.6,23949415.74,99573706.28,33.7,,,
  R01, 2025-01-27 02:02:30.000,23927556.46,127906477.7,39.9,23927555.16,127906491.7,37.8,23927560.15,99482843.45,34.9,23927560.62,99482841.44,32.8,,,
  R01, 2025-01-27 02:03:00.000,23905686.27,127789570.2,38.7,23905685.75,127789584.2,37.6,23905690.41,99391915.24,35.7,23905691.23,99391913.23,34.2,,,
  R01, 2025-01-27 02:03:30.000,23883801.57,127672583.7,38.4,23883801.43,127672597.7,36.9,23883806.66,99300925.66,36.6,23883806.69,99300923.67,34.6,,,
  R01, 2025-01-27 02:04:00.000,23861902.35,127555520.4,38.2,23861901.96,127555534.4,36.8,23861906.68,99209876.35,35.7,23861907.25,99209874.33,34.8,,,
  R01, 2025-01-27 02:04:30.000,23839989.29,127438382.7,38.6,23839989.46,127438396.7,38,23839993.31,99118769.13,35.3,23839994.12,99118767.14,33.3,,,
  R01, 2025-01-27 02:05:00.000,23818063.18,127321173.4,39.3,23818062.47,127321187.4,37.4,23818067.38,99027606.22,35.9,23818067.95,99027604.22,34.3,,,
  R01, 2025-01-27 02:05:30.000,23796124.17,127203895.4,39.6,23796123.5,127203909.4,38.9,23796129.45,98936389.87,36.2,23796128.64,98936387.87,34.4,,,
  R01, 2025-01-27 02:06:00.000,23774172.41,127086550.2,38.9,23774171.9,127086564.1,38.1,23774176.73,98845121.24,36.7,23774177.6,98845119.22,34.5,,,
  R01, 2025-01-27 02:06:30.000,23752208.18,126969140.5,38.8,23752208.19,126969154.5,37.5,23752213.08,98753802.5,35.7,23752213.73,98753800.5,34.9,,,
  R01, 2025-01-27 02:07:00.000,23730232.76,126851668.8,39.9,23730232.84,126851682.8,39,23730237.22,98662435.52,36.4,23730238.04,98662433.52,34.9,,,
  R01, 2025-01-27 02:07:30.000,23708246.48,126734137.4,40.2,23708245.88,126734151.4,39,23708250.59,98571022.01,36.8,23708252.52,98571020.03,34.7,,,
  R01, 2025-01-27 02:08:00.000,23686249.21,126616549.3,39.7,23686248.84,126616563.3,38.1,23686254.36,98479564.48,36.6,23686254.53,98479562.5,34.7,,,
  R01, 2025-01-27 02:08:30.000,23664242.13,126498906.6,40.3,23664241.4,126498920.5,38.5,23664247.35,98388064.49,37.8,23664247.54,98388062.48,35.2,,,
  R01, 2025-01-27 02:09:00.000,23642224.77,126381212.6,40,23642224.53,126381226.6,38.9,23642229.75,98296524.62,37.4,23642229.74,98296522.63,35.3,,,
  R01, 2025-01-27 02:09:30.000,23620198.47,126263469.2,40.8,23620198.22,126263483.2,39.6,23620203.64,98204946.32,36.9,23620203.52,98204944.34,35,,,
  R01, 2025-01-27 02:10:00.000,23598164.12,126145679.7,40.1,23598163.28,126145693.8,38.9,23598168.21,98113332.2,36.9,23598169.25,98113330.21,34.9,,,
  R01, 2025-01-27 02:10:30.000,23576120.88,126027846.4,40.2,23576119.92,126027860.4,39,23576124.77,98021683.93,36.2,23576125.82,98021681.92,33.9,,,
  R01, 2025-01-27 02:11:00.000,23554070.05,125909971.7,39.9,23554068.49,125909985.7,37.9,23554074.63,97930003.44,37.6,23554074.75,97930001.42,35.4,,,
  R01, 2025-01-27 02:11:30.000,23532011.88,125792058.2,39.7,23532010.94,125792072.2,39.2,23532016.2,97838292.87,37.6,23532017.23,97838290.87,36.6,,,
  R01, 2025-01-27 02:12:00.000,23509947.06,125674108.8,39.6,23509946.41,125674122.8,39.3,23509952.66,97746554.28,37.6,23509952.63,97746552.27,35,,,
  R01, 2025-01-27 02:12:30.000,23487876.45,125556126.1,39.6,23487874.81,125556140.1,38.3,23487880.16,97654789.86,37.5,23487881.18,97654787.85,34.8,,,
  R01, 2025-01-27 02:13:00.000,23465799.52,125438112.9,39.4,23465798.52,125438127,38.3,23465803.79,97563001.71,37.5,23465804.7,97562999.71,35.5,,,
  R01, 2025-01-27 02:13:30.000,23443717.44,125320071.6,40.1,23443716.07,125320085.6,38.4,23443722.54,97471191.66,36.6,23443722.82,97471189.66,36,,,
  R01, 2025-01-27 02:14:00.000,23421630.91,125202005.3,40.9,23421630.42,125202019.3,38.4,23421636.29,97379362.12,37.8,23421636.19,97379360.13,35.7,,,
  R01, 2025-01-27 02:14:30.000,23399540.02,125083916.6,39,23399538.61,125083930.6,37.6,23399544.93,97287515.25,37.8,23399545.33,97287513.26,36.6,,,
  R01, 2025-01-27 02:15:00.000,23377445.59,124965809.1,40.6,23377445,124965823.1,38.9,23377450.4,97195653.72,36.3,23377450.87,97195651.73,34.5,,,
  R01, 2025-01-27 02:15:30.000,23355348.89,124847685,39.6,23355347.57,124847699,38.3,23355353.36,97103779.24,37.6,23355353.91,97103777.25,36.1,,,
  R01, 2025-01-27 02:16:00.000,23333248.19,124729546.7,40.9,23333247.36,124729560.7,39,23333253.49,97011893.77,37.5,23333253.61,97011891.78,36.1,,,
  R01, 2025-01-27 02:16:30.000,23311146.09,124611397.1,40.6,23311145.14,124611411.1,39.5,23311150.86,96919999.55,36.9,23311151.48,96919997.54,35.8,,,
  R01, 2025-01-27 02:17:00.000,23289041.56,124493239.2,40.6,23289041.15,124493253.2,38.7,23289047.03,96828098.82,36.7,23289047.51,96828096.83,36.4,,,
  R01, 2025-01-27 02:17:30.000,23266936.95,124375075.6,40.4,23266935.96,124375089.6,39.2,23266942.56,96736193.7,37.9,23266942.77,96736191.67,36.9,,,
  R01, 2025-01-27 02:18:00.000,23244832.09,124256909.5,40.8,23244831.18,124256923.5,39.7,23244837.11,96644286.62,37.5,23244837.99,96644284.61,36.2,,,
  R01, 2025-01-27 02:18:30.000,23222726.79,124138743.9,41.1,23222725.97,124138757.9,39.1,23222731.96,96552379.95,37.9,23222732.28,96552377.92,36.2,,,
  R01, 2025-01-27 02:19:00.000,23200622.31,124020581.6,40.7,23200621.54,124020595.5,39,23200626.92,96460475.71,37.8,23200627.58,96460473.72,36.4,,,
