> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-14 00:00:00.000,20504058.96,109606097,46.6,20504058.13,109606071,45.1,20504063.04,85249224.51,41.1,20504063.23,85249218.49,38.6,,,
  R01, 2025-01-14 00:00:30.000,20504282.78,109607293.2,47.3,20504281.98,109607267.2,45.2,20504286.05,85250154.88,41.7,20504286.98,85250148.88,39.7,,,
  R01, 2025-01-14 00:01:00.000,20504532.84,109608628.1,46.7,20504531.64,109608602.1,45.4,20504536.52,85251193.1,41.4,20504536.44,85251187.11,39.5,,,
  R01, 2025-01-14 00:01:30.000,20504808.56,109610102.2,46.7,20504807.5,109610076.2,45.3,20504811.54,85252339.6,41,20504812.14,85252333.61,40.1,,,
  R01, 2025-01-14 00:02:00.000,20505110.1,109611716.7,46.4,20505109.33,109611690.7,45.4,20505113.42,85253595.33,41.2,20505114.33,85253589.34,39,,,
  R01, 2025-01-14 00:02:30.000,20505439.07,109613473.3,46.5,20505438.05,109613447.3,44.9,20505442.34,85254961.58,41.4,20505442.97,85254955.57,39,,,
  R01, 2025-01-14 00:03:00.000,20505794.37,109615373.1,46.3,20505793.49,109615347.1,45.5,20505797.59,85256439.18,41.2,20505798.38,85256433.18,39.6,,,
  R01, 2025-01-14 00:03:30.000,20506176.88,109617416.6,47.6,20506175.76,109617390.6,45.5,20506180.1,85258028.61,41.4,20506180.59,85258022.6,39.4,,,
  R01, 2025-01-14 00:04:00.000,20506585.79,109619605.1,46.2,20506584.9,109619579.1,45.1,20506589.92,85259730.76,41.3,20506590.09,85259724.77,39.6,,,
  R01, 2025-01-14 00:04:30.000,20507022.83,109621940.1,47.2,20507021.97,109621914.1,45.2,20507026.43,85261546.87,41.6,20507026.95,85261540.87,39,,,
  R01, 2025-01-14 00:05:00.000,20507487.15,109624422.9,46.5,20507486.32,109624396.9,45.3,20507490.29,85263477.95,41.3,20507491.34,85263471.93,39.2,,,
  R01, 2025-01-14 00:05:30.000,20507979.59,109627054.4,46.5,20507978.73,109627028.4,45.2,20507983.45,85265524.63,40.9,20507983.79,85265518.63,39.8,,,
  R01, 2025-01-14 00:06:00.000,20508500.12,109629835.9,46.8,20508499.16,109629809.9,45,20508503.03,85267688.04,41.8,20508503.77,85267682.05,39.6,,,
  R01, 2025-01-14 00:06:30.000,20509048.59,109632768.8,46.6,20509047.55,109632742.8,45.3,20509051.78,85269969.16,40.9,20509052.55,85269963.16,38.6,,,
  R01, 2025-01-14 00:07:00.000,20509626.19,109635854.3,47.1,20509624.83,109635828.3,45.8,20509629.05,85272368.99,41.1,20509630.06,85272363,39.4,,,
  R01, 2025-01-14 00:07:30.000,20510232.15,109639093.1,46.8,20510230.77,109639067.1,45.7,20510236.08,85274888.04,41.3,20510236.02,85274882.05,39.6,,,
  R01, 2025-01-14 00:08:00.000,20510866.79,109642487.1,47.2,20510865.92,109642461.1,45.4,20510870.27,85277527.81,41.1,20510870.93,85277521.82,39.5,,,
  R01, 2025-01-14 00:08:30.000,20511531.1,109646037.3,46.7,20511530.07,109646011.3,45.3,20511534.61,85280289.1,40.9,20511535.14,85280283.11,39.1,,,
  R01, 2025-01-14 00:09:00.000,20512224.62,109649744.7,46.5,20512223.51,109649718.7,45.5,20512228,85283172.62,42,20512228.25,85283166.62,39.4,,,
  R01, 2025-01-14 00:09:30.000,20512948.09,109653611.2,47.3,20512946.87,109653585.2,45.4,20512951.63,85286179.86,41.6,20512951.77,85286173.86,39.2,,,
  R01, 2025-01-14 00:10:00.000,20513700.95,109657637.9,47.6,20513700.11,109657611.9,45.4,20513704.72,85289311.74,41.2,20513704.9,85289305.73,38.9,,,
  R01, 2025-01-14 00:10:30.000,20514484.56,109661825.6,47,20514483.58,109661799.7,45.8,20514488.58,85292568.91,41.4,20514488.43,85292562.91,39.2,,,
  R01, 2025-01-14 00:11:00.000,20515298.52,109666176,46.9,20515297.21,109666150,45.6,20515301.63,85295952.47,41.1,20515301.88,85295946.48,39.2,,,
  R01, 2025-01-14 00:11:30.000,20516142.7,109670689.9,46.3,20516141.6,109670663.9,45.8,20516145.88,85299463.3,40.9,20516146.47,85299457.31,39.3,,,
  R01, 2025-01-14 00:12:00.000,20517017.94,109675368.9,46.6,20517016.92,109675342.9,45.2,20517021.26,85303102.53,41.3,20517021.79,85303096.53,39.3,,,
  R01, 2025-01-14 00:12:30.000,20517924.53,109680214.2,47,20517923.6,109680188.2,45.6,20517927.67,85306871.09,40.8,20517928.23,85306865.1,39.2,,,
  R01, 2025-01-14 00:13:00.000,20518862.36,109685227.4,46.9,20518861.17,109685201.4,45.8,20518865.03,85310770.27,41.2,20518866.21,85310764.26,38.7,,,
