> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-05 00:00:00.000,22548930.21,120536996.2,42.7,22548929.91,120537220.2,41.6,22548933.65,93751020.91,38.8,22548934,93751013.92,37.8,,,
  R01, 2025-01-05 00:00:30.000,22538238.95,120479846.5,41.5,22538237.86,120480070.5,40.4,22538242.88,93706571.14,38.9,22538243.12,93706564.14,37.1,,,
  R01, 2025-01-05 00:01:00.000,22527548.15,120422698.2,41.9,22527547.41,120422922.2,39.9,22527550.66,93662122.53,37.4,22527552.16,93662115.54,36.5,,,
  R01, 2025-01-05 00:01:30.000,22516857.7,120365551.2,41.9,22516856.72,120365775.2,40,22516860.61,93617674.86,37.9,22516861.72,93617667.84,37.4,,,
  R01, 2025-01-05 00:02:00.000,22506167.01,120308404.8,39.7,22506165.6,120308628.8,38.3,22506171.15,93573227.66,39.3,22506171.84,93573220.67,37.5,,,
  R01, 2025-01-05 00:02:30.000,22495476.63,120251258.9,39.4,22495475.59,120251482.9,38.1,22495480.43,93528780.87,38.8,22495481.22,93528773.86,37,,,
  R01, 2025-01-05 00:03:00.000,22484786.8,120194114.2,40.9,22484785.07,120194338.2,39.3,22484790.39,93484335.02,38.9,22484791.32,93484328.02,38.4,,,
  R01, 2025-01-05 00:03:30.000,22474096.97,120136971.8,39.1,22474095.11,120137195.8,37.8,22474100.97,93439890.88,39.2,22474101.27,93439883.91,37.1,,,
  R01, 2025-01-05 00:04:00.000,22463407.23,120079829.3,40.1,22463406.34,120080053.2,39,22463411.13,93395446.73,39.5,22463411.65,93395439.72,37.8,,,
  R01, 2025-01-05 00:04:30.000,22452717.42,120022684.9,41.3,22452716.04,120022908.9,39.6,22452720.84,93351001.16,39.1,22452721.32,93350994.16,37.3,,,
  R01, 2025-01-05 00:05:00.000,22442026.82,119965538.6,41.1,22442025.58,119965762.6,39.4,22442030.2,93306554.02,39,22442030.8,93306547.02,37.6,,,
  R01, 2025-01-05 00:05:30.000,22431335.94,119908389.3,40.5,22431334.84,119908613.3,38.2,22431339.43,93262104.59,39.5,22431339.7,93262097.58,37.3,,,
  R01, 2025-01-05 00:06:00.000,22420644.2,119851237.6,41.2,22420643.81,119851461.6,39.3,22420647.63,93217653.29,39.4,22420648.13,93217646.29,37.1,,,
  R01, 2025-01-05 00:06:30.000,22409952.56,119794082.8,42.5,22409952.4,119794306.8,40.5,22409956.12,93173199.61,39.3,22409956.34,93173192.61,37.7,,,
