> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-31 14:55:00.000,24606584.06,131536307.1,36.2,24606582.6,131536285.1,35,               ,               ,               ,               ,               ,               ,,,
  R01, 2025-01-31 14:55:30.000,24581731.8,131403455.7,37.9,24581730.55,131403433.7,36.2,24581739.67,102202685.2,31.1,               ,               ,               ,,,
  R01, 2025-01-31 14:56:00.000,24556857.73,131270486.5,36.2,24556855.77,131270464.5,34.6,24556865.25,102099264.2,30.7,               ,               ,               ,,,
  R01, 2025-01-31 14:56:30.000,24531960.86,131137402.8,35.4,24531960.29,131137380.8,33.7,24531971.18,101995753.9,32.5,               ,               ,               ,,,
  R01, 2025-01-31 14:57:00.000,24507044.71,131004207.3,36.6,24507043.74,131004185.2,35.7,24507053.55,101892156.3,31.9,24507054.11,101892156.3,30.3,,,
  R01, 2025-01-31 14:57:30.000,24482107.6,130870903.2,33.6,24482108.05,130870881.2,33.3,24482117.38,101788474,28.9,               ,               ,               ,,,
  R01, 2025-01-31 14:58:00.000,24457150.83,130737494.9,33.9,24457152.29,130737472.9,33.8,24457162.37,101684710.7,30.9,               ,               ,               ,,,
  R01, 2025-01-31 14:58:30.000,24432176.35,130603984.8,36.7,24432177.25,130603962.8,35.3,24432188.59,101580868,32.8,24432189.46,101580869,31.1,,,
  R01, 2025-01-31 14:59:00.000,24407182.98,130470376.5,37.1,24407183.62,130470354.5,35.2,24407194.98,101476949.1,33.4,               ,               ,               ,,,
  R01, 2025-01-31 14:59:30.000,24382171.12,130336673.2,37.7,24382172.93,130336651.2,36.2,24382185.66,101372956.2,30.1,               ,               ,               ,,,
  R01, 2025-01-31 15:00:00.000,24357143.09,130202878.6,37.6,24357145.7,130202856.6,36.3,24357155.93,101268892.2,29.4,               ,               ,               ,,,
  R01, 2025-01-31 15:00:30.000,24332099.15,130068996.1,40.4,24332101.43,130068974.1,38.3,24332112.38,101164759.9,31.1,24332112.13,101164767.9,29.8,,,
  R01, 2025-01-31 15:01:00.000,24307039.31,129935028.5,38,24307040.97,129935006.5,35.4,24307052.95,101060561.4,31.1,               ,               ,               ,,,
  R01, 2025-01-31 15:01:30.000,24281963.95,129800979.4,37.8,24281965.67,129800957.4,35.6,24281976.9,100956299.3,30.6,               ,               ,               ,,,
  R01, 2025-01-31 15:02:00.000,24256874.17,129666852.9,38.7,24256875.06,129666830.9,37.3,24256888.15,100851977.2,34.8,24256888.66,100851990.2,32.8,,,
  R01, 2025-01-31 15:02:30.000,24231770.41,129532652.4,38.7,24231771.5,129532630.4,36.5,24231784.92,100747597.4,31.7,               ,               ,               ,,,
  R01, 2025-01-31 15:03:00.000,24206653.37,129398380.6,37.2,24206654.9,129398358.6,35.6,24206669.06,100643161.9,31.3,24206669.83,100643171.9,30.1,,,
  R01, 2025-01-31 15:03:30.000,24181523.89,129264041.7,39,24181525.16,129264019.7,37.5,24181538.4,100538674.1,32.8,24181540.57,100538684.1,31.4,,,
  R01, 2025-01-31 15:04:00.000,24156381.49,129129637.5,36,24156384.05,129129615.5,34,24156398.11,100434135.2,29.9,               ,               ,               ,,,
  R01, 2025-01-31 15:04:30.000,24131229.96,128995173.1,38.3,24131230.73,128995151.1,36.3,24131245.98,100329549.5,32.4,24131247.02,100329562.5,30.7,,,
  R01, 2025-01-31 15:05:00.000,24106066.02,128860651.9,33.9,24106067.18,128860629.9,33.1,24106083.97,100224919.7,30.5,               ,               ,               ,,,
  R01, 2025-01-31 15:05:30.000,24080892.25,128726078.2,38.6,24080894.61,128726056.2,36.9,24080909.55,100120249.3,30.6,24080910.82,100120266.3,29.5,,,
  R01, 2025-01-31 15:06:00.000,24055710.2,128591455.1,40.6,24055712.35,128591433.1,38.8,24055727.65,100015540.3,31.9,24055728.87,100015558.3,31,,,
  R01, 2025-01-31 15:06:30.000,24030519.31,128456785.7,38.7,24030520.81,128456763.6,36.7,24030537.29,99910795.41,33.7,24030539.13,99910813.39,31.4,,,
  R01, 2025-01-31 15:07:00.000,24005320.57,128322074,37.9,24005321.5,128322052,36.4,24005337.62,99806017.78,32.6,24005340.36,99806035.8,31.5,,,
  R01, 2025-01-31 15:07:30.000,23980114.63,128187323.8,37.5,23980115.37,128187301.8,36.9,23980132.17,99701210.17,33.5,23980134.56,               ,31,,,
  R01, 2025-01-31 15:08:00.000,23954901.72,128052538.2,37.9,23954902.27,128052516.2,36.8,23954919.51,99596375.19,32.9,               ,               ,               ,,,
  R01, 2025-01-31 15:08:30.000,23929682.13,127917720.9,39,23929683.62,127917698.9,37.7,23929701.44,99491515.51,32.7,               ,               ,               ,,,
  R01, 2025-01-31 15:09:00.000,23904457.63,127782875.3,38.9,23904458.42,127782853.3,37,23904477.38,99386633.81,33.4,23904478.64,99386861.84,31.7,,,
  R01, 2025-01-31 15:09:30.000,23879228.97,127648005.5,39.2,23879230.77,127647983.5,38.1,23879249.38,99281733.23,33.9,23879250.72,99281961.26,32.5,,,
  R01, 2025-01-31 15:10:00.000,23853997,127513114.7,38.9,23853997.17,127513092.7,37.4,23854017.14,99176816.3,32.9,23854018.49,99177044.28,32.4,,,
  R01, 2025-01-31 15:10:30.000,23828761.34,127378206.2,38.9,23828761.6,127378184.2,37.7,23828782.56,99071885.53,33.2,23828782.34,99072113.52,32.1,,,
