> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-20 00:10:00.000,24595811.58,131478705.4,39.4,24595809.94,131478701.4,38.3,24595815.29,102261228.2,38.2,24595815.82,102261223.2,36.9,,,
  R01, 2025-01-20 00:10:30.000,24580923.96,131399123.6,31.6,24580921.26,131399117.6,30.1,24580928.41,102199331.3,31.1,               ,               ,               ,,,
  R01, 2025-01-20 00:11:00.000,24566009.48,131319398.6,33,24566006.02,131319392.6,30.8,24566014.01,102137323.1,32.8,               ,               ,               ,,,
  R01, 2025-01-20 00:11:30.000,24551068.49,131239529.5,31.3,24551065.78,131239523.5,31,24551072.29,102075202.8,35.1,24551072.52,102075204.8,34.1,,,
  R01, 2025-01-20 00:12:00.000,24536100.68,131159516.2,34.6,24536099.71,131159510.2,34,24536103.52,102012970.3,33.4,24536104.78,102012972.3,32.4,,,
  R01, 2025-01-20 00:12:30.000,24521105.41,131079358.9,37.6,24521103.95,131079352.9,36.6,24521108.95,101950625.8,35.7,24521109.59,101950627.9,34,,,
  R01, 2025-01-20 00:13:00.000,24506082.98,130999057.1,37.8,24506081.91,130999051.1,36.1,24506086.3,101888169,35.6,24506087.29,101888171,33.4,,,
  R01, 2025-01-20 00:13:30.000,24491033.88,130918611,38,24491032.49,130918605,35.9,24491037.36,101825599.8,34.5,24491037.81,101825601.8,33.5,,,
  R01, 2025-01-20 00:14:00.000,24475957.34,130838020.7,37.6,24475956.41,130838014.7,35.3,24475961.62,101762918.7,35.3,24475961.82,101762920.7,33,,,
  R01, 2025-01-20 00:14:30.000,24460854,130757285.6,34.5,24460853.01,130757279.6,33.3,24460857.42,101700124.8,34.2,24460859.09,101700129.8,31.9,,,
  R01, 2025-01-20 00:15:00.000,24445723.72,130676406.6,35.6,24445722.83,130676400.6,34.2,24445728.78,101637218.9,35.6,24445728.33,101637223.9,34.5,,,
  R01, 2025-01-20 00:15:30.000,24430567.17,130595383.3,38.1,24430566.06,130595377.3,36.6,24430570.63,101574200.7,34,24430571.25,101574205.8,32.3,,,
  R01, 2025-01-20 00:16:00.000,24415383.24,130514215.6,37.6,24415382.59,130514209.6,36.8,24415386.11,101511070.4,32.2,24415386.56,101511075.4,31.1,,,
  R01, 2025-01-20 00:16:30.000,24400171.75,130432903.8,37.8,24400171.07,130432897.8,37.7,24400175.22,101447828,33.1,24400175.67,101447833,31.9,,,
  R01, 2025-01-20 00:17:00.000,24384933.62,130351447.9,39.4,24384933.43,130351441.9,37.8,24384936.81,101384473.4,35.3,24384938.09,               ,31.8,,,
  R01, 2025-01-20 00:17:30.000,24369669.01,130269847.5,37.7,24369668.05,130269841.5,36.5,24369671.79,101321006.5,31,               ,               ,               ,,,
  R01, 2025-01-20 00:18:00.000,24354376.51,130188103.2,38.8,24354374.79,130188097.2,36.5,24354379.52,101257427.7,33.4,24354380.75,101257423.7,31.4,,,
  R01, 2025-01-20 00:18:30.000,24339057.72,130106214.8,38.1,24339056.79,130106208.8,37.2,24339060.28,101193736.8,32.9,24339061.43,101193732.8,32.5,,,
  R01, 2025-01-20 00:19:00.000,24323712.03,130024183,37.5,24323710.2,130024177,36,24323715.94,101129934.4,36.7,24323716.3,101129930.4,34.2,,,
  R01, 2025-01-20 00:19:30.000,24308339.05,129942007.2,37.8,24308337.91,129942001.2,36.1,24308341.98,101066020,33.5,24308343.26,101066016,31.3,,,
  R01, 2025-01-20 00:20:00.000,24292939.45,129859687.5,37.6,24292938.14,129859681.5,36.4,24292943.42,101001993.6,34,24292943.83,101001989.7,31.9,,,
  R01, 2025-01-20 00:20:30.000,24277513.22,129777224.7,39.5,24277512.32,129777218.7,37.3,24277517.27,100937856,33.6,24277516.98,100937852,32.1,,,
  R01, 2025-01-20 00:21:00.000,24262059.57,129694618.6,39.5,24262058.7,129694612.6,37.6,24262063.29,100873606.8,32.9,24262063.78,100873602.8,31.2,,,
  R01, 2025-01-20 00:21:30.000,24246579.83,129611869.3,40,24246578.74,129611863.4,37.7,24246582.77,100809246.3,35,24246583.81,100809242.3,32.4,,,
  R01, 2025-01-20 00:22:00.000,24231072.63,129528977.2,39.7,24231071.72,129528971.2,37.9,24231077.05,100744774.8,35.5,24231076.88,100744770.8,33.4,,,
  R01, 2025-01-20 00:22:30.000,24215539.27,129445942.1,36.2,24215538.31,129445936.2,36,24215543.03,100680192,34.3,24215543.22,100680188,32.7,,,
  R01, 2025-01-20 00:23:00.000,24199979.56,129362764.4,38.8,24199978.08,129362758.4,36.9,24199982.56,100615498.3,36.2,24199983.67,100615494.3,34.3,,,
  R01, 2025-01-20 00:23:30.000,24184392.53,129279444.6,38.6,24184390.73,129279438.7,36.9,24184395.41,100550694.1,35.3,24184396.66,100550690.1,32.4,,,
  R01, 2025-01-20 00:24:00.000,24168778.88,129195982.9,38.5,24168778.14,129195976.9,37.2,24168783.63,100485779.4,35,24168783.46,100485775.3,33.4,,,
  R01, 2025-01-20 00:24:30.000,24153139.09,129112379.5,37.4,24153138.72,129112373.5,36,24153142.51,100420754.5,35.5,24153143.58,100420750.5,33.1,,,
  R01, 2025-01-20 00:25:00.000,24137473.45,129028634.6,37.9,24137471.84,129028628.6,36.5,24137476.24,100355619.7,34.6,24137476.63,100355615.6,32.4,,,
  R01, 2025-01-20 00:25:30.000,24121780.32,128944748.2,39.2,24121779.12,128944742.2,37.2,24121783.66,100290374.8,34.2,24121784.06,100290370.8,33.2,,,
  R01, 2025-01-20 00:26:00.000,24106061.05,128860720.7,38.1,24106060.66,128860714.7,37,24106065.29,100225020.1,34.2,24106065.14,100225016.1,32.8,,,
  R01, 2025-01-20 00:26:30.000,24090316.04,128776552.5,38.9,24090314.46,128776546.5,36.5,24090319.4,100159556,35,24090320.36,100159552,33,,,
  R01, 2025-01-20 00:27:00.000,24074544.5,128692244.3,36.6,24074542.45,128692238.4,35.3,24074547.31,100093983,34.5,24074548.47,100093979,32.1,,,
  R01, 2025-01-20 00:27:30.000,24058746.53,128607796.1,39.1,24058744.98,128607790.1,36.7,24058749.64,100028301.1,35,24058751.14,100028297.1,33.7,,,
  R01, 2025-01-20 00:28:00.000,24042922.01,128523208.5,38.1,24042921.31,128523202.5,37.1,24042926.56,99962510.83,36,24042927.31,99962506.8,35,,,
  R01, 2025-01-20 00:28:30.000,24027072.84,128438481.4,38.8,24027071.48,128438475.4,36.9,24027075.63,99896612,35.6,24027076.73,99896608.03,34,,,
  R01, 2025-01-20 00:29:00.000,24011196.66,128353615.7,38.3,24011195.24,128353609.6,36.5,24011199.6,99830605.34,34.3,24011200.09,99830601.35,32.6,,,
  R01, 2025-01-20 00:29:30.000,23995294.66,128268611.3,40.7,23995293.82,128268605.3,38.2,23995297.9,99764490.83,35.9,23995298.8,99764486.85,33.8,,,
  R01, 2025-01-20 00:30:00.000,23979367.31,128183468.6,39.7,23979366.29,128183462.6,37.9,23979370.24,99698268.77,36,23979370.75,99698264.76,34.5,,,
  R01, 2025-01-20 00:30:30.000,23963413.82,128098188.2,39.7,23963412.53,128098182.2,38,23963417.34,99631939.71,36.7,23963417.56,99631935.72,34.9,,,
  R01, 2025-01-20 00:31:00.000,23947433.99,128012770.8,37.7,23947433.7,128012764.8,37.3,23947438.2,99565503.98,35.2,23947437.81,99565499.98,33.8,,,
  R01, 2025-01-20 00:31:30.000,23931429.73,127927216.8,37.4,23931429.16,127927210.8,35.7,23931432.83,99498961.96,35.3,23931433.54,99498957.96,32.5,,,
  R01, 2025-01-20 00:32:00.000,23915399.77,127841526.2,38.9,23915398.46,127841520.2,37.3,23915401.93,99432313.77,35,23915403.42,99432309.78,32.9,,,
  R01, 2025-01-20 00:32:30.000,23899343.82,127755699.6,38.8,23899343.01,127755693.6,37.5,23899347.41,99365559.73,36.3,23899348.26,99365555.73,33.7,,,
  R01, 2025-01-20 00:33:00.000,23883263.04,127669737.4,39.4,23883262.77,127669731.5,37.3,23883266.54,99298700.25,35.3,23883266.91,99298696.26,33.2,,,
  R01, 2025-01-20 00:33:30.000,23867156.59,127583640.3,38.6,23867155.87,127583634.3,37.1,23867160.56,99231735.79,35.2,23867160.02,99231731.8,33.6,,,
  R01, 2025-01-20 00:34:00.000,23851025.26,127497409,38.3,23851024.41,127497403,37.6,23851027.91,99164667.06,36.8,23851029.43,99164663.06,35.4,,,
  R01, 2025-01-20 00:34:30.000,23834868.71,127411043.7,38.9,23834868.14,127411037.7,37.3,23834872.5,99097494.05,35.3,23834872.42,99097490.01,34.9,,,
  R01, 2025-01-20 00:35:00.000,23818687.57,127324545.3,39.6,23818686.28,127324539.3,37.9,23818690.99,99030217.59,37,23818691.61,99030213.6,34.6,,,
  R01, 2025-01-20 00:35:30.000,23802480.99,127237914,40.2,23802480.74,127237908,39,23802485.15,98962837.75,36.3,23802485.3,98962833.76,35,,,
  R01, 2025-01-20 00:36:00.000,23786250.05,127151150.7,39,23786249.24,127151144.7,37.9,23786254.08,98895355.17,35.2,23786253.9,98895351.18,33.9,,,
  R01, 2025-01-20 00:36:30.000,23769994.77,127064255.8,40.3,23769994.1,127064249.8,38.6,23769997.5,98827770.28,36.2,23769998.76,98827766.29,34,,,
  R01, 2025-01-20 00:37:00.000,23753714.56,126977229.8,39.9,23753713.77,126977223.8,38.3,23753717.75,98760083.43,36.6,23753718.62,98760079.44,33.8,,,
  R01, 2025-01-20 00:37:30.000,23737409.86,126890073.4,39,23737408.82,126890067.4,37.1,23737414.04,98692295.16,34.7,23737413.65,98692291.19,33.1,,,
  R01, 2025-01-20 00:38:00.000,23721081.67,126802787.2,40.2,23721080.68,126802781.2,38.2,23721085.1,98624405.89,35.6,23721085.43,98624401.91,34.4,,,
  R01, 2025-01-20 00:38:30.000,23704728.87,126715371.8,38.8,23704727.42,126715365.8,37.6,23704731.65,98556416.18,36.2,23704732.43,98556412.2,34.6,,,
  R01, 2025-01-20 00:39:00.000,23688352.04,126627827.9,40.5,23688351.18,126627821.9,38.6,23688355.88,98488326.5,37.7,23688355.97,98488322.51,35.2,,,
  R01, 2025-01-20 00:39:30.000,23671950.82,126540156.3,39.4,23671950.5,126540150.3,38.6,23671955.09,98420137.53,37.6,23671955.46,98420133.55,35.9,,,
  R01, 2025-01-20 00:40:00.000,23655526.16,126452357.3,39.4,23655525.25,126452351.3,38.4,23655529.98,98351849.44,35.4,23655529.91,98351845.44,33.3,,,
