> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-13 00:07:00.000,21699104.07,115994175.7,42.6,21699103.45,115994404.8,42.1,21699108.16,90217729.79,39.4,21699108.33,90217703.8,38.1,,,
  R01, 2025-01-13 00:07:30.000,21688337.3,115936619.8,43.6,21688336.54,115936848.8,42.1,21688340.94,90172964.1,39.9,21688341.14,90172938.09,37.2,,,
  R01, 2025-01-13 00:08:00.000,21677570.1,115879062.1,43,21677568.97,115879291.1,41.4,21677573.3,90128196.99,39.7,21677573.5,90128170.99,38.2,,,
  R01, 2025-01-13 00:08:30.000,21666802.34,115821502.9,42.2,21666801.56,115821731.9,40.9,21666805.58,90083428.74,39.7,21666806.13,90083402.74,37.7,,,
  R01, 2025-01-13 00:09:00.000,21656034.79,115763942.7,42.6,21656033.07,115764171.8,41.1,21656038.28,90038659.73,39.7,21656038.03,90038633.74,37.6,,,
  R01, 2025-01-13 00:09:30.000,21645266.17,115706382.1,42.8,21645265.59,115706611.1,42,21645269.72,89993890.34,40.4,21645270.3,89993864.35,37.7,,,
  R01, 2025-01-13 00:10:00.000,21634498.55,115648821.4,43.7,21634497.4,115649050.4,42.4,21634502.02,89949120.95,39.2,21634502.04,89949094.96,37.4,,,
  R01, 2025-01-13 00:10:30.000,21623730.61,115591261.1,43.1,21623729.77,115591490.1,41.9,21623733,89904351.87,39.4,21623734.4,89904325.87,37.1,,,
  R01, 2025-01-13 00:11:00.000,21612963.37,115533702,43.2,21612962.07,115533931,41.8,21612966.13,89859583.67,38.6,21612966.58,89859557.65,36.8,,,
  R01, 2025-01-13 00:11:30.000,21602196.13,115476144.4,43.8,21602195.18,115476373.4,41.8,21602198.15,89814816.66,38.5,21602199.54,89814790.67,37.7,,,
  R01, 2025-01-13 00:12:00.000,21591428.94,115418588.8,43.8,21591428.02,115418817.8,41.7,21591431.93,89770051.16,39.1,21591432.44,89770025.16,37.5,,,
  R01, 2025-01-13 00:12:30.000,21580662.19,115361036,42.2,21580661.48,115361265,41.3,21580665.52,89725287.87,39.7,21580665.88,89725261.86,37.5,,,
  R01, 2025-01-13 00:13:00.000,21569895.94,115303486.2,42.1,21569895.48,115303715.2,40.3,21569900.3,89680526.94,39.9,21569900.18,89680500.94,38.3,,,
  R01, 2025-01-13 00:13:30.000,21559131.25,115245940.4,42.4,21559130.2,115246169.4,40.8,21559134.55,89635769.11,38.8,21559135.13,89635743.11,37.7,,,
  R01, 2025-01-13 00:14:00.000,21548367.21,115188398.9,42.2,21548366,115188627.9,42,21548369.98,89591014.58,39.9,21548370.38,89590988.6,37.9,,,
  R01, 2025-01-13 00:14:30.000,21537603.63,115130862.4,43,21537601.98,115131091.4,41.4,21537606.88,89546263.96,40.4,21537607.29,89546237.97,38.5,,,
  R01, 2025-01-13 00:15:00.000,21526840.84,115073331.5,42.1,21526840.7,115073560.5,41.6,21526844.2,89501517.75,39.2,21526845.03,89501491.72,37.8,,,
  R01, 2025-01-13 00:15:30.000,21516079.91,115015806.9,43.4,21516079.33,115016035.9,42,21516083.63,89456776.39,39.8,21516083.79,89456750.39,38.1,,,
  R01, 2025-01-13 00:16:00.000,21505320.35,114958289,43.6,21505318.88,114958518,42.4,21505322.3,89412040.3,39,21505323.49,89412014.31,37.5,,,
  R01, 2025-01-13 00:16:30.000,21494561.73,114900779,43.8,21494560.76,114901008,42.1,21494563.95,89367310.26,39.7,21494565.19,89367284.28,37.6,,,
  R01, 2025-01-13 00:17:00.000,21483804.63,114843277,42.8,21483804.04,114843505.9,42.5,21483807.7,89322586.45,39.6,21483808.54,89322560.46,37.5,,,
  R01, 2025-01-13 00:17:30.000,21473049.51,114785783.7,43.6,21473048.61,114786012.8,42.3,21473052.11,89277869.56,40.5,21473053.04,89277843.56,38,,,
  R01, 2025-01-13 00:18:00.000,21462296.16,114728300.6,43.9,21462295.24,114728529.7,42.6,21462298.71,89233160.47,40.8,21462299.73,89233134.48,38.6,,,
  R01, 2025-01-13 00:18:30.000,21451544.41,114670827.9,43.3,21451543.53,114671056.9,42.6,21451548.38,89188459.49,40.8,21451548.67,89188433.47,38.3,,,
  R01, 2025-01-13 00:19:00.000,21440795.36,114613366.3,42.7,21440793.95,114613595.3,41.8,21440798.28,89143767.09,39.4,21440798.67,89143741.09,37.9,,,
  R01, 2025-01-13 00:19:30.000,21430048.24,114555916.5,42.8,21430046.93,114556145.5,42.2,21430050.05,89099083.97,40.2,21430051.72,89099057.97,38,,,
  R01, 2025-01-13 00:20:00.000,21419303.19,114498479.2,43.7,21419302.06,114498708.2,42.6,21419306.79,89054410.49,40.1,21419306.85,89054384.51,38,,,
  R01, 2025-01-13 00:20:30.000,21408560.84,114441055.8,44,21408559.9,114441284.7,43.3,21408564.16,89009747.82,40.3,21408564.47,89009721.83,38.1,,,
  R01, 2025-01-13 00:21:00.000,21397821.31,114383646.4,43.8,21397820.16,114383875.4,42.3,21397824.61,88965096.12,39.7,21397824.8,88965070.13,38.5,,,
  R01, 2025-01-13 00:21:30.000,21387084.4,114326252.1,44.1,21387083.57,114326481.1,42.5,21387087.19,88920456.12,39.4,21387088.19,88920430.13,38.5,,,
  R01, 2025-01-13 00:22:00.000,21376350.88,114268873.4,44.4,21376349.67,114269102.4,43.1,21376353.81,88875828.27,39.4,21376354.24,88875802.27,38.5,,,
  R01, 2025-01-13 00:22:30.000,21365620.08,114211511.5,43.8,21365618.93,114211740.5,42.8,21365623.74,88831213.42,40.5,21365623.8,88831187.42,38.4,,,
  R01, 2025-01-13 00:23:00.000,21354892.58,114154167.3,43.6,21354891.06,114154396.3,42.7,21354895.02,88786612.37,39.4,21354895.98,88786586.38,38.2,,,
  R01, 2025-01-13 00:23:30.000,21344168.48,114096841.2,43.4,21344167.39,114097070.2,42.2,21344172.1,88742025.46,40.6,21344172.23,88741999.47,38.5,,,
  R01, 2025-01-13 00:24:00.000,21333447.91,114039534.5,43.8,21333447.05,114039763.5,42.9,21333450.45,88697453.57,40.1,21333451.66,88697427.58,38.4,,,
  R01, 2025-01-13 00:24:30.000,21322731.78,113982248.2,43.9,21322730.45,113982477.2,42.5,21322734.45,88652897.59,40.5,21322735.29,88652871.6,38.6,,,
  R01, 2025-01-13 00:25:00.000,21312018.84,113924983,44,21312017.66,113925212.1,42.1,21312022.36,88608357.99,40,21312022.54,88608332.01,38,,,
  R01, 2025-01-13 00:25:30.000,21301310.38,113867739.9,44.3,21301309.54,113867968.9,43,21301313.67,88563835.59,40.7,21301313.88,88563809.6,38.5,,,
  R01, 2025-01-13 00:26:00.000,21290606.2,113810519.7,44.1,21290605.11,113810748.7,42.8,21290609.19,88519330.95,40.8,21290609.91,88519304.97,38.8,,,
  R01, 2025-01-13 00:26:30.000,21279906.64,113753323.3,44.1,21279905.4,113753552.3,42.8,21279909.16,88474844.84,39.4,21279909.8,88474818.84,37.9,,,
  R01, 2025-01-13 00:27:00.000,21269211.09,113696152.1,44.8,21269210.86,113696381.1,43,21269214.54,88430378.38,39.7,21269214.75,88430352.36,37.5,,,
  R01, 2025-01-13 00:27:30.000,21258520.96,113639006.6,43.9,21258519.93,113639235.6,42.5,21258524,88385931.89,40.5,21258524.57,88385905.88,39.2,,,
  R01, 2025-01-13 00:28:00.000,21247835.43,113581888,43.4,21247834.78,113582117,42.9,21247839.39,88341506.33,40.4,21247839.13,88341480.33,38.4,,,
  R01, 2025-01-13 00:28:30.000,21237155.95,113524797.4,44.3,21237154.68,113525026.4,42.6,21237158.71,88297102.54,39.8,21237159.29,88297076.53,37.5,,,
  R01, 2025-01-13 00:29:00.000,21226481.44,113467735.7,44,21226480.44,113467964.7,42.8,21226484.55,88252721.18,39.9,21226484.77,88252695.18,37.8,,,
  R01, 2025-01-13 00:29:30.000,21215812.24,113410704,44,21215811.08,113410933,42.6,21215815.22,88208363.19,40.7,21215815.82,88208337.2,38.6,,,
  R01, 2025-01-13 00:30:00.000,21205149.17,113353702.8,45.1,21205147.82,113353931.8,43.2,21205151.98,88164028.96,39.6,21205153.01,88164002.97,38.3,,,
  R01, 2025-01-13 00:30:30.000,21194492.1,113296734.2,45,21194490.78,113296963.2,43,21194495.24,88119720.05,39.9,21194495.45,88119694.05,38.4,,,
  R01, 2025-01-13 00:31:00.000,21183841.05,113239798.8,44.5,21183839.77,113240027.8,43,21183844.14,88075436.97,40.8,21183844.55,88075410.99,38.6,,,
  R01, 2025-01-13 00:31:30.000,21173196.26,113182897.6,44.3,21173195.36,113183126.6,43.4,21173199.41,88031180.47,40.3,21173199.95,88031154.47,38.8,,,
  R01, 2025-01-13 00:32:00.000,21162558.31,113126032.1,44.1,21162557.6,113126261.1,43.2,21162562.34,87986951.76,40.4,21162562.07,87986925.77,38.6,,,
  R01, 2025-01-13 00:32:30.000,21151927.32,113069203,44.6,21151926.28,113069432,43.6,21151930.31,87942751.38,40.6,21151930.95,87942725.38,38.6,,,
  R01, 2025-01-13 00:33:00.000,21141303.68,113012411.7,43.8,21141302.48,113012640.7,42.8,21141306.35,87898580.31,40.6,21141307.12,87898554.31,38.7,,,
  R01, 2025-01-13 00:33:30.000,21130687.28,112955659.1,45,21130685.7,112955888.2,43.3,21130689.45,87854439.47,40.3,21130690.05,87854413.49,38.2,,,
  R01, 2025-01-13 00:34:00.000,21120077.59,112898946.7,44.3,21120076.29,112899175.7,42.8,21120080.08,87810329.81,40.2,21120081.02,87810303.82,38,,,
  R01, 2025-01-13 00:34:30.000,21109476.15,112842275.6,44,21109474.68,112842504.6,43.3,21109478.98,87766252.29,40.3,21109479.29,87766226.3,38.5,,,
  R01, 2025-01-13 00:35:00.000,21098882.83,112785646.9,44.5,21098881.32,112785875.9,43,21098885.33,87722207.7,40.2,21098886.27,87722181.71,38.1,,,
  R01, 2025-01-13 00:35:30.000,21088297.45,112729061.5,44.9,21088296.04,112729290.5,43.1,21088299.77,87678196.9,40.8,21088300.72,87678170.91,38.9,,,
  R01, 2025-01-13 00:36:00.000,21077720.22,112672521.4,45.3,21077718.85,112672750.4,43.4,21077722.73,87634221.21,40.2,21077723.72,87634195.2,38.6,,,
  R01, 2025-01-13 00:36:30.000,21067151.92,112616027.2,45,21067150.24,112616256.2,43.8,21067153.87,87590281.29,40.6,21067155,87590255.29,38.1,,,
  R01, 2025-01-13 00:37:00.000,21056592.04,112559580.3,45,21056590.95,112559809.3,43.4,21056594.9,87546378.18,40.1,21056595.71,87546352.16,38.8,,,
  R01, 2025-01-13 00:37:30.000,21046042.01,112503182.1,44.2,21046040.42,112503411.1,43,21046044.6,87502512.87,40.5,21046044.93,87502486.87,38.8,,,
  R01, 2025-01-13 00:38:00.000,21035500.2,112446833.7,44.3,21035499.18,112447062.8,42.8,21035503.51,87458686.39,40.4,21035503.83,87458660.4,38.2,,,
  R01, 2025-01-13 00:38:30.000,21024969.16,112390536.7,44.9,21024967.61,112390765.7,43.8,21024971.2,87414899.79,40.4,21024972.29,87414873.81,38.3,,,
  R01, 2025-01-13 00:39:00.000,21014447.48,112334292.1,44.1,21014446.21,112334521.2,43.1,21014450.41,87371154.05,40.4,21014450.61,87371128.06,38.5,,,
  R01, 2025-01-13 00:39:30.000,21003935.41,112278101.8,43.8,21003934.68,112278330.8,43.6,21003938.97,87327450.43,40.4,21003938.81,87327424.43,38.8,,,
  R01, 2025-01-13 00:40:00.000,20993434.56,112221966.5,44.5,20993433.18,112222195.5,42.9,20993436.96,87283789.67,40.6,20993437.79,87283763.67,38.6,,,
  R01, 2025-01-13 00:40:30.000,20982943.83,112165888,44.1,20982942.58,112166117,43.5,20982946.46,87240173.02,40.8,20982947.34,87240147.04,38.7,,,
  R01, 2025-01-13 00:41:00.000,20972464.16,112109867.8,44.5,20972462.94,112110096.8,43.5,20972466.71,87196601.77,40.5,20972467.98,87196575.79,39.2,,,
  R01, 2025-01-13 00:41:30.000,20961995.31,112053907.2,44.4,20961994.33,112054136.2,43.6,20961998.65,87153076.86,39.9,20961999.01,87153050.86,39,,,
  R01, 2025-01-13 00:42:00.000,20951538.06,111998007.2,45.6,20951536.98,111998236.3,44.1,20951541.07,87109599.12,39.5,20951541.69,87109573.12,38.8,,,
  R01, 2025-01-13 00:42:30.000,20941092.59,111942169.4,44.5,20941091.54,111942398.4,43,20941095.48,87066169.7,39.7,20941096.2,87066143.68,39.1,,,
  R01, 2025-01-13 00:43:00.000,20930658.66,111886395.3,45.2,20930657.75,111886624.3,44.1,20930661.56,87022789.83,40.3,20930662.32,87022763.82,39,,,
  R01, 2025-01-13 00:43:30.000,20920237.22,111830686.4,45.4,20920236.44,111830915.4,43.9,20920239.93,86979460.71,40.3,20920240.55,86979434.69,38.8,,,
  R01, 2025-01-13 00:44:00.000,20909828.16,111775044,44.8,20909827.23,111775273,44,20909831.45,86936183.29,39.9,20909831.63,86936157.29,38.9,,,
  R01, 2025-01-13 00:44:30.000,20899431.96,111719469.8,44.3,20899431.29,111719698.8,43.6,20899434.61,86892958.9,39.9,20899435.4,86892932.9,38.8,,,
  R01, 2025-01-13 00:45:00.000,20889048.85,111663965.2,45.5,20889047.8,111664194.2,43.8,20889052.11,86849788.7,39.8,20889052.22,86849762.7,39,,,
  R01, 2025-01-13 00:45:30.000,20878678.68,111608531.6,45.1,20878677.45,111608760.6,43.6,20878682.05,86806673.65,41,20878682.16,86806647.65,39.2,,,
  R01, 2025-01-13 00:46:00.000,20868322.01,111553170.5,44.4,20868321.41,111553399.5,43.8,20868325.41,86763614.99,40.8,20868325.71,86763589,39,,,
  R01, 2025-01-13 00:46:30.000,20857979.24,111497883.6,45.6,20857978.75,111498112.6,43.9,20857982.43,86720614.07,41.5,20857983.06,86720588.09,38.5,,,
  R01, 2025-01-13 00:47:00.000,20847651.02,111442672.3,45.5,20847650.25,111442901.3,43.8,20847653.58,86677671.93,40.5,20847654.66,86677645.96,38.7,,,
  R01, 2025-01-13 00:47:30.000,20837337.34,111387538.4,44.9,20837336.27,111387767.4,44.1,20837339.98,86634790.05,41.8,20837341.21,86634764.06,39.5,,,
  R01, 2025-01-13 00:48:00.000,20827038.2,111332483.6,46,20827037,111332712.6,44.5,20827041,86591969.69,41.1,20827041.94,86591943.68,39.5,,,
  R01, 2025-01-13 00:48:30.000,20816753.65,111277508.9,45.8,20816752.88,111277737.9,43.9,20816756.92,86549211.55,40.6,20816757.67,86549185.56,39.6,,,
  R01, 2025-01-13 00:49:00.000,20806485.47,111222616.1,45.8,20806484.14,111222845.1,44,20806488.27,86506517.18,41.4,20806488.75,86506491.19,39.5,,,
  R01, 2025-01-13 00:49:30.000,20796231.7,111167807.1,45.3,20796230.47,111168036.1,43.9,20796235.23,86463887.88,40.9,20796235.59,86463861.88,39.4,,,
  R01, 2025-01-13 00:50:00.000,20785994.79,111113083.5,45,20785993.91,111113312.5,43.9,20785998.24,86421325.12,41,20785998.63,86421299.14,39.3,,,
  R01, 2025-01-13 00:50:30.000,20775774.13,111058447.1,45.5,20775773.23,111058676.1,44.1,20775776.75,86378830.18,40.3,20775777.68,86378804.18,39.7,,,
  R01, 2025-01-13 00:51:00.000,20765569.59,111003899.3,45.7,20765568.57,111004128.3,43.8,20765572.27,86336404.05,40.9,20765573.13,86336378.07,39.2,,,
  R01, 2025-01-13 00:51:30.000,20755382.37,110949441.6,45.6,20755381.06,110949670.6,43.9,20755385.06,86294048.08,40.7,20755385.75,86294022.09,38.9,,,
  R01, 2025-01-13 00:52:00.000,20745211.88,110895075.9,46,20745211.26,110895304.9,44.2,20745215.18,86251763.67,41.6,20745215.57,86251737.66,39.7,,,
  R01, 2025-01-13 00:52:30.000,20735059.35,110840803.7,45.4,20735058.09,110841032.7,44.5,20735062.84,86209551.97,41.4,20735063.12,86209525.98,39.8,,,
  R01, 2025-01-13 00:53:00.000,20724924.57,110786626.9,45.1,20724923.12,110786855.9,43.7,20724927.76,86167414.39,40.6,20724927.88,86167388.41,38.9,,,
  R01, 2025-01-13 00:53:30.000,20714807.7,110732547.1,46,20714806.77,110732776.1,44.6,20714810.95,86125352.33,41.3,20714811.17,86125326.34,39.7,,,
  R01, 2025-01-13 00:54:00.000,20704709.54,110678566.1,45.7,20704708.65,110678795.1,44.4,20704712.3,86083367.1,41.9,20704712.77,86083341.11,39.7,,,
  R01, 2025-01-13 00:54:30.000,20694629.96,110624685.7,45,20694628.95,110624914.7,43.8,20694632.86,86041460.19,40.9,20694633.28,86041434.2,39.2,,,
  R01, 2025-01-13 00:55:00.000,20684569.67,110570907.6,45,20684568.53,110571136.7,44.1,20684572.99,85999632.79,41.6,20684573.39,85999606.8,39.4,,,
  R01, 2025-01-13 00:55:30.000,20674529.02,110517234.1,45.4,20674527.97,110517463.1,44.1,20674531.67,85957886.69,40.5,20674532.16,85957860.69,39.6,,,
  R01, 2025-01-13 00:56:00.000,20664508.31,110463666.6,44.6,20664507.26,110463895.6,43.1,20664510.86,85916223.06,41.1,20664511.45,85916197.07,39.4,,,
  R01, 2025-01-13 00:56:30.000,20654507.25,110410207,45.2,20654506.03,110410436,43.9,20654510.34,85874643.37,41.6,20654511.01,85874617.38,39.7,,,
  R01, 2025-01-13 00:57:00.000,20644527.31,110356856.9,46.6,20644526.07,110357085.9,43.9,20644529.92,85833148.82,41.4,20644530.68,85833122.83,40,,,
  R01, 2025-01-13 00:57:30.000,20634567.54,110303618,45.2,20634567.04,110303847,43.8,20634570.35,85791740.77,41.6,20634571.25,85791714.78,39.9,,,
  R01, 2025-01-13 00:58:00.000,20624629.52,110250492.4,45,20624627.96,110250721.4,44.1,20624632.34,85750420.89,40.8,20624632.83,85750394.89,39,,,
  R01, 2025-01-13 00:58:30.000,20614712.95,110197482.1,45.5,20614711.53,110197711.1,44.5,20614716.13,85709190.65,41.8,20614716.45,85709164.67,40,,,
  R01, 2025-01-13 00:59:00.000,20604818.02,110144588.7,45.4,20604817.27,110144817.7,44.3,20604820.66,85668051.34,41.3,20604821.64,85668025.34,40,,,
  R01, 2025-01-13 00:59:30.000,20594945.55,110091814.4,45.4,20594944.03,110092043.4,43.8,20594948.65,85627004.64,41.9,20594949.19,85626978.65,39.9,,,
  R01, 2025-01-13 01:00:00.000,20585095.63,110039160.7,45.2,20585094.16,110039389.7,44.1,20585098.16,85586051.77,41.3,20585098.86,85586025.78,39.5,,,
  R01, 2025-01-13 01:00:30.000,20575268.63,109986629.6,46.2,20575267.79,109986858.6,44.9,20575271.7,85545194.24,41.4,20575272.22,85545168.25,40.4,,,
  R01, 2025-01-13 01:01:00.000,20565464.82,109934223.4,44.9,20565463.65,109934452.4,44,20565468.14,85504433.84,42,20565468.16,85504407.85,39.6,,,
  R01, 2025-01-13 01:01:30.000,20555685.07,109881943.9,45.4,20555683.93,109882172.9,44.5,20555688.38,85463772.01,42.3,20555688.42,85463746.02,39.5,,,
  R01, 2025-01-13 01:02:00.000,20545929.08,109829792.7,45.5,20545928.18,109830021.7,44.6,20545932.25,85423209.97,41.4,20545932.57,85423183.99,39.7,,,
  R01, 2025-01-13 01:02:30.000,20536197.6,109777772.3,45.3,20536196.27,109778001.3,43.7,20536200.44,85382749.65,42,20536200.82,85382723.64,40.2,,,
  R01, 2025-01-13 01:03:00.000,20526490.82,109725884.2,45.4,20526489.27,109726113.2,44.6,20526494.05,85342392.24,42.5,20526494.43,85342366.25,40.3,,,
  R01, 2025-01-13 01:03:30.000,20516809.11,109674130.8,46,20516808.41,109674359.8,44.8,20516812,85302139.56,41.5,20516812.66,85302113.58,39.3,,,
  R01, 2025-01-13 01:04:00.000,20507153.16,109622513.9,44.9,20507151.93,109622742.9,43.6,20507156.67,85261993.11,41.8,20507156.88,85261967.12,40,,,
  R01, 2025-01-13 01:04:30.000,20497522.99,109571035.8,46.5,20497521.97,109571264.8,44.5,20497525.88,85221954.59,41.4,20497526.56,85221928.61,39.9,,,
  R01, 2025-01-13 01:05:00.000,20487919.29,109519697.9,45.7,20487918.25,109519926.9,44.5,20487921.75,85182025.12,42.1,20487922.81,85181999.13,39.9,,,
  R01, 2025-01-13 01:05:30.000,20478342.34,109468503,45.2,20478341.16,109468732,44.3,20478344.65,85142206.81,42.3,20478345.7,85142180.82,39.7,,,
  R01, 2025-01-13 01:06:00.000,20468792.34,109417452.5,46.2,20468790.91,109417681.5,44.1,20468794.91,85102500.9,41.7,20468795.7,85102474.92,40.1,,,
  R01, 2025-01-13 01:06:30.000,20459269.82,109366548.6,46.1,20459268.34,109366777.6,44.6,20459272.71,85062908.98,42.1,20459273.04,85062882.97,40.2,,,
  R01, 2025-01-13 01:07:00.000,20449774.63,109315793.4,45.8,20449773.84,109316022.4,44.4,20449777.27,85023432.68,41.7,20449778.54,85023406.69,40.3,,,
  R01, 2025-01-13 01:07:30.000,20440308.37,109265189,45.5,20440307.04,109265418,44.7,20440311.36,84984073.72,41.6,20440311.7,84984047.71,40,,,
  R01, 2025-01-13 01:08:00.000,20430870.21,109214737.6,46.7,20430869.29,109214966.6,44.6,20430873.85,84944833.75,41.6,20430874.03,84944807.73,41.4,,,
  R01, 2025-01-13 01:08:30.000,20421461.13,109164441.2,45.6,20421459.93,109164670.2,43.9,20421464.53,84905714.26,41.4,20421464.82,84905688.28,40.5,,,
  R01, 2025-01-13 01:09:00.000,20412081.53,109114301.9,45.8,20412080.2,109114530.9,44.2,20412084.99,84866717.02,41.3,20412085.35,84866691.02,40.2,,,
  R01, 2025-01-13 01:09:30.000,20402731.43,109064321.9,45.8,20402730.73,109064550.9,44.4,20402734.73,84827843.66,40.4,20402735.7,84827817.67,40.3,,,
  R01, 2025-01-13 01:10:00.000,20393412.48,109014503.6,46,20393411.4,109014732.6,44.9,20393415.57,84789096.13,41.6,20393415.97,84789070.13,40.4,,,
  R01, 2025-01-13 01:10:30.000,20384123.49,108964849.1,45.5,20384122.31,108965078.1,44.3,20384126.22,84750475.95,41.7,20384127.07,84750449.93,40,,,
  R01, 2025-01-13 01:11:00.000,20374865.52,108915360.1,46.2,20374864.45,108915589.1,44.5,20374868.69,84711984.48,41.4,20374869.21,84711958.48,40,,,
  R01, 2025-01-13 01:11:30.000,20365639.2,108866038.9,45.8,20365638.23,108866267.9,44.6,20365641.81,84673623.6,40.3,20365642.09,84673597.59,40.3,,,
  R01, 2025-01-13 01:12:00.000,20356444.41,108816887.9,46.4,20356442.97,108817116.9,44.2,20356447.37,84635395.01,40.9,20356447.63,84635369.03,39.6,,,
  R01, 2025-01-13 01:12:30.000,20347281.42,108767909,46.3,20347280.7,108768138,44.6,20347284.74,84597300.28,40.3,20347284.74,84597274.31,40.1,,,
  R01, 2025-01-13 01:13:00.000,20338152.19,108719104.8,46.5,20338150.96,108719333.8,44.7,20338155.07,84559341.46,41.5,20338155.56,84559315.45,40.8,,,
  R01, 2025-01-13 01:13:30.000,20329055.33,108670477.2,45.5,20329054.24,108670706.2,44.5,20329058.25,84521520,41.4,20329059.18,84521494.01,40.1,,,
  R01, 2025-01-13 01:14:00.000,20319991.79,108622028.6,46.5,20319990.45,108622257.6,45,20319995.01,84483837.75,41.7,20319995.56,84483811.74,39.9,,,
  R01, 2025-01-13 01:14:30.000,20310962.27,108573761.2,46.5,20310961.39,108573990.2,45.2,20310964.93,84446296.37,42.2,20310965.66,84446270.37,40.1,,,
  R01, 2025-01-13 01:15:00.000,20301967.23,108525677.5,46.4,20301966.3,108525906.5,45,20301970.23,84408897.97,41.6,20301970.91,84408871.99,39.7,,,
  R01, 2025-01-13 01:15:30.000,20293007.01,108477779.5,46.7,20293005.72,108478008.5,44.4,20293010,84371643.97,42,20293010.58,84371617.97,39,,,
  R01, 2025-01-13 01:16:00.000,20284081.68,108430069.4,46,20284080.76,108430298.4,44.7,20284085.02,84334536.08,42.2,20284085.22,84334510.07,40.1,,,
  R01, 2025-01-13 01:16:30.000,20275192.26,108382549.5,46.1,20275191.41,108382778.6,44.4,20275195.96,84297576.16,41.6,20275196.21,84297550.17,39.9,,,
  R01, 2025-01-13 01:17:00.000,20266338.7,108335222.2,47,20266337.69,108335451.3,44.6,20266341.56,84260766.04,42.1,20266342.57,84260740.03,40.5,,,
  R01, 2025-01-13 01:17:30.000,20257521.53,108288089.6,45.7,20257520.68,108288318.6,44.7,20257524.93,84224107.26,41.6,20257525.43,84224081.27,40.1,,,
  R01, 2025-01-13 01:18:00.000,20248741.31,108241153.9,45.8,20248740.27,108241382.9,44.9,20248744,84187601.75,41.6,20248744.87,84187575.73,40.2,,,
  R01, 2025-01-13 01:18:30.000,20239998.09,108194417.8,46.3,20239997.29,108194646.8,44.8,20240001.64,84151251.4,42.1,20240002,84151225.39,40.3,,,
  R01, 2025-01-13 01:19:00.000,20231293.36,108147883.3,46,20231291.87,108148112.3,45,20231295.61,84115057.86,41.7,20231297.19,84115031.87,39.9,,,
  R01, 2025-01-13 01:19:30.000,20222625.91,108101553.2,46.2,20222624.96,108101782.2,44.7,20222629.23,84079023.37,41.7,20222629.75,84078997.38,40.1,,,
  R01, 2025-01-13 01:20:00.000,20213997.76,108055429.7,46,20213996.7,108055658.7,44.4,20214000.9,84043149.49,41.6,20214001.32,84043123.49,39.9,,,
  R01, 2025-01-13 01:20:30.000,20205408.09,108009514.8,46.1,20205407.2,108009743.8,44.6,20205411,84007437.92,42.2,20205412.17,84007411.9,40.5,,,
