> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-22 00:00:00.000,20583505.14,110030779.9,46.1,20583504.51,110030794.9,45.7,20583508.88,85579560.48,40.9,20583509.53,85579561.5,38.6,,,
  R01, 2025-01-22 00:00:30.000,20585920.59,110043690.5,46.4,20585920,110043705.5,45.5,20585924.43,85589602.08,41.2,20585924.54,85589603.08,39.3,,,
  R01, 2025-01-22 00:01:00.000,20588378.31,110056827.1,46.5,20588377.22,110056842.1,45.6,20588382.07,85599819.39,40.8,20588382.5,85599820.4,38.9,,,
  R01, 2025-01-22 00:01:30.000,20590878.33,110070191.2,47.2,20590877.52,110070206.2,45.7,20590882.41,85610213.68,40.5,20590882.25,85610214.68,39.4,,,
  R01, 2025-01-22 00:02:00.000,20593421.01,110083783.8,46.3,20593419.88,110083798.8,44.9,20593424.37,85620785.73,40.4,20593425.09,85620786.71,39.3,,,
  R01, 2025-01-22 00:02:30.000,20596007.04,110097607.4,46.2,20596006.12,110097622.4,45.1,20596011.36,85631537.43,40.4,20596010.96,85631538.42,39.2,,,
  R01, 2025-01-22 00:03:00.000,20598636.36,110111662.7,46.4,20598635.07,110111677.7,45.5,20598640.13,85642469.33,40.4,20598640.27,85642470.33,38.4,,,
  R01, 2025-01-22 00:03:30.000,20601309.48,110125951.9,46,20601308.61,110125966.9,45.4,20601313.04,85653583.14,40.6,20601313.58,85653584.15,38.8,,,
  R01, 2025-01-22 00:04:00.000,20604026.54,110140476.1,46.4,20604025.64,110140491.1,45.4,20604030.5,85664879.75,40.6,20604030.46,85664880.74,39.4,,,
  R01, 2025-01-22 00:04:30.000,20606787.56,110155236,46.5,20606786.62,110155251,45.3,20606791.51,85676359.69,40.6,20606791.68,85676360.71,39.4,,,
  R01, 2025-01-22 00:05:00.000,20609592.88,110170233.8,46.7,20609592.29,110170248.8,45.3,20609596.92,85688024.63,40.8,20609597.41,85688025.62,38.9,,,
  R01, 2025-01-22 00:05:30.000,20612443.77,110185471,46.2,20612442.89,110185486,45.4,20612447.27,85699875.81,40.2,20612447.87,85699876.8,38.6,,,
  R01, 2025-01-22 00:06:00.000,20615339.02,110200949.2,46.9,20615338.64,110200964.2,45,20615343.32,85711914.37,40.3,20615343.16,85711915.38,38.6,,,
  R01, 2025-01-22 00:06:30.000,20618280.14,110216669.5,46.8,20618278.99,110216684.5,45.3,20618284.27,85724141.3,40.4,20618283.77,85724142.28,38.6,,,
  R01, 2025-01-22 00:07:00.000,20621266.56,110232633.9,47.6,20621265.55,110232648.9,45.4,20621269.5,85736558.06,40.9,20621270.59,85736559.05,38.2,,,
  R01, 2025-01-22 00:07:30.000,20624299.01,110248843.7,46.9,20624297.98,110248858.7,45.5,20624302.55,85749165.62,39.6,20624302.58,85749166.61,38.9,,,
  R01, 2025-01-22 00:08:00.000,20627377.69,110265300.5,46.7,20627376.38,110265315.5,45.2,20627380.65,85761965.37,39.9,20627381.56,85761966.38,38.4,,,
  R01, 2025-01-22 00:08:30.000,20630502.88,110282005.8,47,20630501.59,110282020.8,45.6,20630505.51,85774958.37,40.1,20630506.65,85774959.37,38.4,,,
  R01, 2025-01-22 00:09:00.000,20633674.4,110298960.9,46.5,20633673.3,110298975.9,45.8,20633677.85,85788145.68,39.9,20633678.18,85788146.72,38.3,,,
  R01, 2025-01-22 00:09:30.000,20636893.36,110316167.1,47.2,20636892.51,110316182.1,45.1,20636896.75,85801528.29,40.5,20636897.05,85801529.28,39,,,
  R01, 2025-01-22 00:10:00.000,20640158.97,110333626.1,46.2,20640158.42,110333641.1,45.1,20640163.2,85815107.5,41.1,20640163.25,85815108.52,38.7,,,
  R01, 2025-01-22 00:10:30.000,20643472.73,110351339.4,46.7,20643472.07,110351354.4,45.1,20643476.79,85828884.51,39.8,20643476.88,85828885.52,38.7,,,
  R01, 2025-01-22 00:11:00.000,20646834.48,110369308.7,46.5,20646833.39,110369323.7,44.8,20646837.88,85842860.6,39.9,20646838.16,85842861.6,38.7,,,
  R01, 2025-01-22 00:11:30.000,20650244.31,110387535.2,46,20650243.13,110387550.2,45.2,20650246.9,85857036.73,40.2,20650248.04,85857037.76,38.1,,,
  R01, 2025-01-22 00:12:00.000,20653702.18,110406020.3,46.9,20653701.06,110406035.3,45.3,20653704.98,85871414.03,40.5,20653706.01,85871415.05,37.8,,,
  R01, 2025-01-22 00:12:30.000,20657209,110424765.6,46.6,20657207.89,110424780.6,45.9,20657212.17,85885993.73,40.9,20657212.6,85885994.73,38.4,,,
  R01, 2025-01-22 00:13:00.000,20660764.96,110443772.8,46.6,20660763.63,110443787.9,45.5,20660767.95,85900777.14,40.6,20660768.45,85900778.14,38.4,,,
  R01, 2025-01-22 00:13:30.000,20664369.68,110463043.1,46.3,20664368.5,110463058.1,44.9,20664372.78,85915765.09,40.9,20664373.5,85915766.1,39.2,,,
  R01, 2025-01-22 00:14:00.000,20668023.66,110482577.5,47.6,20668023.03,110482592.5,45.3,20668027.17,85930958.54,40.6,20668027.91,85930959.58,38.7,,,
  R01, 2025-01-22 00:14:30.000,20671727.7,110502378.2,46.6,20671726.9,110502393.2,45.1,20671731.49,85946359.04,40.1,20671731.87,85946360.05,39,,,
  R01, 2025-01-22 00:15:00.000,20675482.27,110522446.8,46.6,20675481.12,110522461.8,45.1,20675484.87,85961967.93,39.5,20675486.31,85961968.9,38.3,,,
  R01, 2025-01-22 00:15:30.000,20679286.94,110542784.7,46,20679285.69,110542799.7,44.6,20679290.05,85977786.27,39.9,20679290.74,85977787.28,37.3,,,
  R01, 2025-01-22 00:16:00.000,20683142.22,110563393,46.3,20683141.19,110563408,45,20683145.2,85993814.97,39.2,20683145.89,85993815.97,37.9,,,
  R01, 2025-01-22 00:16:30.000,20687047.98,110584273.5,45.5,20687047.25,110584288.5,45.1,20687051.13,86010055.32,39.4,20687051.97,86010056.35,37.9,,,
  R01, 2025-01-22 00:17:00.000,20691005.41,110605427.4,46,20691004.38,110605442.4,44.9,20691008.92,86026508.37,39.6,20691009.07,86026509.38,37.6,,,
  R01, 2025-01-22 00:17:30.000,20695014.2,110626856.4,46.3,20695012.92,110626871.4,45,20695017.73,86043175.39,40,20695018.16,86043176.4,37.9,,,
  R01, 2025-01-22 00:18:00.000,20699074.63,110648562,46,20699073.43,110648577,44.1,20699078.93,86060057.49,39.7,20699078.38,86060058.48,38.1,,,
  R01, 2025-01-22 00:18:30.000,20703186.98,110670545.4,45.6,20703186.05,110670560.4,44.5,20703190.73,86077155.69,40,20703191.22,86077156.7,39.1,,,
  R01, 2025-01-22 00:19:00.000,20707351.93,110692808.1,45.4,20707351.02,110692823.1,45.2,20707355,86094471.06,39.9,20707355.99,86094472.08,37.7,,,
  R01, 2025-01-22 00:19:30.000,20711569.12,110715351.7,46.3,20711568.07,110715366.7,44.5,20711572.56,86112004.93,39.8,20711573.08,86112005.94,38.3,,,
  R01, 2025-01-22 00:20:00.000,20715839.24,110738177.1,46.6,20715838.11,110738192.1,44.8,20715842.74,86129758.07,40,20715843.23,86129759.07,38.1,,,
  R01, 2025-01-22 00:20:30.000,20720162.13,110761286.2,46.4,20720161.18,110761301.2,45.2,20720166.06,86147731.82,40,20720166.24,86147732.81,38.2,,,
  R01, 2025-01-22 00:21:00.000,20724538.82,110784680.2,47,20724537.53,110784695.2,45.5,20724541.95,86165927.11,39.2,20724542.43,86165928.12,37.6,,,
  R01, 2025-01-22 00:21:30.000,20728968.34,110808360.8,46.4,20728967.16,110808375.8,44.6,20728971.8,86184345.37,39.2,20728972.52,86184346.36,37.8,,,
  R01, 2025-01-22 00:22:00.000,20733452.23,110832329.4,46.3,20733451.04,110832344.4,44.6,20733455.83,86202987.56,39.5,20733456.29,86202988.59,38.4,,,
  R01, 2025-01-22 00:22:30.000,20737990.42,110856587.4,46.3,20737989.44,110856602.4,45.2,20737992.94,86221854.89,39,20737994.24,86221855.91,37.8,,,
  R01, 2025-01-22 00:23:00.000,20742582.41,110881136,46,20742581.77,110881151,45.5,20742586.6,86240948.22,40.5,20742586.68,86240949.22,37.6,,,
  R01, 2025-01-22 00:23:30.000,20747229.84,110905976.9,46.4,20747228.82,110905991.9,45.3,20747232.89,86260268.92,40.1,20747233.17,86260269.93,38.3,,,
  R01, 2025-01-22 00:24:00.000,20751931.55,110931111.4,47,20751930.59,110931126.4,45.2,20751934.89,86279817.94,40.2,20751935.67,86279818.96,38.7,,,
  R01, 2025-01-22 00:24:30.000,20756688.82,110956540.9,46.2,20756687.61,110956555.9,45.1,20756692.75,86299596.46,39.9,20756692.62,86299597.45,38.1,,,
  R01, 2025-01-22 00:25:00.000,20761501.2,110982266.6,46.4,20761500.06,110982281.6,45.4,20761504.43,86319605.3,40.2,20761505.06,86319606.32,38.6,,,
  R01, 2025-01-22 00:25:30.000,20766369.37,111008290.1,46.5,20766368.37,111008305.1,45.3,20766373,86339845.78,40.2,20766373.84,86339846.8,38.5,,,
  R01, 2025-01-22 00:26:00.000,20771293.59,111034612.5,46.1,20771292.79,111034627.5,45.5,20771296.32,86360318.73,40.1,20771297.87,86360319.75,37.8,,,
  R01, 2025-01-22 00:26:30.000,20776273.84,111061235.4,47.1,20776273,111061250.4,45.2,20776277.07,86381025.39,39.7,20776278.11,86381026.39,37.9,,,
  R01, 2025-01-22 00:27:00.000,20781310.85,111088159.9,46.9,20781309.72,111088174.9,45.8,20781313.98,86401966.68,40.5,20781314.52,86401967.69,38,,,
  R01, 2025-01-22 00:27:30.000,20786404.14,111115388,46.6,20786403.56,111115403,45.6,20786407.23,86423144.07,40.2,20786408.43,86423145.07,37.7,,,
  R01, 2025-01-22 00:28:00.000,20791555.06,111142920.6,47,20791554.11,111142935.6,45.3,20791558.93,86444558.35,40.2,20791559.22,86444559.36,38,,,
  R01, 2025-01-22 00:28:30.000,20796763.02,111170759.2,46.9,20796761.95,111170774.3,45.2,20796766.11,86466210.61,40.3,20796766.59,86466211.61,38.4,,,
  R01, 2025-01-22 00:29:00.000,20802028.24,111198905.1,46.9,20802026.99,111198920.1,45.4,20802031.28,86488101.84,40,20802032.02,86488102.84,38.3,,,
  R01, 2025-01-22 00:29:30.000,20807350.95,111227359.6,47.1,20807350.19,111227374.6,45.7,20807355.02,86510233.05,40,20807355.07,86510234.05,37.9,,,
  R01, 2025-01-22 00:30:00.000,20812731.74,111256123.8,47,20812731.07,111256138.8,45.3,20812734.9,86532605.22,39.9,20812736,86532606.23,38.1,,,
  R01, 2025-01-22 00:30:30.000,20818171.09,111285199.5,47,20818169.9,111285214.6,45.5,20818174.59,86555219.66,40.2,20818175.41,86555220.65,38.3,,,
  R01, 2025-01-22 00:31:00.000,20823668.73,111314587.7,46.7,20823668.04,111314602.7,45.6,20823672.89,86578077.12,39.9,20823672.99,86578078.14,38,,,
  R01, 2025-01-22 00:31:30.000,20829225.45,111344289.8,46.6,20829224.35,111344304.8,45.1,20829228.58,86601178.73,39.8,20829229.36,86601179.75,37.9,,,
  R01, 2025-01-22 00:32:00.000,20834841.04,111374307.1,46,20834839.7,111374322.1,45,20834844.13,86624525.51,39.9,20834844.62,86624526.5,37.6,,,
  R01, 2025-01-22 00:32:30.000,20840515.57,111404640.7,45.6,20840514.15,111404655.7,45.3,20840518.8,86648118.3,39.4,20840519.27,86648119.3,37.7,,,
  R01, 2025-01-22 00:33:00.000,20846249.38,111435292.1,46.3,20846248.24,111435307.1,44.9,20846252.54,86671958.23,39.7,20846253.07,86671959.27,37.5,,,
  R01, 2025-01-22 00:33:30.000,20852042.75,111466262.7,45.8,20852041.96,111466277.7,45.1,20852046.33,86696046.42,39,20852047.04,86696047.43,37.1,,,
  R01, 2025-01-22 00:34:00.000,20857896.81,111497553.6,46.5,20857895.6,111497568.7,44.9,20857900.06,86720383.86,39.9,20857900.58,86720384.84,37.5,,,
  R01, 2025-01-22 00:34:30.000,20863810.32,111529165.8,46.8,20863809.15,111529180.8,45.1,20863813.59,86744971.01,38.4,20863814.46,86744972.02,37.5,,,
  R01, 2025-01-22 00:35:00.000,20869784.29,111561100.8,46.3,20869783.45,111561115.8,45.2,20869788.04,86769809.31,39.6,20869788.49,86769810.31,37.9,,,
  R01, 2025-01-22 00:35:30.000,20875819.34,111593359.7,46.1,20875817.84,111593374.7,45,20875822.51,86794899.61,39.2,20875823.3,86794900.63,37.5,,,
  R01, 2025-01-22 00:36:00.000,20881914.62,111625944.3,46.1,20881913.48,111625959.3,44.5,20881918.69,86820243.14,39.7,20881919.06,86820244.14,37.4,,,
  R01, 2025-01-22 00:36:30.000,20888071.18,111658855.3,46.1,20888070.74,111658870.3,44.6,20888074.82,86845840.56,39.4,20888075.33,86845841.57,38,,,
  R01, 2025-01-22 00:37:00.000,20894289.36,111692094,46.6,20894288.39,111692109,44.8,20894292.93,86871692.86,39.4,20894293.57,86871693.89,36.4,,,
  R01, 2025-01-22 00:37:30.000,20900568.78,111725661.8,46.3,20900567.86,111725676.8,44.7,20900571.94,86897801.19,38.7,20900573.01,86897802.2,36.8,,,
  R01, 2025-01-22 00:38:00.000,20906910.35,111759559.9,46.5,20906909.23,111759574.9,44.8,20906914.1,86924166.37,39,20906914.48,86924167.4,37.8,,,
  R01, 2025-01-22 00:38:30.000,20913313.66,111793789.3,47,20913312.81,111793804.3,44.8,20913316.89,86950789.21,39.4,20913317.57,86950790.2,37.3,,,
  R01, 2025-01-22 00:39:00.000,20919779.2,111828351.1,46.4,20919778.32,111828366.1,45.8,20919782.78,86977670.57,38.4,20919783.51,86977671.55,37.2,,,
  R01, 2025-01-22 00:39:30.000,20926307.22,111863246.5,46.4,20926306.12,111863261.5,45.4,20926310.64,87004811.42,39.6,20926310.99,87004812.42,37.1,,,
  R01, 2025-01-22 00:40:00.000,20932897.71,111898476.7,47.1,20932896.7,111898491.7,46.1,20932901.14,87032212.67,39.1,20932901.56,87032213.68,37,,,
  R01, 2025-01-22 00:40:30.000,20939551.27,111934043.1,47.1,20939550.09,111934058.1,45.7,20939554.47,87059875.34,38.7,20939555.2,87059876.35,37.4,,,
  R01, 2025-01-22 00:41:00.000,20946267.78,111969946.5,46.3,20946266.56,111969961.5,45.6,20946271.31,87087800.2,39.3,20946272,87087801.2,37.6,,,
