> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-10 04:54:00.000,24141027.85,129047626.6,37.3,24141025.84,               ,35.1,24141034.39,               ,32.7,               ,               ,               ,,,
  R01, 2025-01-10 04:54:30.000,24117348.27,128921045.5,39.4,24117347,128921044.5,37.1,24117358.6,100271947.4,35.1,24117359.08,100271940.4,32.6,,,
  R01, 2025-01-10 04:55:00.000,24093684.45,128794549.9,38.7,24093683.88,128794548.9,37.1,24093696.13,100173562,34.7,24093695.42,100173555,33.3,,,
  R01, 2025-01-10 04:55:30.000,24070038.15,128668144.2,39.9,24070036.89,128668143.2,38.1,24070048.2,100075246.4,35.2,24070048.88,100075239.4,33.8,,,
  R01, 2025-01-10 04:56:00.000,24046408.87,128541832.1,39.5,24046407.35,128541831.1,37.6,24046418.64,99977003.6,36.6,24046419.2,99976996.61,34.2,,,
  R01, 2025-01-10 04:56:30.000,24022797.51,128415616.9,40.1,24022796.67,128415615.9,38.1,24022808.31,99878836.26,37.1,24022808.01,99878829.27,35.4,,,
  R01, 2025-01-10 04:57:00.000,23999205.48,128289502.4,39.2,23999204.18,128289501.3,38.6,23999215.59,99780747.17,37.1,23999215.57,99780740.22,35.3,,,
  R01, 2025-01-10 04:57:30.000,23975632.08,128163492,40.7,23975631.09,128163491,38.8,23975642.64,99682739.19,35.7,23975642.92,99682732.19,34.1,,,
  R01, 2025-01-10 04:58:00.000,23952079.72,128037589.7,41.5,23952078.46,128037588.7,39.4,23952089.71,99584815.14,35,23952089.93,99584808.17,33.3,,,
  R01, 2025-01-10 04:58:30.000,23928548.05,127911798.6,40.4,23928546.78,127911797.6,38.5,23928558.15,99486977.69,35.7,23928558.31,99486970.68,33.6,,,
  R01, 2025-01-10 04:59:00.000,23905037.66,127786123.2,39.4,23905036.36,127786122.2,38.6,23905048.1,99389230.19,35.6,23905048.36,99389223.17,34.1,,,
  R01, 2025-01-10 04:59:30.000,23881549.53,127660566.6,39.5,23881548.58,127660565.6,38.6,23881560.07,99291575.13,36.8,23881560.16,99291568.14,34.7,,,
  R01, 2025-01-10 05:00:00.000,23858084.45,127535132.4,40.6,23858082.88,127535131.4,39.4,23858095.01,99194015.22,37,23858095.07,99194008.23,34.7,,,
  R01, 2025-01-10 05:00:30.000,23834643.27,127409824.2,40.2,23834641.93,127409823.2,39.4,23834653.35,99096553.36,38.4,23834654,99096546.37,36.4,,,
  R01, 2025-01-10 05:01:00.000,23811225.19,127284646.1,39.9,23811224.46,127284645.1,38.6,23811235.79,98999192.77,37.2,23811237.36,98999185.77,35.9,,,
  R01, 2025-01-10 05:01:30.000,23787833.37,127159601.6,40.7,23787832.61,127159600.6,39.3,23787843.1,98901935.96,36.2,23787844.39,98901928.96,34.6,,,
  R01, 2025-01-10 05:02:00.000,23764466.98,127034694.6,41.3,23764466.35,127034693.6,39.7,23764476.7,98804786.13,36.6,23764477.97,98804779.14,34.3,,,
  R01, 2025-01-10 05:02:30.000,23741127.31,126909928.8,40.6,23741125.98,126909927.8,39.2,23741136.49,98707746.14,35.7,23741137.23,98707739.15,34.2,,,
  R01, 2025-01-10 05:03:00.000,23717813.88,126785307.9,40.3,23717812.34,126785306.9,38.6,23717824.96,98610818.84,37.7,23717824.59,98610811.85,35.9,,,
  R01, 2025-01-10 05:03:30.000,23694528.26,126660835.5,41.3,23694527.86,126660834.6,39.9,23694538.73,98514007.15,37.6,23694539.28,98514000.17,35.3,,,
  R01, 2025-01-10 05:04:00.000,23671272.2,126536515.8,41.8,23671271.11,126536514.8,40.4,23671281.9,98417314.11,38.4,23671282.7,98417307.09,36.1,,,
  R01, 2025-01-10 05:04:30.000,23648044.34,126412352.2,41.7,23648043.76,126412351.2,40.4,23648054.75,98320742.53,37.6,23648055.24,98320735.52,35.2,,,
  R01, 2025-01-10 05:05:00.000,23624847.31,126288349.4,41.2,23624846.51,126288348.4,40.8,23624857.14,98224295.92,36.5,23624857.5,98224288.94,34,,,
  R01, 2025-01-10 05:05:30.000,23601680.83,126164510.8,41.2,23601679.77,126164509.8,39.4,23601689.38,98127977.06,36.7,23601691.31,98127970.07,35,,,
  R01, 2025-01-10 05:06:00.000,23578545.73,126040839.7,41.2,23578544.26,126040838.7,39.1,23578555.53,98031788.6,38.3,23578555.99,98031781.62,35.6,,,
  R01, 2025-01-10 05:06:30.000,23555442.08,125917340.4,41.5,23555440.64,125917339.4,39.5,23555452.82,97935733.7,37.8,23555453,97935726.67,35,,,
  R01, 2025-01-10 05:07:00.000,23532371.7,125794016.3,41.4,23532370.59,125794015.4,40.4,23532382.3,97839815.09,37.9,23532382.07,97839808.1,35.4,,,
  R01, 2025-01-10 05:07:30.000,23509334.95,125670871.5,41.5,23509333.79,125670870.6,40.4,23509343.72,97744035.9,37.7,23509345.16,97744028.91,36,,,
  R01, 2025-01-10 05:08:00.000,23486332.38,125547910.2,40.4,23486330.92,125547909.2,39.5,23486342.31,97648399.44,37.5,23486342.65,97648392.45,34.7,,,
  R01, 2025-01-10 05:08:30.000,23463364.77,125425136.1,41,23463363.42,125425135.1,39.7,23463374.52,97552908.58,38,23463375.43,97552901.59,36,,,
  R01, 2025-01-10 05:09:00.000,23440433.4,125302553.1,40.2,23440431.88,125302552.2,39.6,23440442.41,97457566.45,37.3,23440443.02,97457559.45,35.3,,,
