> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-30 00:00:00.000,20842240.2,111414001.9,46.4,20842239.36,111414009.9,45.4,20842243.16,86655461.35,39.8,20842243.94,86655424.36,37.2,,,
  R01, 2025-01-30 00:00:30.000,20847979.2,111444679.4,47.2,20847978.16,111444687.4,45.4,20847982.52,86679321.6,39.5,20847982.99,86679284.63,37.8,,,
  R01, 2025-01-30 00:01:00.000,20853777.44,111475675.8,47,20853776.39,111475683.8,45.8,20853781.29,86703429.9,39.6,20853781.49,86703392.9,37.7,,,
  R01, 2025-01-30 00:01:30.000,20859635.68,111506992.3,46.6,20859635.05,111507000.3,45,20859639.53,86727787.19,40.6,20859640.41,86727750.21,37.8,,,
  R01, 2025-01-30 00:02:00.000,20865554.69,111538630.6,47.3,20865553.46,111538638.6,44.5,20865558.28,86752394.7,39.2,20865558.56,86752357.69,37.9,,,
  R01, 2025-01-30 00:02:30.000,20871533.7,111570591.4,46.7,20871532.25,111570599.4,44.9,20871537.22,86777253.12,39.9,20871537.42,86777216.12,37.4,,,
  R01, 2025-01-30 00:03:00.000,20877573.27,111602876.1,46.8,20877572.07,111602884.1,44.7,20877576.72,86802363.45,39.2,20877576.96,86802326.44,37.3,,,
  R01, 2025-01-30 00:03:30.000,20883673.42,111635486.1,46.7,20883672.64,111635494.1,44.9,20883676.78,86827726.71,40.2,20883677.54,86827689.71,37.3,,,
  R01, 2025-01-30 00:04:00.000,20889834.81,111668422.2,46.7,20889834.05,111668430.2,45,20889838.88,86853343.7,39.4,20889838.78,86853306.7,37.7,,,
  R01, 2025-01-30 00:04:30.000,20896057.57,111701686.1,46.7,20896056.54,111701694.1,45,20896060.81,86879215.59,39,20896061.42,86879178.61,37.1,,,
  R01, 2025-01-30 00:05:00.000,20902342.09,111735278.7,46.7,20902340.88,111735286.7,45,20902344.76,86905343.19,39.2,20902345.59,86905306.18,36.9,,,
  R01, 2025-01-30 00:05:30.000,20908687.92,111769201.7,47.4,20908686.96,111769209.7,45.3,20908691.4,86931727.72,39.4,20908691.84,86931690.73,37.3,,,
  R01, 2025-01-30 00:06:00.000,20915095.89,111803455.9,46.8,20915094.74,111803464,45.2,20915097.85,86958369.9,39.2,20915099.63,86958332.92,37.3,,,
  R01, 2025-01-30 00:06:30.000,20921566.06,111838042.6,47,20921564.98,111838050.6,45.8,20921569.39,86985270.67,38.7,20921569.39,86985233.66,37.5,,,
  R01, 2025-01-30 00:07:00.000,20928098.34,111872963,47.5,20928097.79,111872971,45.8,20928101.61,87012430.91,39.5,20928102.29,87012393.92,37.5,,,
  R01, 2025-01-30 00:07:30.000,20934693.64,111908218,47.4,20934692.77,111908226,45.5,20934696.98,87039851.45,39.5,20934697.91,87039814.45,37.8,,,
  R01, 2025-01-30 00:08:00.000,20941351.97,111943808.8,47,20941350.52,111943816.8,45.3,20941355.31,87067533.18,39.3,20941355.84,87067496.22,37.5,,,
