> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-15 00:00:00.000,22994224,122917493.5,42.2,22994222.66,122917471.5,39.4,22994227.3,95602519.33,33.3,22994229.23,95602558.33,31.7,,,
  R01, 2025-01-15 00:00:30.000,23004915.78,122974651.1,42.1,23004915.57,122974629.1,40.3,23004919.51,95646975.19,33.6,23004921.76,95647014.18,31.2,,,
  R01, 2025-01-15 00:01:00.000,23015633.76,123031942.3,41.6,23015632.69,123031920.3,40.2,23015637.45,95691534.97,35,23015638.37,95691573.97,31.7,,,
  R01, 2025-01-15 00:01:30.000,23026376.4,123089368.3,40.7,23026375.37,123089346.3,40,23026380.3,95736199.63,34,23026381.65,95736238.66,31.6,,,
  R01, 2025-01-15 00:02:00.000,23037144.98,123146930.1,41.1,23037143.43,123146908.1,40.2,23037150.13,95780969.91,34.2,23037149.88,95781008.93,31.1,,,
  R01, 2025-01-15 00:02:30.000,23047938.47,123204628.6,41.6,23047937.54,123204606.6,39.6,23047942.5,95825846.46,34.5,23047944.23,               ,31.4,,,
  R01, 2025-01-15 00:03:00.000,23058758.33,123262464.8,41.3,23058757.06,123262442.8,39.4,23058762.93,95870830.17,33.7,23058763.26,95870869.19,31.2,,,
  R01, 2025-01-15 00:03:30.000,23069603.31,123320439.4,40.4,23069602.41,123320417.4,39.9,23069608.07,95915921.48,32,23069608.07,95915960.5,30.9,,,
  R01, 2025-01-15 00:04:00.000,23080474.59,123378553.2,41.2,23080473.29,123378531.2,38.7,23080478.67,95961121.15,33.6,23080480.28,95961160.14,31.9,,,
  R01, 2025-01-15 00:04:30.000,23091372.26,123436807.2,40.2,23091371.43,123436785.2,38.8,23091376.47,96006429.73,32.4,23091377.79,96006468.74,31.5,,,
