> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-17 06:08:30.000,24193676.92,129329068.2,39.2,24193676.34,129329060.2,37.9,24193690.65,100589309.2,35.7,24193691.11,100589307.2,33.1,,,
  R01, 2025-01-17 06:09:00.000,24172992.09,129218494.1,41.1,24172991.4,129218486.1,38.9,24173003.97,100503307.2,34.9,24173005.44,100503305.2,31.5,,,
  R01, 2025-01-17 06:09:30.000,24152370.21,129108259.5,39.9,24152369.37,129108251.5,38.1,24152383.85,100417569.2,33.9,24152384.56,100417567.2,31.8,,,
  R01, 2025-01-17 06:10:00.000,24131813.35,128998368.3,38.5,24131811.42,128998360.3,36.9,24131825.85,100332098.3,33.8,24131826.79,100332096.3,31.2,,,
  R01, 2025-01-17 06:10:30.000,24111320.37,128888824.4,38.4,24111319.25,128888816.4,36.8,24111333.86,100246897.6,32.9,24111333.71,               ,31,,,
  R01, 2025-01-17 06:11:00.000,24090893.57,128779631.5,38.9,24090892.63,128779623.5,37.2,24090906.29,100161969.8,34.4,24090907.14,100161967.9,33.2,,,
  R01, 2025-01-17 06:11:30.000,24070533.21,128670793,40.5,24070531.95,128670785,38.9,24070546.19,100077317.8,37.3,24070546.66,100077315.8,35,,,
  R01, 2025-01-17 06:12:00.000,24050240.05,128562313.7,40.7,24050238.88,128562305.7,39.8,24050252.61,99992945.09,35.9,24050253.03,99992943.11,33.6,,,
  R01, 2025-01-17 06:12:30.000,24030014.57,128454197.6,40.3,24030012.81,128454189.6,38.8,24030027.05,99908854.95,36.7,24030027.52,99908852.95,34.5,,,
  R01, 2025-01-17 06:13:00.000,24009857.88,128346448.1,39.2,24009856.17,128346440.1,37.7,24009870.94,99825049.94,37.5,24009870.78,99825047.94,34.4,,,
  R01, 2025-01-17 06:13:30.000,23989770.42,128239069.6,40.3,23989769.6,128239061.6,38.4,23989781.82,99741533.41,35.7,23989782.83,99741531.46,34.4,,,
  R01, 2025-01-17 06:14:00.000,23969753.04,128132065.9,41,23969751.82,128132057.9,39.6,23969765.48,99658308.42,36,23969765.56,99658306.4,33.6,,,
  R01, 2025-01-17 06:14:30.000,23949806.28,128025440.9,40.2,23949804.59,128025432.9,38.9,23949818.75,99575377.94,36.2,23949819.01,99575375.95,34.6,,,
  R01, 2025-01-17 06:15:00.000,23929931.52,127919197.8,41.6,23929930.01,127919189.8,39.2,23929943.74,99492744.53,36.9,23929944.57,99492742.53,35.1,,,
  R01, 2025-01-17 06:15:30.000,23910128.62,127813340.8,38.3,23910126.91,127813332.8,37.2,23910140.83,99410411.45,36.1,23910140.84,99410409.45,34,,,
  R01, 2025-01-17 06:16:00.000,23890398.69,127707874.1,40.3,23890397.48,127707866.1,38.7,23890409.88,99328381.92,36.4,23890411.3,99328379.9,34.5,,,
  R01, 2025-01-17 06:16:30.000,23870742.2,127602801.6,41.2,23870740.92,127602793.6,38.8,23870753.6,99246658.9,36,23870754.99,99246656.93,33.7,,,
  R01, 2025-01-17 06:17:00.000,23851160.49,127498126.7,40.9,23851159.5,127498118.7,38.9,23851172.18,99165245.22,36.2,23851173.72,99165243.23,34.7,,,
  R01, 2025-01-17 06:17:30.000,23831654.12,127393853.7,39.9,23831652.5,127393845.7,38.4,23831667.65,99084144.07,36.9,23831666.97,99084142.02,35.1,,,
  R01, 2025-01-17 06:18:00.000,23812223.42,127289985.8,39.9,23812221.79,127289977.8,37.5,23812235.65,99003358.09,36.8,23812236.36,99003356.09,34.9,,,
  R01, 2025-01-17 06:18:30.000,23792869.39,127186527.1,40.2,23792868.49,127186519.1,38.5,23792882.32,98922890.33,36.9,23792881.61,98922888.34,35.3,,,
  R01, 2025-01-17 06:19:00.000,23773591.7,127083481.2,41.3,23773590.86,127083473.2,39.6,23773604.77,98842743.76,36.1,23773605.28,98842741.77,34.3,,,
  R01, 2025-01-17 06:19:30.000,23754393.07,126980851.8,40,23754391.7,126980843.8,39.2,23754404.32,98762921.07,36.5,23754405.72,98762919.1,34,,,
  R01, 2025-01-17 06:20:00.000,23735272.48,126878643,41,23735271.71,126878635,39.7,23735285.26,98683425.54,36.7,23735285.04,98683423.53,35.3,,,
  R01, 2025-01-17 06:20:30.000,23716231.85,126776858.5,40.2,23716230.3,126776850.5,38.2,23716243.55,98604259.97,36.7,23716244.26,98604257.95,34.3,,,
  R01, 2025-01-17 06:21:00.000,23697270.86,126675502.2,40.4,23697269.88,126675494.1,38.9,23697282.88,98525427.45,37.8,23697283.47,98525425.47,35.3,,,
  R01, 2025-01-17 06:21:30.000,23678390.76,126574577.6,41.5,23678389.77,126574569.6,39.9,23678402.44,98446930.69,37.4,23678403.23,98446928.7,36.1,,,
  R01, 2025-01-17 06:22:00.000,23659591.77,126474088.6,41.1,23659591,126474080.6,39.7,23659603.51,98368772.82,37.5,23659604.32,98368770.85,34.9,,,
  R01, 2025-01-17 06:22:30.000,23640876.01,126374039.3,41.9,23640874.84,126374031.3,40.6,23640887.43,98290956.8,37,23640887.99,98290954.82,34.9,,,
  R01, 2025-01-17 06:23:00.000,23622242.04,126274432.8,40.8,23622240.76,126274424.8,38.7,23622253.73,98213485.29,36.8,23622253.93,98213483.28,35.8,,,
  R01, 2025-01-17 06:23:30.000,23603692.23,126175273.8,40.5,23603691.65,126175265.8,38.7,23603703.66,98136361.77,37.2,23603704.63,98136359.75,35.3,,,
  R01, 2025-01-17 06:24:00.000,23585226.56,126076565.7,39.7,23585224.89,126076557.7,39.3,23585238.65,98059589.02,36.9,23585238.49,98059587,35.5,,,
  R01, 2025-01-17 06:24:30.000,23566846.35,125978311.7,40.8,23566845.13,125978303.7,38.8,23566856.91,97983169.4,37.8,23566858.27,97983167.42,35.8,,,
  R01, 2025-01-17 06:25:00.000,23548551.2,125880515.5,40.4,23548550.23,125880507.5,39.4,23548561.79,97907105.92,36.9,23548563.56,97907103.94,34.7,,,
  R01, 2025-01-17 06:25:30.000,23530342.49,125783181.2,41.7,23530341.86,125783173.2,39.5,23530354.5,97831401.65,38.4,23530354.79,97831399.62,35.8,,,
  R01, 2025-01-17 06:26:00.000,23512221.49,125686312.1,42.4,23512220.16,125686304.1,39.4,23512231.8,97756059.2,38.3,23512233.4,97756057.21,36.1,,,
  R01, 2025-01-17 06:26:30.000,23494187.26,125589912,40.1,23494185.82,125589904,39,23494198.73,97681081.61,38,23494199.34,97681079.59,35.4,,,
  R01, 2025-01-17 06:27:00.000,23476241.96,125493984.9,40.4,23476240.92,125493976.9,39.5,23476253.91,97606471.88,37.7,23476253.84,97606469.86,35.5,,,
  R01, 2025-01-17 06:27:30.000,23458386.3,125398534.3,40.9,23458385.13,125398526.3,39.7,23458397,97532232.67,37.5,23458397.73,97532230.68,35.3,,,
