> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-09 06:40:30.000,24216200.71,129449467.9,39.2,24216199.38,129449459.9,37.8,24216212,100682937.2,37,24216212.52,100682950.2,35.3,,,
  R01, 2025-01-09 06:41:00.000,24195442.34,129338503.5,39.6,24195442.15,129338495.5,38.6,24195452.9,100596631.6,35.6,24195454.04,100596644.6,33.9,,,
  R01, 2025-01-09 06:41:30.000,24174746.91,129227874.4,40.6,24174746.51,129227866.4,39,24174757.85,100510586.8,34.3,24174758.6,100510598.8,32.2,,,
  R01, 2025-01-09 06:42:00.000,24154115.27,129117584.4,40.6,24154113.43,129117576.5,39.2,24154126.24,100424805.8,34.9,24154126.32,100424817.8,32.8,,,
  R01, 2025-01-09 06:42:30.000,24133547.49,129007637.8,39.1,24133546.49,129007629.8,38.1,24133558.21,100339291.8,34.2,24133559.58,               ,31.8,,,
  R01, 2025-01-09 06:43:00.000,24113044.49,128898038.4,38.6,24113043.03,128898030.4,36.9,24113054.73,100254048,32.9,24113054.73,               ,31,,,
  R01, 2025-01-09 06:43:30.000,24092606.96,128788790.2,40.2,24092605.58,128788782.2,39.2,24092617.41,100169077.2,34.3,24092617.95,100169087.3,32.9,,,
  R01, 2025-01-09 06:44:00.000,24072236.15,128679896.8,41.2,24072235.44,128679888.8,39.6,24072247.29,100084382.6,37.4,24072247.36,100084392.5,35.9,,,
  R01, 2025-01-09 06:44:30.000,24051932.4,128571362,41.4,24051931.79,128571354,40.3,24051942.79,99999966.77,35.9,24051943.41,99999976.78,34.7,,,
  R01, 2025-01-09 06:45:00.000,24031697.08,128463189.9,40.1,24031695.36,128463181.9,39.2,24031707.81,99915833.08,36.1,24031707.83,99915843.08,34.3,,,
  R01, 2025-01-09 06:45:30.000,24011529.51,128355384.1,39.9,24011527.79,128355376.1,38.4,24011539.73,99831984.3,36.9,24011540.28,99831994.3,34.1,,,
  R01, 2025-01-09 06:46:00.000,23991431.13,128247948.8,40.7,23991430.47,128247940.8,39.2,23991441.06,99748423.7,36.3,23991441.85,99748433.69,34,,,
  R01, 2025-01-09 06:46:30.000,23971403.39,128140887.6,41.5,23971401.78,128140879.7,40.1,23971413.24,99665154.05,36.4,23971413.85,99665164,34.7,,,
  R01, 2025-01-09 06:47:00.000,23951446.06,128034204.8,41.2,23951444.6,128034196.8,40.2,23951455.88,99582178.61,36.9,23951456.39,99582188.62,35.3,,,
  R01, 2025-01-09 06:47:30.000,23931560.06,127927903.6,41.8,23931558.81,127927895.6,40.3,23931569.63,99499500.05,36.8,23931570.43,99499510.07,35.4,,,
  R01, 2025-01-09 06:48:00.000,23911746.28,127821988.5,38.8,23911744.54,127821980.5,37.8,23911756.15,99417121.8,36.1,23911755.94,99417131.81,34.6,,,
  R01, 2025-01-09 06:48:30.000,23892005.33,127716463.5,41.3,23892004.36,127716455.5,39.7,23892015.4,99335046.96,37,23892016.03,99335056.97,34.9,,,
  R01, 2025-01-09 06:49:00.000,23872338.23,127611332,41.2,23872336.7,127611324,39.7,23872347.61,99253278.16,35.8,23872348.27,99253288.18,34.1,,,
  R01, 2025-01-09 06:49:30.000,23852745.15,127506597.7,41.6,23852743.71,127506589.7,39.1,23852754.21,99171818.26,36.2,23852755.32,99171828.28,34.6,,,
  R01, 2025-01-09 06:50:00.000,23833227.34,127402264.3,41.1,23833226.24,127402256.3,39.7,23833237.09,99090670.25,37.6,23833237.57,99090680.25,35.4,,,
  R01, 2025-01-09 06:50:30.000,23813785.66,127298336.1,39.6,23813784.14,127298328,38.3,23813794.86,99009837.27,37.1,23813795.6,99009847.27,35.3,,,
  R01, 2025-01-09 06:51:00.000,23794419.83,127194816.5,41.3,23794419.08,127194808.5,39.2,23794430.25,98929322.18,37.8,23794430.25,98929332.18,36.5,,,
  R01, 2025-01-09 06:51:30.000,23775131.6,127091709.4,42,23775130.38,127091701.4,40.2,23775140.77,98849127.95,37,23775141.94,98849137.95,35.1,,,
  R01, 2025-01-09 06:52:00.000,23755920.67,126989018.9,40.9,23755919.89,126989010.9,39.4,23755929.66,98769257.67,36.3,23755931.03,98769267.65,34.1,,,
  R01, 2025-01-09 06:52:30.000,23736788.81,126886748.6,41.8,23736787.66,126886740.6,40.1,23736799.88,98689714.2,36.6,23736799.21,98689724.22,35.1,,,
  R01, 2025-01-09 06:53:00.000,23717736.4,126784901.6,40.7,23717735.25,126784893.6,39.2,23717746.7,98610499.94,37.1,23717746.45,98610509.93,35.7,,,
  R01, 2025-01-09 06:53:30.000,23698763.23,126683482.5,41.1,23698762.83,126683474.5,39.4,23698773.79,98531618.6,38.3,23698774.11,98531628.62,35.7,,,
  R01, 2025-01-09 06:54:00.000,23679872.13,126582495.4,42.1,23679871.06,126582487.4,40.8,23679881.17,98453073.2,38.3,23679881.94,98453083.2,35.7,,,
  R01, 2025-01-09 06:54:30.000,23661061.32,126481943.9,42,23661060.78,126481935.9,40.5,23661071.56,98374866.66,37.4,23661071.52,98374876.67,36,,,
  R01, 2025-01-09 06:55:00.000,23642333.4,126381831.6,43.4,23642333.02,126381823.6,41.8,23642342.96,98297001.67,37.6,23642343.41,98297011.66,35.1,,,
  R01, 2025-01-09 06:55:30.000,23623687.55,126282162.3,40.9,23623686.56,126282154.3,38.9,23623697.54,98219481.24,36.3,23623698.29,98219491.23,35.1,,,
  R01, 2025-01-09 06:56:00.000,23605126.41,126182939.8,41.4,23605125.93,126182931.8,39.8,23605135.63,98142308.3,36.6,23605136.72,98142318.3,35.1,,,
  R01, 2025-01-09 06:56:30.000,23586648.97,126084167.6,41.1,23586647.14,126084159.6,39.2,23586656.92,98065485.68,37,23586658.85,98065495.67,35.4,,,
  R01, 2025-01-09 06:57:00.000,23568255.88,125985849.5,41.1,23568255.01,125985841.5,39.6,23568266.63,97989016.17,37.2,23568265.85,97989026.17,35.7,,,
  R01, 2025-01-09 06:57:30.000,23549949.55,125887989.8,41.3,23549948.79,125887981.8,40.1,23549958.38,97912903.18,36.9,23549959.4,97912913.19,35.1,,,
  R01, 2025-01-09 06:58:00.000,23531729.63,125790591.7,41.7,23531727.99,125790583.7,40.6,23531738.59,97837149.31,37.4,23531739.16,97837159.3,35.3,,,
  R01, 2025-01-09 06:58:30.000,23513595.78,125693658.6,42.5,23513594.35,125693650.6,40.3,23513605.06,97761757.02,37.9,23513605.73,97761767.04,36.2,,,
  R01, 2025-01-09 06:59:00.000,23495549.43,125597194.2,40.4,23495548.32,125597186.2,38.9,23495559.39,97686729.25,37.5,23495560.06,97686739.25,36.5,,,
  R01, 2025-01-09 06:59:30.000,23477592.47,125501202.2,40.8,23477591.38,125501194.2,39.9,23477602.24,97612068.96,38,23477602.24,97612078.97,35.9,,,
  R01, 2025-01-09 07:00:00.000,23459724.23,125405686.3,41.7,23459722.93,125405678.3,40.8,23459733.53,97537778.95,37.5,23459733.83,97537788.98,35.7,,,
  R01, 2025-01-09 07:00:30.000,23441945.61,125310650.3,42.2,23441944.48,125310642.4,40.2,23441955.56,97463862.26,37.8,23441955.59,97463872.26,36.2,,,
  R01, 2025-01-09 07:01:00.000,23424257.09,125216098,41.7,23424255.79,125216090,40.8,23424266.84,97390321.69,39,23424267.23,97390331.68,36,,,
