> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-07 00:00:00.000,22341845.23,119430095.1,43.4,22341844.08,119430082.1,40.9,22341849.43,92890092.12,37.5,22341849.35,92890080.16,34.9,,,
  R01, 2025-01-07 00:00:30.000,22351277.16,119480513.9,43.1,22351276.25,119480500.9,41.8,22351280.12,92929306.7,37.1,22351281.5,92929294.72,35.4,,,
  R01, 2025-01-07 00:01:00.000,22360722.73,119531007.5,43.1,22360721.68,119530994.5,41.3,22360726.81,92968579.49,36,22360726.65,92968567.48,34.9,,,
  R01, 2025-01-07 00:01:30.000,22370182.85,119581577.1,43.5,22370182.02,119581564.1,41.4,22370187.13,93007911.4,36.2,22370187.2,93007899.42,34.2,,,
  R01, 2025-01-07 00:02:00.000,22379657.51,119632223.5,42.1,22379656.47,119632210.5,41.6,22379661.16,93047303.05,35.6,22379661.74,93047291.05,33.6,,,
  R01, 2025-01-07 00:02:30.000,22389146.66,119682947.4,42.1,22389145.37,119682934.4,40.8,22389150.55,93086754.95,36.1,22389150.58,93086742.96,34.2,,,
  R01, 2025-01-07 00:03:00.000,22398649.95,119733749.5,42.1,22398649.15,119733736.5,40.8,22398653.7,93126267.72,36.1,22398654.5,93126255.68,34.3,,,
  R01, 2025-01-07 00:03:30.000,22408168.38,119784631.2,42.5,22408167.66,119784618.2,40.9,22408172.02,93165842.25,35.6,22408172.68,93165830.27,34.2,,,
  R01, 2025-01-07 00:04:00.000,22417701.8,119835593.2,42,22417701.03,119835580.2,40.8,22417705.65,93205479.35,35.4,22417706,93205467.36,35.1,,,
  R01, 2025-01-07 00:04:30.000,22427250.88,119886636.3,42.4,22427249.49,119886623.3,40.6,22427254.53,93245179.57,35.4,22427254.96,93245167.57,34.5,,,
  R01, 2025-01-07 00:05:00.000,22436814.57,119937761.6,42.5,22436813.77,119937748.6,40.9,22436818.26,93284943.61,35.7,22436819.16,93284931.62,34.3,,,
  R01, 2025-01-07 00:05:30.000,22446394.75,119988969.6,42.6,22446393.26,119988956.6,41.5,22446399.04,93324772.08,36.9,22446398.94,93324760.06,34,,,
  R01, 2025-01-07 00:06:00.000,22455989.65,120040261.4,42.3,22455988.6,120040248.4,41.1,22455993.23,93364665.69,35.6,22455993.24,93364653.71,33.6,,,
  R01, 2025-01-07 00:06:30.000,22465600.68,120091638,42.6,22465599.6,120091625,41.3,22465603.78,93404625.22,35.3,22465604.96,93404613.24,33.6,,,
  R01, 2025-01-07 00:07:00.000,22475227.73,120143100.1,43.1,22475226.9,120143087.1,41.3,22475230.62,93444651.23,35.6,22475232.15,93444639.24,34.1,,,
  R01, 2025-01-07 00:07:30.000,22484870.74,120194648.9,43.2,22484870.11,120194635.9,41.8,22484873.94,93484744.79,34.7,22484875.27,93484732.76,32.8,,,
  R01, 2025-01-07 00:08:00.000,22494530.79,120246284.9,43.2,22494529.44,120246271.9,41.7,22494533.71,93524906.1,36,22494534.72,93524894.1,32.5,,,
  R01, 2025-01-07 00:08:30.000,22504206.31,120298009.3,43.1,22504205.78,120297996.3,41.6,22504210.23,93565136.12,34.3,22504210.64,93565124.09,32.8,,,
  R01, 2025-01-07 00:09:00.000,22513899.45,120349822.3,42.7,22513898.47,120349809.3,40.2,22513902.9,93605435.14,34.3,22513903.75,93605423.15,31.8,,,
  R01, 2025-01-07 00:09:30.000,22523609.27,120401725.4,42,22523608.06,120401712.4,41.1,22523612.04,93645804.2,34.1,22523613.02,93645792.18,32.5,,,
  R01, 2025-01-07 00:10:00.000,22533335.32,120453719.1,41.3,22533334.34,120453706.1,39.9,22533339.42,93686243.73,34.5,22533339.65,93686231.74,32.6,,,
  R01, 2025-01-07 00:10:30.000,22543079.17,120505804.7,41.9,22543078.26,120505791.7,40.5,22543082.56,93726754.66,35.2,22543083.61,93726742.69,32.8,,,
  R01, 2025-01-07 00:11:00.000,22552840.09,120557983.1,41.3,22552839.69,120557970.1,40.8,22552843.35,93767337.83,35.6,22552844.55,93767325.83,32.7,,,
  R01, 2025-01-07 00:11:30.000,22562618.41,120610255.3,40.7,22562617.78,120610242.2,40.1,22562623.76,93807993.95,35.1,22562623.03,93807981.95,32.8,,,
  R01, 2025-01-07 00:12:00.000,22572415.02,120662622,41.1,22572414.12,120662609,40.7,22572418.96,93848723.61,35.6,22572419.81,93848711.62,32.8,,,
  R01, 2025-01-07 00:12:30.000,22582229.27,120715084.3,41.3,22582228.72,120715071.3,40.5,22582233.23,93889527.57,35.3,22582233.43,93889515.54,33.7,,,
  R01, 2025-01-07 00:13:00.000,22592061.35,120767642.5,41.3,22592060.54,120767629.5,40.4,22592066.2,93930406.13,35,22592065.96,93930394.15,33,,,
  R01, 2025-01-07 00:13:30.000,22601911.83,120820298.3,42,22601910.77,120820285.3,40.1,22601915.98,93971360.6,35.1,22601916.21,93971348.61,33.2,,,
  R01, 2025-01-07 00:14:00.000,22611780.18,120873052.1,41.3,22611779.95,120873039.1,40.3,22611783.97,94012391.32,34.8,22611785.07,94012379.32,32.7,,,
  R01, 2025-01-07 00:14:30.000,22621667.73,120925905.1,40.8,22621667.02,120925892.1,39.9,22621672.33,94053499.2,34,22621672.19,94053486.2,32.2,,,
  R01, 2025-01-07 00:15:00.000,22631573.92,120978858.2,41.8,22631572.94,120978845.2,39.5,22631578.27,94094684.91,34.6,22631578.15,94094671.93,32.7,,,
  R01, 2025-01-07 00:15:30.000,22641498.42,121031912.3,40.5,22641498.05,121031899.4,39.9,22641502.46,94135949.21,35.3,22641503.08,94135936.19,32.5,,,
  R01, 2025-01-07 00:16:00.000,22651442.59,121085068.6,41.7,22651442.06,121085055.6,39.4,22651445.91,94177292.89,34.6,22651447.38,94177279.89,33.6,,,
  R01, 2025-01-07 00:16:30.000,22661405.46,121138327.5,39.3,22661405.21,121138314.5,39.2,22661410.41,94218716.41,34.9,22661410.24,94218703.45,32.8,,,
  R01, 2025-01-07 00:17:00.000,22671388.39,121191690.1,39.9,22671387.27,121191677.1,38.2,22671392.11,94260220.7,34.9,22671392.96,94260207.68,33.5,,,
  R01, 2025-01-07 00:17:30.000,22681390.59,121245157.6,40.2,22681389.65,121245144.6,38.6,22681394.82,94301806.48,35.6,22681395.06,94301793.51,33.7,,,
  R01, 2025-01-07 00:18:00.000,22691412.48,121298730.5,39.7,22691412.01,121298717.4,38.1,22691417.05,94343474.17,35.1,22691417.2,94343461.19,33.5,,,
  R01, 2025-01-07 00:18:30.000,22701454.34,121352410.2,39.1,22701453.77,121352397.2,38.4,22701458.72,94385225.07,35.6,22701459.32,94385212.07,33.4,,,
  R01, 2025-01-07 00:19:00.000,22711516.42,121406197.1,39.2,22711515.5,121406184.1,38.1,22711520.4,94427059.31,35,22711521.23,94427046.32,33.3,,,
  R01, 2025-01-07 00:19:30.000,22721598.78,121460092.6,39.7,22721598.5,121460079.6,37.9,22721602.18,94468977.96,35.1,22721603.22,94468965,34.1,,,
  R01, 2025-01-07 00:20:00.000,22731701.5,121514097.4,40.2,22731700.15,121514084.4,38.6,22731704.86,94510981.67,35.4,22731706.22,94510968.68,32.9,,,
  R01, 2025-01-07 00:20:30.000,22741825.06,121568212.3,39.9,22741823.78,121568199.3,38.7,22741828.68,94553071.01,34.6,22741828.99,94553057.99,32.8,,,
  R01, 2025-01-07 00:21:00.000,22751969.28,121622438.4,39.9,22751967.97,121622425.4,38.9,22751972.96,94595246.8,34.5,22751973.56,94595233.77,32.2,,,
  R01, 2025-01-07 00:21:30.000,22762134.76,121676776.4,40.2,22762133.15,121676763.4,39.4,22762138.2,94637509.66,34.3,22762139.16,94637496.65,32.2,,,
  R01, 2025-01-07 00:22:00.000,22772320.5,121731227.7,40.9,22772319.31,121731214.7,38.7,22772325.32,94679860.64,34.5,22772325.07,94679847.65,31.4,,,
  R01, 2025-01-07 00:22:30.000,22782528.23,121785793,40.2,22782526.94,121785780,38.7,22782532.19,94722300.27,34,22782532.42,94722287.29,31.3,,,
  R01, 2025-01-07 00:23:00.000,22792756.95,121840473.4,39.2,22792756.13,121840460.4,38.7,22792761.87,94764829.41,33.8,22792762.21,94764816.4,32.3,,,
  R01, 2025-01-07 00:23:30.000,22803007.89,121895269.4,39.6,22803006.51,121895256.4,38.9,22803011.39,94807448.54,35,22803013.03,94807435.57,31.8,,,
  R01, 2025-01-07 00:24:00.000,22813280.83,121950182.4,39.4,22813279.16,121950169.4,38.8,22813284.59,94850158.61,34.5,22813285.73,94850145.61,32.1,,,
  R01, 2025-01-07 00:24:30.000,22823574.82,122005212.8,39.8,22823574.1,122005199.7,38.7,22823578.6,94892959.94,34.5,22823579.84,94892946.93,32.9,,,
  R01, 2025-01-07 00:25:00.000,22833892.23,122060361.7,40.2,22833891.46,122060348.7,37.9,22833895.92,94935853.5,33,22833897,               ,32.1,,,
  R01, 2025-01-07 00:25:30.000,22844231.03,122115630.8,39.9,22844230.08,122115617.8,38.6,22844235.78,94978840.51,34.6,22844235.97,94978826.52,32.9,,,
  R01, 2025-01-07 00:26:00.000,22854592.68,122171019.9,39.7,22854591.54,122171006.9,37.7,22854597.45,95021920.88,34.6,22854597.54,95021906.86,32.2,,,
  R01, 2025-01-07 00:26:30.000,22864977.2,122226530.2,39.4,22864975.83,122226517.2,38.7,22864981.5,95065095.55,34.8,22864982.06,95065081.53,32.7,,,
  R01, 2025-01-07 00:27:00.000,22875384.63,122282162.8,40,22875383.56,122282149.8,38.8,22875388.81,95108365.24,33.4,22875389.14,95108351.26,31.6,,,
  R01, 2025-01-07 00:27:30.000,22885814.88,122337918.6,39.6,22885813.8,122337905.6,38.2,22885820.18,95151730.78,34.9,22885819.26,95151716.8,32.6,,,
  R01, 2025-01-07 00:28:00.000,22896268.55,122393798.4,39.8,22896267.12,122393785.4,38.1,22896272.06,95195192.86,35.3,22896272.93,95195178.83,32.2,,,
  R01, 2025-01-07 00:28:30.000,22906745.34,122449803.5,40.4,22906744.54,122449790.5,37.9,22906749.41,95238752.26,34.2,22906750.27,95238738.28,32.7,,,
  R01, 2025-01-07 00:29:00.000,22917245.93,122505934.5,39.7,22917245.2,122505921.5,37.9,22917250.6,95282409.69,34.5,22917250.31,95282395.71,32.9,,,
  R01, 2025-01-07 00:29:30.000,22927770.11,122562192.5,40.3,22927768.88,122562179.5,38.9,22927774.4,95326165.78,32.9,               ,               ,               ,,,
  R01, 2025-01-07 00:30:00.000,22938318.3,122618577.7,39.8,22938317.27,122618564.7,38.9,22938322.37,95370020.96,34.2,22938323.29,95370006.97,31.6,,,
  R01, 2025-01-07 00:30:30.000,22948890.28,122675091.7,40.6,22948889.63,122675078.7,39.4,22948894.18,95413976.21,32.9,22948894.91,95413962.22,32.2,,,
  R01, 2025-01-07 00:31:00.000,22959486.88,122731735.6,40.4,22959486.25,122731722.6,39.5,22959491.09,95458032.55,33.8,22959491.98,95458019.54,31.2,,,
  R01, 2025-01-07 00:31:30.000,22970107.73,122788510,40.5,22970106.68,122788496.9,39.2,22970111.24,95502190.26,32.9,22970112.81,95502177.3,30.4,,,
  R01, 2025-01-07 00:32:00.000,22980753.26,122845415.5,40.8,22980752.17,122845402.5,39.6,22980757.22,95546450.04,32.8,22980758.16,95546437.08,31.4,,,
  R01, 2025-01-07 00:32:30.000,22991423.76,122902453.1,40.6,22991421.95,122902440.1,39.3,22991426.43,95590812.54,32.1,22991428.87,95590801.58,30.8,,,
  R01, 2025-01-07 00:33:00.000,23002118.32,122959624.1,41.2,23002117.55,122959611.1,39.8,23002122.69,95635278.82,33.6,23002123.93,95635267.82,30.5,,,
  R01, 2025-01-07 00:33:30.000,23012838.41,123016929.2,41,23012837.54,123016916.2,39.5,23012842.12,95679849.4,33.2,23012843.45,95679838.41,31.2,,,
  R01, 2025-01-07 00:34:00.000,23023583.58,123074369.1,41.1,23023582.85,123074356.1,39.4,23023587.85,95724524.82,34,23023588.74,95724513.83,31.6,,,
  R01, 2025-01-07 00:34:30.000,23034354.77,123131944.6,40.9,23034353.39,123131931.6,39.1,23034359.68,95769305.66,33.4,23034359.89,95769294.65,31.3,,,
  R01, 2025-01-07 00:35:00.000,23045150.93,123189656.8,41.1,23045150.14,123189643.8,38.8,23045155.09,95814192.81,33.5,23045155.83,95814181.84,31.8,,,
  R01, 2025-01-07 00:35:30.000,23055973.21,123247506.9,40.5,23055971.88,123247493.9,39.5,23055977.38,95859187.29,32.1,               ,               ,               ,,,
  R01, 2025-01-07 00:36:00.000,23066820.77,123305495.4,40.8,23066820.18,123305482.4,39.3,23066823.59,95904289.37,32.1,23066826.16,95904276.4,31.2,,,
  R01, 2025-01-07 00:36:30.000,23077695.26,123363623.6,40.6,23077694.11,123363610.6,39,23077699.18,95949500.14,33.4,23077700.79,95949487.15,31.5,,,
  R01, 2025-01-07 00:37:00.000,23088595.34,123421892.4,40.5,23088594.48,123421879.4,38.3,23088600.16,95994820.23,32.9,23088600.95,95994807.25,31.6,,,
  R01, 2025-01-07 00:37:30.000,23099522.2,123480301.7,38.9,23099521.27,123480288.7,38.4,23099526.56,96040249.56,32.6,23099527.86,96040236.58,30.3,,,
  R01, 2025-01-07 00:38:00.000,23110476.14,123538853,39.2,23110474.11,123538840,38.3,23110480.29,96085789.43,33.4,23110481.64,96085776.41,30.3,,,
  R01, 2025-01-07 00:38:30.000,23121455.72,123597546.8,38.5,23121454.87,123597533.8,37.7,23121459.84,96131440.05,31.9,23121460.4,96131429.05,31,,,
  R01, 2025-01-07 00:39:00.000,23132462.39,123656384.7,40.2,23132461.75,123656371.7,38,23132467.55,96177202.76,33.7,23132467.87,96177191.75,31.1,,,
