> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-12 00:42:30.000,24598905.56,131495229.4,38.9,24598903.93,131495240.4,36.9,24598909.46,102274095.8,35.3,24598910.06,102274090.7,32.9,,,
  R01, 2025-01-12 00:43:00.000,24584018.16,131415650.2,34.3,24584016.31,131415661.2,33.6,24584022.57,102212201,34.6,24584023.45,102212196,32.3,,,
  R01, 2025-01-12 00:43:30.000,24569104.16,131335927.3,34.4,24569102.67,131335938.3,32.9,24569108.41,102150194.4,34.9,24569108.75,102150189.4,33.1,,,
  R01, 2025-01-12 00:44:00.000,24554163.34,131256060.5,33.7,24554162.23,131256071.5,33.2,24554168.5,102088075.9,36,24554168.33,102088070.9,33.6,,,
  R01, 2025-01-12 00:44:30.000,24539195.8,131176049.5,37.5,24539195.41,131176060.5,35.5,24539200.22,102025845.3,35.7,24539200.57,102025840.3,33.8,,,
  R01, 2025-01-12 00:45:00.000,24524201.1,131095894.2,37.8,24524200.1,131095905.2,36.6,24524204.69,101963502.5,34,24524205.2,101963497.5,33.1,,,
  R01, 2025-01-12 00:45:30.000,24509179.34,131015594.7,37.4,24509178.55,131015605.7,36.7,24509183.77,101901047.4,34.1,24509184.07,101901042.4,32.4,,,
  R01, 2025-01-12 00:46:00.000,24494130.58,130935150.9,37.9,24494129.54,130935161.9,36.5,24494133.88,101838480.1,32,24494134.31,101838475.1,30.9,,,
  R01, 2025-01-12 00:46:30.000,24479054.66,130854562.7,37.5,24479053.34,130854573.7,35.6,24479058.39,101775800.5,34.8,24479059.08,101775795.5,32.7,,,
  R01, 2025-01-12 00:47:00.000,24463952.23,130773830,35.4,24463950.63,130773841,34.7,24463954.57,101713008.4,32.7,24463956.65,               ,29.8,,,
  R01, 2025-01-12 00:47:30.000,24448822.31,130692953,34.1,24448820.04,130692964,32.6,24448826.01,101650104.2,35.7,24448826.8,101650101.2,33.5,,,
  R01, 2025-01-12 00:48:00.000,24433665.91,130611931.8,37.4,24433664.13,130611942.8,36.7,24433669.49,101587087.8,35.2,24433669.9,101587084.8,33.4,,,
  R01, 2025-01-12 00:48:30.000,24418482.19,130530766.2,38.7,24418479.92,130530777.2,36.9,24418484.46,101523959,32.6,24418485.54,101523956.1,31.2,,,
  R01, 2025-01-12 00:49:00.000,24403271.02,130449456.4,39.8,24403270.17,130449467.4,37.9,24403273.91,101460718.1,35,24403275.08,101460715.1,32.7,,,
  R01, 2025-01-12 00:49:30.000,24388033.28,130368002.4,38.3,24388032.64,130368013.4,36,24388037.07,101397365,34.4,24388037.22,101397362.1,33.3,,,
  R01, 2025-01-12 00:50:00.000,24372768.72,130286404.3,38.8,24372767.77,130286415.3,37.7,24372771.64,101333899.9,33,24372772.53,101333896.9,31,,,
  R01, 2025-01-12 00:50:30.000,24357477.25,130204662.1,37.6,24357475.2,130204673.1,36.2,24357480.27,101270322.7,31.9,24357481.33,101270319.7,30.9,,,
  R01, 2025-01-12 00:51:00.000,24342158.4,130122776.3,37.9,24342156.86,130122787.3,36,24342161.34,101206633.9,34.3,24342162.51,101206630.9,32.9,,,
  R01, 2025-01-12 00:51:30.000,24326813.12,130040746.7,38.3,24326811.82,130040757.7,36.3,24326816.62,101142833.1,35.4,24326817.74,101142830.1,33.4,,,
  R01, 2025-01-12 00:52:00.000,24311440.66,129958572.9,37.8,24311439.16,129958584,36,24311444.34,101078920.3,35.5,24311444.99,101078917.3,33.5,,,
  R01, 2025-01-12 00:52:30.000,24296041.32,129876255.5,37.7,24296039.79,129876266.5,36.5,24296044.61,101014895.7,34.3,24296045.54,101014892.7,32.8,,,
  R01, 2025-01-12 00:53:00.000,24280614.88,129793794.6,39.1,24280614.39,129793805.6,37.6,24280618.56,100950759.5,33.5,24280619.54,100950756.5,32.4,,,
  R01, 2025-01-12 00:53:30.000,24265162.09,129711190.2,38.4,24265161.18,129711201.2,37.2,24265165.68,100886511.7,34.1,24265166.61,100886508.7,32.1,,,
  R01, 2025-01-12 00:54:00.000,24249682.52,129628442.8,40,24249681.95,129628453.8,38.7,24249686.7,100822152.7,34.2,24249687.08,100822149.7,32.4,,,
  R01, 2025-01-12 00:54:30.000,24234175.95,129545552.3,38.8,24234174.79,129545563.2,37.7,24234179.83,100757682.3,35.4,24234180.73,100757679.3,34,,,
  R01, 2025-01-12 00:55:00.000,24218643.29,129462519,37.9,24218642.11,129462530,37.5,24218646.37,100693101,35,24218646.76,100693098,33,,,
  R01, 2025-01-12 00:55:30.000,24203082.74,129379343.3,38.8,24203082.06,129379354.3,37.3,24203086.99,100628408.9,34.5,24203087.05,100628405.9,32.6,,,
  R01, 2025-01-12 00:56:00.000,24187496.26,129296025.1,38.7,24187494.98,129296036.1,36.8,24187500.96,100563605.9,35.4,24187501.06,100563602.9,33.1,,,
  R01, 2025-01-12 00:56:30.000,24171883.45,129212564.6,37,24171882.13,129212575.6,36.2,24171886.6,100498692.1,34.9,24171887.94,100498689.1,32.3,,,
  R01, 2025-01-12 00:57:00.000,24156243.92,129128962.3,37.8,24156242.99,129128973.3,36.4,24156247.34,100433668.1,34.8,24156248.58,100433665.2,32.9,,,
  R01, 2025-01-12 00:57:30.000,24140578.26,129045218.5,39.2,24140576.98,129045229.5,37.3,24140582.07,100368534.1,34.6,24140581.82,100368531.1,33.4,,,
