> PRN,time,C1C,L1C,S1C,C1P,L1P,S1P,C2C,L2C,S2C,C2P,L2P,S2P,C3X,L3X,S3X
  R01, 2025-01-01 07:13:30.000,24200128.12,129363573.9,39.6,24200127.59,129363546.8,39.1,24200147.43,100616127,37.4,24200147.27,100616129.1,35.4,,,
  R01, 2025-01-01 07:14:00.000,24179416.05,129252857.3,40.5,24179415.3,129252830.3,38.4,24179434.5,100530014.5,34.6,24179434.86,100530016.5,32.1,,,
  R01, 2025-01-01 07:14:30.000,24158767.96,129142479.5,40.6,24158765.75,129142452.5,38.6,24158785.68,100444165.5,33.1,24158786.06,100444167.5,31.1,,,
  R01, 2025-01-01 07:15:00.000,24138183.06,129032444.2,39.8,24138181.28,129032417.3,38.3,24138200.75,100358582.8,34.5,24138201.67,100358585.8,32,,,
  R01, 2025-01-01 07:15:30.000,24117663.15,128922755.1,38.9,24117662.42,128922728.1,37.4,24117679.81,100273269.3,33.9,24117681.34,100273272.3,31.8,,,
  R01, 2025-01-01 07:16:00.000,24097208.75,128813415.7,40.5,24097207.27,128813388.7,39.4,24097226.93,100188227.9,34.3,24097227.13,100188230.9,32.6,,,
  R01, 2025-01-01 07:16:30.000,24076820.53,128704430.7,39.7,24076818.96,128704403.7,37.9,24076838.38,100103462.1,36.3,24076839.18,100103465.2,34.3,,,
  R01, 2025-01-01 07:17:00.000,24056499.96,128595803.7,42.2,24056498.85,128595776.7,40,24056517.38,100018974.8,36.8,24056517.49,100018977.8,34.6,,,
  R01, 2025-01-01 07:17:30.000,24036246.33,128487538.9,41.3,24036245.01,128487511.9,40.5,24036263.29,99934769.16,36.4,24036264.26,99934772.17,34.1,,,
  R01, 2025-01-01 07:18:00.000,24016061.11,128379639.9,40.1,24016059.95,128379612.9,38.3,24016079.16,99850848.05,37,24016079.61,99850851.04,34.5,,,
  R01, 2025-01-01 07:18:30.000,23995945.77,128272110.9,40.7,23995944.1,128272083.9,39,23995962.8,99767214.63,36.5,23995963.02,99767217.63,34.6,,,
  R01, 2025-01-01 07:19:00.000,23975899.63,128164955.2,41.1,23975898.7,128164928.3,39.9,23975916.57,99683871.68,36,23975917.04,99683874.67,34.3,,,
  R01, 2025-01-01 07:19:30.000,23955924.4,128058177.2,40.9,23955922.5,128058150.2,40,23955941.38,99600822.42,37,23955942.11,99600825.42,34.9,,,
  R01, 2025-01-01 07:20:00.000,23936020.4,127951780.4,42.3,23936018.99,127951753.4,40.4,23936037.54,99518069.67,37.3,23936038.07,99518072.69,35.8,,,
  R01, 2025-01-01 07:20:30.000,23916188.47,127845768.6,39.6,23916186.82,127845741.6,38.5,23916206.04,99435616.26,37.6,23916205.67,99435619.28,35.1,,,
  R01, 2025-01-01 07:21:00.000,23896429.12,127740145.7,39.8,23896428.16,127740118.7,38.5,23896446.04,99353465.44,36.2,23896445.85,99353468.45,35,,,
  R01, 2025-01-01 07:21:30.000,23876742.88,127634915.7,40.7,23876741.92,127634888.7,39.6,23876760.42,99271620.24,35.4,23876760.81,99271623.23,34.1,,,
  R01, 2025-01-01 07:22:00.000,23857131.79,127530082.3,41.4,23857130.05,127530055.3,39.2,23857149.04,99190083.46,35.8,23857149.21,99190086.44,34.5,,,
  R01, 2025-01-01 07:22:30.000,23837595,127425649.4,40.7,23837594.05,127425622.4,39.2,23837612.67,99108858.2,37.7,23837612.84,99108861.2,35.5,,,
  R01, 2025-01-01 07:23:00.000,23818134.13,127321620.8,39.7,23818132.79,127321593.8,38.7,23818151.1,99027947.39,36.4,23818151.57,99027950.41,34.9,,,
  R01, 2025-01-01 07:23:30.000,23798749.66,127218000.4,40.5,23798748.25,127217973.4,39.7,23798765.63,98947354.07,37.4,23798766.83,98947357.08,35.4,,,
  R01, 2025-01-01 07:24:00.000,23779441.27,127114791.8,41.4,23779440.82,127114764.8,40.8,23779458.92,98867081.1,36.7,23779459.42,98867084.1,34.9,,,
  R01, 2025-01-01 07:24:30.000,23760212.18,127011999.4,41.4,23760211.16,127011972.5,40,23760228.63,98787131.79,35.4,23760229.32,98787134.79,34.5,,,
  R01, 2025-01-01 07:25:00.000,23741061.05,126909626.3,41.2,23741059.91,126909599.3,39.5,23741076.67,98707508.51,36.5,23741078.38,98707511.53,34.2,,,
  R01, 2025-01-01 07:25:30.000,23721988.89,126807676.4,41.8,23721988.16,126807649.4,40.1,23722005.02,98628214.49,37.2,23722005.73,98628217.51,34.9,,,
  R01, 2025-01-01 07:26:00.000,23702996.59,126706153.6,40.6,23702995.4,126706126.6,39.4,23703013.47,98549252.6,37,23703013.85,98549255.59,35.6,,,
  R01, 2025-01-01 07:26:30.000,23684085.48,126605061.4,42.1,23684084.4,126605034.4,40.5,23684101.52,98470625.59,37.8,23684102.34,98470628.58,36.1,,,
  R01, 2025-01-01 07:27:00.000,23665254.7,126504403.9,42,23665253.93,126504376.9,40.7,23665270.95,98392336.72,37.6,23665271.84,98392339.73,35.7,,,
  R01, 2025-01-01 07:27:30.000,23646507.2,126404185.6,42.7,23646506.79,126404158.5,41.5,23646522.78,98314389.35,36.6,23646523.69,98314392.35,34.6,,,
  R01, 2025-01-01 07:28:00.000,23627841.41,126304409.5,41.9,23627840.06,126304382.5,40.2,23627857.03,98236785.92,37.1,23627858.51,98236788.96,35.6,,,
  R01, 2025-01-01 07:28:30.000,23609259.28,126205079.4,41.9,23609258.62,126205052.4,40.4,23609275.57,98159529.44,37.5,23609276.36,98159532.47,35.4,,,
  R01, 2025-01-01 07:29:00.000,23590761.98,126106198.9,40.9,23590760.77,126106171.9,39.9,23590777.07,98082622.66,37.4,23590777.98,98082625.69,35.2,,,
  R01, 2025-01-01 07:29:30.000,23572348.98,126007771.9,40.9,23572347.72,126007744.9,39.9,23572364.68,98006068.6,37.2,23572365.16,98006071.59,35.7,,,
  R01, 2025-01-01 07:30:00.000,23554021.45,125909802.2,41.2,23554020.45,125909775.2,40.3,23554037.01,97929870.21,37.6,23554038.02,97929873.2,35.7,,,
  R01, 2025-01-01 07:30:30.000,23535780.38,125812293.6,42.1,23535779.13,125812266.6,40.6,23535795.64,97854030.42,37.4,23535796.65,97854033.41,35.3,,,
  R01, 2025-01-01 07:31:00.000,23517625.59,125715249.7,43,23517624.75,125715222.7,40.3,23517642.26,97778552.08,38.3,23517642.59,97778555.09,36.1,,,
  R01, 2025-01-01 07:31:30.000,23499558.81,125618674.1,41.5,23499557.95,125618647.1,39.9,23499574.72,97703438,38.8,23499575.49,97703441,36,,,
  R01, 2025-01-01 07:32:00.000,23481580.52,125522570.3,41.2,23481580.26,125522543.3,39.8,23481596.37,97628690.87,37.8,23481597.38,97628693.88,35.9,,,
  R01, 2025-01-01 07:32:30.000,23463691.34,125426942,42.5,23463690.3,125426915,40.8,23463707.47,97554313.63,37.7,23463707.69,97554316.65,36,,,
  R01, 2025-01-01 07:33:00.000,23445891.45,125331792.9,41.4,23445890.64,125331765.8,40.2,23445907.01,97480309.05,38.4,23445908.03,97480312.06,35.8,,,
  R01, 2025-01-01 07:33:30.000,23428181.62,125237126.4,41.7,23428180.37,125237099.4,40.4,23428197.24,97406679.89,38.7,23428198.47,97406682.89,36.8,,,
  R01, 2025-01-01 07:34:00.000,23410563.89,125142946.5,43,23410562.74,125142919.5,41.8,23410579.11,97333429.09,38.8,23410579.5,97333432.11,37.1,,,
  R01, 2025-01-01 07:34:30.000,23393037.16,125049256.7,43.3,23393035.75,125049229.7,41.1,23393051.78,97260559.57,37.9,23393052.41,97260562.56,35.8,,,
  R01, 2025-01-01 07:35:00.000,23375602.56,124956060.6,42,23375600.89,124956033.6,40.5,23375617.81,97188073.97,38.1,23375618.5,97188076.98,36,,,
  R01, 2025-01-01 07:35:30.000,23358261.02,124863361.9,42.1,23358260.3,124863334.9,40.8,23358275.87,97115975.21,38.6,23358276.45,97115978.2,36.5,,,
  R01, 2025-01-01 07:36:00.000,23341013.23,124771164.2,42.5,23341012.08,124771137.3,41.1,23341028.25,97044266.19,37.7,23341028.45,97044269.19,35.1,,,
  R01, 2025-01-01 07:36:30.000,23323859.66,124679470.9,42,23323858.55,124679443.9,40.7,23323875.22,96972949.31,37.6,23323875.68,96972952.32,36.2,,,
  R01, 2025-01-01 07:37:00.000,23306801.57,124588285.2,42,23306800.38,124588258.2,40.2,23306816.97,96902027.33,38.5,23306817.25,96902030.34,35.6,,,
  R01, 2025-01-01 07:37:30.000,23289839.22,124497610.6,43.2,23289837.87,124497583.6,41.4,23289853.32,96831502.89,37.5,23289854.48,96831505.9,36.4,,,
  R01, 2025-01-01 07:38:00.000,23272972.2,124407450.1,42.2,23272970.99,124407423.1,39.8,23272987,96761378.24,38.8,23272987.81,96761381.25,37.3,,,
