> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-16 00:00:00.000,   39557235.750,  207874776.593,         33.500,,,,,,,,,
S22, 2025-01-16 00:00:30.000,   39557685.438,  207877136.805,         34.300,,,,,,,,,
S22, 2025-01-16 00:01:00.000,   39558132.234,  207879481.024,         33.400,,,,,,,,,
S22, 2025-01-16 00:01:30.000,   39558579.938,  207881843.927,         33.800,,,,,,,,,
S22, 2025-01-16 00:02:00.000,   39559024.266,  207884177.023,         33.400,,,,,,,,,
S22, 2025-01-16 00:02:30.000,   39559470.313,  207886531.854,         33.600,,,,,,,,,
S22, 2025-01-16 00:03:00.000,   39559914.641,  207888863.153,         33.000,,,,,,,,,
S22, 2025-01-16 00:03:30.000,   39560361.297,  207891210.617,         34.300,,,,,,,,,
S22, 2025-01-16 00:04:00.000,   39560801.266,  207893529.451,         33.600,,,,,,,,,
S22, 2025-01-16 00:04:30.000,   39561247.141,  207895874.981,         33.300,,,,,,,,,
S22, 2025-01-16 00:05:00.000,   39561687.750,  207898191.892,         33.600,,,,,,,,,
S22, 2025-01-16 00:05:30.000,   39562131.609,  207900535.116,         33.000,,,,,,,,,
S22, 2025-01-16 00:06:00.000,   39562571.938,  207902843.276,         33.200,,,,,,,,,
S22, 2025-01-16 00:06:30.000,   39563016.078,  207905175.411,         32.500,,,,,,,,,
S22, 2025-01-16 00:07:00.000,   39563453.484,  207907478.329,         33.300,,,,,,,,,
S22, 2025-01-16 00:07:30.000,   39563897.734,  207909808.266,         33.100,,,,,,,,,
S22, 2025-01-16 00:08:00.000,   39564334.281,  207912104.011,         32.400,,,,,,,,,
S22, 2025-01-16 00:08:30.000,   39564775.750,  207914419.406,         33.000,,,,,,,,,
S22, 2025-01-16 00:09:00.000,   39565214.047,  207916709.500,         32.800,,,,,,,,,
S22, 2025-01-16 00:09:30.000,   39565654.563,  207919024.321,         33.300,,,,,,,,,
S22, 2025-01-16 00:10:00.000,   39566089.547,  207921307.547,         33.700,,,,,,,,,
S22, 2025-01-16 00:10:30.000,   39566528.016,  207923613.377,         34.000,,,,,,,,,
