> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-06 00:01:00.000,   40388541.672,  212243197.231,         33.800,,,,,,,,,
S22, 2025-01-06 00:01:30.000,   40389029.594,  212245768.078,         31.900,,,,,,,,,
S22, 2025-01-06 00:02:00.000,   40389516.000,  212248337.051,         31.800,,,,,,,,,
S22, 2025-01-06 00:02:30.000,   40390000.031,  212250899.800,         32.300,,,,,,,,,
S22, 2025-01-06 00:03:00.000,   40390486.781,  212253469.508,         32.200,,,,,,,,,
S22, 2025-01-06 00:03:30.000,   40390977.391,  212256039.377,         33.300,,,,,,,,,
S22, 2025-01-06 00:04:00.000,   40391462.063,  212258606.367,         32.600,,,,,,,,,
S22, 2025-01-06 00:04:30.000,   40391947.516,  212261166.021,         32.900,,,,,,,,,
S22, 2025-01-06 00:05:00.000,   40392435.719,  212263726.860,         33.100,,,,,,,,,
S22, 2025-01-06 00:05:30.000,   40392920.781,  212266277.664,         32.800,,,,,,,,,
S22, 2025-01-06 00:06:00.000,   40393403.688,  212268831.181,         32.300,,,,,,,,,
S22, 2025-01-06 00:06:30.000,   40393890.391,  212271380.485,         33.100,,,,,,,,,
S22, 2025-01-06 00:07:00.000,   40394378.391,  212273930.697,         32.300,,,,,,,,,
S22, 2025-01-06 00:07:30.000,   40394857.328,  212276477.358,         31.600,,,,,,,,,
S22, 2025-01-06 00:08:00.000,   40395347.094,  212279023.758,         32.800,,,,,,,,,
S22, 2025-01-06 00:08:30.000,   40395826.000,  212281565.343,         31.800,,,,,,,,,
S22, 2025-01-06 00:09:00.000,   40396309.156,  212284106.515,         33.300,,,,,,,,,
S22, 2025-01-06 00:09:30.000,   40396793.063,  212286648.255,         32.600,,,,,,,,,
S22, 2025-01-06 00:10:00.000,   40397272.344,  212289189.301,         32.800,,,,,,,,,
S22, 2025-01-06 00:10:30.000,   40397755.313,  212291724.490,         31.900,,,,,,,,,
S22, 2025-01-06 00:11:00.000,   40398240.328,  212294256.672,         32.600,,,,,,,,,
S22, 2025-01-06 00:11:30.000,   40398720.625,  212296795.661,         32.600,,,,,,,,,
S22, 2025-01-06 00:12:00.000,   40399204.094,  212299328.232,         32.300,,,,,,,,,
S22, 2025-01-06 00:12:30.000,   40399680.563,  212301857.921,         33.000,,,,,,,,,
S22, 2025-01-06 00:13:00.000,   40400163.641,  212304389.351,         33.200,,,,,,,,,
S22, 2025-01-06 00:13:30.000,   40400642.703,  212306915.721,         33.300,,,,,,,,,
S22, 2025-01-06 00:14:00.000,   40401120.625,  212309433.408,         33.500,,,,,,,,,
S22, 2025-01-06 00:14:30.000,   40401599.641,  212311947.013,         32.300,,,,,,,,,
S22, 2025-01-06 00:15:00.000,   40402082.000,  212314453.742,         33.000,,,,,,,,,
S22, 2025-01-06 00:15:30.000,   40402560.219,  212316962.039,         31.900,,,,,,,,,
S22, 2025-01-06 00:16:00.000,   40403037.453,  212319471.938,         31.900,,,,,,,,,
S22, 2025-01-06 00:16:30.000,   40403518.922,  212321982.975,         32.400,,,,,,,,,
S22, 2025-01-06 00:17:30.000,   40404471.359,  212326998.940,         33.800,,,,,,,,,
S22, 2025-01-06 00:18:00.000,   40404948.844,  212329507.589,         33.400,,,,,,,,,
S22, 2025-01-06 00:18:30.000,   40405423.000,  212332010.014,         33.100,,,,,,,,,
S22, 2025-01-06 00:19:00.000,   40405897.172,  212334511.322,         32.900,,,,,,,,,
S22, 2025-01-06 00:19:30.000,   40406374.891,  212337008.273,         33.500,,,,,,,,,
S22, 2025-01-06 00:20:00.000,   40406847.781,  212339502.496,         32.800,,,,,,,,,
S22, 2025-01-06 00:20:30.000,   40407323.281,  212341999.028,         33.900,,,,,,,,,
S22, 2025-01-06 00:21:00.000,   40407796.531,  212344487.501,         33.700,,,,,,,,,
S22, 2025-01-06 00:21:30.000,   40408271.375,  212346976.816,         33.000,,,,,,,,,
S22, 2025-01-06 00:22:00.000,   40408741.719,  212349464.613,         34.100,,,,,,,,,
S22, 2025-01-06 00:22:30.000,   40409211.266,  212351948.735,         33.500,,,,,,,,,
S22, 2025-01-06 00:23:00.000,   40409680.844,  212354447.914,         33.200,,,,,,,,,
