> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-26 00:00:00.000,   39593507.563,  208065089.973,         33.700,,,,,,,,,
S22, 2025-01-26 00:00:30.000,   39593909.813,  208067188.991,         33.400,,,,,,,,,
S22, 2025-01-26 00:01:00.000,   39594312.813,  208069304.776,         33.400,,,,,,,,,
S22, 2025-01-26 00:01:30.000,   39594711.531,  208071392.883,         33.300,,,,,,,,,
S22, 2025-01-26 00:02:00.000,   39595109.547,  208073507.896,         34.200,,,,,,,,,
S22, 2025-01-26 00:02:30.000,   39595510.250,  208075592.980,         33.700,,,,,,,,,
S22, 2025-01-26 00:03:00.000,   39595907.234,  208077693.145,         33.200,,,,,,,,,
S22, 2025-01-26 00:03:30.000,   39596303.625,  208079773.191,         34.100,,,,,,,,,
S22, 2025-01-26 00:04:00.000,   39596699.797,  208081866.907,         33.100,,,,,,,,,
S22, 2025-01-26 00:04:30.000,   39597096.500,  208083941.229,         33.700,,,,,,,,,
S22, 2025-01-26 00:05:00.000,   39597492.656,  208086030.059,         34.300,,,,,,,,,
S22, 2025-01-26 00:05:30.000,   39597887.156,  208088099.563,         33.200,,,,,,,,,
S22, 2025-01-26 00:06:00.000,   39598278.000,  208090179.449,         34.300,,,,,,,,,
S22, 2025-01-26 00:06:30.000,   39598672.484,  208092242.061,         33.400,,,,,,,,,
S22, 2025-01-26 00:07:00.000,   39599063.781,  208094304.888,         33.900,,,,,,,,,
S22, 2025-01-26 00:07:30.000,   39599457.609,  208096362.721,         33.500,,,,,,,,,
S22, 2025-01-26 00:08:00.000,   39599847.016,  208098414.625,         33.400,,,,,,,,,
S22, 2025-01-26 00:08:30.000,   39600240.375,  208100468.843,         32.900,,,,,,,,,
S22, 2025-01-26 00:09:00.000,   39600623.234,  208102508.683,         33.300,,,,,,,,,
S22, 2025-01-26 00:09:30.000,   39601014.953,  208104562.582,         32.300,,,,,,,,,
S22, 2025-01-26 00:10:00.000,   39601402.031,  208106593.627,         32.000,,,,,,,,,
S22, 2025-01-26 00:11:00.000,   39602174.188,  208110658.249,         32.400,,,,,,,,,
S22, 2025-01-26 00:11:30.000,   39602562.516,  208112696.852,         32.800,,,,,,,,,
