> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X,Unnamed: 14,Unnamed: 15,Unnamed: 16
S22, 2025-01-01 00:00:00.000,40368991.8,212140590.2,32.8,,,,,,,,,,,,
S22, 2025-01-01 00:00:30.000,40369487.13,212143200.7,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:01:00.000,40369985.69,212145807.6,32.6,,,,,,,,,,,,
S22, 2025-01-01 00:01:30.000,40370480.92,212148416.1,32.3,,,,,,,,,,,,
S22, 2025-01-01 00:02:00.000,40370974.28,212151018.7,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:02:30.000,40371472.58,212153623.6,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:03:00.000,40371969.02,212156226.1,32.9,,,,,,,,,,,,
S22, 2025-01-01 00:03:30.000,40372464.47,212158835.7,32,,,,,,,,,,,,
S22, 2025-01-01 00:04:00.000,40372955.92,212161437.1,32,,,,,,,,,,,,
S22, 2025-01-01 00:05:00.000,40373942.33,212166632.7,32.6,,,,,,,,,,,,
S22, 2025-01-01 00:05:30.000,40374439.41,212169227,31.3,,,,,,,,,,,,
S22, 2025-01-01 00:06:00.000,40374932.64,212171819.2,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:06:30.000,40375424.81,212174408.8,32.6,,,,,,,,,,,,
S22, 2025-01-01 00:07:00.000,40375919.2,212176996.8,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:07:30.000,40376413.23,212179591.1,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:08:00.000,40376905.25,212182180.5,31.3,,,,,,,,,,,,
S22, 2025-01-01 00:08:30.000,40377399.48,212184764.9,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:09:00.000,40377891.03,212187351.8,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:09:30.000,40378383.92,212189941.6,31.9,,,,,,,,,,,,
S22, 2025-01-01 00:10:00.000,40378871.72,212192528.4,32.8,,,,,,,,,,,,
S22, 2025-01-01 00:10:30.000,40379366.31,212195115.8,31.8,,,,,,,,,,,,
S22, 2025-01-01 00:11:00.000,40379858.03,212197698.6,33.2,,,,,,,,,,,,
S22, 2025-01-01 00:11:30.000,40380346.77,212200283.1,32.6,,,,,,,,,,,,
S22, 2025-01-01 00:12:00.000,40380836.91,212202857.9,32.6,,,,,,,,,,,,
S22, 2025-01-01 00:12:30.000,40381323.63,212205438.2,32,,,,,,,,,,,,
S22, 2025-01-01 00:13:00.000,40381811.06,212208013.7,31.9,,,,,,,,,,,,
S22, 2025-01-01 00:13:30.000,40382303.59,212210587.4,31.9,,,,,,,,,,,,
S22, 2025-01-01 00:14:00.000,40382788.38,212213161.1,32,,,,,,,,,,,,
S22, 2025-01-01 00:14:30.000,40383279.41,212215722.6,31.6,,,,,,,,,,,,
S22, 2025-01-01 00:15:00.000,40383767.61,212218287,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:15:30.000,40384255.39,212220848.8,32.6,,,,,,,,,,,,
S22, 2025-01-01 00:16:00.000,40384744.7,212223413.4,32,,,,,,,,,,,,
S22, 2025-01-01 00:17:30.000,40386207.23,212230957,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:18:00.000,40386700.09,212233508.3,32,,,,,,,,,,,,
S22, 2025-01-01 00:18:30.000,40387182.06,212236067.7,32,,,,,,,,,,,,
S22, 2025-01-01 00:19:30.000,40388158.03,212241177.1,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:20:00.000,40388641.73,212243724.8,32.3,,,,,,,,,,,,
S22, 2025-01-01 00:20:30.000,40389128.38,212246272.6,32.3,,,,,,,,,,,,
S22, 2025-01-01 00:21:00.000,40389610.59,212248816.3,31.9,,,,,,,,,,,,
S22, 2025-01-01 00:21:30.000,40390096.33,212251370,31.8,,,,,,,,,,,,
S22, 2025-01-01 00:22:30.000,40391061.91,212256460.1,32.3,,,,,,,,,,,,
S22, 2025-01-01 00:23:00.000,40391544.72,212258997.5,32.3,,,,,,,,,,,,
S22, 2025-01-01 00:23:30.000,40392033.17,212261540.3,32,,,,,,,,,,,,
S22, 2025-01-01 00:24:00.000,40392509.83,212264076.3,32.5,,,,,,,,,,,,
S22, 2025-01-01 00:24:30.000,40392989.77,212266610.9,31.8,,,,,,,,,,,,
S22, 2025-01-01 00:25:00.000,40393473.61,212269142.8,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:25:30.000,40393953.61,212271673.5,32.5,,,,,,,,,,,,
S22, 2025-01-01 00:26:00.000,40394436.95,212274198.6,31.9,,,,,,,,,,,,
S22, 2025-01-01 00:26:30.000,40394919.86,212276722.5,32.5,,,,,,,,,,,,
S22, 2025-01-01 00:27:00.000,40395400.31,212279243.1,33.5,,,,,,,,,,,,
S22, 2025-01-01 00:27:30.000,40395878.83,212281764.6,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:28:00.000,40396359.22,212284281.5,31.9,,,,,,,,,,,,
S22, 2025-01-01 00:28:30.000,40396836.7,212286805.9,31.6,,,,,,,,,,,,
S22, 2025-01-01 00:29:00.000,40397313.11,212289320.8,32,,,,,,,,,,,,
S22, 2025-01-01 00:29:30.000,40397795.25,212291836,31.9,,,,,,,,,,,,
S22, 2025-01-01 00:30:00.000,40398275.19,212294353.9,32.8,,,,,,,,,,,,
S22, 2025-01-01 00:30:30.000,40398749.83,212296859.3,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:31:00.000,40399233.09,212299367.1,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:31:30.000,40399707.61,212301876,32.8,,,,,,,,,,,,
S22, 2025-01-01 00:32:00.000,40400182.2,212304376.4,32.5,,,,,,,,,,,,
S22, 2025-01-01 00:32:30.000,40400660.17,212306874.9,33,,,,,,,,,,,,
S22, 2025-01-01 00:33:00.000,40401138.41,212309370.9,32.8,,,,,,,,,,,,
S22, 2025-01-01 00:33:30.000,40401607.81,212311867.2,32.3,,,,,,,,,,,,
S22, 2025-01-01 00:34:00.000,40402087.17,212314356.8,33,,,,,,,,,,,,
S22, 2025-01-01 00:34:30.000,40402562.56,212316848.1,32.3,,,,,,,,,,,,
S22, 2025-01-01 00:35:00.000,40403033.72,212319327.8,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:35:30.000,40403513.86,212321812.1,32.3,,,,,,,,,,,,
S22, 2025-01-01 00:36:00.000,40403985.23,212324288.5,32.2,,,,,,,,,,,,
S22, 2025-01-01 00:36:30.000,40404458.8,212326773.8,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:37:00.000,40404929.75,212329260.6,33.2,,,,,,,,,,,,
S22, 2025-01-01 00:37:30.000,40405402.39,212331746.5,32.6,,,,,,,,,,,,
S22, 2025-01-01 00:38:00.000,40405873.47,212334224.3,33,,,,,,,,,,,,
S22, 2025-01-01 00:38:30.000,40406347.22,212336709.9,33,,,,,,,,,,,,
S22, 2025-01-01 00:39:00.000,40406816.3,212339185.5,32.6,,,,,,,,,,,,
S22, 2025-01-01 00:39:30.000,40407289.06,212341660.1,33.1,,,,,,,,,,,,
S22, 2025-01-01 00:40:00.000,40407759.84,212344129.8,33.6,,,,,,,,,,,,
S22, 2025-01-01 00:40:30.000,40408225.56,212346602.2,33.4,,,,,,,,,,,,
S22, 2025-01-01 00:41:00.000,40408695.63,212349065.9,33.7,,,,,,,,,,,,
S22, 2025-01-01 00:41:30.000,40409167.44,212351531.7,33.8,,,,,,,,,,,,
S22, 2025-01-01 00:42:00.000,40409633.75,212353989,33.8,,,,,,,,,,,,
S22, 2025-01-01 00:42:30.000,40410103.34,212356449.5,33.5,,,,,,,,,,,,
S22, 2025-01-01 00:43:00.000,40410567.42,212358907.5,33.2,,,,,,,,,,,,
S22, 2025-01-01 00:43:30.000,40411042.13,212361359.5,33.3,,,,,,,,,,,,
S22, 2025-01-01 00:44:00.000,40411507.81,212363812.7,33.6,,,,,,,,,,,,
S22, 2025-01-01 00:44:30.000,40411970.16,212366260,33.4,,,,,,,,,,,,
S22, 2025-01-01 00:45:00.000,40412438.73,212368701.9,33.7,,,,,,,,,,,,
S22, 2025-01-01 00:45:30.000,40412904.75,212371149.9,33.4,,,,,,,,,,,,
S22, 2025-01-01 00:46:00.000,40413368.94,212373593,33.4,,,,,,,,,,,,
S22, 2025-01-01 00:46:30.000,40413833.5,212376031.2,33.3,,,,,,,,,,,,
S22, 2025-01-01 00:47:00.000,40414294.7,212378464.6,34.3,,,,,,,,,,,,
S22, 2025-01-01 00:47:30.000,40414762.78,212380904.6,34.1,,,,,,,,,,,,
S22, 2025-01-01 00:48:00.000,40415224.05,212383340.8,34.7,,,,,,,,,,,,
S22, 2025-01-01 00:48:30.000,40415688.39,212385769.3,33.2,,,,,,,,,,,,
S22, 2025-01-01 00:49:00.000,40416150.22,212388195.5,33.7,,,,,,,,,,,,
S22, 2025-01-01 00:49:30.000,40416609.09,212390621.5,33.4,,,,,,,,,,,,
S22, 2025-01-01 00:50:00.000,40417076.95,212393045.2,34.9,,,,,,,,,,,,
S22, 2025-01-01 00:50:30.000,40417537.13,212395466.7,33.4,,,,,,,,,,,,
S22, 2025-01-01 00:51:00.000,40417997.63,212397882.4,34.3,,,,,,,,,,,,
S22, 2025-01-01 00:51:30.000,40418459.48,212400294.1,34.6,,,,,,,,,,,,
S22, 2025-01-01 00:52:00.000,40418917.81,212402704.9,33,,,,,,,,,,,,
S22, 2025-01-01 00:52:30.000,40419374.45,212405111.3,32.5,,,,,,,,,,,,
S22, 2025-01-01 00:53:00.000,40419832.08,212407525.5,33.7,,,,,,,,,,,,
S22, 2025-01-01 00:53:30.000,40420293.39,212409924.9,33.2,,,,,,,,,,,,
S22, 2025-01-01 00:54:00.000,40420750.02,212412328.7,33.1,,,,,,,,,,,,
S22, 2025-01-01 00:54:30.000,40421211.3,212414730.2,34.2,,,,,,,,,,,,
S22, 2025-01-01 00:55:00.000,40421662.73,212417133,33.1,,,,,,,,,,,,
S22, 2025-01-01 00:55:30.000,40422120.7,212419535.3,33.6,,,,,,,,,,,,
S22, 2025-01-01 00:56:00.000,40422578.03,212421931.7,33.4,,,,,,,,,,,,
S22, 2025-01-01 00:56:30.000,40423032.19,212424329.5,32.5,,,,,,,,,,,,
S22, 2025-01-01 00:57:00.000,40423485.02,212426719.1,33.3,,,,,,,,,,,,
S22, 2025-01-01 00:57:30.000,40423939.09,212429107.4,32.8,,,,,,,,,,,,
S22, 2025-01-01 00:58:00.000,40424391.41,212431492.4,32.4,,,,,,,,,,,,
S22, 2025-01-01 00:58:30.000,40424848.94,212433868.3,33.2,,,,,,,,,,,,
S22, 2025-01-01 00:59:00.000,40425302.58,212436243,32.9,,,,,,,,,,,,
S22, 2025-01-01 00:59:30.000,40425747.41,212438622.8,33.1,,,,,,,,,,,,
S22, 2025-01-01 01:00:00.000,40426207.42,212440999.5,32.6,,,,,,,,,,,,
S22, 2025-01-01 01:00:30.000,40426654.08,212443369.6,34.1,,,,,,,,,,,,
S22, 2025-01-01 01:01:00.000,40427104.78,212445740.9,33.9,,,,,,,,,,,,
S22, 2025-01-01 01:01:30.000,40427556.34,212448105.2,33.4,,,,,,,,,,,,
S22, 2025-01-01 01:02:00.000,40428006.66,212450464.6,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:02:30.000,40428451.52,212452834.1,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:03:00.000,40428904.08,212455189.1,33.5,,,,,,,,,,,,
S22, 2025-01-01 01:03:30.000,40429352.42,212457543.5,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:04:00.000,40429801.05,212459888.4,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:04:30.000,40430246.7,212462231.5,33.6,,,,,,,,,,,,
S22, 2025-01-01 01:05:00.000,40430695.03,212464571.6,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:05:30.000,40431142.14,212466913.7,32.5,,,,,,,,,,,,
S22, 2025-01-01 01:06:00.000,40431585.8,212469252,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:06:30.000,40432034.2,212471587.3,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:07:00.000,40432479,212473918.5,32.5,,,,,,,,,,,,
S22, 2025-01-01 01:07:30.000,40432923.47,212476242.8,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:08:00.000,40433361.72,212478566.3,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:08:30.000,40433807.55,212480884.6,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:09:00.000,40434252.75,212483199.3,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:09:30.000,40434693.55,212485518.6,32.6,,,,,,,,,,,,
S22, 2025-01-01 01:10:00.000,40435133.58,212487833.3,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:10:30.000,40435575.36,212490152,32.5,,,,,,,,,,,,
S22, 2025-01-01 01:11:00.000,40436014.56,212492453.5,32.2,,,,,,,,,,,,
S22, 2025-01-01 01:11:30.000,40436452.97,212494769.7,32.3,,,,,,,,,,,,
S22, 2025-01-01 01:12:00.000,40436890.28,212497072.7,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:12:30.000,40437331.47,212499379.2,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:13:00.000,40437765.7,212501685.6,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:13:30.000,40438202.05,212503982.7,32.6,,,,,,,,,,,,
S22, 2025-01-01 01:14:00.000,40438640.91,212506272.3,33.5,,,,,,,,,,,,
S22, 2025-01-01 01:14:30.000,40439077.25,212508557.7,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:15:00.000,40439516.61,212510844.4,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:15:30.000,40439949.25,212513125.1,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:16:00.000,40440382.92,212515403.8,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:16:30.000,40440816.14,212517684.5,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:17:00.000,40441251,212519957.1,34.6,,,,,,,,,,,,
S22, 2025-01-01 01:17:30.000,40441679.13,212522223.7,33.4,,,,,,,,,,,,
S22, 2025-01-01 01:18:00.000,40442114.27,212524491,32.5,,,,,,,,,,,,
S22, 2025-01-01 01:18:30.000,40442543.06,212526754.7,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:19:00.000,40442973.17,212529012.8,32.5,,,,,,,,,,,,
S22, 2025-01-01 01:19:30.000,40443402.52,212531275.8,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:20:00.000,40443836.67,212533530,32.5,,,,,,,,,,,,
S22, 2025-01-01 01:20:30.000,40444267.64,212535785.1,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:21:00.000,40444696.23,212538037.1,32.6,,,,,,,,,,,,
S22, 2025-01-01 01:21:30.000,40445125.2,212540281.2,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:22:00.000,40445551.64,212542526.8,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:22:30.000,40445978.69,212544764.8,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:23:00.000,40446404.67,212547004.1,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:23:30.000,40446832.67,212549240.6,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:24:00.000,40447260.16,212551472.5,33.4,,,,,,,,,,,,
S22, 2025-01-01 01:24:30.000,40447681.73,212553696.1,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:25:00.000,40448104.47,212555915,33.1,,,,,,,,,,,,
S22, 2025-01-01 01:25:30.000,40448526.94,212558134.6,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:26:00.000,40448945.89,212560355.5,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:27:00.000,40449792.61,212565093.9,33.4,,,,,,,,,,,,
S22, 2025-01-01 01:27:30.000,40450212.94,212567304.9,34.2,,,,,,,,,,,,
S22, 2025-01-01 01:28:00.000,40450629.3,212569507.5,32,,,,,,,,,,,,
S22, 2025-01-01 01:28:30.000,40451054.06,212571708.3,32.3,,,,,,,,,,,,
S22, 2025-01-01 01:29:00.000,40451474.06,212573904.7,32.6,,,,,,,,,,,,
S22, 2025-01-01 01:29:30.000,40451891.64,212576099.8,32.5,,,,,,,,,,,,
S22, 2025-01-01 01:30:00.000,40452305.78,212578298.8,33,,,,,,,,,,,,
S22, 2025-01-01 01:30:30.000,40452727.91,212580488.1,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:31:00.000,40453143.39,212582672.4,34.9,,,,,,,,,,,,
S22, 2025-01-01 01:31:30.000,40453559.47,212584851.9,34.6,,,,,,,,,,,,
S22, 2025-01-01 01:32:00.000,40453969.91,212587034.4,33.4,,,,,,,,,,,,
S22, 2025-01-01 01:32:30.000,40454387.17,212589212.4,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:33:00.000,40454800.17,212591392.4,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:33:30.000,40455210.44,212593563.7,33.9,,,,,,,,,,,,
S22, 2025-01-01 01:34:00.000,40455622.83,212595730.7,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:34:30.000,40456035.94,212597900.6,32.5,,,,,,,,,,,,
S22, 2025-01-01 01:35:00.000,40456445.84,212600059.2,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:35:30.000,40456857.42,212602215.8,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:36:00.000,40457266.88,212604370,33.1,,,,,,,,,,,,
S22, 2025-01-01 01:36:30.000,40457678.5,212606523.6,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:37:00.000,40458089.09,212608661.2,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:37:30.000,40458494.47,212610802,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:38:00.000,40458901.11,212612937.4,33.4,,,,,,,,,,,,
S22, 2025-01-01 01:38:30.000,40459305.23,212615072.5,33.5,,,,,,,,,,,,
S22, 2025-01-01 01:39:00.000,40459716.44,212617201,34,,,,,,,,,,,,
S22, 2025-01-01 01:39:30.000,40460122.3,212619329.8,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:40:00.000,40460525.31,212621451.5,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:40:30.000,40460932.81,212623568.9,34,,,,,,,,,,,,
S22, 2025-01-01 01:41:00.000,40461334.33,212625680.4,33.9,,,,,,,,,,,,
S22, 2025-01-01 01:41:30.000,40461738.97,212627788.1,33.7,,,,,,,,,,,,
S22, 2025-01-01 01:42:00.000,40462142.3,212629889.8,33.7,,,,,,,,,,,,
S22, 2025-01-01 01:42:30.000,40462538.17,212631988.2,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:43:00.000,40462940.64,212634083.4,32.2,,,,,,,,,,,,
S22, 2025-01-01 01:43:30.000,40463339,212636184.2,32.9,,,,,,,,,,,,
S22, 2025-01-01 01:44:00.000,40463740.44,212638281,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:44:30.000,40464137.28,212640373.8,33.7,,,,,,,,,,,,
S22, 2025-01-01 01:45:00.000,40464539.06,212642456.2,33.4,,,,,,,,,,,,
S22, 2025-01-01 01:45:30.000,40464933.23,212644541.2,33.3,,,,,,,,,,,,
S22, 2025-01-01 01:46:00.000,40465330.36,212646618.7,32.6,,,,,,,,,,,,
S22, 2025-01-01 01:46:30.000,40465724.52,212648694.1,33.1,,,,,,,,,,,,
S22, 2025-01-01 01:47:00.000,40466115.16,212650761.6,33.7,,,,,,,,,,,,
S22, 2025-01-01 01:47:30.000,40466514.2,212652832.8,33.6,,,,,,,,,,,,
S22, 2025-01-01 01:48:00.000,40466906.19,212654894.2,33.1,,,,,,,,,,,,
S22, 2025-01-01 01:48:30.000,40467297.41,212656956.7,31.9,,,,,,,,,,,,
S22, 2025-01-01 01:49:00.000,40467692.39,212659012.9,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:49:30.000,40468077.75,212661067.2,33,,,,,,,,,,,,
S22, 2025-01-01 01:50:00.000,40468470.23,212663118.5,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:50:30.000,40468862,212665164.3,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:51:30.000,40469638.58,212669243.7,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:52:00.000,40470025.22,212671278.5,34,,,,,,,,,,,,
S22, 2025-01-01 01:52:30.000,40470412.38,212673307.7,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:53:00.000,40470797.28,212675334.6,34.1,,,,,,,,,,,,
S22, 2025-01-01 01:53:30.000,40471183,212677353.1,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:54:00.000,40471568.22,212679369.2,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:54:30.000,40471950.55,212681378.8,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:55:00.000,40472335.33,212683394,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:55:30.000,40472717.67,212685396.1,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:56:00.000,40473096.58,212687396.9,33.2,,,,,,,,,,,,
S22, 2025-01-01 01:56:30.000,40473477.64,212689394.8,33,,,,,,,,,,,,
S22, 2025-01-01 01:57:00.000,40473856.53,212691390.8,33.5,,,,,,,,,,,,
S22, 2025-01-01 01:57:30.000,40474240.28,212693381,33.1,,,,,,,,,,,,
S22, 2025-01-01 01:58:00.000,40474615.31,212695370.6,32.4,,,,,,,,,,,,
S22, 2025-01-01 01:58:30.000,40474990.61,212697355.2,33.1,,,,,,,,,,,,
S22, 2025-01-01 01:59:00.000,40475369.8,212699335,32.8,,,,,,,,,,,,
S22, 2025-01-01 01:59:30.000,40475746.8,212701307,32.6,,,,,,,,,,,,
S22, 2025-01-01 02:00:00.000,40476123.2,212703284.8,32.2,,,,,,,,,,,,
S22, 2025-01-01 02:00:30.000,40476497.34,212705252.7,32.5,,,,,,,,,,,,
S22, 2025-01-01 02:01:00.000,40476870.89,212707216.8,32.2,,,,,,,,,,,,
S22, 2025-01-01 02:01:30.000,40477244.13,212709175.3,33.5,,,,,,,,,,,,
S22, 2025-01-01 02:02:00.000,40477618.52,212711124.9,32.3,,,,,,,,,,,,
S22, 2025-01-01 02:02:30.000,40477991.16,212713070.7,32.6,,,,,,,,,,,,
S22, 2025-01-01 02:03:00.000,40478356.5,212715017.8,32.2,,,,,,,,,,,,
S22, 2025-01-01 02:03:30.000,40478730.22,212716962.8,32.8,,,,,,,,,,,,
S22, 2025-01-01 02:04:00.000,40479105.8,212718899.3,32,,,,,,,,,,,,
S22, 2025-01-01 02:04:30.000,40479470.33,212720833.7,32.9,,,,,,,,,,,,
S22, 2025-01-01 02:05:00.000,40479840.77,212722758.5,33.1,,,,,,,,,,,,
S22, 2025-01-01 02:05:30.000,40480211.47,212724680,33,,,,,,,,,,,,
S22, 2025-01-01 02:06:00.000,40480575.11,212726603.6,32.9,,,,,,,,,,,,
S22, 2025-01-01 02:07:00.000,40481308.34,212730702.4,33.4,,,,,,,,,,,,
S22, 2025-01-01 02:07:30.000,40481667.7,212732609.8,32.9,,,,,,,,,,,,
S22, 2025-01-01 02:08:00.000,40482032.66,212734513.2,33.5,,,,,,,,,,,,
S22, 2025-01-01 02:08:30.000,40482393.23,212736413.7,33.6,,,,,,,,,,,,
S22, 2025-01-01 02:09:00.000,40482757.03,212738310.9,33.8,,,,,,,,,,,,
S22, 2025-01-01 02:09:30.000,40483118.98,212740208,34.3,,,,,,,,,,,,
S22, 2025-01-01 02:10:00.000,40483477.45,212742103.4,34,,,,,,,,,,,,
S22, 2025-01-01 02:10:30.000,40483836.06,212743990.1,33.2,,,,,,,,,,,,
S22, 2025-01-01 02:11:00.000,40484194.28,212745862.3,33,,,,,,,,,,,,
S22, 2025-01-01 02:11:30.000,40484547.33,212747736.9,33.3,,,,,,,,,,,,
S22, 2025-01-01 02:12:00.000,40484906.28,212749604.6,32.6,,,,,,,,,,,,
S22, 2025-01-01 02:12:30.000,40485261.64,212751471.3,34.6,,,,,,,,,,,,
S22, 2025-01-01 02:13:00.000,40485620.2,212753337,33.7,,,,,,,,,,,,
S22, 2025-01-01 02:13:30.000,40485973.77,212755199.3,32.9,,,,,,,,,,,,
S22, 2025-01-01 02:14:00.000,40486322.94,212757051.2,32.5,,,,,,,,,,,,
S22, 2025-01-01 02:14:30.000,40486678.34,212758903.7,33.6,,,,,,,,,,,,
S22, 2025-01-01 02:15:00.000,40487029.3,212760747.6,33.4,,,,,,,,,,,,
S22, 2025-01-01 02:15:30.000,40487380.44,212762589,33.6,,,,,,,,,,,,
S22, 2025-01-01 02:16:00.000,40487733.11,212764429.2,34.8,,,,,,,,,,,,
S22, 2025-01-01 02:16:30.000,40488079.38,212766264.6,33.3,,,,,,,,,,,,
S22, 2025-01-01 02:17:00.000,40488428.25,212768089.9,33.5,,,,,,,,,,,,
S22, 2025-01-01 02:17:30.000,40488779.83,212769918.7,33.9,,,,,,,,,,,,
S22, 2025-01-01 02:18:00.000,40489125.09,212771744,34.5,,,,,,,,,,,,
S22, 2025-01-01 02:18:30.000,40489467.75,212773560.8,34.2,,,,,,,,,,,,
S22, 2025-01-01 02:19:00.000,40489819.69,212775378.5,33.4,,,,,,,,,,,,
S22, 2025-01-01 02:19:30.000,40490160.58,212777181.2,33,,,,,,,,,,,,
S22, 2025-01-01 02:20:00.000,40490504.72,212778980,34.6,,,,,,,,,,,,
S22, 2025-01-01 02:20:30.000,40490850.39,212780774.7,34.6,,,,,,,,,,,,
S22, 2025-01-01 02:21:00.000,40491189.39,212782565,34.3,,,,,,,,,,,,
S22, 2025-01-01 02:21:30.000,40491533.16,212784355,34.3,,,,,,,,,,,,
S22, 2025-01-01 02:22:00.000,40491870.81,212786137.5,33.8,,,,,,,,,,,,
S22, 2025-01-01 02:22:30.000,40492210.73,212787912.9,33.6,,,,,,,,,,,,
S22, 2025-01-01 02:23:00.000,40492547.92,212789686.7,35.2,,,,,,,,,,,,
S22, 2025-01-01 02:23:30.000,40492888.66,212791455.6,34.3,,,,,,,,,,,,
S22, 2025-01-01 02:24:00.000,40493228.14,212793217.7,33.2,,,,,,,,,,,,
S22, 2025-01-01 02:24:30.000,40493561.42,212794979.3,32.9,,,,,,,,,,,,
S22, 2025-01-01 02:25:00.000,40493893.14,212796737.9,33.3,,,,,,,,,,,,
S22, 2025-01-01 02:25:30.000,40494229.02,212798490.1,34.1,,,,,,,,,,,,
S22, 2025-01-01 02:26:00.000,40494563.52,212800234.3,33.2,,,,,,,,,,,,
S22, 2025-01-01 02:26:30.000,40494890.89,212801982.4,33.9,,,,,,,,,,,,
S22, 2025-01-01 02:27:00.000,40495225.59,212803725.6,34,,,,,,,,,,,,
S22, 2025-01-01 02:27:30.000,40495557.45,212805460.8,33,,,,,,,,,,,,
S22, 2025-01-01 02:28:00.000,40495888.3,212807191,33.7,,,,,,,,,,,,
S22, 2025-01-01 02:28:30.000,40496219.56,212808916.7,34.1,,,,,,,,,,,,
S22, 2025-01-01 02:29:00.000,40496548.11,212810635.4,33.9,,,,,,,,,,,,
S22, 2025-01-01 02:29:30.000,40496872.83,212812355,33.3,,,,,,,,,,,,
S22, 2025-01-01 02:30:00.000,40497198.97,212814063.1,34.2,,,,,,,,,,,,
S22, 2025-01-01 02:30:30.000,40497522.47,212815771.4,34,,,,,,,,,,,,
S22, 2025-01-01 02:31:00.000,40497849.31,212817471.9,33.4,,,,,,,,,,,,
S22, 2025-01-01 02:31:30.000,40498174.45,212819167.1,33.7,,,,,,,,,,,,
S22, 2025-01-01 02:32:00.000,40498494.3,212820858.4,33.7,,,,,,,,,,,,
S22, 2025-01-01 02:32:30.000,40498815.75,212822549.5,33.7,,,,,,,,,,,,
S22, 2025-01-01 02:33:00.000,40499140.06,212824232.8,33.3,,,,,,,,,,,,
