> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-14 00:00:00.000,   40417459.406,  212395212.283,         34.300,,,,,,,,,
S22, 2025-01-14 00:00:30.000,   40417914.344,  212397621.671,         33.600,,,,,,,,,
S22, 2025-01-14 00:01:00.000,   40418371.156,  212400027.009,         34.300,,,,,,,,,
S22, 2025-01-14 00:01:30.000,   40418827.078,  212402427.101,         33.600,,,,,,,,,
S22, 2025-01-14 00:02:00.000,   40419283.438,  212404826.612,         33.200,,,,,,,,,
S22, 2025-01-14 00:02:30.000,   40419733.234,  212407221.392,         33.400,,,,,,,,,
S22, 2025-01-14 00:03:00.000,   40420191.391,  212409612.129,         33.700,,,,,,,,,
S22, 2025-01-14 00:03:30.000,   40420647.875,  212412007.421,         33.100,,,,,,,,,
S22, 2025-01-14 00:04:00.000,   40421104.125,  212414394.728,         32.800,,,,,,,,,
S22, 2025-01-14 00:04:30.000,   40421553.188,  212416781.370,         33.700,,,,,,,,,
S22, 2025-01-14 00:05:00.000,   40422006.781,  212419161.149,         33.700,,,,,,,,,
S22, 2025-01-14 00:05:30.000,   40422458.188,  212421540.318,         32.900,,,,,,,,,
S22, 2025-01-14 00:06:00.000,   40422910.328,  212423913.756,         33.000,,,,,,,,,
S22, 2025-01-14 00:06:30.000,   40423365.125,  212426289.714,         32.600,,,,,,,,,
S22, 2025-01-14 00:07:00.000,   40423813.875,  212428660.728,         33.200,,,,,,,,,
S22, 2025-01-14 00:07:30.000,   40424264.438,  212431023.828,         33.500,,,,,,,,,
S22, 2025-01-14 00:08:00.000,   40424712.328,  212433384.145,         33.500,,,,,,,,,
S22, 2025-01-14 00:08:30.000,   40425167.672,  212435749.111,         32.600,,,,,,,,,
S22, 2025-01-14 00:09:00.000,   40425613.891,  212438106.438,         33.200,,,,,,,,,
S22, 2025-01-14 00:09:30.000,   40426062.875,  212440464.762,         33.400,,,,,,,,,
S22, 2025-01-14 00:10:00.000,   40426510.953,  212442824.958,         33.000,,,,,,,,,
S22, 2025-01-14 00:10:30.000,   40426956.000,  212445179.786,         33.400,,,,,,,,,
S22, 2025-01-14 00:11:00.000,   40427405.281,  212447532.362,         32.800,,,,,,,,,
S22, 2025-01-14 00:11:30.000,   40427850.688,  212449876.858,         33.700,,,,,,,,,
S22, 2025-01-14 00:12:00.000,   40428295.969,  212452221.448,         33.700,,,,,,,,,
S22, 2025-01-14 00:12:30.000,   40428742.031,  212454561.758,         33.200,,,,,,,,,
S22, 2025-01-14 00:13:00.000,   40429188.266,  212456900.151,         33.400,,,,,,,,,
S22, 2025-01-14 00:13:30.000,   40429632.688,  212459238.178,         33.500,,,,,,,,,
S22, 2025-01-14 00:14:00.000,   40430075.906,  212461565.916,         33.000,,,,,,,,,
S22, 2025-01-14 00:14:30.000,   40430521.313,  212463898.637,         32.900,,,,,,,,,
S22, 2025-01-14 00:15:00.000,   40430962.016,  212466219.026,         33.900,,,,,,,,,
S22, 2025-01-14 00:15:30.000,   40431409.031,  212468538.837,         33.000,,,,,,,,,
S22, 2025-01-14 00:16:00.000,   40431845.297,  212470861.903,         32.300,,,,,,,,,
S22, 2025-01-14 00:16:30.000,   40432292.859,  212473177.209,         32.600,,,,,,,,,
S22, 2025-01-14 00:17:30.000,   40433167.281,  212477772.716,         32.800,,,,,,,,,
S22, 2025-01-14 00:18:00.000,   40433607.297,  212480081.053,         32.600,,,,,,,,,
S22, 2025-01-14 00:18:30.000,   40434050.047,  212482392.171,         32.500,,,,,,,,,
S22, 2025-01-14 00:19:00.000,   40434486.625,  212484696.237,         32.000,,,,,,,,,
S22, 2025-01-14 00:19:30.000,   40434922.234,  212486988.840,         29.900,,,,,,,,,
S22, 2025-01-14 00:20:00.000,   40435365.422,  212489286.897,         32.300,,,,,,,,,
S22, 2025-01-14 00:20:30.000,   40435800.219,  212491587.602,         33.000,,,,,,,,,
S22, 2025-01-14 00:21:00.000,   40436236.141,  212493885.362,         32.600,,,,,,,,,
S22, 2025-01-14 00:21:30.000,   40436670.750,  212496178.213,         33.300,,,,,,,,,
S22, 2025-01-14 00:22:00.000,   40437108.094,  212498462.414,         33.700,,,,,,,,,
S22, 2025-01-14 00:22:30.000,   40437538.500,  212500748.525,         32.500,,,,,,,,,
S22, 2025-01-14 00:23:00.000,   40437974.422,  212503028.373,         33.500,,,,,,,,,
S22, 2025-01-14 00:23:30.000,   40438409.750,  212505304.421,         33.200,,,,,,,,,
S22, 2025-01-14 00:24:00.000,   40438839.234,  212507584.396,         33.200,,,,,,,,,
S22, 2025-01-14 00:24:30.000,   40439275.188,  212509856.927,         33.900,,,,,,,,,
S22, 2025-01-14 00:25:00.000,   40439704.203,  212512127.892,         34.200,,,,,,,,,
S22, 2025-01-14 00:25:30.000,   40440137.719,  212514392.222,         33.800,,,,,,,,,
S22, 2025-01-14 00:26:00.000,   40440567.750,  212516648.249,         32.600,,,,,,,,,
S22, 2025-01-14 00:26:30.000,   40440996.734,  212518908.676,         32.900,,,,,,,,,
S22, 2025-01-14 00:27:00.000,   40441425.453,  212521157.742,         33.700,,,,,,,,,
S22, 2025-01-14 00:27:30.000,   40441856.578,  212523405.104,         33.100,,,,,,,,,
S22, 2025-01-14 00:28:00.000,   40442285.484,  212525654.409,         33.600,,,,,,,,,
S22, 2025-01-14 00:28:30.000,   40442713.016,  212527896.152,         32.500,,,,,,,,,
S22, 2025-01-14 00:29:00.000,   40443142.125,  212530145.334,         33.400,,,,,,,,,
S22, 2025-01-14 00:29:30.000,   40443569.094,  212532381.814,         33.100,,,,,,,,,
S22, 2025-01-14 00:30:00.000,   40443993.781,  212534617.862,         33.000,,,,,,,,,
S22, 2025-01-14 00:30:30.000,   40444420.828,  212536851.937,         33.400,,,,,,,,,
S22, 2025-01-14 00:31:00.000,   40444840.625,  212539077.035,         33.000,,,,,,,,,
S22, 2025-01-14 00:31:30.000,   40445270.969,  212541303.853,         34.200,,,,,,,,,
S22, 2025-01-14 00:32:00.000,   40445694.484,  212543525.903,         33.000,,,,,,,,,
S22, 2025-01-14 00:32:30.000,   40446116.594,  212545745.349,         32.800,,,,,,,,,
S22, 2025-01-14 00:33:00.000,   40446538.188,  212547965.654,         33.200,,,,,,,,,
S22, 2025-01-14 00:33:30.000,   40446957.094,  212550178.444,         31.600,,,,,,,,,
S22, 2025-01-14 00:34:00.000,   40447382.469,  212552390.965,         33.300,,,,,,,,,
S22, 2025-01-14 00:34:30.000,   40447799.047,  212554600.530,         33.200,,,,,,,,,
S22, 2025-01-14 00:35:00.000,   40448222.172,  212556801.419,         33.200,,,,,,,,,
S22, 2025-01-14 00:35:30.000,   40448639.297,  212558996.609,         32.400,,,,,,,,,
S22, 2025-01-14 00:36:00.000,   40449059.688,  212561199.568,         33.000,,,,,,,,,
S22, 2025-01-14 00:36:30.000,   40449475.203,  212563394.032,         33.400,,,,,,,,,
S22, 2025-01-14 00:37:00.000,   40449888.969,  212565584.464,         33.500,,,,,,,,,
S22, 2025-01-14 00:37:30.000,   40450310.344,  212567773.780,         33.300,,,,,,,,,
S22, 2025-01-14 00:38:00.000,   40450726.578,  212569959.631,         33.500,,,,,,,,,
S22, 2025-01-14 00:38:30.000,   40451143.109,  212572149.228,         33.300,,,,,,,,,
S22, 2025-01-14 00:39:00.000,   40451555.594,  212574332.854,         33.200,,,,,,,,,
S22, 2025-01-14 00:39:30.000,   40451970.672,  212576500.158,         33.600,,,,,,,,,
S22, 2025-01-14 00:40:00.000,   40452386.734,  212578674.780,         34.000,,,,,,,,,
S22, 2025-01-14 00:40:30.000,   40452796.031,  212580843.513,         32.900,,,,,,,,,
S22, 2025-01-14 00:41:00.000,   40453212.359,  212583007.112,         33.400,,,,,,,,,
S22, 2025-01-14 00:42:00.000,   40454027.219,  212587336.357,         33.700,,,,,,,,,
S22, 2025-01-14 00:42:30.000,   40454441.016,  212589495.059,         33.000,,,,,,,,,
S22, 2025-01-14 00:43:00.000,   40454848.656,  212591648.123,         33.000,,,,,,,,,
S22, 2025-01-14 00:43:30.000,   40455260.063,  212593798.228,         33.100,,,,,,,,,
S22, 2025-01-14 00:44:00.000,   40455664.469,  212595944.449,         33.200,,,,,,,,,
S22, 2025-01-14 00:44:30.000,   40456073.203,  212598087.477,         33.200,,,,,,,,,
S22, 2025-01-14 00:45:00.000,   40456482.500,  212600230.874,         34.600,,,,,,,,,
S22, 2025-01-14 00:45:30.000,   40456888.953,  212602366.360,         33.700,,,,,,,,,
S22, 2025-01-14 00:46:00.000,   40457293.891,  212604495.531,         33.500,,,,,,,,,
S22, 2025-01-14 00:46:30.000,   40457703.703,  212606625.031,         33.800,,,,,,,,,
S22, 2025-01-14 00:47:00.000,   40458104.859,  212608748.966,         33.300,,,,,,,,,
S22, 2025-01-14 00:47:30.000,   40458509.516,  212610863.268,         33.600,,,,,,,,,
S22, 2025-01-14 00:48:00.000,   40458914.953,  212612973.434,         34.300,,,,,,,,,
S22, 2025-01-14 00:48:30.000,   40459315.313,  212615084.753,         33.000,,,,,,,,,
S22, 2025-01-14 00:49:00.000,   40459720.188,  212617192.514,         33.400,,,,,,,,,
S22, 2025-01-14 00:49:30.000,   40460118.391,  212619292.974,         33.700,,,,,,,,,
S22, 2025-01-14 00:50:00.000,   40460519.422,  212621389.408,         33.000,,,,,,,,,
S22, 2025-01-14 00:50:30.000,   40460920.156,  212623491.357,         33.900,,,,,,,,,
S22, 2025-01-14 00:51:00.000,   40461323.297,  212625579.071,         33.300,,,,,,,,,
S22, 2025-01-14 00:51:30.000,   40461718.359,  212627667.636,         33.300,,,,,,,,,
S22, 2025-01-14 00:52:00.000,   40462116.531,  212629748.202,         33.700,,,,,,,,,
S22, 2025-01-14 00:52:30.000,   40462514.594,  212631832.133,         33.400,,,,,,,,,
S22, 2025-01-14 00:53:00.000,   40462905.344,  212633907.569,         32.800,,,,,,,,,
S22, 2025-01-14 00:53:30.000,   40463305.188,  212635984.431,         33.300,,,,,,,,,
S22, 2025-01-14 00:54:00.000,   40463699.094,  212638056.491,         34.500,,,,,,,,,
S22, 2025-01-14 00:54:30.000,   40464090.734,  212640129.071,         33.300,,,,,,,,,
S22, 2025-01-14 00:55:00.000,   40464482.453,  212642195.936,         33.600,,,,,,,,,
S22, 2025-01-14 00:55:30.000,   40464875.328,  212644255.404,         33.000,,,,,,,,,
S22, 2025-01-14 00:56:00.000,   40465265.813,  212646315.605,         32.500,,,,,,,,,
