> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-05 00:00:00.000,   40384484.563,  212221980.573,         32.400,,,,,,,,,
S22, 2025-01-05 00:02:30.000,   40386939.469,  212234783.354,         31.900,,,,,,,,,
S22, 2025-01-05 00:03:00.000,   40387426.016,  212237369.014,         32.400,,,,,,,,,
S22, 2025-01-05 00:03:30.000,   40387920.297,  212239948.291,         32.400,,,,,,,,,
S22, 2025-01-05 00:04:00.000,   40388410.688,  212242526.057,         32.300,,,,,,,,,
S22, 2025-01-05 00:04:30.000,   40388897.266,  212245100.783,         32.300,,,,,,,,,
S22, 2025-01-05 00:05:00.000,   40389386.469,  212247670.926,         32.200,,,,,,,,,
S22, 2025-01-05 00:05:30.000,   40389874.328,  212250239.030,         33.000,,,,,,,,,
S22, 2025-01-05 00:06:00.000,   40390361.688,  212252811.903,         32.400,,,,,,,,,
S22, 2025-01-05 00:06:30.000,   40390847.828,  212255378.629,         34.000,,,,,,,,,
S22, 2025-01-05 00:07:00.000,   40391336.328,  212257941.434,         32.000,,,,,,,,,
S22, 2025-01-05 00:07:30.000,   40391825.750,  212260499.031,         32.200,,,,,,,,,
S22, 2025-01-05 00:08:00.000,   40392309.469,  212263054.642,         32.800,,,,,,,,,
S22, 2025-01-05 00:08:30.000,   40392794.875,  212265612.490,         32.300,,,,,,,,,
S22, 2025-01-05 00:09:00.000,   40393279.328,  212268162.030,         32.400,,,,,,,,,
S22, 2025-01-05 00:09:30.000,   40393769.594,  212270712.509,         32.200,,,,,,,,,
S22, 2025-01-05 00:10:00.000,   40394249.250,  212273257.827,         32.900,,,,,,,,,
S22, 2025-01-05 00:10:30.000,   40394735.000,  212275803.858,         32.800,,,,,,,,,
S22, 2025-01-05 00:11:00.000,   40395217.188,  212278351.633,         33.000,,,,,,,,,
S22, 2025-01-05 00:11:30.000,   40395701.484,  212280898.982,         32.300,,,,,,,,,
S22, 2025-01-05 00:12:00.000,   40396185.969,  212283437.637,         32.600,,,,,,,,,
S22, 2025-01-05 00:12:30.000,   40396667.578,  212285977.112,         32.400,,,,,,,,,
S22, 2025-01-05 00:13:00.000,   40397151.734,  212288515.697,         34.100,,,,,,,,,
S22, 2025-01-05 00:13:30.000,   40397633.609,  212291050.873,         32.300,,,,,,,,,
S22, 2025-01-05 00:14:00.000,   40398113.969,  212293586.072,         32.000,,,,,,,,,
S22, 2025-01-05 00:14:30.000,   40398593.625,  212296122.480,         32.300,,,,,,,,,
S22, 2025-01-05 00:15:00.000,   40399076.500,  212298655.979,         32.000,,,,,,,,,
S22, 2025-01-05 00:15:30.000,   40399554.641,  212301177.733,         32.000,,,,,,,,,
S22, 2025-01-05 00:16:00.000,   40400034.906,  212303702.559,         32.300,,,,,,,,,
