> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-03 00:00:00.000,   40377319.719,  212184288.210,         32.500,,,,,,,,,
S22, 2025-01-03 00:00:30.000,   40377810.250,  212186901.795,         32.200,,,,,,,,,
S22, 2025-01-03 00:01:00.000,   40378307.234,  212189501.506,         31.800,,,,,,,,,
S22, 2025-01-03 00:01:30.000,   40378798.250,  212192112.987,         31.800,,,,,,,,,
S22, 2025-01-03 00:02:00.000,   40379293.078,  212194717.891,         32.300,,,,,,,,,
S22, 2025-01-03 00:03:00.000,   40380283.047,  212199929.234,         31.600,,,,,,,,,
S22, 2025-01-03 00:03:30.000,   40380776.500,  212202542.150,         32.300,,,,,,,,,
S22, 2025-01-03 00:04:00.000,   40381268.859,  212205136.265,         32.000,,,,,,,,,
S22, 2025-01-03 00:04:30.000,   40381764.953,  212207723.641,         32.200,,,,,,,,,
S22, 2025-01-03 00:05:00.000,   40382257.859,  212210322.375,         32.200,,,,,,,,,
S22, 2025-01-03 00:06:00.000,   40383239.375,  212215517.886,         31.800,,,,,,,,,
S22, 2025-01-03 00:06:30.000,   40383731.766,  212218108.769,         31.600,,,,,,,,,
S22, 2025-01-03 00:07:00.000,   40384225.219,  212220689.823,         31.000,,,,,,,,,
S22, 2025-01-03 00:08:00.000,   40385207.672,  212225699.593,         31.600,,,,,,,,,
S22, 2025-01-03 00:08:30.000,   40385697.031,  212228284.935,         32.300,,,,,,,,,
S22, 2025-01-03 00:09:00.000,   40386191.047,  212230863.527,         31.900,,,,,,,,,
S22, 2025-01-03 00:11:30.000,   40388639.203,  212243722.777,         32.300,,,,,,,,,
S22, 2025-01-03 00:12:00.000,   40389129.719,  212246292.223,         31.800,,,,,,,,,
S22, 2025-01-03 00:12:30.000,   40389619.594,  212248866.129,         32.200,,,,,,,,,
S22, 2025-01-03 00:13:30.000,   40390590.188,  212253988.810,         31.600,,,,,,,,,
S22, 2025-01-03 00:14:00.000,   40391075.703,  212256554.996,         31.800,,,,,,,,,
S22, 2025-01-03 00:14:30.000,   40391566.578,  212259114.993,         31.500,,,,,,,,,
S22, 2025-01-03 00:15:00.000,   40392048.313,  212261667.403,         32.300,,,,,,,,,
S22, 2025-01-03 00:15:30.000,   40392537.578,  212264223.219,         32.300,,,,,,,,,
S22, 2025-01-03 00:16:00.000,   40393024.766,  212266774.651,         33.300,,,,,,,,,
S22, 2025-01-03 00:16:30.000,   40393506.656,  212269324.772,         32.000,,,,,,,,,
S22, 2025-01-03 00:17:00.000,   40393991.234,  212271877.618,         32.400,,,,,,,,,
