> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-27 00:00:00.000,   39596889.938,  208082995.492,         32.900,,,,,,,,,
S22, 2025-01-27 00:00:30.000,   39597282.484,  208085079.110,         32.800,,,,,,,,,
S22, 2025-01-27 00:01:00.000,   39597676.781,  208087144.020,         34.300,,,,,,,,,
S22, 2025-01-27 00:01:30.000,   39598069.172,  208089218.083,         33.300,,,,,,,,,
S22, 2025-01-27 00:02:00.000,   39598459.266,  208091273.182,         33.800,,,,,,,,,
S22, 2025-01-27 00:02:30.000,   39598854.172,  208093346.671,         33.200,,,,,,,,,
S22, 2025-01-27 00:03:00.000,   39599242.219,  208095393.384,         33.700,,,,,,,,,
S22, 2025-01-27 00:03:30.000,   39599633.188,  208097456.296,         33.600,,,,,,,,,
S22, 2025-01-27 00:04:00.000,   39600023.438,  208099493.827,         33.200,,,,,,,,,
S22, 2025-01-27 00:04:30.000,   39600407.328,  208101540.289,         32.800,,,,,,,,,
S22, 2025-01-27 00:05:00.000,   39600797.578,  208103575.157,         33.100,,,,,,,,,
S22, 2025-01-27 00:05:30.000,   39601185.031,  208105615.135,         32.400,,,,,,,,,
S22, 2025-01-27 00:06:00.000,   39601571.031,  208107637.807,         32.300,,,,,,,,,
S22, 2025-01-27 00:06:30.000,   39601957.672,  208109664.402,         32.900,,,,,,,,,
S22, 2025-01-27 00:07:00.000,   39602338.125,  208111695.841,         32.500,,,,,,,,,
S22, 2025-01-27 00:07:30.000,   39602726.766,  208113707.345,         33.100,,,,,,,,,
S22, 2025-01-27 00:08:00.000,   39603110.188,  208115725.208,         32.900,,,,,,,,,
S22, 2025-01-27 00:08:30.000,   39603495.531,  208117725.696,         33.700,,,,,,,,,
S22, 2025-01-27 00:09:00.000,   39603878.578,  208119739.336,         33.100,,,,,,,,,
S22, 2025-01-27 00:09:30.000,   39604261.375,  208121724.976,         32.900,,,,,,,,,
S22, 2025-01-27 00:10:00.000,   39604642.797,  208123743.167,         33.200,,,,,,,,,
S22, 2025-01-27 00:10:30.000,   39605017.781,  208125732.637,         32.600,,,,,,,,,
S22, 2025-01-27 00:11:00.000,   39605395.063,  208127729.541,         32.500,,,,,,,,,
S22, 2025-01-27 00:11:30.000,   39605775.219,  208129708.427,         33.900,,,,,,,,,
S22, 2025-01-27 00:12:00.000,   39606150.844,  208131696.184,         32.300,,,,,,,,,
S22, 2025-01-27 00:12:30.000,   39606533.172,  208133676.243,         33.200,,,,,,,,,
S22, 2025-01-27 00:13:00.000,   39606903.516,  208135653.866,         32.800,,,,,,,,,
S22, 2025-01-27 00:13:30.000,   39607281.844,  208137628.889,         33.100,,,,,,,,,
S22, 2025-01-27 00:14:00.000,   39607651.688,  208139589.709,         33.300,,,,,,,,,
S22, 2025-01-27 00:14:30.000,   39608027.328,  208141559.292,         32.800,,,,,,,,,
S22, 2025-01-27 00:15:00.000,   39608400.734,  208143514.340,         34.400,,,,,,,,,
S22, 2025-01-27 00:15:30.000,   39608774.094,  208145485.342,         33.000,,,,,,,,,
S22, 2025-01-27 00:16:00.000,   39609146.563,  208147423.808,         33.800,,,,,,,,,
S22, 2025-01-27 00:16:30.000,   39609511.734,  208149385.579,         32.900,,,,,,,,,
S22, 2025-01-27 00:17:00.000,   39609885.047,  208151319.232,         32.900,,,,,,,,,
S22, 2025-01-27 00:17:30.000,   39610250.234,  208153267.029,         33.200,,,,,,,,,
S22, 2025-01-27 00:18:00.000,   39610622.703,  208155194.539,         33.100,,,,,,,,,
S22, 2025-01-27 00:18:30.000,   39610987.781,  208157132.186,         33.400,,,,,,,,,
S22, 2025-01-27 00:19:00.000,   39611354.734,  208159052.490,         32.600,,,,,,,,,
S22, 2025-01-27 00:19:30.000,   39611721.250,  208160977.690,         32.400,,,,,,,,,
S22, 2025-01-27 00:20:00.000,   39612087.781,  208162891.917,         32.400,,,,,,,,,
S22, 2025-01-27 00:20:30.000,   39612447.438,  208164804.510,         31.900,,,,,,,,,
S22, 2025-01-27 00:21:00.000,   39612815.203,  208166715.875,         32.400,,,,,,,,,
S22, 2025-01-27 00:21:30.000,   39613177.594,  208168612.111,         32.000,,,,,,,,,
S22, 2025-01-27 00:22:00.000,   39613542.578,  208170523.582,         32.500,,,,,,,,,
S22, 2025-01-27 00:22:30.000,   39613903.016,  208172411.743,         33.000,,,,,,,,,
S22, 2025-01-27 00:23:00.000,   39614258.828,  208174320.985,         30.800,,,,,,,,,
S22, 2025-01-27 00:23:30.000,   39614624.031,  208176195.618,         31.800,,,,,,,,,
S22, 2025-01-27 00:24:00.000,   39614982.469,  208178092.083,         32.600,,,,,,,,,
S22, 2025-01-27 00:24:30.000,   39615342.641,  208179964.000,         33.400,,,,,,,,,
S22, 2025-01-27 00:25:30.000,   39616054.109,  208183719.409,         33.000,,,,,,,,,
S22, 2025-01-27 00:26:00.000,   39616407.641,  208185598.701,         32.500,,,,,,,,,
S22, 2025-01-27 00:26:30.000,   39616762.797,  208187464.162,         33.100,,,,,,,,,
S22, 2025-01-27 00:27:00.000,   39617115.313,  208189324.166,         33.100,,,,,,,,,
S22, 2025-01-27 00:27:30.000,   39617468.703,  208191184.051,         32.500,,,,,,,,,
S22, 2025-01-27 00:28:30.000,   39618173.547,  208194880.127,         32.600,,,,,,,,,
S22, 2025-01-27 00:29:00.000,   39618526.484,  208196709.259,         33.000,,,,,,,,,
S22, 2025-01-27 00:29:30.000,   39618871.375,  208198553.091,         32.800,,,,,,,,,
S22, 2025-01-27 00:30:00.000,   39619226.500,  208200377.825,         33.200,,,,,,,,,
S22, 2025-01-27 00:30:30.000,   39619570.563,  208202215.358,         32.300,,,,,,,,,
S22, 2025-01-27 00:31:00.000,   39619923.906,  208204022.402,         32.600,,,,,,,,,
S22, 2025-01-27 00:31:30.000,   39620269.578,  208205845.613,         32.800,,,,,,,,,
S22, 2025-01-27 00:32:00.000,   39620613.406,  208207649.348,         33.000,,,,,,,,,
S22, 2025-01-27 00:32:30.000,   39620958.000,  208209467.400,         33.100,,,,,,,,,
S22, 2025-01-27 00:33:00.000,   39621303.609,  208211272.279,         33.400,,,,,,,,,
S22, 2025-01-27 00:33:30.000,   39621646.156,  208213075.960,         33.400,,,,,,,,,
S22, 2025-01-27 00:34:00.000,   39621988.609,  208214879.788,         33.700,,,,,,,,,
S22, 2025-01-27 00:34:30.000,   39622326.031,  208216672.387,         33.600,,,,,,,,,
S22, 2025-01-27 00:35:00.000,   39622670.391,  208218470.326,         33.300,,,,,,,,,
S22, 2025-01-27 00:35:30.000,   39623007.906,  208220249.676,         32.500,,,,,,,,,
S22, 2025-01-27 00:36:00.000,   39623347.609,  208222046.006,         33.200,,,,,,,,,
S22, 2025-01-27 00:36:30.000,   39623685.813,  208223812.672,         33.400,,,,,,,,,
S22, 2025-01-27 00:37:00.000,   39624020.500,  208225595.134,         33.700,,,,,,,,,
S22, 2025-01-27 00:37:30.000,   39624361.250,  208227345.696,         34.600,,,,,,,,,
S22, 2025-01-27 00:38:00.000,   39624692.156,  208229123.177,         34.200,,,,,,,,,
S22, 2025-01-27 00:38:30.000,   39625030.047,  208230875.784,         33.800,,,,,,,,,
S22, 2025-01-27 00:39:00.000,   39625362.328,  208232641.573,         33.600,,,,,,,,,
S22, 2025-01-27 00:39:30.000,   39625698.031,  208234381.752,         32.500,,,,,,,,,
S22, 2025-01-27 00:40:00.000,   39626026.891,  208236125.073,         33.700,,,,,,,,,
S22, 2025-01-27 00:40:30.000,   39626360.422,  208237868.671,         33.900,,,,,,,,,
S22, 2025-01-27 00:41:00.000,   39626687.375,  208239595.103,         33.300,,,,,,,,,
S22, 2025-01-27 00:41:30.000,   39627018.313,  208241334.716,         32.900,,,,,,,,,
S22, 2025-01-27 00:42:00.000,   39627348.266,  208243047.020,         33.300,,,,,,,,,
S22, 2025-01-27 00:42:30.000,   39627675.391,  208244779.668,         33.100,,,,,,,,,
