> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-15 00:00:00.000,   40420830.625,  212412974.300,         33.300,,,,,,,,,
S22, 2025-01-15 00:00:30.000,   40421285.063,  212415356.861,         33.700,,,,,,,,,
S22, 2025-01-15 00:01:00.000,   40421734.000,  212417729.581,         34.300,,,,,,,,,
S22, 2025-01-15 00:01:30.000,   40422185.891,  212420105.890,         33.400,,,,,,,,,
S22, 2025-01-15 00:02:00.000,   40422635.578,  212422480.772,         34.100,,,,,,,,,
S22, 2025-01-15 00:02:30.000,   40423087.156,  212424843.369,         32.800,,,,,,,,,
S22, 2025-01-15 00:03:00.000,   40423536.328,  212427214.387,         32.900,,,,,,,,,
S22, 2025-01-15 00:03:30.000,   40423985.109,  212429579.189,         33.200,,,,,,,,,
S22, 2025-01-15 00:04:00.000,   40424431.016,  212431936.193,         33.300,,,,,,,,,
S22, 2025-01-15 00:04:30.000,   40424880.875,  212434295.998,         33.100,,,,,,,,,
S22, 2025-01-15 00:05:00.000,   40425330.625,  212436642.800,         33.000,,,,,,,,,
S22, 2025-01-15 00:05:30.000,   40425778.375,  212438999.762,         34.000,,,,,,,,,
S22, 2025-01-15 00:06:00.000,   40426226.766,  212441337.885,         33.800,,,,,,,,,
S22, 2025-01-15 00:06:30.000,   40426673.188,  212443689.387,         33.200,,,,,,,,,
S22, 2025-01-15 00:07:00.000,   40427117.625,  212446033.970,         32.500,,,,,,,,,
S22, 2025-01-15 00:07:30.000,   40427560.313,  212448370.853,         33.200,,,,,,,,,
S22, 2025-01-15 00:08:00.000,   40428007.141,  212450709.837,         33.200,,,,,,,,,
S22, 2025-01-15 00:08:30.000,   40428449.516,  212453049.718,         33.200,,,,,,,,,
S22, 2025-01-15 00:09:00.000,   40428893.781,  212455384.444,         34.200,,,,,,,,,
S22, 2025-01-15 00:09:30.000,   40429340.625,  212457714.182,         33.700,,,,,,,,,
S22, 2025-01-15 00:10:00.000,   40429783.984,  212460043.686,         32.800,,,,,,,,,
S22, 2025-01-15 00:10:30.000,   40430225.203,  212462368.548,         33.600,,,,,,,,,
S22, 2025-01-15 00:11:00.000,   40430665.656,  212464687.840,         32.800,,,,,,,,,
S22, 2025-01-15 00:11:30.000,   40431106.938,  212467008.177,         32.800,,,,,,,,,
S22, 2025-01-15 00:12:00.000,   40431543.953,  212469318.991,         32.800,,,,,,,,,
S22, 2025-01-15 00:12:30.000,   40431988.313,  212471627.786,         32.800,,,,,,,,,
S22, 2025-01-15 00:13:00.000,   40432424.453,  212473929.578,         32.500,,,,,,,,,
S22, 2025-01-15 00:13:30.000,   40432866.688,  212476241.904,         32.500,,,,,,,,,
S22, 2025-01-15 00:14:00.000,   40433308.188,  212478542.015,         33.300,,,,,,,,,
S22, 2025-01-15 00:14:30.000,   40433744.141,  212480847.423,         32.900,,,,,,,,,
S22, 2025-01-15 00:15:00.000,   40434181.703,  212483147.563,         33.200,,,,,,,,,
S22, 2025-01-15 00:15:30.000,   40434616.031,  212485447.309,         32.400,,,,,,,,,
S22, 2025-01-15 00:16:00.000,   40435057.313,  212487737.937,         32.600,,,,,,,,,
S22, 2025-01-15 00:16:30.000,   40435488.688,  212490028.188,         32.500,,,,,,,,,
S22, 2025-01-15 00:17:00.000,   40435923.047,  212492310.875,         32.400,,,,,,,,,
S22, 2025-01-15 00:17:30.000,   40436357.031,  212494593.472,         32.200,,,,,,,,,
S22, 2025-01-15 00:18:00.000,   40436790.719,  212496876.769,         33.500,,,,,,,,,
S22, 2025-01-15 00:18:30.000,   40437227.188,  212499151.196,         33.000,,,,,,,,,
S22, 2025-01-15 00:19:00.000,   40437661.047,  212501427.181,         32.800,,,,,,,,,
S22, 2025-01-15 00:19:30.000,   40438094.328,  212503704.710,         33.800,,,,,,,,,
S22, 2025-01-15 00:20:00.000,   40438521.719,  212505971.534,         32.600,,,,,,,,,
S22, 2025-01-15 00:20:30.000,   40438954.234,  212508235.779,         34.100,,,,,,,,,
S22, 2025-01-15 00:21:00.000,   40439386.484,  212510496.289,         33.600,,,,,,,,,
S22, 2025-01-15 00:21:30.000,   40439812.641,  212512751.862,         34.600,,,,,,,,,
S22, 2025-01-15 00:22:00.000,   40440240.281,  212515013.142,         34.300,,,,,,,,,
S22, 2025-01-15 00:22:30.000,   40440669.750,  212517272.297,         33.000,,,,,,,,,
S22, 2025-01-15 00:23:00.000,   40441095.188,  212519520.331,         33.500,,,,,,,,,
S22, 2025-01-15 00:23:30.000,   40441529.891,  212521768.227,         32.500,,,,,,,,,
