> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-23 00:00:00.000,   39582797.984,  208008977.829,         32.900,,,,,,,,,
S22, 2025-01-23 00:00:30.000,   39583212.563,  208011173.463,         33.100,,,,,,,,,
S22, 2025-01-23 00:01:00.000,   39583633.250,  208013375.254,         33.800,,,,,,,,,
S22, 2025-01-23 00:01:30.000,   39584050.094,  208015562.667,         33.200,,,,,,,,,
S22, 2025-01-23 00:02:00.000,   39584469.875,  208017766.850,         32.900,,,,,,,,,
S22, 2025-01-23 00:02:30.000,   39584883.797,  208019941.787,         33.700,,,,,,,,,
S22, 2025-01-23 00:03:00.000,   39585299.516,  208022138.504,         33.400,,,,,,,,,
S22, 2025-01-23 00:03:30.000,   39585713.844,  208024304.642,         33.000,,,,,,,,,
S22, 2025-01-23 00:04:00.000,   39586125.563,  208026492.902,         33.700,,,,,,,,,
S22, 2025-01-23 00:04:30.000,   39586541.266,  208028657.975,         33.000,,,,,,,,,
S22, 2025-01-23 00:05:00.000,   39586953.422,  208030832.415,         32.300,,,,,,,,,
S22, 2025-01-23 00:05:30.000,   39587362.313,  208032999.005,         32.400,,,,,,,,,
S22, 2025-01-23 00:06:00.000,   39587772.797,  208035157.922,         33.000,,,,,,,,,
S22, 2025-01-23 00:06:30.000,   39588179.469,  208037322.293,         32.900,,,,,,,,,
S22, 2025-01-23 00:07:00.000,   39588592.828,  208039471.534,         33.200,,,,,,,,,
S22, 2025-01-23 00:07:30.000,   39589003.531,  208041637.176,         33.000,,,,,,,,,
S22, 2025-01-23 00:08:00.000,   39589407.328,  208043776.708,         33.000,,,,,,,,,
S22, 2025-01-23 00:08:30.000,   39589817.281,  208045932.427,         32.800,,,,,,,,,
S22, 2025-01-23 00:09:00.000,   39590228.516,  208048069.387,         33.700,,,,,,,,,
S22, 2025-01-23 00:09:30.000,   39590632.063,  208050217.359,         33.300,,,,,,,,,
S22, 2025-01-23 00:10:00.000,   39591039.109,  208052348.307,         33.300,,,,,,,,,
S22, 2025-01-23 00:10:30.000,   39591447.656,  208054478.782,         34.800,,,,,,,,,
S22, 2025-01-23 00:11:00.000,   39591851.859,  208056611.140,         33.300,,,,,,,,,
S22, 2025-01-23 00:11:30.000,   39592258.875,  208058724.741,         32.800,,,,,,,,,
S22, 2025-01-23 00:12:00.000,   39592657.766,  208060854.599,         33.800,,,,,,,,,
S22, 2025-01-23 00:12:30.000,   39593060.703,  208062960.245,         33.200,,,,,,,,,
S22, 2025-01-23 00:13:00.000,   39593462.953,  208065079.790,         33.500,,,,,,,,,
S22, 2025-01-23 00:13:30.000,   39593864.203,  208067179.197,         33.100,,,,,,,,,
S22, 2025-01-23 00:14:00.000,   39594264.797,  208069282.045,         33.900,,,,,,,,,
S22, 2025-01-23 00:14:30.000,   39594663.281,  208071388.076,         33.900,,,,,,,,,
S22, 2025-01-23 00:15:00.000,   39595058.000,  208073479.517,         33.800,,,,,,,,,
S22, 2025-01-23 00:15:30.000,   39595457.891,  208075578.603,         34.300,,,,,,,,,
S22, 2025-01-23 00:16:00.000,   39595855.000,  208077653.012,         33.100,,,,,,,,,
S22, 2025-01-23 00:16:30.000,   39596253.594,  208079749.408,         34.200,,,,,,,,,
S22, 2025-01-23 00:17:00.000,   39596649.563,  208081823.791,         33.100,,,,,,,,,
S22, 2025-01-23 00:17:30.000,   39597040.516,  208083909.165,         34.000,,,,,,,,,
S22, 2025-01-23 00:18:00.000,   39597441.516,  208085982.048,         33.700,,,,,,,,,
S22, 2025-01-23 00:18:30.000,   39597832.688,  208088051.125,         33.800,,,,,,,,,
S22, 2025-01-23 00:19:00.000,   39598223.766,  208090118.921,         33.300,,,,,,,,,
S22, 2025-01-23 00:19:30.000,   39598616.781,  208092179.730,         33.500,,,,,,,,,
S22, 2025-01-23 00:20:00.000,   39599005.734,  208094246.049,         33.700,,,,,,,,,
S22, 2025-01-23 00:20:30.000,   39599396.875,  208096288.769,         33.100,,,,,,,,,
S22, 2025-01-23 00:21:00.000,   39599789.547,  208098355.664,         32.900,,,,,,,,,
S22, 2025-01-23 00:21:30.000,   39600174.813,  208100395.321,         33.000,,,,,,,,,
S22, 2025-01-23 00:22:00.000,   39600560.422,  208102449.042,         32.800,,,,,,,,,
S22, 2025-01-23 00:22:30.000,   39600952.078,  208104486.114,         32.300,,,,,,,,,
S22, 2025-01-23 00:23:00.000,   39601337.734,  208106527.580,         33.100,,,,,,,,,
S22, 2025-01-23 00:23:30.000,   39601725.250,  208108559.256,         33.000,,,,,,,,,
S22, 2025-01-23 00:24:00.000,   39602108.813,  208110583.010,         33.700,,,,,,,,,
S22, 2025-01-23 00:24:30.000,   39602496.641,  208112611.017,         32.200,,,,,,,,,
S22, 2025-01-23 00:25:00.000,   39602877.094,  208114620.855,         32.600,,,,,,,,,
S22, 2025-01-23 00:25:30.000,   39603262.688,  208116647.266,         33.100,,,,,,,,,
S22, 2025-01-23 00:26:00.000,   39603643.078,  208118642.642,         32.800,,,,,,,,,
S22, 2025-01-23 00:26:30.000,   39604027.031,  208120663.328,         33.700,,,,,,,,,
S22, 2025-01-23 00:27:00.000,   39604411.688,  208122652.312,         33.000,,,,,,,,,
S22, 2025-01-23 00:27:30.000,   39604785.938,  208124658.589,         33.800,,,,,,,,,
S22, 2025-01-23 00:28:00.000,   39605167.047,  208126654.430,         33.000,,,,,,,,,
S22, 2025-01-23 00:28:30.000,   39605543.703,  208128652.178,         33.300,,,,,,,,,
S22, 2025-01-23 00:29:00.000,   39605928.484,  208130642.562,         33.300,,,,,,,,,
S22, 2025-01-23 00:29:30.000,   39606296.938,  208132624.530,         33.700,,,,,,,,,
S22, 2025-01-23 00:30:00.000,   39606678.234,  208134611.789,         33.200,,,,,,,,,
S22, 2025-01-23 00:30:30.000,   39607050.828,  208136573.317,         33.500,,,,,,,,,
S22, 2025-01-23 00:31:00.000,   39607427.313,  208138550.799,         34.400,,,,,,,,,
S22, 2025-01-23 00:31:30.000,   39607803.984,  208140502.172,         33.000,,,,,,,,,
S22, 2025-01-23 00:32:00.000,   39608172.609,  208142472.842,         33.200,,,,,,,,,
S22, 2025-01-23 00:32:30.000,   39608547.859,  208144424.095,         32.800,,,,,,,,,
S22, 2025-01-23 00:33:00.000,   39608919.063,  208146388.784,         32.200,,,,,,,,,
S22, 2025-01-23 00:33:30.000,   39609290.750,  208148333.936,         32.500,,,,,,,,,
S22, 2025-01-23 00:34:00.000,   39609658.797,  208150277.616,         32.900,,,,,,,,,
S22, 2025-01-23 00:34:30.000,   39610028.344,  208152226.532,         32.800,,,,,,,,,
S22, 2025-01-23 00:35:00.000,   39610396.828,  208154156.032,         32.200,,,,,,,,,
S22, 2025-01-23 00:35:30.000,   39610763.688,  208156099.763,         32.400,,,,,,,,,
S22, 2025-01-23 00:36:00.000,   39611131.703,  208158020.143,         32.500,,,,,,,,,
S22, 2025-01-23 00:36:30.000,   39611496.625,  208159953.786,         32.500,,,,,,,,,
S22, 2025-01-23 00:37:00.000,   39611864.281,  208161872.398,         32.900,,,,,,,,,
S22, 2025-01-23 00:37:30.000,   39612226.453,  208163792.116,         32.400,,,,,,,,,
S22, 2025-01-23 00:38:00.000,   39612590.453,  208165707.439,         32.500,,,,,,,,,
S22, 2025-01-23 00:38:30.000,   39612949.375,  208167606.658,         32.800,,,,,,,,,
S22, 2025-01-23 00:39:00.000,   39613317.797,  208169522.501,         32.400,,,,,,,,,
S22, 2025-01-23 00:39:30.000,   39613681.875,  208171414.963,         33.100,,,,,,,,,
S22, 2025-01-23 00:40:00.000,   39614037.797,  208173324.740,         33.100,,,,,,,,,
S22, 2025-01-23 00:40:30.000,   39614400.516,  208175210.098,         33.100,,,,,,,,,
S22, 2025-01-23 00:41:00.000,   39614757.047,  208177099.840,         33.300,,,,,,,,,
S22, 2025-01-23 00:41:30.000,   39615118.688,  208178982.342,         33.000,,,,,,,,,
S22, 2025-01-23 00:42:00.000,   39615472.906,  208180856.638,         34.400,,,,,,,,,
S22, 2025-01-23 00:42:30.000,   39615829.297,  208182737.067,         33.100,,,,,,,,,
S22, 2025-01-23 00:43:00.000,   39616185.453,  208184591.209,         32.900,,,,,,,,,
S22, 2025-01-23 00:43:30.000,   39616538.906,  208186469.863,         33.500,,,,,,,,,
S22, 2025-01-23 00:44:00.000,   39616894.000,  208188317.158,         33.500,,,,,,,,,
S22, 2025-01-23 00:44:30.000,   39617244.922,  208190177.782,         32.300,,,,,,,,,
S22, 2025-01-23 00:45:00.000,   39617595.828,  208192024.927,         32.600,,,,,,,,,
S22, 2025-01-23 00:45:30.000,   39617947.359,  208193877.126,         32.800,,,,,,,,,
S22, 2025-01-23 00:46:00.000,   39618298.953,  208195721.322,         32.600,,,,,,,,,
S22, 2025-01-23 00:46:30.000,   39618644.109,  208197551.276,         33.700,,,,,,,,,
S22, 2025-01-23 00:47:00.000,   39618993.938,  208199399.011,         33.900,,,,,,,,,
S22, 2025-01-23 00:47:30.000,   39619341.953,  208201226.592,         33.000,,,,,,,,,
S22, 2025-01-23 00:48:00.000,   39619692.500,  208203063.018,         33.300,,,,,,,,,
S22, 2025-01-23 00:48:30.000,   39620036.109,  208204872.887,         33.200,,,,,,,,,
S22, 2025-01-23 00:49:00.000,   39620382.781,  208206694.940,         32.800,,,,,,,,,
S22, 2025-01-23 00:49:30.000,   39620728.359,  208208497.581,         33.400,,,,,,,,,
S22, 2025-01-23 00:50:00.000,   39621068.906,  208210303.992,         34.400,,,,,,,,,
S22, 2025-01-23 00:50:30.000,   39621413.641,  208212110.381,         33.600,,,,,,,,,
S22, 2025-01-23 00:51:00.000,   39621754.156,  208213901.844,         33.500,,,,,,,,,
S22, 2025-01-23 00:51:30.000,   39622098.109,  208215705.019,         33.300,,,,,,,,,
S22, 2025-01-23 00:52:00.000,   39622436.094,  208217483.301,         34.500,,,,,,,,,
S22, 2025-01-23 00:52:30.000,   39622774.328,  208219278.324,         33.800,,,,,,,,,
S22, 2025-01-23 00:53:00.000,   39623114.906,  208221051.547,         34.500,,,,,,,,,
S22, 2025-01-23 00:53:30.000,   39623452.453,  208222831.141,         33.600,,,,,,,,,
S22, 2025-01-23 00:54:00.000,   39623787.594,  208224606.108,         33.600,,,,,,,,,
S22, 2025-01-23 00:54:30.000,   39624123.656,  208226368.298,         34.300,,,,,,,,,
S22, 2025-01-23 00:55:00.000,   39624459.703,  208228139.156,         34.600,,,,,,,,,
S22, 2025-01-23 00:55:30.000,   39624797.750,  208229885.090,         33.400,,,,,,,,,
S22, 2025-01-23 00:56:00.000,   39625125.422,  208231648.859,         34.100,,,,,,,,,
S22, 2025-01-23 00:56:30.000,   39625456.438,  208233385.538,         33.500,,,,,,,,,
S22, 2025-01-23 00:57:00.000,   39625787.375,  208235135.103,         33.300,,,,,,,,,
S22, 2025-01-23 00:57:30.000,   39626121.109,  208236866.452,         33.700,,,,,,,,,
S22, 2025-01-23 00:58:00.000,   39626450.094,  208238596.286,         33.200,,,,,,,,,
S22, 2025-01-23 00:58:30.000,   39626778.203,  208240327.093,         33.000,,,,,,,,,
S22, 2025-01-23 00:59:00.000,   39627104.391,  208242041.640,         33.500,,,,,,,,,
S22, 2025-01-23 00:59:30.000,   39627429.438,  208243768.589,         33.300,,,,,,,,,
S22, 2025-01-23 01:00:00.000,   39627759.250,  208245471.008,         33.600,,,,,,,,,
S22, 2025-01-23 01:00:30.000,   39628082.359,  208247186.916,         33.100,,,,,,,,,
S22, 2025-01-23 01:01:00.000,   39628407.672,  208248887.077,         33.500,,,,,,,,,
S22, 2025-01-23 01:01:30.000,   39628728.688,  208250588.468,         33.700,,,,,,,,,
S22, 2025-01-23 01:02:00.000,   39629055.859,  208252292.676,         32.300,,,,,,,,,
S22, 2025-01-23 01:02:30.000,   39629373.250,  208253979.640,         33.800,,,,,,,,,
