> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-21 00:00:00.000,   39575478.859,  207970555.519,         32.900,,,,,,,,,
S22, 2025-01-21 00:00:30.000,   39575910.516,  207972812.412,         34.000,,,,,,,,,
S22, 2025-01-21 00:01:00.000,   39576334.438,  207975064.818,         32.300,,,,,,,,,
S22, 2025-01-21 00:01:30.000,   39576761.594,  207977319.018,         32.600,,,,,,,,,
S22, 2025-01-21 00:02:00.000,   39577187.297,  207979561.248,         33.500,,,,,,,,,
S22, 2025-01-21 00:02:30.000,   39577614.594,  207981816.904,         33.100,,,,,,,,,
S22, 2025-01-21 00:03:00.000,   39578039.297,  207984046.540,         32.200,,,,,,,,,
S22, 2025-01-21 00:03:30.000,   39578461.828,  207986289.230,         33.600,,,,,,,,,
S22, 2025-01-21 00:04:00.000,   39578887.922,  207988511.462,         33.800,,,,,,,,,
S22, 2025-01-21 00:04:30.000,   39579311.766,  207990730.272,         33.400,,,,,,,,,
S22, 2025-01-21 00:05:00.000,   39579739.391,  207992952.527,         34.100,,,,,,,,,
S22, 2025-01-21 00:05:30.000,   39580158.375,  207995163.450,         33.600,,,,,,,,,
S22, 2025-01-21 00:06:00.000,   39580580.766,  207997391.268,         34.000,,,,,,,,,
S22, 2025-01-21 00:06:30.000,   39581000.656,  207999593.845,         32.900,,,,,,,,,
S22, 2025-01-21 00:07:00.000,   39581421.547,  208001813.710,         32.800,,,,,,,,,
S22, 2025-01-21 00:07:30.000,   39581841.469,  208004007.410,         33.000,,,,,,,,,
S22, 2025-01-21 00:08:00.000,   39582255.688,  208006216.887,         32.600,,,,,,,,,
S22, 2025-01-21 00:08:30.000,   39582677.250,  208008410.675,         33.100,,,,,,,,,
S22, 2025-01-21 00:09:00.000,   39583095.219,  208010604.683,         33.100,,,,,,,,,
S22, 2025-01-21 00:09:30.000,   39583512.328,  208012803.833,         33.600,,,,,,,,,
S22, 2025-01-21 00:10:00.000,   39583930.984,  208014981.553,         33.700,,,,,,,,,
S22, 2025-01-21 00:10:30.000,   39584342.688,  208017181.695,         32.500,,,,,,,,,
S22, 2025-01-21 00:11:00.000,   39584761.266,  208019353.955,         33.100,,,,,,,,,
S22, 2025-01-21 00:11:30.000,   39585172.922,  208021542.913,         33.100,,,,,,,,,
S22, 2025-01-21 00:12:00.000,   39585588.453,  208023713.221,         33.600,,,,,,,,,
S22, 2025-01-21 00:12:30.000,   39586002.328,  208025886.043,         33.700,,,,,,,,,
S22, 2025-01-21 00:13:00.000,   39586411.641,  208028059.542,         33.600,,,,,,,,,
S22, 2025-01-21 00:13:30.000,   39586820.625,  208030216.782,         32.900,,,,,,,,,
S22, 2025-01-21 00:14:00.000,   39587234.547,  208032387.503,         33.500,,,,,,,,,
S22, 2025-01-21 00:14:30.000,   39587645.375,  208034530.453,         33.300,,,,,,,,,
S22, 2025-01-21 00:15:00.000,   39588054.453,  208036695.915,         33.700,,,,,,,,,
S22, 2025-01-21 00:15:30.000,   39588462.578,  208038840.072,         33.100,,,,,,,,,
S22, 2025-01-21 00:16:00.000,   39588869.078,  208040992.852,         32.500,,,,,,,,,
S22, 2025-01-21 00:16:30.000,   39589276.859,  208043137.504,         33.100,,,,,,,,,
S22, 2025-01-21 00:17:00.000,   39589683.656,  208045272.074,         33.100,,,,,,,,,
S22, 2025-01-21 00:17:30.000,   39590092.484,  208047425.787,         33.000,,,,,,,,,
S22, 2025-01-21 00:18:00.000,   39590498.281,  208049546.580,         33.400,,,,,,,,,
