> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-25 00:00:00.000,   39589843.828,  208045924.679,         31.900,,,,,,,,,
S22, 2025-01-25 00:00:30.000,   39590254.422,  208048075.302,         33.100,,,,,,,,,
S22, 2025-01-25 00:01:00.000,   39590661.797,  208050200.850,         33.200,,,,,,,,,
S22, 2025-01-25 00:01:30.000,   39591068.469,  208052345.632,         33.700,,,,,,,,,
S22, 2025-01-25 00:02:00.000,   39591473.516,  208054465.354,         33.600,,,,,,,,,
S22, 2025-01-25 00:02:30.000,   39591879.297,  208056608.361,         33.600,,,,,,,,,
S22, 2025-01-25 00:03:00.000,   39592287.547,  208058718.324,         33.700,,,,,,,,,
S22, 2025-01-25 00:03:30.000,   39592685.047,  208060856.119,         33.500,,,,,,,,,
S22, 2025-01-25 00:04:00.000,   39593090.781,  208062958.879,         33.400,,,,,,,,,
S22, 2025-01-25 00:04:30.000,   39593493.797,  208065080.677,         33.700,,,,,,,,,
S22, 2025-01-25 00:05:00.000,   39593894.594,  208067178.876,         34.600,,,,,,,,,
S22, 2025-01-25 00:05:30.000,   39594298.859,  208069300.432,         33.200,,,,,,,,,
S22, 2025-01-25 00:06:00.000,   39594697.609,  208071396.488,         33.600,,,,,,,,,
S22, 2025-01-25 00:06:30.000,   39595098.359,  208073505.629,         33.500,,,,,,,,,
S22, 2025-01-25 00:07:00.000,   39595492.578,  208075588.993,         33.700,,,,,,,,,
S22, 2025-01-25 00:07:30.000,   39595891.703,  208077690.081,         33.700,,,,,,,,,
S22, 2025-01-25 00:08:00.000,   39596291.594,  208079763.407,         33.200,,,,,,,,,
S22, 2025-01-25 00:08:30.000,   39596683.578,  208081861.822,         32.900,,,,,,,,,
S22, 2025-01-25 00:09:00.000,   39597082.969,  208083929.402,         34.200,,,,,,,,,
S22, 2025-01-25 00:09:30.000,   39597476.984,  208086021.326,         33.200,,,,,,,,,
S22, 2025-01-25 00:10:00.000,   39597871.109,  208088078.849,         33.400,,,,,,,,,
S22, 2025-01-25 00:10:30.000,   39598265.656,  208090165.064,         34.400,,,,,,,,,
S22, 2025-01-25 00:11:00.000,   39598656.688,  208092214.937,         33.500,,,,,,,,,
S22, 2025-01-25 00:11:30.000,   39599048.344,  208094288.837,         33.400,,,,,,,,,
S22, 2025-01-25 00:12:00.000,   39599436.125,  208096333.491,         33.000,,,,,,,,,
S22, 2025-01-25 00:12:30.000,   39599830.141,  208098395.865,         33.300,,,,,,,,,
S22, 2025-01-25 00:13:00.000,   39600218.750,  208100435.733,         32.800,,,,,,,,,
S22, 2025-01-25 00:13:30.000,   39600605.563,  208102491.729,         32.400,,,,,,,,,
S22, 2025-01-25 00:14:00.000,   39600994.563,  208104519.201,         32.000,,,,,,,,,
S22, 2025-01-25 00:14:30.000,   39601384.922,  208106590.912,         33.200,,,,,,,,,
S22, 2025-01-25 00:15:00.000,   39601774.469,  208108623.385,         32.800,,,,,,,,,
S22, 2025-01-25 00:15:30.000,   39602160.359,  208110656.441,         32.800,,,,,,,,,
S22, 2025-01-25 00:16:00.000,   39602547.594,  208112675.060,         32.900,,,,,,,,,
S22, 2025-01-25 00:16:30.000,   39602930.141,  208114701.432,         33.400,,,,,,,,,
S22, 2025-01-25 00:17:00.000,   39603317.016,  208116710.169,         33.400,,,,,,,,,
S22, 2025-01-25 00:17:30.000,   39603700.109,  208118729.644,         33.400,,,,,,,,,
S22, 2025-01-25 00:18:00.000,   39604081.422,  208120736.118,         33.200,,,,,,,,,
S22, 2025-01-25 00:18:30.000,   39604463.984,  208122747.629,         33.300,,,,,,,,,
S22, 2025-01-25 00:19:00.000,   39604842.422,  208124750.105,         32.500,,,,,,,,,
S22, 2025-01-25 00:19:30.000,   39605220.891,  208126759.302,         32.500,,,,,,,,,
S22, 2025-01-25 00:20:00.000,   39605603.438,  208128745.828,         33.600,,,,,,,,,
S22, 2025-01-25 00:20:30.000,   39605980.969,  208130745.411,         34.100,,,,,,,,,
S22, 2025-01-25 00:21:00.000,   39606360.875,  208132725.527,         33.100,,,,,,,,,
S22, 2025-01-25 00:21:30.000,   39606738.250,  208134711.142,         32.900,,,,,,,,,
S22, 2025-01-25 00:22:00.000,   39607115.453,  208136683.982,         33.000,,,,,,,,,
S22, 2025-01-25 00:22:30.000,   39607488.016,  208138659.660,         32.900,,,,,,,,,
S22, 2025-01-25 00:23:00.000,   39607864.188,  208140624.613,         32.600,,,,,,,,,
S22, 2025-01-25 00:23:30.000,   39608236.813,  208142590.193,         32.300,,,,,,,,,
S22, 2025-01-25 00:24:00.000,   39608610.641,  208144553.883,         33.200,,,,,,,,,
S22, 2025-01-25 00:24:30.000,   39608983.234,  208146509.070,         32.400,,,,,,,,,
S22, 2025-01-25 00:25:00.000,   39609358.469,  208148467.563,         32.800,,,,,,,,,
S22, 2025-01-25 00:25:30.000,   39609727.234,  208150406.691,         32.800,,,,,,,,,
S22, 2025-01-25 00:26:00.000,   39610095.719,  208152365.571,         32.900,,,,,,,,,
S22, 2025-01-25 00:26:30.000,   39610462.891,  208154296.280,         33.600,,,,,,,,,
S22, 2025-01-25 00:27:00.000,   39610836.625,  208156241.939,         31.800,,,,,,,,,
S22, 2025-01-25 00:27:30.000,   39611201.703,  208158159.342,         32.200,,,,,,,,,
S22, 2025-01-25 00:28:00.000,   39611567.484,  208160097.185,         32.300,,,,,,,,,
S22, 2025-01-25 00:28:30.000,   39611933.344,  208162000.710,         32.400,,,,,,,,,
S22, 2025-01-25 00:29:00.000,   39612301.938,  208163931.567,         32.200,,,,,,,,,
S22, 2025-01-25 00:29:30.000,   39612666.359,  208165832.844,         32.600,,,,,,,,,
S22, 2025-01-25 00:30:00.000,   39613033.250,  208167752.472,         32.400,,,,,,,,,
S22, 2025-01-25 00:30:30.000,   39613396.250,  208169644.465,         31.900,,,,,,,,,
S22, 2025-01-25 00:31:00.000,   39613755.313,  208171563.403,         31.800,,,,,,,,,
S22, 2025-01-25 00:31:30.000,   39614119.469,  208173449.845,         33.000,,,,,,,,,
S22, 2025-01-25 00:32:00.000,   39614477.563,  208175363.817,         33.200,,,,,,,,,
S22, 2025-01-25 00:32:30.000,   39614836.625,  208177246.072,         33.000,,,,,,,,,
S22, 2025-01-25 00:33:00.000,   39615199.375,  208179144.496,         32.800,,,,,,,,,
S22, 2025-01-25 00:33:30.000,   39615559.297,  208181018.768,         33.100,,,,,,,,,
S22, 2025-01-25 00:34:00.000,   39615915.641,  208182908.155,         33.100,,,,,,,,,
S22, 2025-01-25 00:34:30.000,   39616273.813,  208184772.547,         32.200,,,,,,,,,
S22, 2025-01-25 00:35:00.000,   39616627.797,  208186650.431,         32.500,,,,,,,,,
S22, 2025-01-25 00:35:30.000,   39616975.656,  208188504.253,         32.800,,,,,,,,,
S22, 2025-01-25 00:36:00.000,   39617330.641,  208190367.862,         32.500,,,,,,,,,
S22, 2025-01-25 00:36:30.000,   39617687.813,  208192224.686,         33.000,,,,,,,,,
S22, 2025-01-25 00:37:00.000,   39618038.734,  208194078.041,         33.200,,,,,,,,,
S22, 2025-01-25 00:37:30.000,   39618385.469,  208195925.784,         32.300,,,,,,,,,
S22, 2025-01-25 00:38:00.000,   39618739.969,  208197758.768,         32.000,,,,,,,,,
S22, 2025-01-25 00:38:30.000,   39619094.109,  208199602.808,         32.200,,,,,,,,,
S22, 2025-01-25 00:39:00.000,   39619439.234,  208201429.931,         33.000,,,,,,,,,
S22, 2025-01-25 00:40:00.000,   39620138.406,  208205008.518,         33.400,,,,,,,,,
S22, 2025-01-25 00:40:30.000,   39620486.125,  208206843.420,         33.400,,,,,,,,,
S22, 2025-01-25 00:41:00.000,   39620829.250,  208208648.204,         32.900,,,,,,,,,
S22, 2025-01-25 00:41:30.000,   39621174.375,  208210467.554,         33.100,,,,,,,,,
S22, 2025-01-25 00:42:00.000,   39621522.406,  208212261.764,         33.700,,,,,,,,,
S22, 2025-01-25 00:42:30.000,   39621863.734,  208214077.444,         33.400,,,,,,,,,
S22, 2025-01-25 00:43:00.000,   39622204.781,  208215866.168,         33.500,,,,,,,,,
S22, 2025-01-25 00:43:30.000,   39622544.000,  208217673.129,         33.600,,,,,,,,,
S22, 2025-01-25 00:44:00.000,   39622888.406,  208219462.089,         33.400,,,,,,,,,
S22, 2025-01-25 00:44:30.000,   39623223.156,  208221252.089,         32.900,,,,,,,,,
S22, 2025-01-25 00:45:00.000,   39623565.234,  208223037.031,         34.300,,,,,,,,,
S22, 2025-01-25 00:45:30.000,   39623902.250,  208224813.474,         33.300,,,,,,,,,
S22, 2025-01-25 00:46:00.000,   39624240.047,  208226592.513,         35.000,,,,,,,,,
S22, 2025-01-25 00:46:30.000,   39624575.938,  208228349.468,         33.600,,,,,,,,,
S22, 2025-01-25 00:47:00.000,   39624909.484,  208230123.817,         33.400,,,,,,,,,
S22, 2025-01-25 00:47:30.000,   39625247.078,  208231869.185,         34.300,,,,,,,,,
S22, 2025-01-25 00:48:00.000,   39625578.813,  208233630.121,         32.900,,,,,,,,,
S22, 2025-01-25 00:48:30.000,   39625910.406,  208235365.985,         33.500,,,,,,,,,
S22, 2025-01-25 00:49:00.000,   39626241.016,  208237114.532,         33.500,,,,,,,,,
S22, 2025-01-25 00:49:30.000,   39626575.047,  208238849.903,         34.000,,,,,,,,,
