> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-09 00:00:00.000,   40398070.297,  212293295.673,         32.900,,,,,,,,,
S22, 2025-01-09 00:00:30.000,   40398549.156,  212295816.085,         32.800,,,,,,,,,
S22, 2025-01-09 00:01:00.000,   40399034.906,  212298328.313,         32.000,,,,,,,,,
S22, 2025-01-09 00:01:30.000,   40399513.375,  212300845.631,         32.900,,,,,,,,,
S22, 2025-01-09 00:02:00.000,   40399992.797,  212303363.665,         33.500,,,,,,,,,
S22, 2025-01-09 00:02:30.000,   40400467.688,  212305874.346,         31.800,,,,,,,,,
S22, 2025-01-09 00:03:00.000,   40400949.031,  212308382.014,         33.300,,,,,,,,,
S22, 2025-01-09 00:03:30.000,   40401431.672,  212310896.884,         32.500,,,,,,,,,
S22, 2025-01-09 00:04:00.000,   40401909.406,  212313402.177,         32.500,,,,,,,,,
S22, 2025-01-09 00:04:30.000,   40402385.328,  212315912.494,         32.600,,,,,,,,,
S22, 2025-01-09 00:05:00.000,   40402860.781,  212318424.477,         32.900,,,,,,,,,
S22, 2025-01-09 00:05:30.000,   40403339.063,  212320939.874,         32.600,,,,,,,,,
S22, 2025-01-09 00:06:00.000,   40403817.422,  212323449.719,         32.500,,,,,,,,,
S22, 2025-01-09 00:06:30.000,   40404292.484,  212325956.526,         33.000,,,,,,,,,
S22, 2025-01-09 00:07:00.000,   40404765.391,  212328455.042,         32.800,,,,,,,,,
S22, 2025-01-09 00:07:30.000,   40405238.453,  212330960.186,         32.900,,,,,,,,,
S22, 2025-01-09 00:08:00.000,   40405718.984,  212333456.813,         33.900,,,,,,,,,
S22, 2025-01-09 00:08:30.000,   40406189.641,  212335952.424,         32.800,,,,,,,,,
S22, 2025-01-09 00:09:00.000,   40406662.844,  212338441.612,         33.800,,,,,,,,,
S22, 2025-01-09 00:09:30.000,   40407133.828,  212340925.462,         33.100,,,,,,,,,
S22, 2025-01-09 00:10:00.000,   40407611.641,  212343417.856,         33.700,,,,,,,,,
S22, 2025-01-09 00:10:30.000,   40408078.438,  212345906.028,         33.900,,,,,,,,,
S22, 2025-01-09 00:11:00.000,   40408554.750,  212348386.615,         33.000,,,,,,,,,
S22, 2025-01-09 00:11:30.000,   40409023.219,  212350860.291,         33.300,,,,,,,,,
S22, 2025-01-09 00:12:00.000,   40409494.484,  212353334.888,         33.200,,,,,,,,,
S22, 2025-01-09 00:12:30.000,   40409967.250,  212355814.491,         32.800,,,,,,,,,
S22, 2025-01-09 00:13:00.000,   40410435.953,  212358285.643,         33.100,,,,,,,,,
S22, 2025-01-09 00:13:30.000,   40410911.781,  212360756.138,         33.500,,,,,,,,,
S22, 2025-01-09 00:14:00.000,   40411377.594,  212363225.228,         33.700,,,,,,,,,
S22, 2025-01-09 00:14:30.000,   40411844.922,  212365689.969,         34.300,,,,,,,,,
S22, 2025-01-09 00:15:00.000,   40412319.375,  212368149.721,         33.300,,,,,,,,,
S22, 2025-01-09 00:15:30.000,   40412782.141,  212370603.850,         33.600,,,,,,,,,
S22, 2025-01-09 00:16:00.000,   40413249.938,  212373059.603,         34.900,,,,,,,,,
S22, 2025-01-09 00:16:30.000,   40413720.953,  212375516.215,         33.800,,,,,,,,,
S22, 2025-01-09 00:17:00.000,   40414188.656,  212377971.259,         33.600,,,,,,,,,
S22, 2025-01-09 00:17:30.000,   40414653.234,  212380413.859,         33.700,,,,,,,,,
S22, 2025-01-09 00:18:00.000,   40415121.375,  212382864.653,         33.300,,,,,,,,,
S22, 2025-01-09 00:18:30.000,   40415585.875,  212385310.239,         33.600,,,,,,,,,
S22, 2025-01-09 00:19:00.000,   40416056.531,  212387749.475,         33.600,,,,,,,,,
S22, 2025-01-09 00:19:30.000,   40416514.922,  212390195.869,         33.400,,,,,,,,,
S22, 2025-01-09 00:20:00.000,   40416984.281,  212392635.392,         33.200,,,,,,,,,
