> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-31 00:00:00.000,   40510316.500,  212883129.129,         32.200,,,,,,,,,
S22, 2025-01-31 00:00:30.000,   40510682.578,  212885061.436,         31.900,,,,,,,,,
S22, 2025-01-31 00:02:00.000,   40511788.000,  212890863.278,         28.300,,,,,,,,,
S22, 2025-01-31 00:03:30.000,   40512874.078,  212896620.878,         32.300,,,,,,,,,
S22, 2025-01-31 00:04:00.000,   40513238.328,  212898555.274,         31.300,,,,,,,,,
S22, 2025-01-31 00:12:30.000,   40519282.031,  212930239.366,         30.500,,,,,,,,,
S22, 2025-01-31 00:13:00.000,   40519628.328,  212932044.047,         31.300,,,,,,,,,
S22, 2025-01-31 00:30:30.000,   40531250.781,  212993223.616,         31.900,,,,,,,,,
S22, 2025-01-31 00:31:30.000,   40531885.250,  212996540.362,         31.600,,,,,,,,,
S22, 2025-01-31 00:32:00.000,   40532199.828,  212998199.194,         29.600,,,,,,,,,
S22, 2025-01-31 00:32:30.000,   40532510.891,  212999853.281,         32.000,,,,,,,,,
S22, 2025-01-31 00:33:00.000,   40532824.594,  213001481.645,         31.600,,,,,,,,,
S22, 2025-01-31 00:33:30.000,   40533134.391,  213003125.652,         31.900,,,,,,,,,
S22, 2025-01-31 00:34:00.000,   40533443.344,  213004742.999,         32.800,,,,,,,,,
S22, 2025-01-31 00:34:30.000,   40533753.813,  213006372.371,         26.800,,,,,,,,,
S22, 2025-01-31 00:35:00.000,   40534062.891,  213007972.911,         31.900,,,,,,,,,
S22, 2025-01-31 00:35:30.000,   40534377.578,  213009605.181,         31.300,,,,,,,,,
S22, 2025-01-31 00:36:00.000,   40534682.531,  213011202.580,         32.500,,,,,,,,,
S22, 2025-01-31 00:36:30.000,   40534989.609,  213012815.290,         32.600,,,,,,,,,
S22, 2025-01-31 00:37:00.000,   40535284.297,  213014408.403,         32.300,,,,,,,,,
S22, 2025-01-31 00:37:30.000,   40535597.703,  213016013.458,         32.400,,,,,,,,,
S22, 2025-01-31 00:38:00.000,   40535895.266,  213017602.975,         32.500,,,,,,,,,
S22, 2025-01-31 00:38:30.000,   40536202.141,  213019190.597,         31.600,,,,,,,,,
S22, 2025-01-31 00:39:00.000,   40536502.828,  213020769.857,         31.600,,,,,,,,,
S22, 2025-01-31 00:39:30.000,   40536804.547,  213022344.544,         32.000,,,,,,,,,
S22, 2025-01-31 00:40:00.000,   40537101.531,  213023919.320,         31.600,,,,,,,,,
S22, 2025-01-31 00:40:30.000,   40537400.828,  213025474.292,         31.900,,,,,,,,,
S22, 2025-01-31 00:41:00.000,   40537698.375,  213027053.505,         31.300,,,,,,,,,
S22, 2025-01-31 00:41:30.000,   40537991.297,  213028597.063,         31.200,,,,,,,,,
S22, 2025-01-31 00:42:00.000,   40538292.406,  213030186.008,         31.800,,,,,,,,,
S22, 2025-01-31 00:44:00.000,   40539463.203,  213036329.128,         31.800,,,,,,,,,
S22, 2025-01-31 00:44:30.000,   40539752.609,  213037847.277,         31.900,,,,,,,,,
S22, 2025-01-31 00:45:00.000,   40540047.797,  213039361.554,         31.800,,,,,,,,,
S22, 2025-01-31 00:45:30.000,   40540333.594,  213040896.256,         31.500,,,,,,,,,
S22, 2025-01-31 00:46:00.000,   40540617.250,  213042391.483,         31.800,,,,,,,,,
S22, 2025-01-31 00:47:00.000,   40541189.031,  213045397.814,         31.800,,,,,,,,,
S22, 2025-01-31 00:47:30.000,   40541476.781,  213046914.530,         31.300,,,,,,,,,
S22, 2025-01-31 00:48:00.000,   40541758.906,  213048389.717,         31.300,,,,,,,,,
S22, 2025-01-31 00:48:30.000,   40542044.656,  213049890.032,         31.800,,,,,,,,,
S22, 2025-01-31 00:49:00.000,   40542324.375,  213051356.170,         31.500,,,,,,,,,
S22, 2025-01-31 00:49:30.000,   40542612.719,  213052843.225,         31.500,,,,,,,,,
S22, 2025-01-31 00:50:00.000,   40542888.328,  213054307.709,         31.600,,,,,,,,,
