> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-10 00:00:00.000,   40402499.203,  212316554.783,         32.500,,,,,,,,,
S22, 2025-01-10 00:00:30.000,   40402980.672,  212319060.934,         32.600,,,,,,,,,
S22, 2025-01-10 00:01:00.000,   40403454.563,  212321567.404,         32.800,,,,,,,,,
S22, 2025-01-10 00:01:30.000,   40403930.406,  212324066.956,         34.300,,,,,,,,,
S22, 2025-01-10 00:02:00.000,   40404409.656,  212326568.010,         33.000,,,,,,,,,
S22, 2025-01-10 00:02:30.000,   40404885.297,  212329063.060,         33.500,,,,,,,,,
S22, 2025-01-10 00:03:00.000,   40405360.375,  212331558.959,         32.500,,,,,,,,,
S22, 2025-01-10 00:03:30.000,   40405838.266,  212334059.324,         33.300,,,,,,,,,
S22, 2025-01-10 00:04:00.000,   40406310.250,  212336558.054,         33.500,,,,,,,,,
S22, 2025-01-10 00:04:30.000,   40406784.750,  212339057.036,         33.300,,,,,,,,,
S22, 2025-01-10 00:05:00.000,   40407260.266,  212341550.129,         33.600,,,,,,,,,
S22, 2025-01-10 00:05:30.000,   40407729.094,  212344042.055,         33.700,,,,,,,,,
S22, 2025-01-10 00:06:00.000,   40408203.625,  212346527.779,         33.400,,,,,,,,,
S22, 2025-01-10 00:06:30.000,   40408674.672,  212349014.719,         33.700,,,,,,,,,
S22, 2025-01-10 00:07:00.000,   40409144.094,  212351497.458,         34.500,,,,,,,,,
S22, 2025-01-10 00:07:30.000,   40409614.969,  212353980.833,         32.800,,,,,,,,,
S22, 2025-01-10 00:08:00.000,   40410085.328,  212356454.252,         33.500,,,,,,,,,
S22, 2025-01-10 00:08:30.000,   40410554.391,  212358927.044,         32.800,,,,,,,,,
S22, 2025-01-10 00:09:00.000,   40411028.563,  212361394.905,         33.400,,,,,,,,,
S22, 2025-01-10 00:09:30.000,   40411497.438,  212363858.802,         32.600,,,,,,,,,
S22, 2025-01-10 00:10:00.000,   40411968.125,  212366323.348,         33.300,,,,,,,,,
S22, 2025-01-10 00:10:30.000,   40412438.063,  212368787.207,         32.800,,,,,,,,,
S22, 2025-01-10 00:11:00.000,   40412902.281,  212371244.599,         33.700,,,,,,,,,
S22, 2025-01-10 00:11:30.000,   40413373.641,  212373697.301,         34.700,,,,,,,,,
S22, 2025-01-10 00:12:00.000,   40413839.797,  212376150.454,         32.900,,,,,,,,,
S22, 2025-01-10 00:12:30.000,   40414309.984,  212378599.371,         33.300,,,,,,,,,
S22, 2025-01-10 00:13:00.000,   40414772.547,  212381042.047,         33.500,,,,,,,,,
S22, 2025-01-10 00:13:30.000,   40415245.516,  212383486.786,         33.700,,,,,,,,,
S22, 2025-01-10 00:14:00.000,   40415707.922,  212385929.933,         34.300,,,,,,,,,
