> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-11 00:00:00.000,   40406078.984,  212335321.506,         33.600,,,,,,,,,
S22, 2025-01-11 00:00:30.000,   40406544.641,  212337799.487,         33.000,,,,,,,,,
S22, 2025-01-11 00:01:00.000,   40407017.391,  212340277.474,         33.600,,,,,,,,,
S22, 2025-01-11 00:01:30.000,   40407492.359,  212342756.370,         33.400,,,,,,,,,
S22, 2025-01-11 00:02:00.000,   40407961.109,  212345227.018,         33.500,,,,,,,,,
S22, 2025-01-11 00:02:30.000,   40408429.563,  212347700.227,         33.400,,,,,,,,,
S22, 2025-01-11 00:03:00.000,   40408903.484,  212350168.866,         32.900,,,,,,,,,
S22, 2025-01-11 00:03:30.000,   40409369.406,  212352633.672,         33.000,,,,,,,,,
S22, 2025-01-11 00:04:00.000,   40409838.219,  212355101.441,         32.800,,,,,,,,,
S22, 2025-01-11 00:04:30.000,   40410305.016,  212357567.203,         33.300,,,,,,,,,
S22, 2025-01-11 00:05:00.000,   40410773.844,  212360022.829,         32.600,,,,,,,,,
S22, 2025-01-11 00:05:30.000,   40411244.703,  212362477.084,         33.500,,,,,,,,,
S22, 2025-01-11 00:06:00.000,   40411713.344,  212364937.322,         33.800,,,,,,,,,
S22, 2025-01-11 00:06:30.000,   40412179.750,  212367391.294,         34.200,,,,,,,,,
S22, 2025-01-11 00:07:00.000,   40412644.125,  212369835.692,         33.700,,,,,,,,,
S22, 2025-01-11 00:07:30.000,   40413111.922,  212372279.414,         33.100,,,,,,,,,
S22, 2025-01-11 00:08:00.000,   40413575.328,  212374722.980,         34.600,,,,,,,,,
S22, 2025-01-11 00:08:30.000,   40414040.906,  212377161.153,         33.200,,,,,,,,,
S22, 2025-01-11 00:09:00.000,   40414504.391,  212379601.285,         33.100,,,,,,,,,
S22, 2025-01-11 00:09:30.000,   40414972.422,  212382041.309,         32.900,,,,,,,,,
S22, 2025-01-11 00:10:00.000,   40415433.484,  212384470.697,         33.500,,,,,,,,,
S22, 2025-01-11 00:10:30.000,   40415899.141,  212386899.624,         32.500,,,,,,,,,
S22, 2025-01-11 00:11:00.000,   40416359.969,  212389329.059,         33.600,,,,,,,,,
S22, 2025-01-11 00:11:30.000,   40416821.859,  212391755.455,         34.000,,,,,,,,,
S22, 2025-01-11 00:12:00.000,   40417283.984,  212394186.953,         33.400,,,,,,,,,
S22, 2025-01-11 00:12:30.000,   40417745.922,  212396609.209,         32.800,,,,,,,,,
S22, 2025-01-11 00:13:00.000,   40418206.422,  212399024.634,         33.400,,,,,,,,,
S22, 2025-01-11 00:13:30.000,   40418669.875,  212401443.860,         33.000,,,,,,,,,
S22, 2025-01-11 00:14:00.000,   40419129.125,  212403857.689,         32.500,,,,,,,,,
S22, 2025-01-11 00:14:30.000,   40419587.969,  212406277.279,         33.100,,,,,,,,,
S22, 2025-01-11 00:15:00.000,   40420045.656,  212408690.488,         33.200,,,,,,,,,
S22, 2025-01-11 00:15:30.000,   40420505.578,  212411093.245,         33.200,,,,,,,,,
