> PRN,time,C1X,L1X,S1X,C5X,L5X,S5X,C7X,L7X,S7X,C8X,L8X,S8X,C6X,L6X,S6X
  E02, 2025-01-10 01:36:30.000,28065874.42,147487146.4,38.7,28065878.77,110136508.3,42.4,28065877.22,113009632.8,43.6,28065879.56,111573077.8,47.3,28065869.96,119713571.3,39.2
  E02, 2025-01-10 01:37:00.000,28049055.48,147398761.3,39,28049060,110070506.3,42.7,28049058.4,112941909.1,44.7,28049060.73,111506215,47.4,28049052.16,119641830.1,40.9
  E02, 2025-01-10 01:37:30.000,28032217.26,147310278.1,38.9,28032222.39,110004431.1,42.7,28032220.45,112874110.2,43.3,28032222.9,111439277.9,47.2,28032214.76,119570009.2,41.5
  E02, 2025-01-10 01:38:00.000,28015362.23,147221698.2,39.9,28015366.22,109938283.6,41.9,28015364.77,112806237.1,44.1,28015366.86,111372267.6,46.9,28015358.02,119498109.9,40.9
  E02, 2025-01-10 01:38:30.000,27998487.31,147133023.2,39.3,27998492.08,109872065.1,42.9,27998490.61,112738291.2,44.2,27998492.71,111305185.4,47.2,27998484.27,119426133.3,40.6
  E02, 2025-01-10 01:39:00.000,27981594.54,147044254.7,38.9,27981599.79,109805776.7,42.2,27981598.31,112670273.6,44.2,27981600.79,111238032.4,46.9,27981592.51,119354080.8,41.1
  E02, 2025-01-10 01:39:30.000,27964685.78,146955394.6,38.5,27964690.45,109739420,42.3,27964688.82,112602185.9,44.1,27964691.47,111170810.2,46.9,27964683.42,119281954,41.8
  E02, 2025-01-10 01:40:00.000,27947759.78,146866444.6,40.6,27947764.04,109672996.2,42.4,27947762.39,112534029.2,43.5,27947765,111103520,46.9,27947756.78,119209754.2,41.5
  E02, 2025-01-10 01:40:30.000,27930816.58,146777406.3,40.7,27930820.92,109606506.4,42.7,27930819.32,112465804.9,44.8,27930821.68,111036163,47.8,27930812.99,119137482.8,41.1
  E02, 2025-01-10 01:41:00.000,27913855.81,146688281.3,39.7,27913861.28,109539951.8,43.5,27913859.48,112397514.2,44.5,27913861.89,110968740.3,47.7,27913852.46,119065140.9,40.6
  E02, 2025-01-10 01:41:30.000,27896879.98,146599071.5,38.9,27896885.16,109473334,42.8,27896883.67,112329158.5,44.2,27896885.86,110901253.5,47.4,27896877.52,118992730.2,41.6
  E02, 2025-01-10 01:42:00.000,27879888.98,146509778.5,39.3,27879893.11,109406654,43,27879891.43,112260739.1,43.5,27879894.06,110833703.9,47,27879886.05,118920252.1,41.8
  E02, 2025-01-10 01:42:30.000,27862881.27,146420403.9,39.3,27862885.76,109339913.1,42.6,27862884.78,112192257.1,44.7,27862886.75,110766092.4,47.7,27862878.45,118847707.7,41.5
  E02, 2025-01-10 01:43:00.000,27845858.64,146330949.1,39.3,27845863.54,109273112.3,43.3,27845862.44,112123713.7,44.8,27845864.3,110698420.3,47.6,27845855.95,118775098.1,41
  E02, 2025-01-10 01:43:30.000,27828820.79,146241416,39.9,27828825.96,109206253,42.7,27828824.9,112055110.3,44.7,27828826.85,110630688.9,47.7,27828817.99,118702425.1,41.2
  E02, 2025-01-10 01:44:00.000,27811769.02,146151806.4,40,27811773.89,109139336.6,42.6,27811772.24,111986448.2,44.5,27811774.96,110562899.7,47.4,27811766.28,118629689.9,41.3
  E02, 2025-01-10 01:44:30.000,27794702.84,146062121.9,40.3,27794707.82,109072364.3,43.1,27794705.98,111917728.8,44.2,27794708.6,110495053.8,47.8,27794700.55,118556893.9,41.7
  E02, 2025-01-10 01:45:00.000,27777622.28,145972364.3,39.6,27777627.75,109005337.3,43.3,27777626.35,111848953.4,44.5,27777628.38,110427152.6,48,27777620.79,118484038.7,42
  E02, 2025-01-10 01:45:30.000,27760528.71,145882535.3,40.2,27760533.69,108938257.1,43.2,27760532.51,111780123.2,44.8,27760534.7,110359197.4,48.1,27760526.09,118411125.4,42.1
  E02, 2025-01-10 01:46:00.000,27743422.32,145792636.7,41,27743426.72,108871124.9,43.2,27743425.32,111711239.8,44.3,27743427.56,110291189.6,48.3,27743419.06,118338155.7,41.9
  E02, 2025-01-10 01:46:30.000,27726301.72,145702670.2,39.8,27726306.65,108803942,42.5,27726305.29,111642304.3,45.3,27726307.62,110223130.4,47.6,27726298.55,118265130.8,40.8
  E02, 2025-01-10 01:47:00.000,27709169.09,145612637.5,40.4,27709174.41,108736709.6,43.6,27709172.87,111573318.1,45.4,27709175.13,110155021.1,48.3,27709165.9,118192052.2,40.4
  E02, 2025-01-10 01:47:30.000,27692024.51,145522540,40,27692029.87,108669428.9,43.7,27692028.04,111504282.2,45,27692030.24,110086862.8,48,27692021.86,118118921,41.4
  E02, 2025-01-10 01:48:00.000,27674867.12,145432379.2,39.9,27674872.42,108602101,42.7,27674871.25,111435197.9,44.4,27674873.21,110018656.7,48.1,27674865.75,118045738.5,43.1
  E02, 2025-01-10 01:48:30.000,27657698.26,145342157.3,40.2,27657704.2,108534727.3,43.5,27657702.35,111366066.6,45.1,27657704.85,109950404.2,48.5,27657696.7,117972506.3,42.2
  E02, 2025-01-10 01:49:00.000,27640519.16,145251875.8,41,27640524.68,108467309.2,44,27640522.34,111296889.8,44.8,27640524.93,109882106.8,48.3,27640515.92,117899225.8,41.3
  E02, 2025-01-10 01:49:30.000,27623327.48,145161536.7,39.7,27623333.36,108399848,43,27623332.17,111227668.8,45.1,27623333.94,109813765.7,48,27623325.84,117825898.5,41.9
  E02, 2025-01-10 01:50:00.000,27606126.53,145071141.6,40.8,27606131.5,108332345.1,43.6,27606130.29,111158404.9,45,27606132.43,109745382.3,48,27606123.67,117752525.8,41.5
  E02, 2025-01-10 01:50:30.000,27588914.86,144980692.2,41.4,27588919.91,108264801.6,42.8,27588918.28,111089099.4,44.8,27588920.8,109676957.8,48.3,27588911.87,117679109,41.8
  E02, 2025-01-10 01:51:00.000,27571692.69,144890190.4,41.2,27571698.32,108197219,43.3,27571696.51,111019753.8,44.8,27571698.88,109608493.7,48.2,27571691.23,117605649.7,43
  E02, 2025-01-10 01:51:30.000,27554461.75,144799637.8,41.4,27554466.68,108129598.4,43.3,27554465.31,110950369.2,45.5,27554467.38,109539991.1,48.6,27554458.72,117532149.1,41.9
  E02, 2025-01-10 01:52:00.000,27537220.4,144709035.9,40.8,27537225.88,108061941.1,43.9,27537223.91,110880947,45,27537226.51,109471451.3,48.4,27537217.36,117458608.5,41.7
  E02, 2025-01-10 01:52:30.000,27519970.61,144618386.5,40.2,27519976.06,107994248.1,43.9,27519974.27,110811488.2,44.7,27519976.62,109402875.5,48.1,27519968.31,117385029.4,42.4
  E02, 2025-01-10 01:53:00.000,27502711.78,144527691.5,41.5,27502717.79,107926521.3,45.3,27502716.29,110741994.5,46,27502717.82,109334265.2,49,27502709.45,117311413.2,42
  E02, 2025-01-10 01:53:30.000,27485444.92,144436952.5,40.8,27485449.97,107858761.6,43,27485448.93,110672467.2,47.2,27485450.88,109265621.7,48.5,27485442.68,117237761.4,42.6
  E02, 2025-01-10 01:54:00.000,27468170.08,144346171.4,40.6,27468175.09,107790970.5,43.1,27468173.61,110602907.6,45.2,27468176.07,109196946.3,48.4,27468168.38,117164075.4,43
  E02, 2025-01-10 01:54:30.000,27450887.46,144255349.8,40.9,27450892.61,107723149.1,43.7,27450891.18,110533316.9,45.6,27450893.2,109128240.3,48.2,27450884.29,117090356.5,41.8
  E02, 2025-01-10 01:55:00.000,27433597.24,144164489.4,41.2,27433602.2,107655298.7,44,27433601.14,110463696.6,45.6,27433603.2,109059504.9,48.8,27433594.67,117016606.2,42.4
  E02, 2025-01-10 01:55:30.000,27416300.16,144073592.3,41.6,27416305.51,107587420.9,43.6,27416303.42,110394048.1,45.6,27416306.16,108990741.8,48.2,27416297.33,116942826,41.9
  E02, 2025-01-10 01:56:00.000,27398996.07,143982660,39.8,27399001.66,107519516.9,44.4,27399000.27,110324372.6,45.4,27399002.23,108921952,48.8,27398994.48,116869017.3,43.1
  E02, 2025-01-10 01:56:30.000,27381686.22,143891694.7,41.5,27381691.86,107451588.2,44.3,27381690.23,110254671.9,46.3,27381692.12,108853137.3,49,27381683.88,116795181.7,42.5
  E02, 2025-01-10 01:57:00.000,27364370.08,143800697.7,41.3,27364375.1,107383635.8,43.7,27364373.82,110184946.9,45.4,27364376.23,108784298.6,48.2,27364367.28,116721320.5,42
  E02, 2025-01-10 01:57:30.000,27347048.39,143709670.8,41.6,27347053.82,107315661,44,27347052.29,110115198.9,45.2,27347054.4,108715437.2,48.8,27347046.17,116647434.9,43
  E02, 2025-01-10 01:58:00.000,27329721.68,143618615.7,42.1,27329726.79,107247665.3,44.7,27329725.16,110045429.3,46.2,27329727.3,108646554.6,49.3,27329718.36,116573526.5,42.5
  E02, 2025-01-10 01:58:30.000,27312388.98,143527534.6,41.4,27312394.35,107179650.1,44.4,27312392.26,109975639.8,44.6,27312395.17,108577652.2,48.2,27312386,116499597,42.2
  E02, 2025-01-10 01:59:00.000,27295052.58,143436428.8,41.4,27295057.44,107111616.5,44.5,27295056.14,109905831.4,45.7,27295058.14,108508731.2,48.9,27295049.96,116425647.4,42.8
  E02, 2025-01-10 01:59:30.000,27277710.92,143345300.3,41.9,27277716.64,107043565.9,44.2,27277715.45,109836005.6,46.8,27277717.35,108439793.1,49.3,27277708.4,116351679.5,42.6
  E02, 2025-01-10 02:00:00.000,27260366.28,143254150.8,41.6,27260371.59,106975499.7,44.4,27260369.36,109766163.8,45,27260372.13,108370839,48.6,27260363.51,116277694.5,42.6
  E02, 2025-01-10 02:00:30.000,27243017.62,143162982.4,42.4,27243022.61,106907419.3,44.1,27243021.44,109696307.4,46.8,27243023.23,108301870.6,49.1,27243015.25,116203694.1,43
  E02, 2025-01-10 02:01:00.000,27225665.15,143071796.7,42,27225670.22,106839326.1,43.9,27225669.28,109626437.8,45.7,27225671.55,108232889.2,48.5,27225662.64,116129679.7,42.3
  E02, 2025-01-10 02:01:30.000,27208310.45,142980595.2,42.3,27208316.04,106771221,43.7,27208313.2,109556556.1,44.3,27208316.39,108163895.8,48.2,27208308.15,116055652.5,42.4
  E02, 2025-01-10 02:02:00.000,27190951.21,142889379.6,33.3,27190958.03,106703105.5,38.4,27190955.4,109486663.6,37,27190958.52,108094891.9,41.8,27190950.17,115981613.8,28.6
  E02, 2025-01-10 02:02:30.000,27173592.42,142798152.1,38.9,27173598.23,106634980.9,41.2,27173597.29,109416761.9,42.3,27173598.82,108025878.7,45.4,27173589.9,115907565.4,37.6
  E02, 2025-01-10 02:03:00.000,27156230.85,142706914.3,42.4,27156235.77,106566848.7,42.4,27156234.04,109346852.4,43.1,27156236.71,107956857.9,46.5,27156227.65,115833508.8,41.6
  E02, 2025-01-10 02:03:30.000,27138867.22,142615667.7,43,27138872.79,106498710,42.2,27138871.56,109276936.1,43.3,27138872.92,107887830.3,46.7,27138866.43,115759444.9,41.8
  E02, 2025-01-10 02:04:00.000,27121502.01,142524414.6,41.9,27121507.62,106430566.4,44.6,27121505.73,109207014.9,46.3,27121508.27,107818798,49,27121500.35,115685375.8,43.6
  E02, 2025-01-10 02:04:30.000,27104136.51,142433156.5,41.7,27104141.43,106362419.1,44.2,27104139.8,109137089.8,46.5,27104142.48,107749761.7,49,27104133.28,115611302.7,42.4
  E02, 2025-01-10 02:05:00.000,27086769.99,142341895.2,41.9,27086775.72,106294269.4,44.6,27086773.47,109067162.4,45.7,27086776.16,107680723.2,49.2,27086767.03,115537227,42.5
  E02, 2025-01-10 02:05:30.000,27069403.52,142250633.1,41.6,27069409.13,106226119.2,45.3,27069407.13,108997234.2,45.9,27069409.36,107611684,49.4,27069400.4,115463150.6,42.5
  E02, 2025-01-10 02:06:00.000,27052037.15,142159371.3,41.5,27052042.26,106157969.1,43.9,27052040.54,108927306.3,46.2,27052042.86,107542645,49.3,27052034.18,115389074.4,42.4
  E02, 2025-01-10 02:06:30.000,27034670.62,142068111.9,41.3,27034676.27,106089820.7,44.7,27034674.66,108857380.2,46.3,27034676.9,107473607.8,49.6,27034668.32,115315000.1,43.1
  E02, 2025-01-10 02:07:00.000,27017305.81,141976856.4,42.3,27017310.66,106021675.4,45.1,27017309.14,108787457.2,46.6,27017311.65,107404573.6,49.2,27017302.72,115240929.2,42.9
  E02, 2025-01-10 02:07:30.000,26999940.94,141885606.8,41.1,26999946.95,105953534.4,44.7,26999944.66,108717538.6,46.1,26999947.38,107335543.8,49,26999937.76,115166862.9,42
  E02, 2025-01-10 02:08:00.000,26982577.98,141794364.7,41.7,26982583.92,105885399.1,44.6,26982582,108647625.8,45.9,26982584.51,107266519.8,49.6,26982575.88,115092802.7,42.9
  E02, 2025-01-10 02:08:30.000,26965217.54,141703132.1,41.6,26965223.08,105817270.9,44.7,26965221.13,108577720.4,46,26965223.64,107197502.9,49.2,26965214.63,115018750.3,42.7
  E02, 2025-01-10 02:09:00.000,26947858.69,141611911,41.6,26947864.11,105749151.2,45.3,26947862.32,108507823.6,46.2,26947864.74,107128494.7,49.3,26947855.02,114944707.2,42.2
  E02, 2025-01-10 02:09:30.000,26930501.97,141520703.1,41.2,26930508,105681041.4,44.8,26930506.02,108437937.1,46.4,26930508.53,107059496.6,49.5,26930499.66,114870674.9,42.7
  E02, 2025-01-10 02:10:00.000,26913148.85,141429510.5,42.8,26913154.31,105612943.1,45.1,26913152.65,108368062.3,46.5,26913155.05,106990510,49.3,26913146.13,114796654.9,42.7
  E02, 2025-01-10 02:10:30.000,26895798.52,141338334.5,41.7,26895804.07,105544857.2,44.6,26895802.2,108298200.2,46.5,26895804.96,106921536,50,26895795.67,114722648.4,42.1
  E02, 2025-01-10 02:11:00.000,26878451.66,141247177.1,42.6,26878457.47,105476785.1,46,26878455.3,108228352.3,45.7,26878458.16,106852576,49.5,26878448.81,114648657.1,42.1
  E02, 2025-01-10 02:11:30.000,26861108.74,141156039.8,42.2,26861114.63,105408728,44.6,26861112.45,108158519.9,46,26861115.22,106783631.2,49.6,26861105.93,114574682,42
  E02, 2025-01-10 02:12:00.000,26843769.88,141064924.6,41.7,26843776.12,105340687.5,45.3,26843774.1,108088704.4,47,26843776.71,106714703.2,49.6,26843766.81,114500724.8,41.8
  E02, 2025-01-10 02:12:30.000,26826436.4,140973833.3,42.1,26826441.84,105272664.8,44.9,26826440.32,108018907.2,46.8,26826442.5,106645793.3,49.7,26826433.59,114426787.1,43.1
  E02, 2025-01-10 02:13:00.000,26809106.91,140882767.9,42.1,26809112.55,105204661.4,45.6,26809110.75,107949129.8,46.3,26809113.38,106576902.9,50,26809103.66,114352870.4,42.2
  E02, 2025-01-10 02:13:30.000,26791782.48,140791730.1,41.7,26791788.78,105136678.7,45.1,26791786.83,107879373.6,46.2,26791789.32,106508033.4,50.3,26791779.46,114278976.1,41.8
  E02, 2025-01-10 02:14:00.000,26774464.59,140700721.8,42.5,26774470.19,105068718,45.1,26774468.41,107809640,46.8,26774471.13,106439186.3,50.1,26774462.37,114205105.8,42.8
  E02, 2025-01-10 02:14:30.000,26757152.42,140609745,42.3,26757158.2,105000780.8,45.6,26757155.7,107739930.6,46,26757158.78,106370363,50.1,26757148.99,114131261,41.7
  E02, 2025-01-10 02:15:00.000,26739846.11,140518801.4,41.1,26739851.91,104932868.4,44.9,26739850.13,107670246.5,46.4,26739852.57,106301564.7,49.8,26739843.98,114057443.1,42.7
  E02, 2025-01-10 02:15:30.000,26722546.94,140427892.5,42.4,26722552.74,104864981.9,45.4,26722550.79,107600589.1,46.9,26722553.38,106232792.8,50,26722544.3,113983653.6,42.6
  E02, 2025-01-10 02:16:00.000,26705254.13,140337020.3,42.4,26705260.32,104797122.9,45.3,26705258.09,107530959.8,46.4,26705260.83,106164048.6,49.7,26705251.3,113909893.6,41.8
  E02, 2025-01-10 02:16:30.000,26687969.25,140246186.9,42.7,26687974.74,104729292.8,45.5,26687973.29,107461360.2,47.2,26687975.71,106095333.8,50.2,26687966.86,113836165.3,43
  E02, 2025-01-10 02:17:00.000,26670692.2,140155393.8,43,26670697.77,104661492.7,45.5,26670695.79,107391791.4,47,26670698.45,106026649.4,50.1,26670687.48,113762469.5,40.6
  E02, 2025-01-10 02:17:30.000,26653422.52,140064642.4,41.8,26653427.98,104593723.9,45.9,26653426.07,107322254.7,46.4,26653428.92,105957996.6,50.3,26653419.9,113688807.8,42.8
  E02, 2025-01-10 02:18:00.000,26636161.38,139973935.3,42.3,26636167.29,104525988.2,45.6,26636165.31,107252752,47.2,26636167.93,105889377.3,50.3,26636157.13,113615181.9,41.1
  E02, 2025-01-10 02:18:30.000,26618909.16,139883274.2,42.8,26618914.79,104458286.7,45.2,26618913.08,107183284.4,46.9,26618915.62,105820792.8,50.1,26618906.21,113541593.4,42.1
  E02, 2025-01-10 02:19:00.000,26601666.07,139792660.6,42.4,26601671.74,104390620.8,45.1,26601669.9,107113853.2,47.1,26601672.43,105752244.3,50.2,26601663.68,113468043.4,43.4
  E02, 2025-01-10 02:19:30.000,26584432.34,139702097.2,42.8,26584438.19,104322992.3,45.5,26584435.86,107044460.5,46.3,26584438.78,105683733.7,49.7,26584429.19,113394534.2,42.1
  E02, 2025-01-10 02:20:00.000,26567208.43,139611584.8,42.4,26567213.98,104255401.8,45.7,26567212.36,106975106.8,47.4,26567214.73,105615261.6,50.1,26567205.81,113321066.3,42.6
  E02, 2025-01-10 02:20:30.000,26549994.38,139521125.4,43,26550000.04,104187851,45.1,26549998.32,106905793.8,47.2,26550000.93,105546829.7,50.1,26549991.13,113247641.5,41.9
  E02, 2025-01-10 02:21:00.000,26532791.01,139430720.8,42.3,26532796.83,104120341.2,46.1,26532794.78,106836522.8,47.3,26532797.42,105478439.3,50.6,26532788.16,113174261.2,42.6
  E02, 2025-01-10 02:21:30.000,26515598.49,139340373,43.1,26515604.04,104052873.6,45.9,26515602.58,106767295.3,47.4,26515604.74,105410091.7,50.6,26515594.97,113100926.9,41.7
  E02, 2025-01-10 02:22:00.000,26498417.1,139250083.7,43,26498422.48,103985449.9,45.8,26498420.91,106698112.7,47.2,26498423.34,105341788.6,50.4,26498413.91,113027640.2,42.6
  E02, 2025-01-10 02:22:30.000,26481246.81,139159855,42.6,26481252.46,103918071.3,46.2,26481250.55,106628976.4,47,26481253.31,105273531.1,50.5,26481243.22,112954402.7,41.9
  E02, 2025-01-10 02:23:00.000,26464088.57,139069688.4,42.7,26464094.46,103850739.1,46.4,26464092.59,106559887.7,47.1,26464095.14,105205320.7,50.8,26464086.05,112881215.5,43.7
  E02, 2025-01-10 02:23:30.000,26446942.97,138979585.9,43.1,26446948.46,103783454.9,45.6,26446946.6,106490848.2,47.5,26446949.16,105137158.8,50.4,26446940.07,112808080.4,43.2
  E02, 2025-01-10 02:24:00.000,26429809.32,138889549.5,43.1,26429815.22,103716219.9,46.1,26429813.3,106421859.3,47.5,26429815.78,105069046.9,50.7,26429805.69,112734998.9,41.8
  E02, 2025-01-10 02:24:30.000,26412689.09,138799581.1,42.6,26412694.36,103649035.8,46.5,26412692.77,106352922.5,47.8,26412695.27,105000986.5,51,26412686.15,112661972.7,43.2
  E02, 2025-01-10 02:25:00.000,26395582.2,138709682.7,43.8,26395587.41,103581903.9,46.2,26395585.59,106284039.3,47.7,26395588.21,104932978.9,50.8,26395578.59,112589003.2,42.4
  E02, 2025-01-10 02:25:30.000,26378488.23,138619855.3,43.6,26378493.84,103514825,46.2,26378492.15,106215210.6,47.9,26378494.54,104865025.1,50.2,26378485.39,112516091.4,42.8
  E02, 2025-01-10 02:26:00.000,26361408.92,138530101.2,43.5,26361414.24,103447800.9,45.8,26361412.29,106146438,47.1,26361414.9,104797126.7,50,26361405.88,112443239,42.9
  E02, 2025-01-10 02:26:30.000,26344343.02,138440422.1,43.3,26344348.79,103380832.8,45.7,26344347.08,106077722.9,48,26344349.48,104729285.1,50.4,26344340.09,112370447.6,42.6
  E02, 2025-01-10 02:27:00.000,26327292.81,138350819.7,43.6,26327297.88,103313921.9,46,26327296.39,106009066.5,47.4,26327298.64,104661501.5,50.8,26327290.15,112297718.4,43.5
  E02, 2025-01-10 02:27:30.000,26310256.46,138261296,43.1,26310262.16,103247069.8,45.8,26310260.67,105940470.5,48.1,26310262.88,104593777.5,51,26310253.76,112225053.1,43
  E02, 2025-01-10 02:28:00.000,26293236.16,138171852.8,43.9,26293241.48,103180277.9,46.8,26293239.98,105871936.1,47.5,26293242.34,104526114.3,50.6,26293233.69,112152453.2,43.3
