> PRN,time,C1X,L1X,S1X,C5X,L5X,S5X,C7X,L7X,S7X,C8X,L8X,S8X,C6X,L6X,S6X
  E02, 2025-01-26 00:21:00.000,24778299.19,130210846.5,47.5,24778299.68,97235385.05,48.5,24778298.49,99771956.45,49.6,24778300.66,98503656.55,52.7,24778292.93,105690623.8,46.8
  E02, 2025-01-26 00:21:30.000,24771061.52,130172812.1,47.8,24771062.03,97206982.71,48.1,24771060.88,99742813.18,50.1,24771062.96,98474883.74,53.1,24771055.17,105659751.6,46.7
  E02, 2025-01-26 00:22:00.000,24763891.66,130135134.9,48,24763892.27,97178847.19,48.8,24763891.2,99713943.69,49.8,24763893.24,98446381.23,53.3,24763885.58,105629169.6,47
  E02, 2025-01-26 00:22:30.000,24756790.19,130097816.5,47.1,24756790.72,97150979.56,48,24756789.72,99685349.08,49.7,24756791.78,98418150.11,53.1,24756784.05,105598878.6,47
  E02, 2025-01-26 00:23:00.000,24749757.34,130060858.2,46.8,24749757.9,97123380.8,48.2,24749756.61,99657030.34,50.5,24749758.85,98390191.36,53.3,24749751.22,105568880,47.2
  E02, 2025-01-26 00:23:30.000,24742792.96,130024261.4,47.7,24742793.71,97096052.02,48.4,24742792.72,99628988.64,50.3,24742794.71,98362506.12,52.9,24742787.14,105539174.8,47.3
  E02, 2025-01-26 00:24:00.000,24735897.88,129988027.1,47.4,24735898.48,97068993.98,48.8,24735897.57,99601224.74,50.5,24735899.55,98335095.15,53.3,24735891.83,105509763.9,47.3
  E02, 2025-01-26 00:24:30.000,24729071.95,129952156.6,47.6,24729072.72,97042207.53,48.8,24729071.52,99573739.52,50.1,24729073.63,98307959.32,53.2,24729065.72,105480648.2,47.2
  E02, 2025-01-26 00:25:00.000,24722315.66,129916651.2,47.7,24722316.19,97015693.76,48,24722315,99546534.07,50.8,24722317.14,98281099.71,53.1,24722309.54,105451828.9,47.3
  E02, 2025-01-26 00:25:30.000,24715628.65,129881512.1,47.8,24715629.4,96989453.57,48.1,24715628.39,99519609.36,50.2,24715630.41,98254517.26,53,24715622.91,105423306.9,47.2
  E02, 2025-01-26 00:26:00.000,24709011.93,129846740.7,47,24709012.7,96963487.86,48.7,24709011.49,99492966.29,50.1,24709013.62,98228212.87,53.7,24709005.82,105395083.3,47.2
  E02, 2025-01-26 00:26:30.000,24702465.13,129812337.9,47.5,24702465.95,96937797.52,48.5,24702464.9,99466605.77,50.2,24702466.99,98202187.43,52.9,24702459,105367159,47.2
  E02, 2025-01-26 00:27:00.000,24695988.77,129778305,47.6,24695989.79,96912383.37,48.5,24695988.57,99440528.63,50,24695990.75,98176441.79,53.1,24695982.77,105339534.9,47.2
  E02, 2025-01-26 00:27:30.000,24689583.41,129744643.5,47.4,24689584.18,96887246.5,49.2,24689582.97,99414736.02,50.9,24689585.15,98150977.06,53.4,24689576.97,105312212.3,47.2
  E02, 2025-01-26 00:28:00.000,24683248.82,129711354.6,47.9,24683249.56,96862387.88,48.5,24683248.24,99389228.92,50.4,24683250.48,98125794.19,53.7,24683242.94,105285192,47.3
  E02, 2025-01-26 00:28:30.000,24676985.14,129678439.2,48,24676986.08,96837808.27,49.2,24676984.73,99364008.08,50.2,24676986.88,98100893.97,53.5,24676979.42,105258475,47.5
  E02, 2025-01-26 00:29:00.000,24670792.97,129645898.6,48.2,24670793.75,96813508.47,49.2,24670792.46,99339074.39,50.2,24670794.61,98076277.22,53.3,24670787.3,105232062.2,47.6
  E02, 2025-01-26 00:29:30.000,24664672.41,129613734.1,48,24664673.12,96789489.54,49.4,24664671.77,99314428.86,50.3,24664673.91,98051944.99,53.5,24664666.59,105205954.7,47.7
  E02, 2025-01-26 00:30:00.000,24658623.41,129581946.7,47.8,24658624.18,96765752.18,48.7,24658622.66,99290072.27,50.1,24658624.95,98027898.02,54.2,24658617.58,105180153.2,47.7
  E02, 2025-01-26 00:30:30.000,24652646.22,129550537.4,48,24652647.09,96742297.16,49.4,24652645.72,99266005.39,50.1,24652647.95,98004137.07,53.8,24652640.56,105154658.6,47.9
  E02, 2025-01-26 00:31:00.000,24646741.59,129519507.3,47.8,24646742.14,96719125.37,48.5,24646740.84,99242229.11,50.2,24646743.13,97980663.04,53.1,24646735.56,105129471.9,47.8
  E02, 2025-01-26 00:31:30.000,24640909.24,129488857.8,48.2,24640909.77,96696237.73,48.9,24640908.41,99218744.41,50.4,24640910.72,97957476.87,53.7,24640903.17,105104594,47.9
  E02, 2025-01-26 00:32:00.000,24635149.13,129458589.7,48,24635149.91,96673634.99,48.6,24635148.76,99195552.02,50.1,24635150.88,97934579.29,53.3,24635143.22,105080025.8,47.9
  E02, 2025-01-26 00:32:30.000,24629462.33,129428704.3,48,24629463.03,96651317.95,49,24629461.62,99172652.79,50.3,24629463.88,97911971.17,53.3,24629456.22,105055768.2,47.9
  E02, 2025-01-26 00:33:00.000,24623848.2,129399202.6,47.6,24623848.98,96629287.47,48.5,24623847.68,99150047.62,50.3,24623849.89,97889653.34,53.3,24623842.32,105031822,48
  E02, 2025-01-26 00:33:30.000,24618307.61,129370085.6,48.1,24618308.18,96607544.28,48.7,24618306.89,99127737.21,50.7,24618309.11,97867626.54,53.5,24618301.31,105008188.1,48
  E02, 2025-01-26 00:34:00.000,24612840.21,129341354.4,47.4,24612840.63,96586089.16,48.5,24612839.5,99105722.39,50.5,24612841.74,97845891.57,53,24612834.09,104984867.3,48
  E02, 2025-01-26 00:34:30.000,24607446.41,129313009.9,47.8,24607446.96,96564922.82,48.8,24607445.81,99084003.89,51.2,24607447.98,97824449.15,53.5,24607440.35,104961860.4,48.2
  E02, 2025-01-26 00:35:00.000,24602126.34,129285053.2,47.1,24602126.84,96544046.07,48.6,24602125.93,99062582.53,50.6,24602128.01,97803300.1,53.5,24602120.33,104939168.3,48.3
  E02, 2025-01-26 00:35:30.000,24596880.3,129257485.3,48,24596880.7,96523459.61,48.4,24596880.02,99041459.04,50.9,24596882,97782445.12,53.7,24596874.45,104916791.7,48.3
  E02, 2025-01-26 00:36:00.000,24591708.5,129230307.2,47.4,24591709.09,96503164.31,48.4,24591708,99020634.29,51,24591710.18,97761885.09,53.6,24591702.74,104894731.6,48.4
  E02, 2025-01-26 00:36:30.000,24586611.09,129203519.9,48,24586611.62,96483160.79,48.8,24586610.78,99000108.93,51,24586612.7,97741620.65,53.4,24586605.29,104872988.6,48.5
  E02, 2025-01-26 00:37:00.000,24581588,129177124.1,47.7,24581588.6,96463449.64,48.5,24581587.66,98979883.58,50.9,24581589.72,97721652.41,53.7,24581582.42,104851563.5,48.4
  E02, 2025-01-26 00:37:30.000,24576639.95,129151121,47.7,24576640.4,96444031.79,49.4,24576639.57,98959959.17,50.9,24576641.49,97701981.27,53.5,24576634.16,104830457.1,48.5
  E02, 2025-01-26 00:38:00.000,24571766.67,129125511.7,48,24571767.18,96424907.92,49.1,24571766.25,98940336.41,51,24571768.18,97682607.96,53.7,24571760.83,104809670.3,48.4
  E02, 2025-01-26 00:38:30.000,24566968.4,129100297,48,24566969.02,96406078.81,49,24566968.1,98921016.11,50.6,24566969.96,97663533.25,53,24566962.58,104789203.9,48.4
  E02, 2025-01-26 00:39:00.000,24562245.46,129075477.7,48,24562246.02,96387544.92,48.8,24562245.13,98901998.72,50.9,24562246.98,97644757.61,53.5,24562239.38,104769058.3,48.3
  E02, 2025-01-26 00:39:30.000,24557597.76,129051054.7,47.6,24557598.41,96369306.95,48.6,24557597.55,98883284.98,51,24557599.41,97626281.75,53.8,24557591.95,104749234.4,48.3
  E02, 2025-01-26 00:40:00.000,24553025.77,129027028.8,48.5,24553026.52,96351365.52,48.2,24553025.65,98864875.51,50.5,24553027.43,97608106.31,54.3,24553019.89,104729732.9,48.3
  E02, 2025-01-26 00:40:30.000,24548529.64,129003400.9,47.8,24548530.15,96333721.32,48.9,24548529.22,98846771.03,51,24548531.18,97590231.97,54,24548523.65,104710554.4,48.3
  E02, 2025-01-26 00:41:00.000,24544109.37,128980172.1,48.2,24544109.83,96316375.11,48.6,24544108.86,98828972.31,50.9,24544110.88,97572659.51,53.8,24544103.23,104691699.8,48.2
  E02, 2025-01-26 00:41:30.000,24539765.16,128957342.9,47.9,24539765.67,96299327.35,48.6,24539764.66,98811479.82,51.2,24539766.64,97555389.38,53.7,24539759.1,104673169.7,48.4
  E02, 2025-01-26 00:42:00.000,24535497.18,128934914.2,47.6,24535497.51,96282578.64,49.2,24535496.6,98794294.19,50.8,24535498.62,97538422.21,54,24535491.16,104654964.6,48.4
  E02, 2025-01-26 00:42:30.000,24531305.38,128912887,47.8,24531305.98,96266129.82,49,24531304.96,98777416.26,50.8,24531306.99,97521758.83,53.7,24531299.74,104637085.4,48.6
  E02, 2025-01-26 00:43:00.000,24527190.34,128891262.2,47.3,24527190.98,96249981.43,49.1,24527189.77,98760846.62,51,24527191.94,97505399.82,53.6,24527184.6,104619532.8,48.7
  E02, 2025-01-26 00:43:30.000,24523152.06,128870040.8,48.2,24523152.54,96234134.22,49.1,24523151.47,98744585.99,51.1,24523153.63,97489345.9,53.5,24523146.18,104602307.6,48.6
  E02, 2025-01-26 00:44:00.000,24519190.56,128849222.9,47.6,24519191.18,96218588.42,48.8,24519190.11,98728634.67,50.8,24519192.15,97473597.34,53.9,24519185.13,104585410,48.7
  E02, 2025-01-26 00:44:30.000,24515305.94,128828809.5,48.1,24515306.61,96203344.62,48.9,24515305.43,98712993.19,51,24515307.59,97458154.69,54,24515300.1,104568840.6,48.7
  E02, 2025-01-26 00:45:00.000,24511498.37,128808801.3,48,24511499.09,96188403.48,48.8,24511498.08,98697662.3,50.8,24511500.16,97443018.68,53.5,24511492.81,104552600.2,48.8
  E02, 2025-01-26 00:45:30.000,24507768.34,128789199,48.2,24507768.95,96173765.35,48.6,24507767.89,98682642.3,50.7,24507769.94,97428189.62,54,24507762.19,104536689.2,48.8
  E02, 2025-01-26 00:46:00.000,24504115.52,128770003.2,47.6,24504116.06,96159430.87,49,24504115.1,98667933.88,51,24504117.12,97413668.17,53.8,24504109.98,104521108.3,49
  E02, 2025-01-26 00:46:30.000,24500540.15,128751215,47.6,24500540.84,96145400.72,49.3,24500539.92,98653537.71,51,24500541.83,97399455,54,24500534.43,104505858.1,48.9
  E02, 2025-01-26 00:47:00.000,24497042.58,128732834.9,48,24497043.32,96131675.31,49,24497042.25,98639454.25,51.1,24497044.22,97385550.57,54.2,24497037.11,104490939.2,49
  E02, 2025-01-26 00:47:30.000,24493622.84,128714863.6,47.4,24493623.41,96118255.2,48.8,24493622.52,98625684.06,50.7,24493624.42,97371955.42,53.3,24493616.73,104476352.1,49
  E02, 2025-01-26 00:48:00.000,24490280.73,128697301.7,48,24490281.52,96105140.75,49,24490280.5,98612227.49,51.1,24490282.52,97358669.92,53.5,24490275.31,104462097.3,49.1
  E02, 2025-01-26 00:48:30.000,24487016.98,128680149.8,47.6,24487017.62,96092332.5,49.2,24487016.55,98599085.11,51.3,24487018.63,97345694.6,54,24487011.28,104448175.3,48.3
  E02, 2025-01-26 00:49:00.000,24483831.12,128663408.6,47.7,24483831.93,96079830.98,49.3,24483830.9,98586257.47,50.8,24483832.93,97333030.02,54.1,24483825.47,104434586.6,49.1
  E02, 2025-01-26 00:49:30.000,24480723.94,128647078.7,46.8,24480724.47,96067636.57,49.2,24480723.3,98573744.95,51,24480725.47,97320676.56,53.8,24480718.23,104421331.9,49.1
  E02, 2025-01-26 00:50:00.000,24477694.63,128631160.7,48.2,24477695.41,96055749.78,48.9,24477694.32,98561548.07,51.2,24477696.39,97308634.71,54,24477688.93,104408411.4,49.1
  E02, 2025-01-26 00:50:30.000,24474744.06,128615655.1,48.5,24474744.77,96044170.88,49.3,24474743.58,98549667.11,51.1,24474745.77,97296904.79,53.7,24474738.57,104395825.7,49.1
  E02, 2025-01-26 00:51:00.000,24471872.02,128600562.7,48.1,24471872.75,96032900.57,49.3,24471871.45,98538102.79,51.3,24471873.77,97285487.47,53.8,24471866.17,104383575.3,49.1
  E02, 2025-01-26 00:51:30.000,24469078.76,128585884,48.5,24469079.54,96021939.2,49.7,24469078.31,98526855.47,51.2,24469080.48,97274383.13,54.5,24469073.34,104371660.8,49.2
  E02, 2025-01-26 00:52:00.000,24466364.45,128571619.6,48.2,24466365.1,96011287.25,48.4,24466363.81,98515925.64,50.8,24466366.05,97263592.24,53.7,24466358.87,104360082.6,49.1
  E02, 2025-01-26 00:52:30.000,24463729.03,128557770.1,48.4,24463729.65,96000945.11,49.5,24463728.41,98505313.7,51,24463730.56,97253115.2,54.3,24463723.06,104348841.1,49.1
  E02, 2025-01-26 00:53:00.000,24461172.54,128544335.9,48.7,24461172.98,95990913.04,49.7,24461171.93,98495019.94,50.9,24461174.1,97242952.28,54.4,24461166.98,104337936.7,49.1
  E02, 2025-01-26 00:53:30.000,24458695.11,128531317.3,48.2,24458695.84,95981191.32,49,24458694.56,98485044.6,51.5,24458696.72,97233103.75,53.9,24458689.52,104327369.6,49.2
  E02, 2025-01-26 00:54:00.000,24456297.16,128518714.8,48.5,24456297.63,95971780.42,48.5,24456296.46,98475388.19,51.3,24456298.57,97223570.1,53.5,24456291.3,104317140.4,49.1
  E02, 2025-01-26 00:54:30.000,24453978.14,128506529.1,48.2,24453978.74,95962680.69,49.2,24453977.5,98466051.08,51,24453979.7,97214351.68,54,24453972.87,104307249.4,49.3
  E02, 2025-01-26 00:55:00.000,24451738.67,128494760.7,47.8,24451739.31,95953892.56,49,24451738.1,98457033.7,50.9,24451740.26,97205448.92,53.6,24451733.18,104297697.1,49.3
  E02, 2025-01-26 00:55:30.000,24449578.64,128483409.7,47.8,24449579.34,95945416.17,49.2,24449578.15,98448336.19,51.3,24449580.24,97196861.97,54.1,24449572.84,104288483.6,49.2
  E02, 2025-01-26 00:56:00.000,24447498.15,128472476.5,48.3,24447498.82,95937251.8,48.7,24447497.58,98439958.83,50.7,24447499.73,97188591.11,53.7,24447492.79,104279609.3,49.2
  E02, 2025-01-26 00:56:30.000,24445497.11,128461961.7,47.9,24445497.89,95929399.79,49,24445496.66,98431901.98,51,24445498.84,97180636.68,53.5,24445491.35,104271074.5,49.1
  E02, 2025-01-26 00:57:00.000,24443576,128451865.7,48.1,24443576.75,95921860.58,49.9,24443575.52,98424166.09,50.8,24443577.63,97172999.13,54,24443570.43,104262879.7,49.3
  E02, 2025-01-26 00:57:30.000,24441734.45,128442189.1,47.9,24441735.35,95914634.54,50.4,24441734.05,98416751.56,51.1,24441736.23,97165678.85,54.6,24441728.84,104255025.3,49.2
  E02, 2025-01-26 00:58:00.000,24439973.01,128432932.2,47.7,24439973.82,95907721.87,48.8,24439972.6,98409658.56,50.4,24439974.69,97158676.01,53.6,24439967.75,104247511.6,49.4
  E02, 2025-01-26 00:58:30.000,24438291.31,128424095.1,48.1,24438292.22,95901122.78,49.4,24438290.97,98402887.32,51,24438293.07,97151990.84,53.9,24438286.19,104240338.6,49.4
  E02, 2025-01-26 00:59:00.000,24436689.77,128415678.2,47.4,24436690.46,95894837.41,49.2,24436689.25,98396437.98,51.3,24436691.38,97145623.48,54.5,24436684.18,104233506.7,49.4
  E02, 2025-01-26 00:59:30.000,24435168.07,128407681.8,47.4,24435168.82,95888866.08,49.7,24435167.7,98390310.88,51,24435169.75,97139574.27,53.7,24435162.79,104227016.1,49.4
  E02, 2025-01-26 01:00:00.000,24433726.53,128400106.3,48.5,24433727.17,95883209.04,49,24433726.1,98384506.27,50.9,24433728.19,97133843.45,53.8,24433720.8,104220867.2,49.3
  E02, 2025-01-26 01:00:30.000,24432365.16,128392952.1,47.6,24432365.77,95877866.54,49.1,24432364.55,98379024.41,51.5,24432366.79,97128431.27,53.9,24432359.66,104215060.1,49.4
  E02, 2025-01-26 01:01:00.000,24431083.9,128386219.3,48.2,24431084.45,95872838.81,49.4,24431083.51,98373865.51,50.6,24431085.61,97123337.96,53.6,24431078.41,104209595.2,49.4
  E02, 2025-01-26 01:01:30.000,24429882.96,128379908.3,48.1,24429883.58,95868126.03,49.1,24429882.65,98369029.8,51.3,24429884.71,97118563.71,53.9,24429877.07,104204472.6,49.3
  E02, 2025-01-26 01:02:00.000,24428762.38,128374019.3,49,24428762.95,95863728.41,49.1,24428762.02,98364517.47,51.8,24428764.09,97114108.74,53.9,24428757.12,104199692.6,49.4
  E02, 2025-01-26 01:02:30.000,24427722.1,128368552.8,47.8,24427722.67,95859646.23,48.9,24427721.83,98360328.79,51.5,24427723.88,97109973.3,53.9,24427716.17,104195255.5,49.3
  E02, 2025-01-26 01:03:00.000,24426762.28,128363508.6,48.3,24426762.91,95855879.5,49.2,24426761.92,98356463.81,51.2,24426764.06,97106157.45,54.3,24426757.02,104191161.2,49.5
  E02, 2025-01-26 01:03:30.000,24425882.89,128358887.1,47.9,24425883.43,95852428.35,49,24425882.52,98352922.63,51.5,24425884.64,97102661.29,54.3,24425877.06,104187410,49.4
  E02, 2025-01-26 01:04:00.000,24425083.83,128354688.5,48.3,24425084.58,95849292.98,48.8,24425083.59,98349705.48,51.7,24425085.68,97099485.03,53.9,24425077.98,104184002,49.4
  E02, 2025-01-26 01:04:30.000,24424365.34,128350912.6,47.9,24424366.11,95846473.3,49.4,24424364.95,98346812.24,51.9,24424367.17,97096628.56,54.1,24424360.15,104180937.1,49.5
  E02, 2025-01-26 01:05:00.000,24423727.56,128347560,48.4,24423728.19,95843969.77,49,24423727.14,98344243.4,51.4,24423729.22,97094092.38,53.6,24423721.4,104178215.9,49.3
  E02, 2025-01-26 01:05:30.000,24423170.11,128344630.6,48.3,24423170.81,95841782.18,49,24423169.6,98341998.74,51.5,24423171.74,97091876.25,53.5,24423164.68,104175838.1,49.5
  E02, 2025-01-26 01:06:00.000,24422693.06,128342124.6,47.8,24422693.73,95839910.78,49,24422692.78,98340078.53,51.3,24422694.87,97089980.45,54.3,24422687.45,104173803.9,49.3
  E02, 2025-01-26 01:06:30.000,24422296.93,128340042.4,47.9,24422297.55,95838355.91,49.3,24422296.67,98338483.08,51.7,24422298.63,97088405.3,54.2,24422291.46,104172113.9,49.5
  E02, 2025-01-26 01:07:00.000,24421981.14,128338384,48.4,24421982.08,95837117.47,48.8,24421981.09,98337212.33,51,24421983.05,97087150.69,54.2,24421975.65,104170767.7,49.4
  E02, 2025-01-26 01:07:30.000,24421746.33,128337149.4,48.6,24421747.12,95836195.54,48.9,24421745.98,98336266.36,51.3,24421748.13,97086216.75,53.7,24421740.72,104169765.6,49.4
  E02, 2025-01-26 01:08:00.000,24421592.11,128336338.7,48,24421592.91,95835590.07,49.4,24421591.82,98335645.1,51.2,24421593.86,97085603.38,53.9,24421586.63,104169107.5,49.6
  E02, 2025-01-26 01:08:30.000,24421518.49,128335951.6,48.2,24421519.25,95835301.01,49.8,24421518.2,98335348.5,51.3,24421520.22,97085310.55,54,24421512.88,104168793.4,49.6
  E02, 2025-01-26 01:09:00.000,24421525.7,128335988.7,48.3,24421526.32,95835328.65,49.3,24421525.24,98335376.86,51.3,24421527.3,97085338.55,54.7,24421519.97,104168823.4,49.6
  E02, 2025-01-26 01:09:30.000,24421613.23,128336449.7,48.3,24421614.17,95835672.89,48.8,24421612.99,98335730.08,51.6,24421615.04,97085687.28,54.2,24421607.97,104169197.6,49.7
  E02, 2025-01-26 01:10:00.000,24421781.66,128337334.5,48.2,24421782.4,95836333.62,49.2,24421781.39,98336408.05,51.4,24421783.45,97086356.63,54,24421776.4,104169915.8,48.8
