> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-24 00:00:00.000,   39274616.328,  154122317.973,         43.700,   39274611.891,  326470962.536,         36.900,,,,,,
I02, 2025-01-24 00:00:30.000,   39272130.594,  154112564.202,         45.500,   39272126.547,  326450301.441,         37.600,,,,,,
I02, 2025-01-24 00:01:00.000,   39269634.547,  154102767.713,         45.100,   39269630.160,  326429549.901,         38.300,,,,,,
I02, 2025-01-24 00:01:30.000,   39267126.797,  154092927.817,         45.700,   39267123.176,  326408706.399,         38.900,,,,,,
I02, 2025-01-24 00:02:00.000,   39264608.281,  154083044.540,         44.700,   39264604.711,  326387771.043,         38.800,,,,,,
I02, 2025-01-24 00:02:30.000,   39262078.594,  154073118.757,         45.500,   39262075.293,  326366745.607,         38.400,,,,,,
I02, 2025-01-24 00:03:00.000,   39259538.367,  154063150.163,         43.900,   39259534.777,  326345629.512,         37.400,,,,,,
I02, 2025-01-24 00:03:30.000,   39256987.086,  154053139.491,         45.600,   39256983.352,  326324424.259,         37.300,,,,,,
I02, 2025-01-24 00:04:00.000,   39254425.406,  154043086.047,         45.300,   39254421.086,  326303128.388,         37.300,,,,,,
I02, 2025-01-24 00:04:30.000,   39251852.852,  154032990.176,         45.500,   39251848.773,  326281742.676,         37.700,,,,,,
I02, 2025-01-24 00:05:00.000,   39249269.406,  154022852.153,         45.000,   39249265.910,  326260267.693,         38.000,,,,,,
I02, 2025-01-24 00:05:30.000,   39246674.758,  154012671.847,         44.300,   39246671.680,  326238703.133,         37.600,,,,,,
I02, 2025-01-24 00:06:00.000,   39244070.406,  154002449.470,         43.900,   39244066.598,  326217049.449,         36.600,,,,,,
I02, 2025-01-24 00:06:30.000,   39241454.336,  153992185.105,         45.200,   39241450.539,  326195306.821,         36.800,,,,,,
I02, 2025-01-24 00:07:00.000,   39238828.352,  153981879.353,         44.000,   39238824.383,  326173476.537,         37.900,,,,,,
I02, 2025-01-24 00:07:30.000,   39236191.445,  153971531.920,         44.900,   39236187.680,  326151557.945,         37.100,,,,,,
I02, 2025-01-24 00:08:00.000,   39233544.297,  153961143.153,         43.800,   39233540.430,  326129551.827,         38.100,,,,,,
I02, 2025-01-24 00:08:30.000,   39230886.156,  153950712.816,         45.900,   39230882.836,  326107457.651,         38.000,,,,,,
I02, 2025-01-24 00:09:00.000,   39228217.813,  153940240.744,         45.300,   39228214.145,  326085275.053,         36.900,,,,,,
I02, 2025-01-24 00:09:30.000,   39225538.461,  153929727.702,         44.400,   39225534.547,  326063005.688,         35.900,,,,,,
I02, 2025-01-24 00:10:00.000,   39222848.977,  153919173.584,         44.800,   39222844.801,  326040649.278,         35.700,,,,,,
I02, 2025-01-24 00:10:30.000,   39220149.492,  153908578.629,         43.200,   39220145.105,  326018206.411,         37.800,,,,,,
I02, 2025-01-24 00:11:00.000,   39217438.797,  153897943.202,         44.900,   39217435.266,  325995677.818,         37.100,,,,,,
