> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-10 00:00:00.000,   39487737.477,  154958660.914,         45.200,   39487735.605,  328242549.578,         37.000,,,,,,
I02, 2025-01-10 00:00:30.000,   39486649.750,  154954389.589,         45.800,   39486646.938,  328233501.819,         37.900,,,,,,
I02, 2025-01-10 00:01:00.000,   39485547.617,  154950063.919,         43.800,   39485544.367,  328224338.904,         37.600,,,,,,
I02, 2025-01-10 00:01:30.000,   39484431.383,  154945684.784,         44.400,   39484428.340,  328215062.758,         38.000,,,,,,
I02, 2025-01-10 00:02:00.000,   39483301.328,  154941251.412,         46.400,   39483298.504,  328205671.717,         37.800,,,,,,
I02, 2025-01-10 00:02:30.000,   39482158.023,  154936764.467,         45.100,   39482154.902,  328196167.166,         38.200,,,,,,
I02, 2025-01-10 00:03:00.000,   39481001.148,  154932223.821,         46.200,   39480998.047,  328186548.899,         39.200,,,,,,
I02, 2025-01-10 00:03:30.000,   39479830.305,  154927629.492,         43.900,   39479827.539,  328176816.904,         38.300,,,,,,
I02, 2025-01-10 00:04:00.000,   39478646.117,  154922981.780,         44.600,   39478643.223,  328166971.837,         38.400,,,,,,
I02, 2025-01-10 00:04:30.000,   39477447.945,  154918280.710,         42.500,   39477445.328,  328157013.753,         38.100,,,,,,
I02, 2025-01-10 00:05:00.000,   39476236.250,  154913525.605,         44.300,   39476233.539,  328146941.224,         38.200,,,,,,
I02, 2025-01-10 00:05:30.000,   39475011.570,  154908717.574,         43.700,   39475008.199,  328136756.555,         38.100,,,,,,
I02, 2025-01-10 00:06:00.000,   39473772.492,  154903856.262,         44.100,   39473769.305,  328126459.038,         39.000,,,,,,
I02, 2025-01-10 00:06:30.000,   39472519.867,  154898941.909,         44.000,   39472517.313,  328116049.169,         38.400,,,,,,
I02, 2025-01-10 00:07:00.000,   39471254.094,  154893974.099,         45.300,   39471251.648,  328105526.068,         38.900,,,,,,
I02, 2025-01-10 00:07:30.000,   39469974.867,  154888953.456,         44.600,   39469972.363,  328094891.040,         38.700,,,,,,
I02, 2025-01-10 00:08:00.000,   39468682.250,  154883879.826,         44.600,   39468679.242,  328084143.782,         37.900,,,,,,
I02, 2025-01-10 00:08:30.000,   39467375.547,  154878753.455,         43.300,   39467372.723,  328073284.816,         38.700,,,,,,
I02, 2025-01-10 00:09:00.000,   39466055.727,  154873573.993,         44.100,   39466052.520,  328062313.350,         38.600,,,,,,
I02, 2025-01-10 00:09:30.000,   39464722.367,  154868342.214,         44.500,   39464718.980,  328051231.080,         37.800,,,,,,
I02, 2025-01-10 00:10:00.000,   39463375.938,  154863057.650,         43.900,   39463372.426,  328040037.018,         38.200,,,,,,
I02, 2025-01-10 00:10:30.000,   39462015.633,  154857720.337,         43.200,   39462012.500,  328028731.200,         38.700,,,,,,
I02, 2025-01-10 00:11:00.000,   39460641.844,  154852330.477,         43.600,   39460639.102,  328017314.060,         38.800,,,,,,
I02, 2025-01-10 00:11:30.000,   39459255.211,  154846887.644,         42.500,   39459252.250,  328005784.746,         38.400,,,,,,
I02, 2025-01-10 00:12:00.000,   39457855.461,  154841393.063,         42.500,   39457852.328,  327994145.805,         39.200,,,,,,
I02, 2025-01-10 00:12:30.000,   39456441.523,  154835846.105,         43.200,   39456439.020,  327982395.908,         38.800,,,,,,
I02, 2025-01-10 00:13:00.000,   39455014.727,  154830247.044,         42.800,   39455012.207,  327970535.645,         38.900,,,,,,
I02, 2025-01-10 00:13:30.000,   39453574.055,  154824595.865,         43.400,   39453571.809,  327958564.989,         37.700,,,,,,
I02, 2025-01-10 00:14:00.000,   39452121.359,  154818892.761,         43.000,   39452118.148,  327946484.334,         38.300,,,,,,
