> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-11 00:00:00.000,   39478534.281,  154922541.152,         44.000,   39478530.895,  328166039.613,         37.500,,,,,,
I02, 2025-01-11 00:00:30.000,   39477339.352,  154917851.448,         43.900,   39477335.910,  328156105.606,         38.600,,,,,,
I02, 2025-01-11 00:01:00.000,   39476130.016,  154913107.940,         43.400,   39476127.320,  328146057.625,         37.900,,,,,,
I02, 2025-01-11 00:01:30.000,   39474907.906,  154908311.023,         44.300,   39474904.957,  328135896.503,         38.100,,,,,,
I02, 2025-01-11 00:02:00.000,   39473671.875,  154903461.032,         43.800,   39473668.922,  328125622.974,         37.900,,,,,,
I02, 2025-01-11 00:02:30.000,   39472422.414,  154898557.680,         44.000,   39472419.289,  328115236.423,         38.200,,,,,,
I02, 2025-01-11 00:03:00.000,   39471159.813,  154893601.224,         43.700,   39471156.367,  328104737.358,         38.800,,,,,,
I02, 2025-01-11 00:03:30.000,   39469882.867,  154888592.723,         45.600,   39469880.184,  328094128.049,         38.300,,,,,,
I02, 2025-01-11 00:04:00.000,   39468593.367,  154883532.150,         43.100,   39468590.586,  328083408.433,         38.700,,,,,,
I02, 2025-01-11 00:04:30.000,   39467290.516,  154878418.820,         43.000,   39467287.539,  328072577.077,         38.300,,,,,,
I02, 2025-01-11 00:05:00.000,   39465973.945,  154873251.598,         43.700,   39465970.648,  328061631.583,         37.700,,,,,,
I02, 2025-01-11 00:05:30.000,   39464643.555,  154868032.031,         44.000,   39464640.250,  328050575.180,         38.100,,,,,,
I02, 2025-01-11 00:06:00.000,   39463299.773,  154862758.668,         43.600,   39463296.168,  328039404.845,         38.400,,,,,,
I02, 2025-01-11 00:06:30.000,   39461942.891,  154857432.515,         44.500,   39461939.113,  328028122.665,         38.000,,,,,,
I02, 2025-01-11 00:07:00.000,   39460571.477,  154852051.190,         44.800,   39460567.934,  328016723.636,         37.800,,,,,,
I02, 2025-01-11 00:07:30.000,   39459186.859,  154846617.882,         42.900,   39459183.484,  328005214.466,         38.600,,,,,,
I02, 2025-01-11 00:08:00.000,   39457789.273,  154841133.468,         44.500,   39457786.082,  327993597.056,         38.400,,,,,,
I02, 2025-01-11 00:08:30.000,   39456378.227,  154835597.273,         43.500,   39456375.414,  327981869.971,         38.700,,,,,,
I02, 2025-01-11 00:09:00.000,   39454954.523,  154830009.117,         43.800,   39454951.379,  327970032.794,         38.200,,,,,,
I02, 2025-01-11 00:09:30.000,   39453517.047,  154824368.681,         43.600,   39453513.980,  327958084.882,         38.300,,,,,,
I02, 2025-01-11 00:10:00.000,   39452066.313,  154818676.355,         42.500,   39452063.105,  327946027.025,         37.700,,,,,,
I02, 2025-01-11 00:10:30.000,   39450602.555,  154812931.995,         42.600,   39450599.195,  327933858.962,         37.400,,,,,,
I02, 2025-01-11 00:11:00.000,   39449125.102,  154807136.205,         42.700,   39449122.301,  327921581.962,         38.600,,,,,,
I02, 2025-01-11 00:11:30.000,   39447635.508,  154801288.398,         43.700,   39447632.109,  327909194.781,         37.900,,,,,,
I02, 2025-01-11 00:12:00.000,   39446132.172,  154795388.859,         43.600,   39446128.996,  327896698.005,         38.100,,,,,,
I02, 2025-01-11 00:12:30.000,   39444616.078,  154789437.726,         42.500,   39444612.574,  327884091.983,         38.300,,,,,,
I02, 2025-01-11 00:13:00.000,   39443086.313,  154783434.936,         42.900,   39443083.078,  327871376.521,         38.700,,,,,,
I02, 2025-01-11 00:13:30.000,   39441543.469,  154777380.844,         43.200,   39441540.289,  327858552.390,         38.100,,,,,,
I02, 2025-01-11 00:14:00.000,   39439987.891,  154771275.614,         42.900,   39439984.230,  327845619.929,         38.700,,,,,,
I02, 2025-01-11 00:14:30.000,   39438418.422,  154765119.156,         43.600,   39438415.141,  327832578.947,         37.900,,,,,,
I02, 2025-01-11 00:15:00.000,   39436836.906,  154758911.504,         42.900,   39436833.133,  327819429.516,         37.600,,,,,,
I02, 2025-01-11 00:15:30.000,   39435242.328,  154752652.739,         43.100,   39435238.055,  327806171.796,         37.700,,,,,,
I02, 2025-01-11 00:16:00.000,   39433634.289,  154746342.529,         44.000,   39433630.063,  327792805.110,         37.500,,,,,,
I02, 2025-01-11 00:16:30.000,   39432012.969,  154739981.488,         44.700,   39432009.266,  327779330.740,         37.600,,,,,,
I02, 2025-01-11 00:17:00.000,   39430379.164,  154733569.629,         43.700,   39430375.551,  327765748.726,         38.100,,,,,,
I02, 2025-01-11 00:17:30.000,   39428731.961,  154727106.758,         44.800,   39428728.969,  327752058.667,         38.700,,,,,,
I02, 2025-01-11 00:18:00.000,   39427072.508,  154720593.651,         42.900,   39427069.211,  327738262.194,         38.100,,,,,,
I02, 2025-01-11 00:18:30.000,   39425399.859,  154714029.821,         43.400,   39425396.609,  327724358.305,         37.900,,,,,,
I02, 2025-01-11 00:19:00.000,   39423714.375,  154707415.616,         43.700,   39423710.980,  327710347.731,         37.900,,,,,,
I02, 2025-01-11 00:19:30.000,   39422015.984,  154700750.797,         43.000,   39422012.523,  327696229.909,         37.900,,,,,,
I02, 2025-01-11 00:20:00.000,   39420304.641,  154694035.746,         43.700,   39420300.938,  327682005.680,         37.500,,,,,,
