> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-26 00:00:00.000,   39231501.703,  153953128.699,         45.700,   39231497.926,  326112573.842,         37.300,,,,,,
I02, 2025-01-26 00:00:30.000,   39228845.789,  153942707.419,         43.400,   39228842.391,  326090498.850,         36.400,,,,,,
I02, 2025-01-26 00:01:00.000,   39226179.508,  153932244.775,         45.800,   39226176.125,  326068336.217,         37.300,,,,,,
I02, 2025-01-26 00:01:30.000,   39223502.695,  153921740.357,         45.900,   39223498.891,  326046085.096,         36.800,,,,,,
I02, 2025-01-26 00:02:00.000,   39220815.492,  153911195.020,         44.900,   39220811.816,  326023747.303,         37.500,,,,,,
I02, 2025-01-26 00:02:30.000,   39218117.945,  153900608.417,         45.300,   39218114.281,  326001322.125,         37.800,,,,,,
I02, 2025-01-26 00:03:00.000,   39215409.617,  153889981.758,         45.000,   39215406.359,  325978812.122,         37.300,,,,,,
I02, 2025-01-26 00:03:30.000,   39212691.508,  153879314.448,         45.900,   39212687.785,  325956215.961,         37.100,,,,,,
I02, 2025-01-26 00:04:00.000,   39209962.711,  153868606.465,         46.000,   39209958.563,  325933533.644,         36.900,,,,,,
I02, 2025-01-26 00:04:30.000,   39207223.617,  153857857.958,         44.700,   39207219.234,  325910765.492,         36.800,,,,,,
I02, 2025-01-26 00:05:00.000,   39204474.773,  153847069.338,         44.500,   39204470.563,  325887912.409,         38.000,,,,,,
I02, 2025-01-26 00:05:30.000,   39201715.422,  153836240.423,         45.200,   39201711.504,  325864973.958,         38.300,,,,,,
I02, 2025-01-26 00:06:00.000,   39198945.422,  153825371.764,         44.700,   39198942.242,  325841951.342,         38.700,,,,,,
I02, 2025-01-26 00:06:30.000,   39196165.633,  153814462.896,         45.100,   39196162.285,  325818843.533,         37.700,,,,,,
I02, 2025-01-26 00:07:00.000,   39193375.367,  153803514.289,         45.700,   39193371.988,  325795651.544,         38.200,,,,,,
I02, 2025-01-26 00:07:30.000,   39190575.508,  153792526.052,         45.300,   39190571.613,  325772375.595,         38.000,,,,,,
I02, 2025-01-26 00:08:00.000,   39187765.352,  153781498.399,         45.000,   39187761.266,  325749016.159,         38.400,,,,,,
I02, 2025-01-26 00:08:30.000,   39184945.273,  153770431.731,         45.700,   39184941.520,  325725574.088,         38.100,,,,,,
I02, 2025-01-26 00:09:00.000,   39182115.203,  153759325.878,         43.900,   39182111.539,  325702049.031,         37.900,,,,,,
I02, 2025-01-26 00:09:30.000,   39179274.828,  153748180.479,         45.500,   39179271.348,  325678440.155,         37.900,,,,,,
I02, 2025-01-26 00:10:00.000,   39176424.594,  153736995.751,         45.100,   39176421.035,  325654747.999,         38.200,,,,,,
I02, 2025-01-26 00:10:30.000,   39173564.633,  153725773.217,         45.000,   39173561.371,  325630975.765,         38.200,,,,,,
I02, 2025-01-26 00:11:00.000,   39170694.656,  153714510.968,         45.600,   39170691.484,  325607119.393,         39.100,,,,,,
I02, 2025-01-26 00:11:30.000,   39167815.438,  153703210.648,         44.100,   39167812.242,  325583182.391,         38.800,,,,,,
I02, 2025-01-26 00:12:00.000,   39164925.742,  153691871.663,         43.900,   39164922.617,  325559163.496,         38.300,,,,,,
I02, 2025-01-26 00:12:30.000,   39162026.609,  153680494.822,         44.600,   39162023.250,  325535064.395,         38.100,,,,,,
I02, 2025-01-26 00:13:00.000,   39159117.773,  153669079.271,         44.600,   39159114.070,  325510883.319,         38.500,,,,,,
