> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-20 00:00:00.000,   39350395.742,  154419696.815,         46.100,   39350392.504,  327100886.675,         37.800,,,,,,
I02, 2025-01-20 00:00:30.000,   39348276.750,  154411379.657,         45.300,   39348273.027,  327083268.582,         37.100,,,,,,
I02, 2025-01-20 00:01:00.000,   39346145.188,  154403015.697,         45.400,   39346141.754,  327065551.364,         38.600,,,,,,
I02, 2025-01-20 00:01:30.000,   39344001.914,  154394605.110,         45.800,   39343998.746,  327047735.379,         38.200,,,,,,
I02, 2025-01-20 00:02:00.000,   39341846.164,  154386148.015,         45.800,   39341843.688,  327029820.907,         38.300,,,,,,
I02, 2025-01-20 00:02:30.000,   39339679.547,  154377644.098,         45.800,   39339676.414,  327011807.235,         38.300,,,,,,
I02, 2025-01-20 00:03:00.000,   39337500.477,  154369093.698,         46.000,   39337497.324,  326993695.108,         38.300,,,,,,
I02, 2025-01-20 00:03:30.000,   39335309.883,  154360497.334,         46.400,   39335306.906,  326975485.617,         37.800,,,,,,
I02, 2025-01-20 00:04:00.000,   39333107.383,  154351854.871,         46.400,   39333104.566,  326957178.486,         37.900,,,,,,
I02, 2025-01-20 00:04:30.000,   39330893.609,  154343166.115,         46.300,   39330890.348,  326938773.291,         37.900,,,,,,
I02, 2025-01-20 00:05:00.000,   39328666.992,  154334431.357,         46.600,   39328664.313,  326920270.650,         37.900,,,,,,
I02, 2025-01-20 00:05:30.000,   39326430.305,  154325650.751,         45.800,   39326426.676,  326901670.911,         38.400,,,,,,
I02, 2025-01-20 00:06:00.000,   39324180.781,  154316824.568,         45.600,   39324177.410,  326882974.632,         37.700,,,,,,
I02, 2025-01-20 00:06:30.000,   39321919.688,  154307952.018,         47.000,   39321916.301,  326864180.135,         37.300,,,,,,
I02, 2025-01-20 00:07:00.000,   39319647.289,  154299034.372,         46.300,   39319643.566,  326845290.123,         37.100,,,,,,
I02, 2025-01-20 00:07:30.000,   39317363.047,  154290071.212,         46.600,   39317359.449,  326826303.693,         37.500,,,,,,
I02, 2025-01-20 00:08:00.000,   39315067.375,  154281062.690,         45.800,   39315064.297,  326807221.197,         37.500,,,,,,
I02, 2025-01-20 00:08:30.000,   39312760.688,  154272009.519,         46.500,   39312757.316,  326788044.116,         36.800,,,,,,
