> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X,Unnamed: 14,Unnamed: 15,Unnamed: 16
I02, 2025-01-01 00:00:00.000,39525985.72,155108722.6,42.7,39525980.13,328560443.7,36.9,,,,,,,,,
I02, 2025-01-01 00:00:30.000,39525920.06,155108465.2,43.6,39525914.31,328559898.5,38.1,,,,,,,,,
I02, 2025-01-01 00:01:00.000,39525839.45,155108150.1,44.5,39525834.07,328559231.1,36.8,,,,,,,,,
I02, 2025-01-01 00:01:30.000,39525745.13,155107778.1,44.9,39525739.06,328558443.1,36.9,,,,,,,,,
I02, 2025-01-01 00:02:00.000,39525635.46,155107349.1,44.5,39525629.68,328557534.3,37.2,,,,,,,,,
I02, 2025-01-01 00:02:30.000,39525511.24,155106862.8,43.9,39525505.81,328556504.3,37,,,,,,,,,
I02, 2025-01-01 00:03:00.000,39525373.51,155106318.9,45,39525367.38,328555352.2,37.9,,,,,,,,,
I02, 2025-01-01 00:03:30.000,39525219.73,155105717.8,43.7,39525214.37,328554079.1,38,,,,,,,,,
I02, 2025-01-01 00:04:00.000,39525052.1,155105059.6,44.3,39525046.86,328552684.9,38.7,,,,,,,,,
I02, 2025-01-01 00:04:30.000,39524869.79,155104344.2,43.2,39524864.63,328551169.5,38.9,,,,,,,,,
I02, 2025-01-01 00:05:00.000,39524672.85,155103571.9,42.6,39524667.68,328549533.6,38.5,,,,,,,,,
I02, 2025-01-01 00:05:30.000,39524461.56,155102742.2,43.5,39524456.02,328547776.1,38.1,,,,,,,,,
I02, 2025-01-01 00:06:00.000,39524235.44,155101855,43.2,39524229.84,328545896.8,38.3,,,,,,,,,
I02, 2025-01-01 00:06:30.000,39523994.56,155100910.8,44,39523989.08,328543897,37.4,,,,,,,,,
I02, 2025-01-01 00:07:00.000,39523739.27,155099909.7,42.6,39523733.95,328541776.4,37.5,,,,,,,,,
I02, 2025-01-01 00:07:30.000,39523470.42,155098852.2,43.1,39523464.68,328539536.3,37,,,,,,,,,
I02, 2025-01-01 00:08:00.000,39523185.76,155097737.9,43.5,39523181.06,328537176,38.6,,,,,,,,,
I02, 2025-01-01 00:08:30.000,39522887.83,155096566.8,42.3,39522882.68,328534695.4,37.3,,,,,,,,,
I02, 2025-01-01 00:09:00.000,39522575.01,155095338.6,42.2,39522569.8,328532093.8,37.7,,,,,,,,,
I02, 2025-01-01 00:09:30.000,39522247.34,155094053.7,42.8,39522242.18,328529372.1,35.8,,,,,,,,,
I02, 2025-01-01 00:10:00.000,39521905.47,155092711.9,42.5,39521899.86,328526529.9,37.3,,,,,,,,,
I02, 2025-01-01 00:10:30.000,39521549.5,155091313.3,43.1,39521543.47,328523567.4,38.3,,,,,,,,,
I02, 2025-01-01 00:11:00.000,39521178.63,155089858.3,43.5,39521172.71,328520485.3,37,,,,,,,,,
I02, 2025-01-01 00:11:30.000,39520793.33,155088346.4,42.1,39520787.66,328517282.9,36.5,,,,,,,,,
I02, 2025-01-01 00:12:00.000,39520393.63,155086777.7,41.9,39520388.31,328513960,36.4,,,,,,,,,
I02, 2025-01-01 00:12:30.000,39519979.31,155085152.6,42.2,39519974.18,328510517.6,37.7,,,,,,,,,
I02, 2025-01-01 00:13:00.000,39519550.91,155083470.7,41.1,39519545.35,328506955,38.8,,,,,,,,,
I02, 2025-01-01 00:13:30.000,39519108.33,155081732.6,42.3,39519102.33,328503273.5,37.9,,,,,,,,,
I02, 2025-01-01 00:14:00.000,39518651.15,155079938.1,43.3,39518644.76,328499472.4,37.9,,,,,,,,,
I02, 2025-01-01 00:14:30.000,39518179.31,155078087.2,41.8,39518172.96,328495551.7,38.3,,,,,,,,,
I02, 2025-01-01 00:15:00.000,39517693.23,155076180,42.1,39517687.17,328491511.9,38,,,,,,,,,
I02, 2025-01-01 00:15:30.000,39517192.69,155074216.3,43.3,39517187.02,328487352.3,39.2,,,,,,,,,
I02, 2025-01-01 00:16:00.000,39516678.17,155072195.9,44.1,39516672.33,328483072.8,38,,,,,,,,,
I02, 2025-01-01 00:16:30.000,39516149.11,155070119.6,42.9,39516143.04,328478674.6,38.4,,,,,,,,,
I02, 2025-01-01 00:17:00.000,39515605.68,155067987,42.6,39515599.54,328474157.4,38,,,,,,,,,
I02, 2025-01-01 00:17:30.000,39515047.87,155065798.3,43,39515041.73,328469521.2,37.8,,,,,,,,,
I02, 2025-01-01 00:18:00.000,39514475.52,155063553.1,42.5,39514469.54,328464765.3,37.5,,,,,,,,,
I02, 2025-01-01 00:18:30.000,39513889.49,155061252,44.5,39513883.11,328459891.2,37.3,,,,,,,,,
I02, 2025-01-01 00:19:00.000,39513289.11,155058895.4,44.4,39513282.34,328454899.4,37.1,,,,,,,,,
I02, 2025-01-01 00:19:30.000,39512674.08,155056482.7,43.8,39512667.51,328449788.8,37.5,,,,,,,,,
I02, 2025-01-01 00:20:00.000,39512045.02,155054013.9,42.8,39512038.41,328444559.4,37.8,,,,,,,,,
I02, 2025-01-01 00:20:30.000,39511401.77,155051489.4,43.2,39511394.92,328439211.8,37,,,,,,,,,
I02, 2025-01-01 00:21:00.000,39510743.87,155048908.7,42.2,39510737.18,328433745.4,36.7,,,,,,,,,
I02, 2025-01-01 00:21:30.000,39510072.19,155046272.5,43,39510065.41,328428161.5,37.1,,,,,,,,,
I02, 2025-01-01 00:22:00.000,39509386.27,155043580.2,41.5,39509379.25,328422458.6,36.7,,,,,,,,,
I02, 2025-01-01 00:22:30.000,39508685.99,155040832.6,43,39508679.11,328416638.6,37,,,,,,,,,
I02, 2025-01-01 00:23:00.000,39507971.84,155038029.3,43.6,39507964.93,328410700.6,37.6,,,,,,,,,
I02, 2025-01-01 00:23:30.000,39507243.45,155035170.5,43.3,39507236.75,328404645,38,,,,,,,,,
I02, 2025-01-01 00:24:00.000,39506501.09,155032256.5,44,39506494.52,328398472.5,38.8,,,,,,,,,
I02, 2025-01-01 00:24:30.000,39505744.09,155029286.9,44.7,39505738.17,328392182.3,38.7,,,,,,,,,
I02, 2025-01-01 00:25:00.000,39504973.59,155026261.6,43.5,39504967.54,328385773.9,38,,,,,,,,,
I02, 2025-01-01 00:25:30.000,39504188.27,155023180.8,44.3,39504182.61,328379248.2,38.7,,,,,,,,,
I02, 2025-01-01 00:26:00.000,39503389.23,155020044.9,43.1,39503383.42,328372605.7,38.8,,,,,,,,,
I02, 2025-01-01 00:26:30.000,39502576.38,155016853.8,44,39502570.08,328365846.2,37.8,,,,,,,,,
I02, 2025-01-01 00:27:00.000,39501748.17,155013607.2,44.1,39501742.43,328358969.1,37.8,,,,,,,,,
I02, 2025-01-01 00:27:30.000,39500907.41,155010305.6,44.9,39500900.95,328351975.6,38.1,,,,,,,,,
I02, 2025-01-01 00:28:00.000,39500052.35,155006949.2,44.3,39500045.61,328344865.9,37.7,,,,,,,,,
I02, 2025-01-01 00:28:30.000,39499183.13,155003537.9,44.2,39499176.14,328337640,38.2,,,,,,,,,
I02, 2025-01-01 00:29:00.000,39498299.45,155000071.2,45.2,39498292.55,328330296.7,37.4,,,,,,,,,
I02, 2025-01-01 00:29:30.000,39497402.56,154996549.8,43.9,39497394.85,328322837.7,36.9,,,,,,,,,
I02, 2025-01-01 00:30:00.000,39496490.97,154992974,45.9,39496483.21,328315263,36.6,,,,,,,,,
I02, 2025-01-01 00:30:30.000,39495566.23,154989343.2,43.9,39495558.08,328307572.2,36.5,,,,,,,,,
I02, 2025-01-01 00:31:00.000,39494627.15,154985657.3,43.3,39494619.15,328299764.5,37,,,,,,,,,
I02, 2025-01-01 00:31:30.000,39493674.1,154981917,44.7,39493666.52,328291841.7,38.1,,,,,,,,,
I02, 2025-01-01 00:32:00.000,39492706.4,154978121.9,43.8,39492699.63,328283802.7,37.3,,,,,,,,,
I02, 2025-01-01 00:32:30.000,39491726.09,154974272.3,44.3,39491718.86,328275648.4,38.2,,,,,,,,,
I02, 2025-01-01 00:33:00.000,39490730.88,154970368.7,44.4,39490724.4,328267379.6,38.8,,,,,,,,,
I02, 2025-01-01 00:33:30.000,39489722.16,154966410.8,45.1,39489715.8,328258995.7,39.1,,,,,,,,,
I02, 2025-01-01 00:34:00.000,39488699.98,154962398,45.1,39488693.48,328250495.8,38.7,,,,,,,,,
I02, 2025-01-01 00:34:30.000,39487663.38,154958331,42.1,39487657.24,328241880.9,38.6,,,,,,,,,
I02, 2025-01-01 00:35:00.000,39486612.91,154954209.1,45.5,39486606.58,328233149.7,38.1,,,,,,,,,
I02, 2025-01-01 00:35:30.000,39485548.67,154950033.4,45.4,39485542.24,328224304.5,37.6,,,,,,,,,
I02, 2025-01-01 00:36:00.000,39484471.36,154945803.6,44.7,39484464.16,328215344.8,37.7,,,,,,,,,
I02, 2025-01-01 00:36:30.000,39483379.66,154941520,44.6,39483372.25,328206271,37,,,,,,,,,
I02, 2025-01-01 00:37:00.000,39482274.01,154937182.5,42.5,39482266.83,328197083.1,37.7,,,,,,,,,
I02, 2025-01-01 00:37:30.000,39481155.58,154932791.6,43.7,39481147.95,328187782.2,37.3,,,,,,,,,
I02, 2025-01-01 00:38:00.000,39480022.59,154928346.8,43.8,39480015.15,328178367.1,37.7,,,,,,,,,
I02, 2025-01-01 00:38:30.000,39478876.55,154923848.7,44.6,39478868.96,328168839,36.5,,,,,,,,,
I02, 2025-01-01 00:39:00.000,39477716.58,154919296.5,42.2,39477709.14,328159196.2,37.8,,,,,,,,,
I02, 2025-01-01 00:39:30.000,39476542.75,154914690.5,45.4,39476535.43,328149439.7,38.1,,,,,,,,,
I02, 2025-01-01 00:40:00.000,39475355.26,154910031.1,45.3,39475348.46,328139569.9,37.8,,,,,,,,,
I02, 2025-01-01 00:40:30.000,39474154.52,154905317.9,43.2,39474147.54,328129586.3,37.7,,,,,,,,,
I02, 2025-01-01 00:41:00.000,39472939.73,154900551.3,44.1,39472933.11,328119489.4,38.6,,,,,,,,,
I02, 2025-01-01 00:41:30.000,39471711.86,154895731.6,42.7,39471704.99,328109280,38.8,,,,,,,,,
I02, 2025-01-01 00:42:00.000,39470469.95,154890858.6,44.5,39470463.46,328098957.8,39.5,,,,,,,,,
I02, 2025-01-01 00:42:30.000,39469214.63,154885932.8,45.3,39469208.09,328088523.8,38.7,,,,,,,,,
I02, 2025-01-01 00:43:00.000,39467945.71,154880954.2,43.1,39467939.33,328077977.9,38.4,,,,,,,,,
I02, 2025-01-01 00:43:30.000,39466663.62,154875922,43.4,39466656.7,328067318.5,38.1,,,,,,,,,
I02, 2025-01-01 00:44:00.000,39465367.86,154870837.1,43.5,39465360.69,328056547.4,38.6,,,,,,,,,
I02, 2025-01-01 00:44:30.000,39464058.64,154865699.4,44.1,39464051.46,328045664.5,38.3,,,,,,,,,
I02, 2025-01-01 00:45:00.000,39462735.59,154860508.6,44.5,39462728.81,328034669.1,38.4,,,,,,,,,
I02, 2025-01-01 00:45:30.000,39461399.92,154855265.2,43.4,39461392.91,328023562.3,38.1,,,,,,,,,
I02, 2025-01-01 00:46:00.000,39460050.81,154849969.2,44,39460043.4,328012344.1,38.3,,,,,,,,,
I02, 2025-01-01 00:46:30.000,39458687.21,154844620.5,42.6,39458680.39,328001014.3,38.6,,,,,,,,,
I02, 2025-01-01 00:47:00.000,39457311.5,154839219.8,43.2,39457304.38,327989574.4,38.6,,,,,,,,,
I02, 2025-01-01 00:47:30.000,39455921.77,154833766.3,43.8,39455914.7,327978022.5,38,,,,,,,,,
I02, 2025-01-01 00:48:00.000,39454518.46,154828260.5,43,39454511.57,327966359.8,38.6,,,,,,,,,
I02, 2025-01-01 00:48:30.000,39453102.08,154822703,42.3,39453095.11,327954587.8,37.6,,,,,,,,,
I02, 2025-01-01 00:49:00.000,39451672.44,154817092.6,42.3,39451665.2,327942703.6,37.6,,,,,,,,,
I02, 2025-01-01 00:49:30.000,39450229.67,154811430.5,42.1,39450222.13,327930709.7,37.6,,,,,,,,,
I02, 2025-01-01 00:50:00.000,39448773.42,154805716,43,39448766.07,327918605.1,37.9,,,,,,,,,
I02, 2025-01-01 00:50:30.000,39447303.8,154799949.5,42.8,39447296.57,327906390.3,38.2,,,,,,,,,
I02, 2025-01-01 00:51:00.000,39445821.33,154794131.3,43,39445814.36,327894066,38.9,,,,,,,,,
I02, 2025-01-01 00:51:30.000,39444325.71,154788261.2,42.6,39444318.67,327881631.6,38.6,,,,,,,,,
I02, 2025-01-01 00:52:00.000,39442817.05,154782339.8,43.2,39442809.97,327869088.7,39.4,,,,,,,,,
I02, 2025-01-01 00:52:30.000,39441294.72,154776366.7,43.7,39441288.27,327856436.2,39.2,,,,,,,,,
I02, 2025-01-01 00:53:00.000,39439759.77,154770342.1,42.7,39439753.16,327843674.6,39.5,,,,,,,,,
I02, 2025-01-01 00:53:30.000,39438211.42,154764266,43.8,39438204.65,327830804,39.2,,,,,,,,,
I02, 2025-01-01 00:54:00.000,39436650.08,154758138.3,43,39436643.2,327817824.2,38.4,,,,,,,,,
I02, 2025-01-01 00:54:30.000,39435075.49,154751959.7,42.8,39435068.32,327804736.2,38.6,,,,,,,,,
I02, 2025-01-01 00:55:00.000,39433488.03,154745729.7,43.3,39433480.34,327791539.7,38.4,,,,,,,,,
I02, 2025-01-01 00:55:30.000,39431887.51,154739448.7,43.4,39431879.51,327778234.8,38,,,,,,,,,
I02, 2025-01-01 00:56:00.000,39430273.94,154733116.6,42.4,39430266.09,327764822,38.6,,,,,,,,,
I02, 2025-01-01 00:56:30.000,39428647.12,154726733.6,42.9,39428639.85,327751301.3,39.1,,,,,,,,,
I02, 2025-01-01 00:57:00.000,39427007.95,154720300,43.9,39427000.76,327737673.4,39.2,,,,,,,,,
I02, 2025-01-01 00:57:30.000,39425355.27,154713815.9,43.3,39425348.91,327723938.5,39.2,,,,,,,,,
I02, 2025-01-01 00:58:00.000,39423690.45,154707281,44.6,39423683.82,327710095.9,38.8,,,,,,,,,
I02, 2025-01-01 00:58:30.000,39422011.81,154700695.3,43,39422005.66,327696146,38.7,,,,,,,,,
I02, 2025-01-01 00:59:00.000,39420320.6,154694059.1,43.2,39420314.33,327682088.9,39,,,,,,,,,
I02, 2025-01-01 00:59:30.000,39418616.82,154687372.5,42.8,39418609.9,327667925.1,38.8,,,,,,,,,
I02, 2025-01-01 01:00:00.000,39416900.08,154680635.6,43.7,39416892.82,327653654.6,38.2,,,,,,,,,
I02, 2025-01-01 01:00:30.000,39415170.86,154673848.6,43.4,39415163.14,327639278.2,37.5,,,,,,,,,
I02, 2025-01-01 01:01:00.000,39413428.56,154667011.4,43.5,39413420.61,327624795.4,37.4,,,,,,,,,
I02, 2025-01-01 01:01:30.000,39411673.09,154660124,42.3,39411665.47,327610206.3,37.2,,,,,,,,,
I02, 2025-01-01 01:02:00.000,39409906.23,154653187.7,44.1,39409897.95,327595513.6,37.9,,,,,,,,,
I02, 2025-01-01 01:02:30.000,39408125.68,154646201.3,43.2,39408118.08,327580714.7,38.8,,,,,,,,,
I02, 2025-01-01 01:03:00.000,39406332.9,154639165.2,44.1,39406325.6,327565810.5,39,,,,,,,,,
I02, 2025-01-01 01:03:30.000,39404527.02,154632079.4,42.6,39404519.88,327550801,39.4,,,,,,,,,
I02, 2025-01-01 01:04:00.000,39402709.12,154624943.7,44.1,39402701.69,327535686,38.8,,,,,,,,,
I02, 2025-01-01 01:04:30.000,39400877.93,154617758,44.1,39400870.71,327520465,38.9,,,,,,,,,
I02, 2025-01-01 01:05:00.000,39399034.07,154610523.4,44.1,39399026.98,327505140.4,38.4,,,,,,,,,
I02, 2025-01-01 01:05:30.000,39397178.2,154603239.7,44.6,39397170.56,327489711.7,37.4,,,,,,,,,
I02, 2025-01-01 01:06:00.000,39395309.93,154595906.4,43.3,39395301.61,327474178.2,38.3,,,,,,,,,
I02, 2025-01-01 01:06:30.000,39393428.8,154588524.4,43.1,39393420.33,327458541.4,38.3,,,,,,,,,
I02, 2025-01-01 01:07:00.000,39391534.81,154581093.5,44.5,39391526.94,327442801,38.9,,,,,,,,,
I02, 2025-01-01 01:07:30.000,39389629.23,154573613.9,44.3,39389621.53,327426957.4,38.4,,,,,,,,,
I02, 2025-01-01 01:08:00.000,39387710.55,154566085.3,45.1,39387703.44,327411010,39.7,,,,,,,,,
I02, 2025-01-01 01:08:30.000,39385779.55,154558508.2,44.8,39385772.9,327394959.9,39.7,,,,,,,,,
I02, 2025-01-01 01:09:00.000,39383836.55,154550882.1,46,39383829.79,327378806.2,39.4,,,,,,,,,
I02, 2025-01-01 01:09:30.000,39381881.1,154543207.9,45.7,39381873.8,327362550.3,39.2,,,,,,,,,
I02, 2025-01-01 01:10:00.000,39379913.2,154535484.8,45.2,39379905.41,327346191.1,37.4,,,,,,,,,
I02, 2025-01-01 01:10:30.000,39377933.13,154527713.8,44.4,39377924.51,327329730.2,37.6,,,,,,,,,
I02, 2025-01-01 01:11:00.000,39375940.31,154519894.5,46.3,39375932.08,327313167.2,37.8,,,,,,,,,
I02, 2025-01-01 01:11:30.000,39373935.63,154512027.6,46.1,39373927.36,327296503.2,37.3,,,,,,,,,
I02, 2025-01-01 01:12:00.000,39371919.09,154504112.6,46.1,39371910.74,327279737.4,37.8,,,,,,,,,
I02, 2025-01-01 01:12:30.000,39369889.15,154496149,46.1,39369881.71,327262868.6,38.2,,,,,,,,,
I02, 2025-01-01 01:13:00.000,39367848.31,154488138.3,46.2,39367840.5,327245900.1,38.9,,,,,,,,,
I02, 2025-01-01 01:13:30.000,39365794.93,154480079.6,46.4,39365787.17,327228830,37.6,,,,,,,,,
I02, 2025-01-01 01:14:00.000,39363728.72,154471973.2,47,39363721.51,327211658.7,38.6,,,,,,,,,
I02, 2025-01-01 01:14:30.000,39361651.48,154463819.5,46.9,39361643.55,327194387.5,37.3,,,,,,,,,
I02, 2025-01-01 01:15:00.000,39359561.69,154455618.3,46.1,39359553.89,327177015.4,37.1,,,,,,,,,
I02, 2025-01-01 01:15:30.000,39357459.86,154447370.2,45.5,39357451.82,327159544,37.8,,,,,,,,,
I02, 2025-01-01 01:16:00.000,39355346.19,154439075,46.1,39355338.04,327141972.9,36.9,,,,,,,,,
I02, 2025-01-01 01:16:30.000,39353220.02,154430732.6,45.5,39353212.32,327124301.8,38.3,,,,,,,,,
I02, 2025-01-01 01:17:00.000,39351082.33,154422343.3,46.2,39351074.71,327106531.5,38.7,,,,,,,,,
I02, 2025-01-01 01:17:30.000,39348932.84,154413907.2,46.3,39348924.88,327088661.9,38.3,,,,,,,,,
I02, 2025-01-01 01:18:00.000,39346771.1,154405424.4,45.6,39346763.09,327070693.4,39.2,,,,,,,,,
I02, 2025-01-01 01:18:30.000,39344597.9,154396895.5,45.6,39344589.54,327052627.1,38.3,,,,,,,,,
I02, 2025-01-01 01:19:00.000,39342412.28,154388319.4,46.5,39342403.98,327034461.1,37.7,,,,,,,,,
I02, 2025-01-01 01:19:30.000,39340215.21,154379696.7,45.8,39340206.85,327016196.2,38.2,,,,,,,,,
I02, 2025-01-01 01:20:00.000,39338006.13,154371028.2,45.8,39337997.88,326997834.4,38,,,,,,,,,
I02, 2025-01-01 01:20:30.000,39335785.95,154362313.2,46,39335776.7,326979374.1,37.6,,,,,,,,,
I02, 2025-01-01 01:21:00.000,39333553.35,154353552.6,45.9,39333544.63,326960817.1,38.1,,,,,,,,,
I02, 2025-01-01 01:21:30.000,39331309.14,154344746.1,46.6,39331300.83,326942163,37.7,,,,,,,,,
I02, 2025-01-01 01:22:00.000,39329054.18,154335893.2,46.3,39329044.91,326923410.7,38.3,,,,,,,,,
I02, 2025-01-01 01:22:30.000,39326785.96,154326994.9,46.1,39326777.49,326904562.1,38.1,,,,,,,,,
I02, 2025-01-01 01:23:00.000,39324506.91,154318050.8,46.3,39324498.65,326885616.4,37.7,,,,,,,,,
I02, 2025-01-01 01:23:30.000,39322215.96,154309061.1,46.8,39322207.78,326866574.2,37.8,,,,,,,,,
I02, 2025-01-01 01:24:00.000,39319914.07,154300026.3,45.9,39319905.54,326847436.6,38,,,,,,,,,
I02, 2025-01-01 01:24:30.000,39317600.84,154290945.8,46.4,39317591.5,326828202,37,,,,,,,,,
I02, 2025-01-01 01:25:00.000,39315274.9,154281820.1,46.3,39315265.76,326808871.8,36.4,,,,,,,,,
I02, 2025-01-01 01:25:30.000,39312938.25,154272649.6,45.1,39312928.89,326789446.7,37.6,,,,,,,,,
I02, 2025-01-01 01:26:00.000,39310590.06,154263434.5,46,39310581.07,326769927,37.5,,,,,,,,,
I02, 2025-01-01 01:26:30.000,39308230.47,154254174.4,46,39308221.61,326750312.2,37.9,,,,,,,,,
I02, 2025-01-01 01:27:00.000,39305859.16,154244869.4,46.3,39305850.51,326730602.2,37.5,,,,,,,,,
I02, 2025-01-01 01:27:30.000,39303477.09,154235519.5,45.8,39303468.06,326710797.2,37.5,,,,,,,,,
I02, 2025-01-01 01:28:00.000,39301082.72,154226125.1,46.1,39301074.23,326690897.7,36.8,,,,,,,,,
I02, 2025-01-01 01:28:30.000,39298677.81,154216686.4,46.7,39298668.55,326670904.6,36.3,,,,,,,,,
I02, 2025-01-01 01:29:00.000,39296261.39,154207203.5,46.3,39296251.82,326650817.8,36.6,,,,,,,,,
I02, 2025-01-01 01:29:30.000,39293834.21,154197676.6,46.1,39293823.91,326630637.7,36.2,,,,,,,,,
I02, 2025-01-01 01:30:00.000,39291395.03,154188105.6,45.2,39291385.24,326610364.4,37.3,,,,,,,,,
I02, 2025-01-01 01:30:30.000,39288945.09,154178491.1,45.7,39288936.04,326589998.8,38.6,,,,,,,,,
I02, 2025-01-01 01:31:00.000,39286484.44,154168833.2,45.9,39286475.42,326569541.3,38.3,,,,,,,,,
I02, 2025-01-01 01:31:30.000,39284011.6,154159130.9,44.6,39284002.68,326548989.9,37.9,,,,,,,,,
I02, 2025-01-01 01:32:00.000,39281528.85,154149385.3,45.2,39281519.14,326528346.4,38.7,,,,,,,,,
I02, 2025-01-01 01:32:30.000,39279034.25,154139595.9,45.4,39279024.19,326507610.5,37.9,,,,,,,,,
I02, 2025-01-01 01:33:00.000,39276528.81,154129762.9,45.2,39276517.91,326486782.2,36.6,,,,,,,,,
I02, 2025-01-01 01:33:30.000,39274012.32,154119887.2,44.8,39274001.95,326465863.3,37.6,,,,,,,,,
I02, 2025-01-01 01:34:00.000,39271484.41,154109968,45.5,39271474.9,326444852.3,38.4,,,,,,,,,
I02, 2025-01-01 01:34:30.000,39268946.31,154100006.1,45.6,39268936.91,326423751,38.6,,,,,,,,,
I02, 2025-01-01 01:35:00.000,39266397.06,154090001.3,45.1,39266387.56,326402558.8,37.9,,,,,,,,,
I02, 2025-01-01 01:35:30.000,39263836.48,154079954,44.5,39263826.8,326381276.6,37.7,,,,,,,,,
I02, 2025-01-01 01:36:00.000,39261265.89,154069865,44.1,39261255.88,326359905.9,37.9,,,,,,,,,
I02, 2025-01-01 01:36:30.000,39258684.16,154059733.4,43,39258674.16,326338445,37.8,,,,,,,,,
I02, 2025-01-01 01:37:00.000,39256091.65,154049558.9,44.6,39256081.48,326316893.5,37.6,,,,,,,,,
I02, 2025-01-01 01:37:30.000,39253488.25,154039341.4,44.3,39253477.57,326295250.7,37.1,,,,,,,,,
I02, 2025-01-01 01:38:00.000,39250873.93,154029082.1,44.3,39250862.91,326273519.3,36.7,,,,,,,,,
I02, 2025-01-01 01:38:30.000,39248249.46,154018780.9,43.9,39248238.02,326251699.2,37.1,,,,,,,,,
I02, 2025-01-01 01:39:00.000,39245613.96,154008437.8,45.1,39245602.6,326229790.4,36.8,,,,,,,,,
I02, 2025-01-01 01:39:30.000,39242967.61,153998053,43.7,39242956.73,326207793.3,36.7,,,,,,,,,
I02, 2025-01-01 01:40:00.000,39240310.95,153987626.6,44.6,39240299.86,326185708,37.1,,,,,,,,,
I02, 2025-01-01 01:40:30.000,39237643.56,153977159.5,45.9,39237632.7,326163536.7,38,,,,,,,,,
I02, 2025-01-01 01:41:00.000,39234965.75,153966651,45.2,39234955.09,326141277.4,37.5,,,,,,,,,
I02, 2025-01-01 01:41:30.000,39232277.73,153956100.7,44.1,39232266.77,326118929.8,37.8,,,,,,,,,
I02, 2025-01-01 01:42:00.000,39229578.95,153945509.2,45,39229567.69,326096494.8,37.4,,,,,,,,,
I02, 2025-01-01 01:42:30.000,39226869.48,153934876.8,44.5,39226858.47,326073973.2,38.1,,,,,,,,,
I02, 2025-01-01 01:43:00.000,39224149.59,153924203.4,45.8,39224138.88,326051364.9,38.3,,,,,,,,,
I02, 2025-01-01 01:43:30.000,39221419.93,153913489.3,45.3,39221408.7,326028670.3,37.8,,,,,,,,,
I02, 2025-01-01 01:44:00.000,39218678.91,153902734.7,45.3,39218667.98,326005889.7,36.5,,,,,,,,,
I02, 2025-01-01 01:44:30.000,39215928.8,153891939.9,45.2,39215917.08,325983024.1,37.4,,,,,,,,,
I02, 2025-01-01 01:45:00.000,39213167.56,153881104.9,44.3,39213156.04,325960073.5,36.6,,,,,,,,,
I02, 2025-01-01 01:45:30.000,39210396.87,153870229.7,45.5,39210384.93,325937037.7,38.6,,,,,,,,,
I02, 2025-01-01 01:46:00.000,39207615.63,153859314.7,43.8,39207603.97,325913917.5,37.9,,,,,,,,,
I02, 2025-01-01 01:46:30.000,39204823.48,153848359.2,43.9,39204812.36,325890711.6,37.9,,,,,,,,,
I02, 2025-01-01 01:47:00.000,39202022.16,153837364,44.3,39202010.27,325867421.5,38,,,,,,,,,
I02, 2025-01-01 01:47:30.000,39199210.41,153826329.1,44.5,39199198.29,325844047.4,36.9,,,,,,,,,
I02, 2025-01-01 01:48:00.000,39196388.68,153815254.4,45,39196375.83,325820588.8,36.9,,,,,,,,,
I02, 2025-01-01 01:48:30.000,39193556.59,153804140.4,45.1,39193544.08,325797047.2,38.5,,,,,,,,,
I02, 2025-01-01 01:49:00.000,39190714.86,153792987.3,43.8,39190702.23,325773422.7,37.9,,,,,,,,,
I02, 2025-01-01 01:49:30.000,39187862.79,153781795.1,45.1,39187850.77,325749715.4,38.5,,,,,,,,,
I02, 2025-01-01 01:50:00.000,39185001.61,153770564.2,43.9,39184989,325725926.1,37.9,,,,,,,,,
I02, 2025-01-01 01:50:30.000,39182129.29,153759294.2,44.3,39182116.95,325702054,37.5,,,,,,,,,
I02, 2025-01-01 01:51:00.000,39179247.7,153747984.9,44.9,39179234.98,325678098.8,38.4,,,,,,,,,
I02, 2025-01-01 01:51:30.000,39176356.16,153736637.2,43.6,39176343.38,325654062.1,38.6,,,,,,,,,
I02, 2025-01-01 01:52:00.000,39173454.69,153725250.8,43.8,39173442.22,325629943.4,39.2,,,,,,,,,
I02, 2025-01-01 01:52:30.000,39170544.09,153713826.2,44.1,39170530.77,325605743.8,38.1,,,,,,,,,
I02, 2025-01-01 01:53:00.000,39167622.87,153702363.2,44.3,39167609.7,325581463,38,,,,,,,,,
I02, 2025-01-01 01:53:30.000,39164692.44,153690862.4,44.5,39164678.96,325557102,38.1,,,,,,,,,
I02, 2025-01-01 01:54:00.000,39161752.25,153679323.6,45,39161738.69,325532660.6,38.8,,,,,,,,,
I02, 2025-01-01 01:54:30.000,39158802.45,153667746.9,44.7,39158789.11,325508138.8,39.2,,,,,,,,,
I02, 2025-01-01 01:55:00.000,39155843.33,153656133.2,45.3,39155829.81,325483538.8,38.8,,,,,,,,,
I02, 2025-01-01 01:55:30.000,39152874.52,153644481.5,45.3,39152860.54,325458858.3,38.1,,,,,,,,,
I02, 2025-01-01 01:56:00.000,39149895.69,153632792.3,45.6,39149881.79,325434098.2,38.4,,,,,,,,,
I02, 2025-01-01 01:56:30.000,39146907.15,153621065.4,44.9,39146893.92,325409258.4,38.4,,,,,,,,,
I02, 2025-01-01 01:57:00.000,39143910.2,153609301.4,44.5,39143896.5,325384339.9,39,,,,,,,,,
