> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-12 00:00:00.000,   39467802.633,  154880433.052,         43.500,   39467800.344,  328076840.240,         38.500,,,,,,
I02, 2025-01-12 00:00:30.000,   39466502.453,  154875329.342,         44.600,   39466499.863,  328066029.288,         38.500,,,,,,
I02, 2025-01-12 00:01:00.000,   39465188.000,  154870172.489,         44.200,   39465185.629,  328055105.744,         38.400,,,,,,
I02, 2025-01-12 00:01:30.000,   39463860.344,  154864962.453,         43.500,   39463857.727,  328044069.552,         38.400,,,,,,
I02, 2025-01-12 00:02:00.000,   39462519.406,  154859699.993,         42.700,   39462516.594,  328032922.319,         37.300,,,,,,
I02, 2025-01-12 00:02:30.000,   39461164.977,  154854385.069,         45.000,   39461162.109,  328021663.950,         38.300,,,,,,
I02, 2025-01-12 00:03:00.000,   39459797.383,  154849017.557,         45.700,   39459794.496,  328010294.174,         38.200,,,,,,
I02, 2025-01-12 00:03:30.000,   39458416.156,  154843597.770,         44.600,   39458413.516,  327998813.668,         38.600,,,,,,
I02, 2025-01-12 00:04:00.000,   39457021.438,  154838124.934,         43.400,   39457019.137,  327987220.806,         38.400,,,,,,
I02, 2025-01-12 00:04:30.000,   39455613.406,  154832600.010,         42.800,   39455611.273,  327975517.619,         38.300,,,,,,
I02, 2025-01-12 00:05:00.000,   39454192.125,  154827022.795,         42.800,   39454189.879,  327963703.666,         38.400,,,,,,
I02, 2025-01-12 00:05:30.000,   39452757.969,  154821393.259,         43.300,   39452755.094,  327951778.862,         38.400,,,,,,
I02, 2025-01-12 00:06:00.000,   39451309.953,  154815712.146,         43.500,   39451307.223,  327939744.819,         37.900,,,,,,
I02, 2025-01-12 00:06:30.000,   39449848.688,  154809979.106,         43.200,   39449846.043,  327927600.776,         38.000,,,,,,
I02, 2025-01-12 00:07:00.000,   39448374.844,  154804194.212,         42.600,   39448372.004,  327915346.906,         38.100,,,,,,
I02, 2025-01-12 00:07:30.000,   39446887.258,  154798357.392,         42.600,   39446884.770,  327902983.047,         38.400,,,,,,
I02, 2025-01-12 00:08:00.000,   39445387.109,  154792468.982,         43.000,   39445384.336,  327890509.898,         38.700,,,,,,
I02, 2025-01-12 00:08:30.000,   39443873.539,  154786529.135,         42.800,   39443870.992,  327877927.787,         39.200,,,,,,
I02, 2025-01-12 00:09:00.000,   39442347.102,  154780537.719,         43.600,   39442344.277,  327865236.451,         38.500,,,,,,
I02, 2025-01-12 00:09:30.000,   39440807.227,  154774494.733,         42.700,   39440804.387,  327852435.876,         39.400,,,,,,
I02, 2025-01-12 00:10:00.000,   39439254.016,  154768400.587,         42.600,   39439251.383,  327839526.938,         38.600,,,,,,
I02, 2025-01-12 00:10:30.000,   39437688.305,  154762255.247,         42.800,   39437685.148,  327826509.543,         37.800,,,,,,
I02, 2025-01-12 00:11:00.000,   39436109.352,  154756058.846,         43.300,   39436105.777,  327813383.976,         37.800,,,,,,
I02, 2025-01-12 00:11:30.000,   39434516.922,  154749810.905,         42.800,   39434513.609,  327800149.247,         37.600,,,,,,
I02, 2025-01-12 00:12:00.000,   39432911.664,  154743511.638,         44.600,   39432908.316,  327786805.803,         38.600,,,,,,
I02, 2025-01-12 00:12:30.000,   39431293.906,  154737161.660,         43.000,   39431290.207,  327773354.902,         38.100,,,,,,
I02, 2025-01-12 00:13:00.000,   39429662.953,  154730760.684,         43.500,   39429659.168,  327759796.019,         38.500,,,,,,
I02, 2025-01-12 00:13:30.000,   39428018.688,  154724309.442,         43.900,   39428015.516,  327746130.642,         38.600,,,,,,
I02, 2025-01-12 00:14:00.000,   39426361.688,  154717807.274,         43.900,   39426358.695,  327732357.380,         38.400,,,,,,
I02, 2025-01-12 00:14:30.000,   39424691.797,  154711254.572,         42.800,   39424688.996,  327718477.102,         38.500,,,,,,
I02, 2025-01-12 00:15:00.000,   39423008.953,  154704651.360,         42.800,   39423006.164,  327704489.822,         38.100,,,,,,
