> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-16 00:00:00.000,   39413923.570,  154669001.383,         43.600,   39413921.043,  327628971.952,         38.000,,,,,,
I02, 2025-01-16 00:00:30.000,   39412205.336,  154662256.598,         43.800,   39412202.051,  327614684.764,         38.000,,,,,,
I02, 2025-01-16 00:01:00.000,   39410473.680,  154655462.030,         42.600,   39410470.586,  327600292.123,         38.100,,,,,,
I02, 2025-01-16 00:01:30.000,   39408729.664,  154648617.481,         43.800,   39408726.395,  327585793.604,         37.900,,,,,,
I02, 2025-01-16 00:02:00.000,   39406972.711,  154641723.810,         43.400,   39406969.988,  327571191.044,         38.500,,,,,,
I02, 2025-01-16 00:02:30.000,   39405203.539,  154634779.754,         43.900,   39405200.656,  327556481.771,         38.600,,,,,,
I02, 2025-01-16 00:03:00.000,   39403420.594,  154627785.624,         43.000,   39403418.598,  327541666.403,         38.700,,,,,,
I02, 2025-01-16 00:03:30.000,   39401626.078,  154620742.566,         44.400,   39401623.992,  327526747.402,         38.600,,,,,,
I02, 2025-01-16 00:04:00.000,   39399818.773,  154613649.840,         44.300,   39399816.516,  327511723.225,         38.600,,,,,,
I02, 2025-01-16 00:04:30.000,   39397998.594,  154606507.858,         43.600,   39397996.309,  327496594.666,         37.900,,,,,,
I02, 2025-01-16 00:05:00.000,   39396166.094,  154599316.111,         44.100,   39396163.672,  327481360.695,         38.600,,,,,,
I02, 2025-01-16 00:05:30.000,   39394321.008,  154592075.686,         44.600,   39394318.184,  327466023.618,         37.500,,,,,,
I02, 2025-01-16 00:06:00.000,   39392463.773,  154584785.958,         44.900,   39392460.082,  327450582.096,         37.700,,,,,,
I02, 2025-01-16 00:06:30.000,   39390593.211,  154577447.024,         43.500,   39390590.016,  327435036.349,         38.800,,,,,,
I02, 2025-01-16 00:07:00.000,   39388710.836,  154570058.983,         44.200,   39388707.637,  327419386.599,         39.000,,,,,,
I02, 2025-01-16 00:07:30.000,   39386815.398,  154562622.305,         45.000,   39386813.133,  327403633.842,         39.000,,,,,,
I02, 2025-01-16 00:08:00.000,   39384908.273,  154555137.632,         45.200,   39384906.102,  327387779.391,         36.900,,,,,,
I02, 2025-01-16 00:08:30.000,   39382988.516,  154547604.291,         45.000,   39382986.793,  327371821.838,         39.100,,,,,,
I02, 2025-01-16 00:09:00.000,   39381056.484,  154540022.068,         46.000,   39381054.391,  327355760.740,         38.600,,,,,,
I02, 2025-01-16 00:09:30.000,   39379111.836,  154532391.385,         45.000,   39379109.582,  327339596.999,         37.600,,,,,,
I02, 2025-01-16 00:10:00.000,   39377154.852,  154524712.105,         45.900,   39377152.148,  327323330.301,         37.600,,,,,,
I02, 2025-01-16 00:10:30.000,   39375186.109,  154516984.731,         46.200,   39375183.211,  327306961.726,         38.000,,,,,,
I02, 2025-01-16 00:11:00.000,   39373204.523,  154509209.454,         45.700,   39373201.965,  327290491.704,         38.400,,,,,,
