> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-14 00:00:00.000,   39442517.664,  154781198.327,         42.500,   39442514.164,  327866643.772,         39.200,,,,,,
I02, 2025-01-14 00:00:30.000,   39441007.344,  154775271.357,         42.500,   39441004.098,  327854088.937,         39.400,,,,,,
I02, 2025-01-14 00:01:00.000,   39439483.586,  154769292.479,         43.200,   39439480.609,  327841424.167,         39.700,,,,,,
I02, 2025-01-14 00:01:30.000,   39437946.836,  154763262.404,         43.200,   39437943.969,  327828650.923,         39.200,,,,,,
I02, 2025-01-14 00:02:00.000,   39436397.789,  154757180.864,         42.600,   39436393.969,  327815768.671,         37.900,,,,,,
I02, 2025-01-14 00:02:30.000,   39434834.531,  154751048.109,         42.800,   39434830.875,  327802777.917,         37.900,,,,,,
I02, 2025-01-14 00:03:00.000,   39433258.953,  154744864.175,         44.400,   39433254.590,  327789678.777,         37.500,,,,,,
I02, 2025-01-14 00:03:30.000,   39431670.203,  154738629.526,         43.100,   39431665.578,  327776472.181,         37.800,,,,,,
I02, 2025-01-14 00:04:00.000,   39430068.094,  154732343.769,         43.900,   39430063.918,  327763157.315,         37.900,,,,,,
I02, 2025-01-14 00:04:30.000,   39428453.586,  154726007.097,         43.900,   39428449.145,  327749734.613,         38.400,,,,,,
I02, 2025-01-14 00:05:00.000,   39426826.250,  154719619.807,         44.300,   39426821.664,  327736204.697,         38.300,,,,,,
I02, 2025-01-14 00:05:30.000,   39425185.125,  154713180.521,         43.000,   39425181.027,  327722564.643,         38.100,,,,,,
I02, 2025-01-14 00:06:00.000,   39423531.414,  154706691.843,         42.800,   39423527.992,  327708819.956,         39.000,,,,,,
I02, 2025-01-14 00:06:30.000,   39421865.617,  154700152.751,         42.600,   39421861.789,  327694968.489,         39.000,,,,,,
I02, 2025-01-14 00:07:00.000,   39420186.047,  154693562.558,         44.000,   39420182.488,  327681008.790,         38.600,,,,,,
I02, 2025-01-14 00:07:30.000,   39418493.688,  154686921.900,         42.600,   39418490.090,  327666942.179,         38.500,,,,,,
I02, 2025-01-14 00:08:00.000,   39416788.742,  154680231.277,         43.000,   39416785.117,  327652769.720,         38.900,,,,,,
I02, 2025-01-14 00:08:30.000,   39415071.148,  154673491.395,         43.400,   39415067.387,  327638492.921,         38.900,,,,,,
I02, 2025-01-14 00:09:00.000,   39413340.617,  154666700.552,         42.600,   39413336.816,  327624108.180,         38.300,,,,,,
I02, 2025-01-14 00:09:30.000,   39411596.672,  154659859.572,         43.100,   39411593.207,  327609617.229,         38.000,,,,,,
I02, 2025-01-14 00:10:00.000,   39409841.656,  154652969.231,         42.400,   39409837.438,  327595021.724,         38.100,,,,,,
I02, 2025-01-14 00:10:30.000,   39408073.000,  154646029.026,         42.600,   39408068.871,  327580320.580,         38.700,,,,,,
I02, 2025-01-14 00:11:00.000,   39406291.484,  154639038.907,         43.700,   39406287.684,  327565513.715,         39.100,,,,,,
I02, 2025-01-14 00:11:30.000,   39404497.750,  154631999.232,         43.000,   39404494.094,  327550601.880,         38.700,,,,,,
I02, 2025-01-14 00:12:00.000,   39402691.461,  154624909.613,         44.300,   39402687.785,  327535584.260,         39.200,,,,,,
I02, 2025-01-14 00:12:30.000,   39400871.516,  154617770.320,         43.900,   39400868.395,  327520461.407,         38.800,,,,,,
I02, 2025-01-14 00:13:00.000,   39399040.070,  154610582.013,         42.400,   39399036.566,  327505234.747,         38.400,,,,,,
I02, 2025-01-14 00:13:30.000,   39397195.594,  154603345.165,         42.800,   39397191.957,  327489905.234,         37.400,,,,,,
I02, 2025-01-14 00:14:00.000,   39395339.383,  154596058.599,         44.100,   39395334.414,  327474470.402,         37.100,,,,,,
