> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
I02, 2025-01-13 00:00:00.000,   39455705.984,  154832960.759,         44.500,   39455703.180,  327976282.511,         39.000,,,,,,
I02, 2025-01-13 00:00:30.000,   39454300.445,  154827444.641,         44.300,   39454297.648,  327964597.999,         38.800,,,,,,
I02, 2025-01-13 00:01:00.000,   39452880.820,  154821876.282,         43.900,   39452878.402,  327952802.788,         37.900,,,,,,
I02, 2025-01-13 00:01:30.000,   39451448.945,  154816255.507,         42.400,   39451445.652,  327940896.558,         37.500,,,,,,
I02, 2025-01-13 00:02:00.000,   39450003.227,  154810582.692,         42.400,   39449999.852,  327928880.084,         37.900,,,,,,
I02, 2025-01-13 00:02:30.000,   39448544.391,  154804857.771,         42.600,   39448540.977,  327916753.236,         37.900,,,,,,
I02, 2025-01-13 00:03:00.000,   39447072.242,  154799081.413,         42.500,   39447068.980,  327904517.438,         37.800,,,,,,
I02, 2025-01-13 00:03:30.000,   39445587.383,  154793253.402,         42.200,   39445584.227,  327892172.234,         38.000,,,,,,
I02, 2025-01-13 00:04:00.000,   39444089.258,  154787373.280,         42.200,   39444086.031,  327879716.641,         38.400,,,,,,
I02, 2025-01-13 00:04:30.000,   39442577.453,  154781442.129,         42.400,   39442574.840,  327867152.978,         38.600,,,,,,
I02, 2025-01-13 00:05:00.000,   39441052.867,  154775459.334,         43.400,   39441050.504,  327854479.899,         38.600,,,,,,
I02, 2025-01-13 00:05:30.000,   39439515.180,  154769424.841,         42.500,   39439512.668,  327841697.310,         38.300,,,,,,
I02, 2025-01-13 00:06:00.000,   39437964.625,  154763339.100,         43.600,   39437961.504,  327828806.166,         38.000,,,,,,
I02, 2025-01-13 00:06:30.000,   39436400.656,  154757202.029,         42.700,   39436397.297,  327815806.284,         38.300,,,,,,
I02, 2025-01-13 00:07:00.000,   39434823.422,  154751013.803,         43.700,   39434820.211,  327802698.053,         37.400,,,,,,
I02, 2025-01-13 00:07:30.000,   39433233.914,  154744774.370,         44.000,   39433230.047,  327789481.347,         37.500,,,,,,
I02, 2025-01-13 00:08:00.000,   39431631.164,  154738484.286,         43.200,   39431626.805,  327776157.334,         37.400,,,,,,
I02, 2025-01-13 00:08:30.000,   39430015.281,  154732143.082,         43.700,   39430011.043,  327762725.038,         37.300,,,,,,
I02, 2025-01-13 00:09:00.000,   39428385.867,  154725750.670,         43.600,   39428382.262,  327749184.280,         38.400,,,,,,
I02, 2025-01-13 00:09:30.000,   39426744.102,  154719307.619,         43.900,   39426740.723,  327735536.268,         38.300,,,,,,
I02, 2025-01-13 00:10:00.000,   39425089.992,  154712814.445,         43.300,   39425086.539,  327721782.075,         38.700,,,,,,
I02, 2025-01-13 00:10:30.000,   39423421.867,  154706270.308,         43.300,   39423419.094,  327707919.938,         38.300,,,,,,
I02, 2025-01-13 00:11:00.000,   39421741.047,  154699675.765,         42.700,   39421738.652,  327693951.021,         38.300,,,,,,
I02, 2025-01-13 00:11:30.000,   39420048.219,  154693031.089,         42.700,   39420045.188,  327679875.910,         38.600,,,,,,
I02, 2025-01-13 00:12:00.000,   39418342.141,  154686335.497,         42.700,   39418338.738,  327665692.937,         37.900,,,,,,
I02, 2025-01-13 00:12:30.000,   39416622.883,  154679589.201,         43.100,   39416619.570,  327651402.562,         38.100,,,,,,
I02, 2025-01-13 00:13:00.000,   39414890.945,  154672793.269,         42.800,   39414887.676,  327637007.060,         37.800,,,,,,
I02, 2025-01-13 00:13:30.000,   39413146.875,  154665948.059,         43.400,   39413143.195,  327622507.151,         37.900,,,,,,
I02, 2025-01-13 00:14:00.000,   39411389.719,  154659053.054,         43.300,   39411386.086,  327607901.763,         38.000,,,,,,
I02, 2025-01-13 00:14:30.000,   39409619.547,  154652107.428,         42.400,   39409616.469,  327593189.159,         38.100,,,,,,
I02, 2025-01-13 00:15:00.000,   39407837.398,  154645112.860,         43.600,   39407834.102,  327578372.862,         38.100,,,,,,
I02, 2025-01-13 00:15:30.000,   39406041.648,  154638068.006,         44.300,   39406039.035,  327563450.060,         38.100,,,,,,
I02, 2025-01-13 00:16:00.000,   39404234.539,  154630973.665,         44.000,   39404231.465,  327548422.440,         39.200,,,,,,
I02, 2025-01-13 00:16:30.000,   39402413.633,  154623830.192,         44.600,   39402410.984,  327533290.741,         38.400,,,,,,
I02, 2025-01-13 00:17:00.000,   39400580.633,  154616636.833,         43.000,   39400577.969,  327518053.361,         38.700,,,,,,
I02, 2025-01-13 00:17:30.000,   39398735.516,  154609394.279,         44.100,   39398731.945,  327502711.769,         37.500,,,,,,
I02, 2025-01-13 00:18:00.000,   39396877.258,  154602103.331,         42.900,   39396873.484,  327487267.660,         37.200,,,,,,
I02, 2025-01-13 00:18:30.000,   39395006.453,  154594762.932,         44.700,   39395002.770,  327471718.800,         37.600,,,,,,
I02, 2025-01-13 00:19:00.000,   39393123.656,  154587373.916,         44.700,   39393120.109,  327456066.955,         38.100,,,,,,
I02, 2025-01-13 00:19:30.000,   39391228.609,  154579935.875,         43.900,   39391225.148,  327440311.297,         38.300,,,,,,
I02, 2025-01-13 00:20:00.000,   39389320.227,  154572449.118,         44.300,   39389317.352,  327424452.423,         38.200,,,,,,
I02, 2025-01-13 00:20:30.000,   39387400.055,  154564912.710,         44.900,   39387397.066,  327408488.382,         38.500,,,,,,
I02, 2025-01-13 00:21:00.000,   39385467.602,  154557328.752,         44.400,   39385464.473,  327392423.590,         38.100,,,,,,
I02, 2025-01-13 00:21:30.000,   39383522.555,  154549695.446,         45.300,   39383519.520,  327376254.313,         38.400,,,,,,
I02, 2025-01-13 00:22:00.000,   39381564.781,  154542014.048,         46.200,   39381561.883,  327359983.123,         38.000,,,,,,
I02, 2025-01-13 00:22:30.000,   39379595.055,  154534284.652,         45.900,   39379592.145,  327343610.279,         38.000,,,,,,
I02, 2025-01-13 00:23:00.000,   39377613.352,  154526506.609,         45.800,   39377609.973,  327327134.400,         37.500,,,,,,
I02, 2025-01-13 00:23:30.000,   39375619.086,  154518681.050,         46.200,   39375615.680,  327310557.848,         38.600,,,,,,
I02, 2025-01-13 00:24:00.000,   39373612.531,  154510807.201,         46.200,   39373609.203,  327293878.988,         38.400,,,,,,
